POA_CODE_2021	Landlord	Rent.min	occupied_private_dwellings_being_rented
POA2018	Person not in same household	23625	71
POA2018	Person not in same household	28875	42
POA2018	Person not in same household	34125	44
POA2018	Person not in same household	39375	17
POA2018	Person not in same household	44625	5
POA2018	Person not in same household	49875	10
POA2018	Real estate agent	52	9
POA2018	Real estate agent	10500	9
POA2018	Real estate agent	11812	18
POA2018	Real estate agent	14437	89
POA2018	Real estate agent	18375	567
POA2018	Real estate agent	23625	695
POA2018	Real estate agent	28875	841
POA2018	Real estate agent	34125	451
POA2018	Real estate agent	39375	197
POA2018	Real estate agent	44625	132
POA2018	Real estate agent	49875	109
POA2018	State or territory housing authority	52	18
POA2018	State or territory housing authority	3937	36
POA2018	State or territory housing authority	5250	220
POA2018	State or territory housing authority	7875	64
POA2018	State or territory housing authority	10500	36
POA2018	State or territory housing authority	11812	31
POA2018	State or territory housing authority	14437	13
POA2018	State or territory housing authority	18375	9
POA2018	State or territory housing authority	23625	8
POA2018	State or territory housing authority	28875	4
POA2019	(Other)	5250	4
POA2019	(Other)	11812	37
POA2019	(Other)	14437	11
POA2019	(Other)	18375	15
POA2019	(Other)	23625	3
POA2019	(Other)	28875	4
POA2019	(Other)	49875	5
POA2019	Co-op/church group etc	5250	7
POA2019	Co-op/church group etc	7875	8
POA2019	Co-op/church group etc	10500	3
POA2019	Co-op/church group etc	14437	6
POA2019	Co-op/church group etc	44625	4
POA2019	Person not in same household	7875	5
POA2019	Person not in same household	10500	4
POA2019	Person not in same household	11812	8
POA2019	Person not in same household	14437	12
POA2019	Person not in same household	18375	16
POA2019	Person not in same household	23625	30
POA2019	Person not in same household	28875	25
POA2019	Person not in same household	34125	15
POA2019	Person not in same household	39375	6
POA2019	Person not in same household	44625	3
POA2019	Person not in same household	49875	8
POA2019	Real estate agent	7875	3
POA2019	Real estate agent	11812	3
POA2019	Real estate agent	14437	42
POA2019	Real estate agent	18375	158
POA2019	Real estate agent	23625	324
POA2019	Real estate agent	28875	384
POA2019	Real estate agent	34125	252
POA2019	Real estate agent	39375	107
POA2019	Real estate agent	44625	70
POA2019	Real estate agent	49875	69
POA2019	State or territory housing authority	52	4
POA2019	State or territory housing authority	3937	13
POA2019	State or territory housing authority	5250	85
POA2019	State or territory housing authority	7875	25
POA2019	State or territory housing authority	10500	16
POA2019	State or territory housing authority	11812	11
POA2019	State or territory housing authority	18375	8
POA2019	State or territory housing authority	23625	3
POA2019	State or territory housing authority	34125	6
POA2020		14437	4
POA2020		18375	4
POA2020		28875	5
POA2020	(Other)	10500	7
POA2020	(Other)	11812	11
POA2020	(Other)	14437	8
POA2020	(Other)	18375	13
POA2020	(Other)	23625	21
POA2020	(Other)	28875	21
POA2020	(Other)	34125	23
POA2020	(Other)	39375	17
POA2020	(Other)	44625	6
POA2020	(Other)	49875	3
POA2020	Co-op/church group etc	5250	5
POA2020	Co-op/church group etc	7875	9
POA2020	Co-op/church group etc	10500	4
POA2020	Co-op/church group etc	11812	6
POA2020	Co-op/church group etc	14437	4
POA2020	Co-op/church group etc	18375	3
POA2020	Co-op/church group etc	23625	3
POA2020	Co-op/church group etc	28875	4
POA2020	Person not in same household	5250	4
POA2020	Person not in same household	7875	12
POA2020	Person not in same household	10500	11
POA2020	Person not in same household	11812	29
POA2020	Person not in same household	14437	38
POA2020	Person not in same household	18375	43
POA2020	Person not in same household	23625	54
POA2020	Person not in same household	28875	86
POA2020	Person not in same household	34125	48
POA2020	Person not in same household	39375	36
POA2020	Person not in same household	44625	18
POA2020	Person not in same household	49875	17
POA2020	Real estate agent	52	6
POA2020	Real estate agent	7875	6
POA2020	Real estate agent	10500	7
POA2020	Real estate agent	11812	24
POA2020	Real estate agent	14437	109
POA2020	Real estate agent	18375	180
POA2020	Real estate agent	23625	819
POA2020	Real estate agent	28875	1133
POA2020	Real estate agent	34125	904
POA2020	Real estate agent	39375	408
POA2020	Real estate agent	44625	142
POA2020	Real estate agent	49875	96
POA2020	State or territory housing authority	3937	5
POA2020	State or territory housing authority	5250	13
POA2020	State or territory housing authority	7875	20
POA2020	State or territory housing authority	10500	3
POA2020	State or territory housing authority	11812	5
POA2020	State or territory housing authority	18375	5
POA2021	(Other)	7875	3
POA2021	(Other)	14437	3
POA2021	(Other)	18375	11
POA2021	(Other)	23625	7
POA2021	(Other)	28875	4
POA2021	(Other)	49875	3
POA2021	Co-op/church group etc	5250	3
POA2021	Co-op/church group etc	7875	4
POA2021	Co-op/church group etc	23625	7
POA2021	Person not in same household	5250	3
POA2021	Person not in same household	7875	10
POA2021	Person not in same household	10500	6
POA2021	Person not in same household	11812	14
POA2021	Person not in same household	14437	38
POA2021	Person not in same household	18375	59
POA2021	Person not in same household	23625	67
POA2021	Person not in same household	28875	38
POA2021	Person not in same household	34125	31
POA2021	Person not in same household	39375	35
POA2021	Person not in same household	44625	27
POA2021	Person not in same household	49875	102
POA2021	Real estate agent	52	5
POA2021	Real estate agent	3937	4
POA2021	Real estate agent	5250	3
POA2021	Real estate agent	7875	14
POA2021	Real estate agent	10500	4
POA2021	Real estate agent	11812	54
POA2021	Real estate agent	14437	214
POA2021	Real estate agent	18375	415
POA2021	Real estate agent	23625	348
POA2021	Real estate agent	28875	261
POA2021	Real estate agent	34125	191
POA2021	Real estate agent	39375	169
POA2021	Real estate agent	44625	142
POA2021	Real estate agent	49875	643
POA2021	State or territory housing authority	5250	32
POA2021	State or territory housing authority	7875	9
POA2022	(Other)	14437	8
POA2022	(Other)	18375	10
POA2022	(Other)	23625	7
POA2022	(Other)	34125	4
POA2022	(Other)	49875	8
POA2022	Co-op/church group etc	3937	3
POA2022	Co-op/church group etc	5250	6
POA2022	Co-op/church group etc	7875	11
POA2022	Co-op/church group etc	10500	10
POA2022	Co-op/church group etc	11812	5
POA2022	Co-op/church group etc	14437	7
POA2022	Co-op/church group etc	23625	8
POA2022	Person not in same household	5250	6
POA2022	Person not in same household	7875	4
POA2022	Person not in same household	10500	6
POA2022	Person not in same household	11812	17
POA2022	Person not in same household	14437	23
POA2022	Person not in same household	18375	27
POA2022	Person not in same household	23625	55
POA2022	Person not in same household	28875	43
POA2022	Person not in same household	34125	36
POA2022	Person not in same household	39375	33
POA2022	Person not in same household	44625	29
POA2022	Person not in same household	49875	51
POA2022	Real estate agent	5250	7
POA2022	Real estate agent	7875	9
POA2022	Real estate agent	10500	3
POA2022	Real estate agent	11812	13
POA2022	Real estate agent	14437	73
POA2022	Real estate agent	18375	173
POA2022	Real estate agent	23625	230
POA2022	Real estate agent	28875	369
POA2022	Real estate agent	34125	425
POA2022	Real estate agent	39375	235
POA2022	Real estate agent	44625	200
POA2022	Real estate agent	49875	427
POA2022	State or territory housing authority	5250	22
POA2022	State or territory housing authority	7875	9
POA2022	State or territory housing authority	10500	7
POA2022	State or territory housing authority	11812	3
POA2022	State or territory housing authority	14437	5
POA2022	State or territory housing authority	18375	3
POA2023	(Other)	14437	3
POA2023	(Other)	28875	4
POA2023	Person not in same household	52	4
POA2023	Person not in same household	7875	3
POA2023	Person not in same household	11812	3
POA2023	Person not in same household	14437	4
POA2023	Person not in same household	18375	10
POA2023	Person not in same household	23625	24
POA2023	Person not in same household	28875	24
POA2023	Person not in same household	34125	17
POA2023	Person not in same household	39375	17
POA2023	Person not in same household	44625	11
POA2023	Person not in same household	49875	43
POA2023	Real estate agent	7875	3
POA2023	Real estate agent	10500	4
POA2023	Real estate agent	14437	24
POA2023	Real estate agent	18375	68
POA2023	Real estate agent	23625	193
POA2023	Real estate agent	28875	243
POA2023	Real estate agent	34125	173
POA2023	Real estate agent	39375	125
POA2023	Real estate agent	44625	65
POA2023	Real estate agent	49875	203
POA2024	(Other)	28875	6
POA2024	(Other)	44625	3
POA2024	Person not in same household	11812	3
POA2024	Person not in same household	14437	5
POA2024	Person not in same household	18375	22
POA2024	Person not in same household	23625	35
POA2024	Person not in same household	28875	60
POA2024	Person not in same household	34125	38
POA2024	Person not in same household	39375	23
POA2024	Person not in same household	44625	11
POA2024	Person not in same household	49875	47
POA2024	Real estate agent	11812	5
POA2024	Real estate agent	14437	17
POA2024	Real estate agent	18375	101
POA2024	Real estate agent	23625	160
POA2024	Real estate agent	28875	270
POA2024	Real estate agent	34125	268
POA2024	Real estate agent	39375	182
POA2024	Real estate agent	44625	106
POA2024	Real estate agent	49875	217
POA2024	State or territory housing authority	52	6
POA2024	State or territory housing authority	3937	10
POA2024	State or territory housing authority	5250	33
POA2024	State or territory housing authority	7875	8
POA2024	State or territory housing authority	18375	3
POA2025	(Other)	7875	5
POA2025	Co-op/church group etc	5250	4
POA2025	Co-op/church group etc	7875	3
POA2025	Co-op/church group etc	10500	4
POA2025	Co-op/church group etc	14437	3
POA2025	Person not in same household	5250	3
POA2025	Person not in same household	7875	3
POA2025	Person not in same household	10500	3
POA2025	Person not in same household	11812	5
POA2025	Person not in same household	14437	12
POA2025	Person not in same household	18375	7
POA2025	Person not in same household	23625	10
POA2025	Person not in same household	28875	34
POA2025	Person not in same household	34125	18
POA2025	Person not in same household	39375	16
POA2025	Person not in same household	44625	12
POA2025	Person not in same household	49875	50
POA2025	Real estate agent	11812	4
POA2025	Real estate agent	14437	7
POA2025	Real estate agent	18375	48
POA2025	Real estate agent	23625	139
POA2025	Real estate agent	28875	147
POA2025	Real estate agent	34125	135
POA2025	Real estate agent	39375	80
POA2025	Real estate agent	44625	50
POA2025	Real estate agent	49875	207
POA2025	State or territory housing authority	5250	11
POA2026		28875	3
POA2026		39375	3
POA2026	(Other)	10500	4
POA2026	(Other)	11812	3
POA2026	(Other)	14437	3
POA2026	(Other)	18375	7
POA2026	(Other)	23625	20
POA2026	(Other)	28875	17
POA2026	(Other)	34125	10
POA2026	(Other)	39375	3
POA2026	(Other)	44625	4
POA2026	(Other)	49875	8
POA2026	Co-op/church group etc	52	3
POA2026	Co-op/church group etc	5250	3
POA2026	Co-op/church group etc	7875	10
POA2026	Co-op/church group etc	10500	6
POA2026	Co-op/church group etc	11812	8
POA2026	Co-op/church group etc	14437	3
POA2026	Co-op/church group etc	23625	4
POA2026	Person not in same household	52	3
POA2026	Person not in same household	5250	4
POA2026	Person not in same household	7875	12
POA2026	Person not in same household	10500	11
POA2026	Person not in same household	11812	21
POA2026	Person not in same household	14437	41
POA2026	Person not in same household	18375	83
POA2026	Person not in same household	23625	143
POA2026	Person not in same household	28875	170
POA2026	Person not in same household	34125	169
POA2026	Person not in same household	39375	142
POA2026	Person not in same household	44625	81
POA2026	Person not in same household	49875	222
POA2026	Real estate agent	52	4
POA2026	Real estate agent	5250	3
POA2026	Real estate agent	7875	3
POA2026	Real estate agent	10500	15
POA2026	Real estate agent	11812	15
POA2026	Real estate agent	14437	124
POA2026	Real estate agent	18375	431
POA2026	Real estate agent	23625	753
POA2026	Real estate agent	28875	1055
POA2026	Real estate agent	34125	1083
POA2026	Real estate agent	39375	843
POA2026	Real estate agent	44625	566
POA2026	Real estate agent	49875	1117
POA2026	State or territory housing authority	52	5
POA2026	State or territory housing authority	3937	12
POA2026	State or territory housing authority	5250	116
POA2026	State or territory housing authority	7875	21
POA2026	State or territory housing authority	10500	8
POA2026	State or territory housing authority	11812	6
POA2026	State or territory housing authority	18375	6
POA2026	State or territory housing authority	23625	8
POA2027		18375	3
POA2027	(Other)	49875	3
POA2027	Person not in same household	5250	9
POA2027	Person not in same household	10500	5
POA2027	Person not in same household	11812	3
POA2027	Person not in same household	14437	12
POA2027	Person not in same household	18375	12
POA2027	Person not in same household	23625	23
POA2027	Person not in same household	28875	26
POA2027	Person not in same household	34125	23
POA2027	Person not in same household	39375	26
POA2027	Person not in same household	44625	24
POA2027	Person not in same household	49875	65
POA2027	Real estate agent	52	3
POA2027	Real estate agent	11812	3
POA2027	Real estate agent	14437	33
POA2027	Real estate agent	18375	109
POA2027	Real estate agent	23625	113
POA2027	Real estate agent	28875	148
POA2027	Real estate agent	34125	140
POA2027	Real estate agent	39375	113
POA2027	Real estate agent	44625	88
POA2027	Real estate agent	49875	353
POA2027	State or territory housing authority	52	3
POA2028	Person not in same household	5250	4
POA2028	Person not in same household	11812	5
POA2028	Person not in same household	14437	5
POA2028	Person not in same household	18375	9
POA2028	Person not in same household	23625	9
POA2028	Person not in same household	28875	22
POA2028	Person not in same household	34125	25
POA2028	Person not in same household	39375	28
POA2028	Person not in same household	44625	9
POA2028	Person not in same household	49875	27
POA2028	Real estate agent	11812	4
POA2028	Real estate agent	14437	6
POA2028	Real estate agent	18375	22
POA2028	Real estate agent	23625	69
POA2028	Real estate agent	28875	137
POA2028	Real estate agent	34125	144
POA2028	Real estate agent	39375	106
POA2028	Real estate agent	44625	66
POA2028	Real estate agent	49875	184
POA2029	(Other)	18375	3
POA2029	(Other)	28875	4
POA2029	(Other)	49875	3
POA2029	Co-op/church group etc	18375	10
POA2029	Person not in same household	5250	5
POA2029	Person not in same household	7875	6
POA2029	Person not in same household	10500	3
POA2029	Person not in same household	11812	3
POA2029	Person not in same household	14437	13
POA2029	Person not in same household	18375	16
POA2029	Person not in same household	23625	28
POA2029	Person not in same household	28875	41
POA2029	Person not in same household	34125	32
POA2029	Person not in same household	39375	31
POA2029	Person not in same household	44625	21
POA2029	Person not in same household	49875	67
POA2029	Real estate agent	11812	5
POA2029	Real estate agent	14437	25
POA2029	Real estate agent	18375	103
POA2029	Real estate agent	23625	242
POA2029	Real estate agent	28875	317
POA2029	Real estate agent	34125	222
POA2029	Real estate agent	39375	119
POA2029	Real estate agent	44625	77
POA2029	Real estate agent	49875	221
POA2029	State or territory housing authority	5250	3
POA2030	(Other)	5250	3
POA2030	(Other)	14437	6
POA2030	(Other)	18375	3
POA2030	(Other)	34125	3
POA2030	(Other)	49875	3
POA2030	Co-op/church group etc	34125	5
POA2030	Person not in same household	5250	3
POA2030	Person not in same household	10500	5
POA2030	Person not in same household	11812	3
POA2030	Person not in same household	14437	9
POA2030	Person not in same household	18375	10
POA2030	Person not in same household	23625	20
POA2030	Person not in same household	28875	25
POA2030	Person not in same household	34125	23
POA2030	Person not in same household	39375	20
POA2030	Person not in same household	44625	19
POA2030	Person not in same household	49875	69
POA2030	Real estate agent	7875	3
POA2030	Real estate agent	11812	3
POA2030	Real estate agent	14437	6
POA2030	Real estate agent	18375	28
POA2030	Real estate agent	23625	86
POA2030	Real estate agent	28875	157
POA2030	Real estate agent	34125	146
POA2030	Real estate agent	39375	94
POA2030	Real estate agent	44625	49
POA2030	Real estate agent	49875	252
POA2031		28875	3
POA2031	(Other)	7875	3
POA2031	(Other)	11812	12
POA2031	(Other)	14437	14
POA2031	(Other)	18375	28
POA2031	(Other)	23625	7
POA2031	(Other)	28875	11
POA2031	(Other)	34125	6
POA2031	(Other)	49875	5
POA2031	Co-op/church group etc	3937	3
POA2031	Co-op/church group etc	5250	12
POA2031	Co-op/church group etc	7875	18
POA2031	Co-op/church group etc	10500	11
POA2031	Co-op/church group etc	11812	3
POA2031	Co-op/church group etc	14437	5
POA2031	Co-op/church group etc	18375	7
POA2031	Co-op/church group etc	23625	3
POA2031	Person not in same household	5250	9
POA2031	Person not in same household	7875	13
POA2031	Person not in same household	10500	11
POA2031	Person not in same household	11812	30
POA2031	Person not in same household	14437	49
POA2031	Person not in same household	18375	67
POA2031	Person not in same household	23625	178
POA2031	Person not in same household	28875	149
POA2031	Person not in same household	34125	93
POA2031	Person not in same household	39375	60
POA2031	Person not in same household	44625	45
POA2031	Person not in same household	49875	90
POA2031	Real estate agent	52	4
POA2031	Real estate agent	3937	6
POA2031	Real estate agent	5250	3
POA2031	Real estate agent	7875	21
POA2031	Real estate agent	10500	10
POA2031	Real estate agent	11812	31
POA2031	Real estate agent	14437	80
POA2031	Real estate agent	18375	493
POA2031	Real estate agent	23625	1223
POA2031	Real estate agent	28875	1555
POA2031	Real estate agent	34125	870
POA2031	Real estate agent	39375	367
POA2031	Real estate agent	44625	256
POA2031	Real estate agent	49875	467
POA2031	State or territory housing authority	52	5
POA2031	State or territory housing authority	3937	5
POA2031	State or territory housing authority	5250	66
POA2031	State or territory housing authority	7875	15
POA2031	State or territory housing authority	10500	10
POA2031	State or territory housing authority	11812	14
POA2031	State or territory housing authority	14437	9
POA2031	State or territory housing authority	18375	3
POA2032		11812	4
POA2032		14437	3
POA2032	(Other)	5250	3
POA2032	(Other)	10500	6
POA2032	(Other)	11812	4
POA2032	(Other)	23625	3
POA2032	Co-op/church group etc	3937	4
POA2032	Co-op/church group etc	5250	13
POA2032	Co-op/church group etc	7875	14
POA2032	Co-op/church group etc	10500	5
POA2032	Co-op/church group etc	14437	6
POA2032	Co-op/church group etc	18375	9
POA2032	Person not in same household	5250	8
POA2032	Person not in same household	7875	25
POA2032	Person not in same household	10500	18
POA2032	Person not in same household	11812	22
POA2032	Person not in same household	14437	29
POA2032	Person not in same household	18375	43
POA2032	Person not in same household	23625	50
POA2032	Person not in same household	28875	33
POA2032	Person not in same household	34125	30
POA2032	Person not in same household	39375	13
POA2032	Person not in same household	44625	10
POA2032	Person not in same household	49875	17
POA2032	Real estate agent	3937	3
POA2032	Real estate agent	5250	8
POA2032	Real estate agent	7875	16
POA2032	Real estate agent	10500	27
POA2032	Real estate agent	11812	47
POA2032	Real estate agent	14437	171
POA2032	Real estate agent	18375	448
POA2032	Real estate agent	23625	546
POA2032	Real estate agent	28875	305
POA2032	Real estate agent	34125	183
POA2032	Real estate agent	39375	115
POA2032	Real estate agent	44625	59
POA2032	Real estate agent	49875	111
POA2032	State or territory housing authority	52	18
POA2032	State or territory housing authority	3937	21
POA2032	State or territory housing authority	5250	239
POA2032	State or territory housing authority	7875	62
POA2032	State or territory housing authority	10500	32
POA2032	State or territory housing authority	11812	21
POA2032	State or territory housing authority	14437	20
POA2032	State or territory housing authority	18375	12
POA2032	State or territory housing authority	23625	10
POA2032	State or territory housing authority	28875	9
POA2032	State or territory housing authority	34125	5
POA2032	State or territory housing authority	39375	6
POA2033	(Other)	11812	4
POA2033	(Other)	14437	11
POA2033	(Other)	18375	12
POA2033	(Other)	23625	5
POA2033	(Other)	34125	3
POA2033	Co-op/church group etc	5250	10
POA2033	Co-op/church group etc	7875	5
POA2033	Co-op/church group etc	14437	9
POA2033	Co-op/church group etc	18375	5
POA2033	Co-op/church group etc	23625	3
POA2033	Person not in same household	52	4
POA2033	Person not in same household	5250	4
POA2033	Person not in same household	7875	16
POA2033	Person not in same household	10500	7
POA2033	Person not in same household	11812	11
POA2033	Person not in same household	14437	24
POA2033	Person not in same household	18375	36
POA2033	Person not in same household	23625	58
POA2033	Person not in same household	28875	36
POA2033	Person not in same household	34125	14
POA2033	Person not in same household	39375	16
POA2033	Person not in same household	44625	14
POA2033	Person not in same household	49875	22
POA2033	Real estate agent	7875	4
POA2033	Real estate agent	10500	3
POA2033	Real estate agent	11812	6
POA2033	Real estate agent	14437	82
POA2033	Real estate agent	18375	394
POA2033	Real estate agent	23625	619
POA2033	Real estate agent	28875	384
POA2033	Real estate agent	34125	153
POA2033	Real estate agent	39375	120
POA2033	Real estate agent	44625	58
POA2033	Real estate agent	49875	113
POA2033	State or territory housing authority	52	7
POA2033	State or territory housing authority	3937	4
POA2033	State or territory housing authority	5250	19
POA2033	State or territory housing authority	7875	9
POA2033	State or territory housing authority	10500	6
POA2033	State or territory housing authority	18375	4
POA2034	(Other)	11812	7
POA2034	(Other)	14437	15
POA2034	(Other)	18375	39
POA2034	(Other)	23625	6
POA2034	(Other)	28875	6
POA2034	Co-op/church group etc	5250	14
POA2034	Co-op/church group etc	7875	19
POA2034	Co-op/church group etc	10500	10
POA2034	Co-op/church group etc	11812	8
POA2034	Co-op/church group etc	14437	7
POA2034	Co-op/church group etc	18375	6
POA2034	Person not in same household	5250	4
POA2034	Person not in same household	7875	3
POA2034	Person not in same household	10500	7
POA2034	Person not in same household	11812	12
POA2034	Person not in same household	14437	17
POA2034	Person not in same household	18375	41
POA2034	Person not in same household	23625	67
POA2034	Person not in same household	28875	80
POA2034	Person not in same household	34125	82
POA2034	Person not in same household	39375	48
POA2034	Person not in same household	44625	30
POA2034	Person not in same household	49875	59
POA2034	Real estate agent	5250	3
POA2034	Real estate agent	10500	5
POA2034	Real estate agent	11812	18
POA2034	Real estate agent	14437	42
POA2034	Real estate agent	18375	133
POA2034	Real estate agent	23625	447
POA2034	Real estate agent	28875	724
POA2034	Real estate agent	34125	649
POA2034	Real estate agent	39375	378
POA2034	Real estate agent	44625	213
POA2034	Real estate agent	49875	449
POA2034	State or territory housing authority	52	18
POA2034	State or territory housing authority	3937	27
POA2034	State or territory housing authority	5250	282
POA2034	State or territory housing authority	7875	89
POA2034	State or territory housing authority	10500	29
POA2034	State or territory housing authority	11812	34
POA2034	State or territory housing authority	14437	27
POA2034	State or territory housing authority	18375	19
POA2034	State or territory housing authority	23625	9
POA2034	State or territory housing authority	28875	8
POA2035	(Other)	14437	9
POA2035	(Other)	18375	8
POA2035	(Other)	23625	3
POA2035	(Other)	28875	7
POA2035	(Other)	34125	4
POA2035	(Other)	39375	4
POA2035	(Other)	49875	4
POA2035	Co-op/church group etc	3937	9
POA2035	Co-op/church group etc	5250	17
POA2035	Co-op/church group etc	7875	21
POA2035	Co-op/church group etc	10500	9
POA2035	Co-op/church group etc	11812	18
POA2035	Co-op/church group etc	14437	19
POA2035	Co-op/church group etc	18375	11
POA2035	Co-op/church group etc	34125	3
POA2035	Person not in same household	5250	6
POA2035	Person not in same household	7875	13
POA2035	Person not in same household	10500	15
POA2035	Person not in same household	11812	22
POA2035	Person not in same household	14437	36
POA2035	Person not in same household	18375	56
POA2035	Person not in same household	23625	97
POA2035	Person not in same household	28875	92
POA2035	Person not in same household	34125	56
POA2035	Person not in same household	39375	42
POA2035	Person not in same household	44625	26
POA2035	Person not in same household	49875	40
POA2035	Real estate agent	5250	5
POA2035	Real estate agent	7875	6
POA2035	Real estate agent	10500	8
POA2035	Real estate agent	11812	27
POA2035	Real estate agent	14437	73
POA2035	Real estate agent	18375	303
POA2035	Real estate agent	23625	879
POA2035	Real estate agent	28875	876
POA2035	Real estate agent	34125	507
POA2035	Real estate agent	39375	319
POA2035	Real estate agent	44625	178
POA2035	Real estate agent	49875	375
POA2035	State or territory housing authority	52	34
POA2035	State or territory housing authority	3937	79
POA2035	State or territory housing authority	5250	491
POA2035	State or territory housing authority	7875	142
POA2035	State or territory housing authority	10500	81
POA2035	State or territory housing authority	11812	65
POA2035	State or territory housing authority	14437	35
POA2035	State or territory housing authority	18375	35
POA2035	State or territory housing authority	23625	15
POA2035	State or territory housing authority	28875	8
POA2035	State or territory housing authority	49875	3
POA2036		5250	3
POA2036		18375	6
POA2036		34125	4
POA2036	(Other)	5250	3
POA2036	(Other)	7875	9
POA2036	(Other)	10500	3
POA2036	(Other)	11812	8
POA2036	(Other)	14437	13
POA2036	(Other)	18375	28
POA2036	(Other)	23625	17
POA2036	(Other)	28875	16
POA2036	(Other)	34125	7
POA2036	(Other)	39375	11
POA2036	(Other)	44625	3
POA2036	(Other)	49875	3
POA2036	Co-op/church group etc	52	3
POA2036	Co-op/church group etc	3937	4
POA2036	Co-op/church group etc	5250	24
POA2036	Co-op/church group etc	7875	78
POA2036	Co-op/church group etc	10500	18
POA2036	Co-op/church group etc	11812	12
POA2036	Co-op/church group etc	14437	12
POA2036	Co-op/church group etc	18375	4
POA2036	Co-op/church group etc	23625	8
POA2036	Co-op/church group etc	28875	8
POA2036	Co-op/church group etc	34125	3
POA2036	Person not in same household	3937	6
POA2036	Person not in same household	5250	7
POA2036	Person not in same household	7875	15
POA2036	Person not in same household	10500	11
POA2036	Person not in same household	11812	14
POA2036	Person not in same household	14437	20
POA2036	Person not in same household	18375	55
POA2036	Person not in same household	23625	68
POA2036	Person not in same household	28875	56
POA2036	Person not in same household	34125	48
POA2036	Person not in same household	39375	33
POA2036	Person not in same household	44625	19
POA2036	Person not in same household	49875	36
POA2036	Real estate agent	52	5
POA2036	Real estate agent	3937	5
POA2036	Real estate agent	5250	3
POA2036	Real estate agent	7875	4
POA2036	Real estate agent	10500	6
POA2036	Real estate agent	11812	10
POA2036	Real estate agent	14437	86
POA2036	Real estate agent	18375	531
POA2036	Real estate agent	23625	597
POA2036	Real estate agent	28875	651
POA2036	Real estate agent	34125	524
POA2036	Real estate agent	39375	298
POA2036	Real estate agent	44625	142
POA2036	Real estate agent	49875	340
POA2036	State or territory housing authority	52	39
POA2036	State or territory housing authority	3937	69
POA2036	State or territory housing authority	5250	445
POA2036	State or territory housing authority	7875	132
POA2036	State or territory housing authority	10500	75
POA2036	State or territory housing authority	11812	56
POA2036	State or territory housing authority	14437	48
POA2036	State or territory housing authority	18375	38
POA2036	State or territory housing authority	23625	14
POA2036	State or territory housing authority	28875	12
POA2036	State or territory housing authority	34125	9
POA2037		7875	6
POA2037	(Other)	10500	3
POA2037	(Other)	11812	3
POA2037	(Other)	14437	4
POA2037	(Other)	23625	3
POA2037	(Other)	28875	4
POA2037	(Other)	34125	3
POA2037	(Other)	39375	3
POA2037	Co-op/church group etc	3937	5
POA2037	Co-op/church group etc	5250	22
POA2037	Co-op/church group etc	7875	66
POA2037	Co-op/church group etc	10500	18
POA2037	Co-op/church group etc	11812	13
POA2037	Co-op/church group etc	14437	23
POA2037	Co-op/church group etc	18375	67
POA2037	Co-op/church group etc	23625	12
POA2037	Co-op/church group etc	28875	3
POA2037	Person not in same household	52	6
POA2037	Person not in same household	5250	7
POA2037	Person not in same household	7875	8
POA2037	Person not in same household	10500	13
POA2037	Person not in same household	11812	20
POA2037	Person not in same household	14437	51
POA2037	Person not in same household	18375	56
POA2037	Person not in same household	23625	70
POA2037	Person not in same household	28875	53
POA2037	Person not in same household	34125	48
POA2037	Person not in same household	39375	35
POA2037	Person not in same household	44625	34
POA2037	Person not in same household	49875	47
POA2037	Real estate agent	7875	12
POA2037	Real estate agent	10500	12
POA2037	Real estate agent	11812	63
POA2037	Real estate agent	14437	202
POA2037	Real estate agent	18375	408
POA2037	Real estate agent	23625	526
POA2037	Real estate agent	28875	442
POA2037	Real estate agent	34125	388
POA2037	Real estate agent	39375	363
POA2037	Real estate agent	44625	161
POA2037	Real estate agent	49875	297
POA2037	State or territory housing authority	52	22
POA2037	State or territory housing authority	3937	60
POA2037	State or territory housing authority	5250	395
POA2037	State or territory housing authority	7875	149
POA2037	State or territory housing authority	10500	81
POA2037	State or territory housing authority	11812	52
POA2037	State or territory housing authority	14437	47
POA2037	State or territory housing authority	18375	51
POA2037	State or territory housing authority	23625	14
POA2037	State or territory housing authority	28875	9
POA2037	State or territory housing authority	34125	10
POA2037	State or territory housing authority	49875	4
POA2038	(Other)	14437	4
POA2038	Co-op/church group etc	5250	11
POA2038	Co-op/church group etc	7875	11
POA2038	Co-op/church group etc	10500	3
POA2038	Co-op/church group etc	11812	5
POA2038	Co-op/church group etc	18375	5
POA2038	Person not in same household	10500	12
POA2038	Person not in same household	11812	9
POA2038	Person not in same household	14437	18
POA2038	Person not in same household	18375	25
POA2038	Person not in same household	23625	30
POA2038	Person not in same household	28875	30
POA2038	Person not in same household	34125	21
POA2038	Person not in same household	39375	18
POA2038	Person not in same household	44625	12
POA2038	Person not in same household	49875	34
POA2038	Real estate agent	7875	4
POA2038	Real estate agent	10500	10
POA2038	Real estate agent	11812	46
POA2038	Real estate agent	14437	128
POA2038	Real estate agent	18375	188
POA2038	Real estate agent	23625	150
POA2038	Real estate agent	28875	149
POA2038	Real estate agent	34125	163
POA2038	Real estate agent	39375	135
POA2038	Real estate agent	44625	108
POA2038	Real estate agent	49875	167
POA2038	State or territory housing authority	3937	3
POA2038	State or territory housing authority	5250	22
POA2038	State or territory housing authority	7875	9
POA2038	State or territory housing authority	10500	3
POA2038	State or territory housing authority	18375	4
POA2039		5250	4
POA2039	(Other)	11812	7
POA2039	(Other)	14437	8
