GCCSA_NAME21	Age	MaritalStatus	Sex	responses
No usual address (SA)	45-54	Widowed	F	10
No usual address (SA)	45-54	Widowed	M	6
No usual address (SA)	55-64	Divorced	F	45
No usual address (SA)	55-64	Divorced	M	88
No usual address (SA)	55-64	Married	F	91
No usual address (SA)	55-64	Married	M	79
No usual address (SA)	55-64	Separated	F	27
No usual address (SA)	55-64	Separated	M	44
No usual address (SA)	55-64	Widowed	F	6
No usual address (SA)	55-64	Widowed	M	8
No usual address (SA)	65-74	Divorced	F	31
No usual address (SA)	65-74	Divorced	M	58
No usual address (SA)	65-74	Married	F	80
No usual address (SA)	65-74	Married	M	96
No usual address (SA)	65-74	Separated	F	8
No usual address (SA)	65-74	Separated	M	31
No usual address (SA)	65-74	Widowed	F	11
No usual address (SA)	65-74	Widowed	M	16
No usual address (SA)	75-84	Divorced	F	6
No usual address (SA)	75-84	Divorced	M	13
No usual address (SA)	75-84	Married	F	6
No usual address (SA)	75-84	Married	M	19
No usual address (SA)	75-84	Separated	M	4
No usual address (SA)	75-84	Widowed	F	8
No usual address (SA)	85+	Married	F	5
No usual address (SA)	85+	Married	M	3
No usual address (SA)	85+	Widowed	F	3
No usual address (SA)	85+	Widowed	M	3
Migratory - Offshore - Shipping (SA)	45-54	Married	M	5
Greater Adelaide	15-19	Divorced	F	9
Greater Adelaide	15-19	Divorced	M	11
Greater Adelaide	15-19	Married	F	52
Greater Adelaide	15-19	Married	M	22
Greater Adelaide	15-19	Separated	F	13
Greater Adelaide	15-19	Separated	M	13
Greater Adelaide	15-19	Widowed	F	6
Greater Adelaide	15-19	Widowed	M	12
Greater Adelaide	20-24	Divorced	F	60
Greater Adelaide	20-24	Divorced	M	33
Greater Adelaide	20-24	Married	F	2105
Greater Adelaide	20-24	Married	M	892
Greater Adelaide	20-24	Separated	F	171
Greater Adelaide	20-24	Separated	M	62
Greater Adelaide	20-24	Widowed	F	14
Greater Adelaide	20-24	Widowed	M	14
Greater Adelaide	25-34	Divorced	F	2167
Greater Adelaide	25-34	Divorced	M	1298
Greater Adelaide	25-34	Married	F	37187
Greater Adelaide	25-34	Married	M	28208
Greater Adelaide	25-34	Separated	F	2036
Greater Adelaide	25-34	Separated	M	1186
Greater Adelaide	25-34	Widowed	F	133
Greater Adelaide	25-34	Widowed	M	50
Greater Adelaide	35-44	Divorced	F	7338
Greater Adelaide	35-44	Divorced	M	5030
Greater Adelaide	35-44	Married	F	56299
Greater Adelaide	35-44	Married	M	53578
Greater Adelaide	35-44	Separated	F	4463
Greater Adelaide	35-44	Separated	M	3225
Greater Adelaide	35-44	Widowed	F	548
Greater Adelaide	35-44	Widowed	M	158
Greater Adelaide	45-54	Divorced	F	13883
Greater Adelaide	45-54	Divorced	M	9765
Greater Adelaide	45-54	Married	F	50980
Greater Adelaide	45-54	Married	M	50683
Greater Adelaide	45-54	Separated	F	5190
Greater Adelaide	45-54	Separated	M	4220
Greater Adelaide	45-54	Widowed	F	1583
Greater Adelaide	45-54	Widowed	M	526
Greater Adelaide	55-64	Divorced	F	17997
Greater Adelaide	55-64	Divorced	M	12714
Greater Adelaide	55-64	Married	F	49579
Greater Adelaide	55-64	Married	M	49819
Greater Adelaide	55-64	Separated	F	4195
Greater Adelaide	55-64	Separated	M	3642
Greater Adelaide	55-64	Widowed	F	4308
Greater Adelaide	55-64	Widowed	M	1285
Greater Adelaide	65-74	Divorced	F	14924
Greater Adelaide	65-74	Divorced	M	10052
Greater Adelaide	65-74	Married	F	42417
Greater Adelaide	65-74	Married	M	45123
Greater Adelaide	65-74	Separated	F	2430
Greater Adelaide	65-74	Separated	M	2475
Greater Adelaide	65-74	Widowed	F	10125
Greater Adelaide	65-74	Widowed	M	2828
Greater Adelaide	75-84	Divorced	F	5964
Greater Adelaide	75-84	Divorced	M	3941
Greater Adelaide	75-84	Married	F	20442
Greater Adelaide	75-84	Married	M	26371
Greater Adelaide	75-84	Separated	F	768
Greater Adelaide	75-84	Separated	M	903
Greater Adelaide	75-84	Widowed	F	16171
Greater Adelaide	75-84	Widowed	M	3981
Greater Adelaide	85+	Divorced	F	1514
Greater Adelaide	85+	Divorced	M	744
Greater Adelaide	85+	Married	F	3952
Greater Adelaide	85+	Married	M	7809
Greater Adelaide	85+	Separated	F	125
Greater Adelaide	85+	Separated	M	197
Greater Adelaide	85+	Widowed	F	16358
Greater Adelaide	85+	Widowed	M	4588
Rest of SA	15-19	Married	F	40
Rest of SA	15-19	Married	M	31
Rest of SA	15-19	Widowed	F	3
Rest of SA	15-19	Widowed	M	3
Rest of SA	20-24	Divorced	F	10
Rest of SA	20-24	Divorced	M	12
Rest of SA	20-24	Married	F	467
Rest of SA	20-24	Married	M	302
Rest of SA	20-24	Separated	F	41
Rest of SA	20-24	Separated	M	18
Rest of SA	20-24	Widowed	F	4
Rest of SA	20-24	Widowed	M	6
Rest of SA	25-34	Divorced	F	411
Rest of SA	25-34	Divorced	M	272
Rest of SA	25-34	Married	F	7213
Rest of SA	25-34	Married	M	5790
Rest of SA	25-34	Separated	F	600
Rest of SA	25-34	Separated	M	345
Rest of SA	25-34	Widowed	F	44
Rest of SA	25-34	Widowed	M	20
Rest of SA	35-44	Divorced	F	1562
Rest of SA	35-44	Divorced	M	1134
Rest of SA	35-44	Married	F	11661
Rest of SA	35-44	Married	M	10736
Rest of SA	35-44	Separated	F	1184
Rest of SA	35-44	Separated	M	925
Rest of SA	35-44	Widowed	F	122
Rest of SA	35-44	Widowed	M	66
Rest of SA	45-54	Divorced	F	3587
Rest of SA	45-54	Divorced	M	2921
Rest of SA	45-54	Married	F	13851
Rest of SA	45-54	Married	M	13097
Rest of SA	45-54	Separated	F	1497
Rest of SA	45-54	Separated	M	1320
Rest of SA	45-54	Widowed	F	532
Rest of SA	45-54	Widowed	M	178
Rest of SA	55-64	Divorced	F	5341
Rest of SA	55-64	Divorced	M	5013
Rest of SA	55-64	Married	F	17575
Rest of SA	55-64	Married	M	16828
Rest of SA	55-64	Separated	F	1414
Rest of SA	55-64	Separated	M	1523
Rest of SA	55-64	Widowed	F	1516
Rest of SA	55-64	Widowed	M	511
Rest of SA	65-74	Divorced	F	4163
Rest of SA	65-74	Divorced	M	4624
Rest of SA	65-74	Married	F	17363
Rest of SA	65-74	Married	M	18622
Rest of SA	65-74	Separated	F	885
Rest of SA	65-74	Separated	M	1274
Rest of SA	65-74	Widowed	F	3756
Rest of SA	65-74	Widowed	M	1344
Rest of SA	75-84	Divorced	F	1451
Rest of SA	75-84	Divorced	M	1610
Rest of SA	75-84	Married	F	8103
Rest of SA	75-84	Married	M	10682
Rest of SA	75-84	Separated	F	258
Rest of SA	75-84	Separated	M	420
Rest of SA	75-84	Widowed	F	5672
Rest of SA	75-84	Widowed	M	1773
Rest of SA	85+	Divorced	F	289
Rest of SA	85+	Divorced	M	258
Rest of SA	85+	Married	F	1250
Rest of SA	85+	Married	M	2482
Rest of SA	85+	Separated	F	38
Rest of SA	85+	Separated	M	70
Rest of SA	85+	Widowed	F	4841
Rest of SA	85+	Widowed	M	1521
No usual address (WA)	20-24	Married	F	13
No usual address (WA)	20-24	Married	M	4
No usual address (WA)	20-24	Separated	M	3
No usual address (WA)	25-34	Divorced	F	25
No usual address (WA)	25-34	Divorced	M	30
No usual address (WA)	25-34	Married	F	104
No usual address (WA)	25-34	Married	M	71
No usual address (WA)	25-34	Separated	F	24
No usual address (WA)	25-34	Separated	M	28
No usual address (WA)	25-34	Widowed	M	4
No usual address (WA)	35-44	Divorced	F	56
No usual address (WA)	35-44	Divorced	M	66
No usual address (WA)	35-44	Married	F	143
No usual address (WA)	35-44	Married	M	190
No usual address (WA)	35-44	Separated	F	55
No usual address (WA)	35-44	Separated	M	91
No usual address (WA)	35-44	Widowed	F	8
No usual address (WA)	45-54	Divorced	F	97
No usual address (WA)	45-54	Divorced	M	117
No usual address (WA)	45-54	Married	F	113
No usual address (WA)	45-54	Married	M	131
No usual address (WA)	45-54	Separated	F	34
No usual address (WA)	45-54	Separated	M	128
No usual address (WA)	45-54	Widowed	F	15
No usual address (WA)	45-54	Widowed	M	12
No usual address (WA)	55-64	Divorced	F	118
No usual address (WA)	55-64	Divorced	M	155
No usual address (WA)	55-64	Married	F	231
No usual address (WA)	55-64	Married	M	212
No usual address (WA)	55-64	Separated	F	34
No usual address (WA)	55-64	Separated	M	88
No usual address (WA)	55-64	Widowed	F	18
No usual address (WA)	55-64	Widowed	M	12
No usual address (WA)	65-74	Divorced	F	81
No usual address (WA)	65-74	Divorced	M	119
No usual address (WA)	65-74	Married	F	164
No usual address (WA)	65-74	Married	M	198
No usual address (WA)	65-74	Separated	F	17
No usual address (WA)	65-74	Separated	M	30
No usual address (WA)	65-74	Widowed	F	23
No usual address (WA)	65-74	Widowed	M	35
No usual address (WA)	75-84	Divorced	F	3
No usual address (WA)	75-84	Divorced	M	32
No usual address (WA)	75-84	Married	F	19
No usual address (WA)	75-84	Married	M	49
No usual address (WA)	75-84	Separated	M	7
No usual address (WA)	75-84	Widowed	F	16
No usual address (WA)	75-84	Widowed	M	17
No usual address (WA)	85+	Divorced	F	3
No usual address (WA)	85+	Divorced	M	9
No usual address (WA)	85+	Separated	M	4
No usual address (WA)	85+	Widowed	F	9
Migratory - Offshore - Shipping (WA)	25-34	Married	F	4
Migratory - Offshore - Shipping (WA)	25-34	Married	M	25
Migratory - Offshore - Shipping (WA)	35-44	Divorced	F	5
Migratory - Offshore - Shipping (WA)	35-44	Divorced	M	9
Migratory - Offshore - Shipping (WA)	35-44	Married	M	75
Migratory - Offshore - Shipping (WA)	35-44	Separated	M	13
Migratory - Offshore - Shipping (WA)	45-54	Divorced	M	11
Migratory - Offshore - Shipping (WA)	45-54	Married	F	3
Migratory - Offshore - Shipping (WA)	45-54	Married	M	61
Migratory - Offshore - Shipping (WA)	45-54	Separated	M	3
Migratory - Offshore - Shipping (WA)	55-64	Divorced	M	9
Migratory - Offshore - Shipping (WA)	55-64	Married	M	35
Migratory - Offshore - Shipping (WA)	55-64	Separated	M	5
Migratory - Offshore - Shipping (WA)	65-74	Divorced	M	4
Migratory - Offshore - Shipping (WA)	65-74	Married	F	4
Migratory - Offshore - Shipping (WA)	65-74	Married	M	9
Greater Perth	15-19	Divorced	F	14
Greater Perth	15-19	Divorced	M	16
Greater Perth	15-19	Married	F	62
Greater Perth	15-19	Married	M	70
Greater Perth	15-19	Separated	F	21
Greater Perth	15-19	Separated	M	14
Greater Perth	15-19	Widowed	F	22
Greater Perth	15-19	Widowed	M	18
Greater Perth	20-24	Divorced	F	82
Greater Perth	20-24	Divorced	M	43
Greater Perth	20-24	Married	F	2950
Greater Perth	20-24	Married	M	1347
Greater Perth	20-24	Separated	F	215
Greater Perth	20-24	Separated	M	80
Greater Perth	20-24	Widowed	F	34
Greater Perth	20-24	Widowed	M	34
Greater Perth	25-34	Divorced	F	3619
Greater Perth	25-34	Divorced	M	2147
Greater Perth	25-34	Married	F	59591
Greater Perth	25-34	Married	M	42984
Greater Perth	25-34	Separated	F	3751
Greater Perth	25-34	Separated	M	2033
Greater Perth	25-34	Widowed	F	204
Greater Perth	25-34	Widowed	M	122
Greater Perth	35-44	Divorced	F	11425
Greater Perth	35-44	Divorced	M	8012
Greater Perth	35-44	Married	F	97085
Greater Perth	35-44	Married	M	91693
Greater Perth	35-44	Separated	F	7448
Greater Perth	35-44	Separated	M	5600
Greater Perth	35-44	Widowed	F	849
Greater Perth	35-44	Widowed	M	212
Greater Perth	45-54	Divorced	F	20140
Greater Perth	45-54	Divorced	M	14231
Greater Perth	45-54	Married	F	85758
Greater Perth	45-54	Married	M	86549
Greater Perth	45-54	Separated	F	8024
Greater Perth	45-54	Separated	M	6774
Greater Perth	45-54	Widowed	F	2270
Greater Perth	45-54	Widowed	M	760
Greater Perth	55-64	Divorced	F	24142
Greater Perth	55-64	Divorced	M	17001
Greater Perth	55-64	Married	F	75117
Greater Perth	55-64	Married	M	77201
Greater Perth	55-64	Separated	F	5991
Greater Perth	55-64	Separated	M	5222
Greater Perth	55-64	Widowed	F	5854
Greater Perth	55-64	Widowed	M	1746
Greater Perth	65-74	Divorced	F	19213
Greater Perth	65-74	Divorced	M	13273
Greater Perth	65-74	Married	F	58323
Greater Perth	65-74	Married	M	64021
Greater Perth	65-74	Separated	F	3414
Greater Perth	65-74	Separated	M	3417
Greater Perth	65-74	Widowed	F	13344
Greater Perth	65-74	Widowed	M	3523
Greater Perth	75-84	Divorced	F	7923
Greater Perth	75-84	Divorced	M	5241
Greater Perth	75-84	Married	F	25441
Greater Perth	75-84	Married	M	34666
Greater Perth	75-84	Separated	F	1052
Greater Perth	75-84	Separated	M	1352
Greater Perth	75-84	Widowed	F	18857
Greater Perth	75-84	Widowed	M	4838
Greater Perth	85+	Divorced	F	1792
Greater Perth	85+	Divorced	M	965
Greater Perth	85+	Married	F	4846
Greater Perth	85+	Married	M	9276
Greater Perth	85+	Separated	F	172
Greater Perth	85+	Separated	M	268
Greater Perth	85+	Widowed	F	17593
Greater Perth	85+	Widowed	M	4790
Rest of WA	15-19	Divorced	M	10
Rest of WA	15-19	Married	F	77
Rest of WA	15-19	Married	M	59
Rest of WA	15-19	Separated	F	4
Rest of WA	15-19	Separated	M	6
Rest of WA	15-19	Widowed	F	5
Rest of WA	15-19	Widowed	M	12
Rest of WA	20-24	Divorced	F	18
Rest of WA	20-24	Divorced	M	10
Rest of WA	20-24	Married	F	686
Rest of WA	20-24	Married	M	492
Rest of WA	20-24	Separated	F	64
Rest of WA	20-24	Separated	M	40
Rest of WA	20-24	Widowed	F	11
Rest of WA	20-24	Widowed	M	13
Rest of WA	25-34	Divorced	F	701
Rest of WA	25-34	Divorced	M	461
Rest of WA	25-34	Married	F	11546
Rest of WA	25-34	Married	M	9321
Rest of WA	25-34	Separated	F	817
Rest of WA	25-34	Separated	M	544
Rest of WA	25-34	Widowed	F	89
Rest of WA	25-34	Widowed	M	42
Rest of WA	35-44	Divorced	F	2416
Rest of WA	35-44	Divorced	M	1960
Rest of WA	35-44	Married	F	19717
Rest of WA	35-44	Married	M	19090
Rest of WA	35-44	Separated	F	1840
Rest of WA	35-44	Separated	M	1517
Rest of WA	35-44	Widowed	F	274
Rest of WA	35-44	Widowed	M	92
Rest of WA	45-54	Divorced	F	4753
Rest of WA	45-54	Divorced	M	4088
Rest of WA	45-54	Married	F	20008
Rest of WA	45-54	Married	M	20673
Rest of WA	45-54	Separated	F	2142
Rest of WA	45-54	Separated	M	2125
Rest of WA	45-54	Widowed	F	673
Rest of WA	45-54	Widowed	M	227
Rest of WA	55-64	Divorced	F	6433
Rest of WA	55-64	Divorced	M	5978
Rest of WA	55-64	Married	F	21062
Rest of WA	55-64	Married	M	21843
Rest of WA	55-64	Separated	F	1787
Rest of WA	55-64	Separated	M	2019
Rest of WA	55-64	Widowed	F	1728
Rest of WA	55-64	Widowed	M	707
Rest of WA	65-74	Divorced	F	4618
Rest of WA	65-74	Divorced	M	4909
Rest of WA	65-74	Married	F	16852
Rest of WA	65-74	Married	M	19075
Rest of WA	65-74	Separated	F	969
Rest of WA	65-74	Separated	M	1373
Rest of WA	65-74	Widowed	F	3680
Rest of WA	65-74	Widowed	M	1368
Rest of WA	75-84	Divorced	F	1645
Rest of WA	75-84	Divorced	M	1692
Rest of WA	75-84	Married	F	6867
Rest of WA	75-84	Married	M	9473
Rest of WA	75-84	Separated	F	255
Rest of WA	75-84	Separated	M	465
Rest of WA	75-84	Widowed	F	4874
Rest of WA	75-84	Widowed	M	1573
Rest of WA	85+	Divorced	F	337
Rest of WA	85+	Divorced	M	260
Rest of WA	85+	Married	F	1083
Rest of WA	85+	Married	M	2191
Rest of WA	85+	Separated	F	46
Rest of WA	85+	Separated	M	69
Rest of WA	85+	Widowed	F	3821
Rest of WA	85+	Widowed	M	1175
No usual address (Tas.)	20-24	Married	M	3
No usual address (Tas.)	25-34	Divorced	M	4
No usual address (Tas.)	25-34	Married	F	13
No usual address (Tas.)	25-34	Married	M	10
No usual address (Tas.)	25-34	Separated	F	5
No usual address (Tas.)	25-34	Separated	M	8
No usual address (Tas.)	35-44	Divorced	F	9
No usual address (Tas.)	35-44	Divorced	M	9
No usual address (Tas.)	35-44	Married	F	21
No usual address (Tas.)	35-44	Married	M	13
No usual address (Tas.)	35-44	Separated	F	13
No usual address (Tas.)	35-44	Separated	M	8
No usual address (Tas.)	35-44	Widowed	M	4
No usual address (Tas.)	45-54	Divorced	F	13
No usual address (Tas.)	45-54	Divorced	M	26
No usual address (Tas.)	45-54	Married	F	21
No usual address (Tas.)	45-54	Married	M	17
No usual address (Tas.)	45-54	Separated	F	15
No usual address (Tas.)	45-54	Separated	M	16
No usual address (Tas.)	55-64	Divorced	F	35
No usual address (Tas.)	55-64	Divorced	M	26
No usual address (Tas.)	55-64	Married	F	29
No usual address (Tas.)	55-64	Married	M	25
No usual address (Tas.)	55-64	Separated	F	12
No usual address (Tas.)	55-64	Separated	M	21
No usual address (Tas.)	65-74	Divorced	F	26
No usual address (Tas.)	65-74	Divorced	M	27
No usual address (Tas.)	65-74	Married	F	16
No usual address (Tas.)	65-74	Married	M	24
No usual address (Tas.)	65-74	Separated	F	7
No usual address (Tas.)	65-74	Separated	M	13
No usual address (Tas.)	65-74	Widowed	F	15
No usual address (Tas.)	75-84	Divorced	F	3
No usual address (Tas.)	75-84	Married	M	4
No usual address (Tas.)	75-84	Separated	F	3
No usual address (Tas.)	75-84	Separated	M	3
No usual address (Tas.)	75-84	Widowed	F	6
No usual address (Tas.)	75-84	Widowed	M	6
Migratory - Offshore - Shipping (Tas.)	35-44	Married	M	4
Greater Hobart	15-19	Divorced	F	3
Greater Hobart	15-19	Married	F	4
Greater Hobart	15-19	Married	M	5
Greater Hobart	15-19	Separated	M	4
Greater Hobart	15-19	Widowed	F	6
Greater Hobart	20-24	Divorced	F	6
Greater Hobart	20-24	Divorced	M	8
Greater Hobart	20-24	Married	F	419
Greater Hobart	20-24	Married	M	187
Greater Hobart	20-24	Separated	F	18
Greater Hobart	20-24	Separated	M	12
Greater Hobart	20-24	Widowed	M	4
Greater Hobart	25-34	Divorced	F	392
Greater Hobart	25-34	Divorced	M	266
Greater Hobart	25-34	Married	F	7055
Greater Hobart	25-34	Married	M	5888
Greater Hobart	25-34	Separated	F	407
Greater Hobart	25-34	Separated	M	241
Greater Hobart	25-34	Widowed	F	21
Greater Hobart	25-34	Widowed	M	18
Greater Hobart	35-44	Divorced	F	1259
Greater Hobart	35-44	Divorced	M	816
Greater Hobart	35-44	Married	F	8469
Greater Hobart	35-44	Married	M	8213
Greater Hobart	35-44	Separated	F	766
Greater Hobart	35-44	Separated	M	519
Greater Hobart	35-44	Widowed	F	78
Greater Hobart	35-44	Widowed	M	22
Greater Hobart	45-54	Divorced	F	2464
Greater Hobart	45-54	Divorced	M	1728
Greater Hobart	45-54	Married	F	8148
Greater Hobart	45-54	Married	M	7745
Greater Hobart	45-54	Separated	F	888
Greater Hobart	45-54	Separated	M	700
Greater Hobart	45-54	Widowed	F	263
Greater Hobart	45-54	Widowed	M	98
Greater Hobart	55-64	Divorced	F	3433
Greater Hobart	55-64	Divorced	M	2425
Greater Hobart	55-64	Married	F	8569
Greater Hobart	55-64	Married	M	8335
Greater Hobart	55-64	Separated	F	809
Greater Hobart	55-64	Separated	M	690
Greater Hobart	55-64	Widowed	F	749
Greater Hobart	55-64	Widowed	M	290
Greater Hobart	65-74	Divorced	F	2914
Greater Hobart	65-74	Divorced	M	1966
Greater Hobart	65-74	Married	F	7561
Greater Hobart	65-74	Married	M	8202
Greater Hobart	65-74	Separated	F	443
Greater Hobart	65-74	Separated	M	406
Greater Hobart	65-74	Widowed	F	1980
Greater Hobart	65-74	Widowed	M	578
Greater Hobart	75-84	Divorced	F	1206
Greater Hobart	75-84	Divorced	M	786
Greater Hobart	75-84	Married	F	3397
Greater Hobart	75-84	Married	M	4493
Greater Hobart	75-84	Separated	F	133
Greater Hobart	75-84	Separated	M	182
Greater Hobart	75-84	Widowed	F	2984
Greater Hobart	75-84	Widowed	M	810
Greater Hobart	85+	Divorced	F	247
Greater Hobart	85+	Divorced	M	110
Greater Hobart	85+	Married	F	570
Greater Hobart	85+	Married	M	1150
Greater Hobart	85+	Separated	F	20
Greater Hobart	85+	Separated	M	34
Greater Hobart	85+	Widowed	F	2571
Greater Hobart	85+	Widowed	M	748
Rest of Tas.	15-19	Married	F	16
Rest of Tas.	15-19	Married	M	4
Rest of Tas.	15-19	Separated	M	4
Rest of Tas.	20-24	Divorced	F	19
Rest of Tas.	20-24	Divorced	M	6
Rest of Tas.	20-24	Married	F	446
Rest of Tas.	20-24	Married	M	239
Rest of Tas.	20-24	Separated	F	32
Rest of Tas.	20-24	Separated	M	14
Rest of Tas.	20-24	Widowed	F	5
Rest of Tas.	20-24	Widowed	M	6
Rest of Tas.	25-34	Divorced	F	450
Rest of Tas.	25-34	Divorced	M	275
Rest of Tas.	25-34	Married	F	6501
Rest of Tas.	25-34	Married	M	5253
Rest of Tas.	25-34	Separated	F	520
Rest of Tas.	25-34	Separated	M	274
Rest of Tas.	25-34	Widowed	F	31
Rest of Tas.	25-34	Widowed	M	15
Rest of Tas.	35-44	Divorced	F	1482
Rest of Tas.	35-44	Divorced	M	1008
Rest of Tas.	35-44	Married	F	9270
Rest of Tas.	35-44	Married	M	8367
Rest of Tas.	35-44	Separated	F	964
Rest of Tas.	35-44	Separated	M	661
Rest of Tas.	35-44	Widowed	F	126
Rest of Tas.	35-44	Widowed	M	37
Rest of Tas.	45-54	Divorced	F	3281
Rest of Tas.	45-54	Divorced	M	2456
Rest of Tas.	45-54	Married	F	10997
Rest of Tas.	45-54	Married	M	10119
Rest of Tas.	45-54	Separated	F	1228
Rest of Tas.	45-54	Separated	M	1022
Rest of Tas.	45-54	Widowed	F	435
Rest of Tas.	45-54	Widowed	M	146
Rest of Tas.	55-64	Divorced	F	4529
Rest of Tas.	55-64	Divorced	M	3833
Rest of Tas.	55-64	Married	F	13547
Rest of Tas.	55-64	Married	M	12892
Rest of Tas.	55-64	Separated	F	1142
Rest of Tas.	55-64	Separated	M	1101
Rest of Tas.	55-64	Widowed	F	1331
Rest of Tas.	55-64	Widowed	M	441
Rest of Tas.	65-74	Divorced	F	3753
Rest of Tas.	65-74	Divorced	M	3402
Rest of Tas.	65-74	Married	F	12013
Rest of Tas.	65-74	Married	M	13225
Rest of Tas.	65-74	Separated	F	695
Rest of Tas.	65-74	Separated	M	883
Rest of Tas.	65-74	Widowed	F	2946
Rest of Tas.	65-74	Widowed	M	1041
Rest of Tas.	75-84	Divorced	F	1349
Rest of Tas.	75-84	Divorced	M	1230
Rest of Tas.	75-84	Married	F	5209
Rest of Tas.	75-84	Married	M	7276
Rest of Tas.	75-84	Separated	F	179
Rest of Tas.	75-84	Separated	M	279
Rest of Tas.	75-84	Widowed	F	4284
Rest of Tas.	75-84	Widowed	M	1379
Rest of Tas.	85+	Divorced	F	270
Rest of Tas.	85+	Divorced	M	188
Rest of Tas.	85+	Married	F	805
Rest of Tas.	85+	Married	M	1601
Rest of Tas.	85+	Separated	F	27
Rest of Tas.	85+	Separated	M	44
Rest of Tas.	85+	Widowed	F	3189
Rest of Tas.	85+	Widowed	M	1003
No usual address (NT)	20-24	Married	F	9
No usual address (NT)	20-24	Married	M	9
No usual address (NT)	25-34	Divorced	F	5
No usual address (NT)	25-34	Divorced	M	6
No usual address (NT)	25-34	Married	F	62
No usual address (NT)	25-34	Married	M	41
No usual address (NT)	25-34	Separated	F	6
No usual address (NT)	25-34	Widowed	F	3
No usual address (NT)	35-44	Divorced	F	15
No usual address (NT)	35-44	Divorced	M	16
No usual address (NT)	35-44	Married	F	86
No usual address (NT)	35-44	Married	M	97
No usual address (NT)	35-44	Separated	F	13
No usual address (NT)	35-44	Separated	M	17
No usual address (NT)	35-44	Widowed	F	6
No usual address (NT)	45-54	Divorced	F	26
No usual address (NT)	45-54	Divorced	M	27
No usual address (NT)	45-54	Married	F	85
No usual address (NT)	45-54	Married	M	78
No usual address (NT)	45-54	Separated	F	10
No usual address (NT)	45-54	Separated	M	12
No usual address (NT)	45-54	Widowed	F	13
No usual address (NT)	45-54	Widowed	M	14
No usual address (NT)	55-64	Divorced	F	34
No usual address (NT)	55-64	Divorced	M	53
No usual address (NT)	55-64	Married	F	113
No usual address (NT)	55-64	Married	M	106
No usual address (NT)	55-64	Separated	F	8
No usual address (NT)	55-64	Separated	M	6
No usual address (NT)	55-64	Widowed	F	24
No usual address (NT)	55-64	Widowed	M	6
No usual address (NT)	65-74	Divorced	F	15
No usual address (NT)	65-74	Divorced	M	42
No usual address (NT)	65-74	Married	F	70
No usual address (NT)	65-74	Married	M	111
No usual address (NT)	65-74	Separated	M	13
No usual address (NT)	65-74	Widowed	F	10
No usual address (NT)	65-74	Widowed	M	10
No usual address (NT)	75-84	Divorced	F	4
No usual address (NT)	75-84	Divorced	M	11
No usual address (NT)	75-84	Married	F	8
No usual address (NT)	75-84	Married	M	17
No usual address (NT)	75-84	Separated	M	3
No usual address (NT)	75-84	Widowed	M	5
Migratory - Offshore - Shipping (NT)	20-24	Married	F	3
Migratory - Offshore - Shipping (NT)	25-34	Married	M	4
Migratory - Offshore - Shipping (NT)	25-34	Separated	M	5
Migratory - Offshore - Shipping (NT)	35-44	Divorced	M	4
Migratory - Offshore - Shipping (NT)	35-44	Married	M	6
Migratory - Offshore - Shipping (NT)	45-54	Married	M	5
Migratory - Offshore - Shipping (NT)	55-64	Divorced	M	15
Migratory - Offshore - Shipping (NT)	55-64	Married	M	6
Greater Darwin	15-19	Married	F	16
Greater Darwin	15-19	Married	M	24
Greater Darwin	20-24	Divorced	F	5
Greater Darwin	20-24	Divorced	M	4
Greater Darwin	20-24	Married	F	346
Greater Darwin	20-24	Married	M	216
Greater Darwin	20-24	Separated	F	24
Greater Darwin	20-24	Separated	M	7
Greater Darwin	20-24	Widowed	F	4
Greater Darwin	25-34	Divorced	F	302
Greater Darwin	25-34	Divorced	M	185
Greater Darwin	25-34	Married	F	5070
Greater Darwin	25-34	Married	M	4028
Greater Darwin	25-34	Separated	F	279
Greater Darwin	25-34	Separated	M	146
Greater Darwin	25-34	Widowed	F	16
Greater Darwin	25-34	Widowed	M	8
Greater Darwin	35-44	Divorced	F	807
Greater Darwin	35-44	Divorced	M	560
Greater Darwin	35-44	Married	F	6321
Greater Darwin	35-44	Married	M	6194
Greater Darwin	35-44	Separated	F	541
Greater Darwin	35-44	Separated	M	366
Greater Darwin	35-44	Widowed	F	74
Greater Darwin	35-44	Widowed	M	18
Greater Darwin	45-54	Divorced	F	1222
Greater Darwin	45-54	Divorced	M	1012
Greater Darwin	45-54	Married	F	4929
Greater Darwin	45-54	Married	M	5231
Greater Darwin	45-54	Separated	F	501
Greater Darwin	45-54	Separated	M	475
Greater Darwin	45-54	Widowed	F	186
Greater Darwin	45-54	Widowed	M	66
Greater Darwin	55-64	Divorced	F	1333
Greater Darwin	55-64	Divorced	M	1211
Greater Darwin	55-64	Married	F	3746
Greater Darwin	55-64	Married	M	4138
Greater Darwin	55-64	Separated	F	411
Greater Darwin	55-64	Separated	M	417
Greater Darwin	55-64	Widowed	F	476
Greater Darwin	55-64	Widowed	M	139
Greater Darwin	65-74	Divorced	F	940
Greater Darwin	65-74	Divorced	M	948
Greater Darwin	65-74	Married	F	2167
Greater Darwin	65-74	Married	M	2769
Greater Darwin	65-74	Separated	F	227
Greater Darwin	65-74	Separated	M	290
Greater Darwin	65-74	Widowed	F	774
Greater Darwin	65-74	Widowed	M	205
Greater Darwin	75-84	Divorced	F	309
Greater Darwin	75-84	Divorced	M	256
Greater Darwin	75-84	Married	F	634
Greater Darwin	75-84	Married	M	1120
Greater Darwin	75-84	Separated	F	48
