GCCSA_NAME21	Religion	Denomination	Sex	persons
No usual address (SA)	Christianity	Presbyterian Reformed	M	6
No usual address (SA)	Christianity	Protestant (Other)	F	5
No usual address (SA)	Christianity	Protestant (Other)	M	6
No usual address (SA)	Christianity	Salvation Army	F	5
No usual address (SA)	Christianity	Seventh Day Adventist	F	11
No usual address (SA)	Christianity	Seventh Day Adventist	M	3
No usual address (SA)	Christianity	Uniting Church	F	53
No usual address (SA)	Christianity	Uniting Church	M	52
No usual address (SA)	Hinduism		F	10
No usual address (SA)	Hinduism		M	6
No usual address (SA)	Islam		F	16
No usual address (SA)	Islam		M	19
No usual address (SA)	No religion		F	682
No usual address (SA)	No religion		M	836
Migratory - Offshore - Shipping (SA)	(Other)		M	5
Greater Adelaide	(Other)		F	36608
Greater Adelaide	(Other)		M	40594
Greater Adelaide	(Other)	(Other)	F	4037
Greater Adelaide	(Other)	(Other)	M	3124
Greater Adelaide	(Other)	Australian Aboriginal Traditional	F	57
Greater Adelaide	(Other)	Australian Aboriginal Traditional	M	70
Greater Adelaide	(Other)	Other spiritual beliefs	F	1797
Greater Adelaide	(Other)	Other spiritual beliefs	M	1052
Greater Adelaide	(Other)	Secular beliefs	F	1902
Greater Adelaide	(Other)	Secular beliefs	M	2614
Greater Adelaide	(Other)	Sikhism	F	7440
Greater Adelaide	(Other)	Sikhism	M	8603
Greater Adelaide	Buddhism		F	17663
Greater Adelaide	Buddhism		M	13836
Greater Adelaide	Christianity		F	20225
Greater Adelaide	Christianity		M	17082
Greater Adelaide	Christianity	(Other)	F	1662
Greater Adelaide	Christianity	(Other)	M	1493
Greater Adelaide	Christianity	Anglican	F	54510
Greater Adelaide	Christianity	Anglican	M	42663
Greater Adelaide	Christianity	Assyrian Apostolic	F	3
Greater Adelaide	Christianity	Assyrian Apostolic	M	8
Greater Adelaide	Christianity	Baptist	F	11690
Greater Adelaide	Christianity	Baptist	M	10169
Greater Adelaide	Christianity	Brethren	F	311
Greater Adelaide	Christianity	Brethren	M	291
Greater Adelaide	Christianity	Catholic	F	123272
Greater Adelaide	Christianity	Catholic	M	106582
Greater Adelaide	Christianity	Churches Of Christ	F	1601
Greater Adelaide	Christianity	Churches Of Christ	M	1074
Greater Adelaide	Christianity	Eastern Orthodox	F	20632
Greater Adelaide	Christianity	Eastern Orthodox	M	19407
Greater Adelaide	Christianity	Jehovah's Witnesses	F	2538
Greater Adelaide	Christianity	Jehovah's Witnesses	M	1962
Greater Adelaide	Christianity	Latter Day Saints	F	1207
Greater Adelaide	Christianity	Latter Day Saints	M	1049
Greater Adelaide	Christianity	Lutheran	F	12783
Greater Adelaide	Christianity	Lutheran	M	9874
Greater Adelaide	Christianity	Oriental Orthodox	F	960
Greater Adelaide	Christianity	Oriental Orthodox	M	996
Greater Adelaide	Christianity	Pentecostal	F	8510
Greater Adelaide	Christianity	Pentecostal	M	7201
Greater Adelaide	Christianity	Presbyterian Reformed	F	4622
Greater Adelaide	Christianity	Presbyterian Reformed	M	3912
Greater Adelaide	Christianity	Protestant (Other)	F	2792
Greater Adelaide	Christianity	Protestant (Other)	M	2395
Greater Adelaide	Christianity	Salvation Army	F	1220
Greater Adelaide	Christianity	Salvation Army	M	842
Greater Adelaide	Christianity	Seventh Day Adventist	F	1190
Greater Adelaide	Christianity	Seventh Day Adventist	M	997
Greater Adelaide	Christianity	Uniting Church	F	32052
Greater Adelaide	Christianity	Uniting Church	M	22584
Greater Adelaide	Hinduism		F	17317
Greater Adelaide	Hinduism		M	19658
Greater Adelaide	Islam		F	18189
Greater Adelaide	Islam		M	20407
Greater Adelaide	Judaism		F	531
Greater Adelaide	Judaism		M	490
Greater Adelaide	No religion		F	299638
Greater Adelaide	No religion		M	319295
Rest of SA	(Other)		F	16077
Rest of SA	(Other)		M	19852
Rest of SA	(Other)	(Other)	F	747
Rest of SA	(Other)	(Other)	M	423
Rest of SA	(Other)	Australian Aboriginal Traditional	F	159
Rest of SA	(Other)	Australian Aboriginal Traditional	M	161
Rest of SA	(Other)	Other spiritual beliefs	F	458
Rest of SA	(Other)	Other spiritual beliefs	M	293
Rest of SA	(Other)	Secular beliefs	F	400
Rest of SA	(Other)	Secular beliefs	M	559
Rest of SA	(Other)	Sikhism	F	573
Rest of SA	(Other)	Sikhism	M	647
Rest of SA	Buddhism		F	1335
Rest of SA	Buddhism		M	923
Rest of SA	Christianity		F	5057
Rest of SA	Christianity		M	4678
Rest of SA	Christianity	(Other)	F	368
Rest of SA	Christianity	(Other)	M	366
Rest of SA	Christianity	Anglican	F	16534
Rest of SA	Christianity	Anglican	M	14087
Rest of SA	Christianity	Baptist	F	2301
Rest of SA	Christianity	Baptist	M	2039
Rest of SA	Christianity	Brethren	F	99
Rest of SA	Christianity	Brethren	M	79
Rest of SA	Christianity	Catholic	F	24370
Rest of SA	Christianity	Catholic	M	21343
Rest of SA	Christianity	Churches Of Christ	F	655
Rest of SA	Christianity	Churches Of Christ	M	494
Rest of SA	Christianity	Eastern Orthodox	F	1235
Rest of SA	Christianity	Eastern Orthodox	M	1397
Rest of SA	Christianity	Jehovah's Witnesses	F	914
Rest of SA	Christianity	Jehovah's Witnesses	M	609
Rest of SA	Christianity	Latter Day Saints	F	271
Rest of SA	Christianity	Latter Day Saints	M	258
Rest of SA	Christianity	Lutheran	F	10979
Rest of SA	Christianity	Lutheran	M	9631
Rest of SA	Christianity	Oriental Orthodox	F	17
Rest of SA	Christianity	Oriental Orthodox	M	33
Rest of SA	Christianity	Pentecostal	F	2472
Rest of SA	Christianity	Pentecostal	M	2029
Rest of SA	Christianity	Presbyterian Reformed	F	2278
Rest of SA	Christianity	Presbyterian Reformed	M	2197
Rest of SA	Christianity	Protestant (Other)	F	563
Rest of SA	Christianity	Protestant (Other)	M	595
Rest of SA	Christianity	Salvation Army	F	486
Rest of SA	Christianity	Salvation Army	M	379
Rest of SA	Christianity	Seventh Day Adventist	F	411
Rest of SA	Christianity	Seventh Day Adventist	M	332
Rest of SA	Christianity	Uniting Church	F	16662
Rest of SA	Christianity	Uniting Church	M	13397
Rest of SA	Hinduism		F	465
Rest of SA	Hinduism		M	647
Rest of SA	Islam		F	666
Rest of SA	Islam		M	1000
Rest of SA	Judaism		F	65
Rest of SA	Judaism		M	59
Rest of SA	No religion		F	87833
Rest of SA	No religion		M	97871
No usual address (WA)	(Other)		F	1361
No usual address (WA)	(Other)		M	2311
No usual address (WA)	(Other)	(Other)	F	18
No usual address (WA)	(Other)	(Other)	M	16
No usual address (WA)	(Other)	Australian Aboriginal Traditional	F	4
No usual address (WA)	(Other)	Other spiritual beliefs	F	9
No usual address (WA)	(Other)	Other spiritual beliefs	M	9
No usual address (WA)	(Other)	Secular beliefs	F	11
No usual address (WA)	(Other)	Secular beliefs	M	21
No usual address (WA)	(Other)	Sikhism	F	5
No usual address (WA)	Buddhism		F	16
No usual address (WA)	Buddhism		M	27
No usual address (WA)	Christianity		F	89
No usual address (WA)	Christianity		M	88
No usual address (WA)	Christianity	(Other)	M	3
No usual address (WA)	Christianity	Anglican	F	179
No usual address (WA)	Christianity	Anglican	M	212
No usual address (WA)	Christianity	Baptist	F	26
No usual address (WA)	Christianity	Baptist	M	25
No usual address (WA)	Christianity	Catholic	F	315
No usual address (WA)	Christianity	Catholic	M	306
No usual address (WA)	Christianity	Churches Of Christ	F	5
No usual address (WA)	Christianity	Eastern Orthodox	F	4
No usual address (WA)	Christianity	Eastern Orthodox	M	3
No usual address (WA)	Christianity	Jehovah's Witnesses	F	7
No usual address (WA)	Christianity	Jehovah's Witnesses	M	3
No usual address (WA)	Christianity	Latter Day Saints	F	9
No usual address (WA)	Christianity	Latter Day Saints	M	8
No usual address (WA)	Christianity	Lutheran	F	10
No usual address (WA)	Christianity	Lutheran	M	8
No usual address (WA)	Christianity	Pentecostal	F	21
No usual address (WA)	Christianity	Pentecostal	M	21
No usual address (WA)	Christianity	Presbyterian Reformed	F	28
No usual address (WA)	Christianity	Presbyterian Reformed	M	30
No usual address (WA)	Christianity	Protestant (Other)	F	10
No usual address (WA)	Christianity	Protestant (Other)	M	17
No usual address (WA)	Christianity	Salvation Army	F	5
No usual address (WA)	Christianity	Salvation Army	M	6
No usual address (WA)	Christianity	Seventh Day Adventist	F	9
No usual address (WA)	Christianity	Seventh Day Adventist	M	6
No usual address (WA)	Christianity	Uniting Church	F	49
No usual address (WA)	Christianity	Uniting Church	M	37
No usual address (WA)	Hinduism		F	8
No usual address (WA)	Hinduism		M	17
No usual address (WA)	Islam		F	27
No usual address (WA)	Islam		M	33
No usual address (WA)	Judaism		F	7
No usual address (WA)	Judaism		M	10
No usual address (WA)	No religion		F	1177
No usual address (WA)	No religion		M	1412
Migratory - Offshore - Shipping (WA)	(Other)		F	23
Migratory - Offshore - Shipping (WA)	(Other)		M	196
Migratory - Offshore - Shipping (WA)	Buddhism		F	3
Migratory - Offshore - Shipping (WA)	Buddhism		M	5
Migratory - Offshore - Shipping (WA)	Christianity		M	6
Migratory - Offshore - Shipping (WA)	Christianity	Anglican	F	3
Migratory - Offshore - Shipping (WA)	Christianity	Anglican	M	16
Migratory - Offshore - Shipping (WA)	Christianity	Baptist	M	8
Migratory - Offshore - Shipping (WA)	Christianity	Catholic	F	11
Migratory - Offshore - Shipping (WA)	Christianity	Catholic	M	70
Migratory - Offshore - Shipping (WA)	Christianity	Eastern Orthodox	M	4
Migratory - Offshore - Shipping (WA)	Hinduism		M	4
Migratory - Offshore - Shipping (WA)	Islam		M	11
Migratory - Offshore - Shipping (WA)	No religion		F	21
Migratory - Offshore - Shipping (WA)	No religion		M	123
Greater Perth	(Other)		F	62037
Greater Perth	(Other)		M	78631
Greater Perth	(Other)	(Other)	F	5189
Greater Perth	(Other)	(Other)	M	3760
Greater Perth	(Other)	Australian Aboriginal Traditional	F	58
Greater Perth	(Other)	Australian Aboriginal Traditional	M	66
Greater Perth	(Other)	Other spiritual beliefs	F	2374
Greater Perth	(Other)	Other spiritual beliefs	M	1444
Greater Perth	(Other)	Secular beliefs	F	2626
Greater Perth	(Other)	Secular beliefs	M	3580
Greater Perth	(Other)	Sikhism	F	8504
Greater Perth	(Other)	Sikhism	M	9488
Greater Perth	Buddhism		F	30563
Greater Perth	Buddhism		M	22439
Greater Perth	Christianity		F	39403
Greater Perth	Christianity		M	33470
Greater Perth	Christianity	(Other)	F	1340
Greater Perth	Christianity	(Other)	M	1145
Greater Perth	Christianity	Anglican	F	115731
Greater Perth	Christianity	Anglican	M	93138
Greater Perth	Christianity	Assyrian Apostolic	F	14
Greater Perth	Christianity	Assyrian Apostolic	M	20
Greater Perth	Christianity	Baptist	F	18009
Greater Perth	Christianity	Baptist	M	15837
Greater Perth	Christianity	Brethren	F	620
Greater Perth	Christianity	Brethren	M	646
Greater Perth	Christianity	Catholic	F	218825
Greater Perth	Christianity	Catholic	M	193154
Greater Perth	Christianity	Churches Of Christ	F	2964
Greater Perth	Christianity	Churches Of Christ	M	2329
Greater Perth	Christianity	Eastern Orthodox	F	12348
Greater Perth	Christianity	Eastern Orthodox	M	11392
Greater Perth	Christianity	Jehovah's Witnesses	F	4670
Greater Perth	Christianity	Jehovah's Witnesses	M	3591
Greater Perth	Christianity	Latter Day Saints	F	2523
Greater Perth	Christianity	Latter Day Saints	M	2197
Greater Perth	Christianity	Lutheran	F	2500
Greater Perth	Christianity	Lutheran	M	1962
Greater Perth	Christianity	Oriental Orthodox	F	1598
Greater Perth	Christianity	Oriental Orthodox	M	1621
Greater Perth	Christianity	Pentecostal	F	12922
Greater Perth	Christianity	Pentecostal	M	10901
Greater Perth	Christianity	Presbyterian Reformed	F	15005
Greater Perth	Christianity	Presbyterian Reformed	M	13407
Greater Perth	Christianity	Protestant (Other)	F	6884
Greater Perth	Christianity	Protestant (Other)	M	5901
Greater Perth	Christianity	Salvation Army	F	1346
Greater Perth	Christianity	Salvation Army	M	907
Greater Perth	Christianity	Seventh Day Adventist	F	2620
Greater Perth	Christianity	Seventh Day Adventist	M	2140
Greater Perth	Christianity	Uniting Church	F	18145
Greater Perth	Christianity	Uniting Church	M	12910
Greater Perth	Hinduism		F	24094
Greater Perth	Hinduism		M	25567
Greater Perth	Islam		F	30497
Greater Perth	Islam		M	32400
Greater Perth	Judaism		F	2815
Greater Perth	Judaism		M	2612
Greater Perth	No religion		F	425248
Greater Perth	No religion		M	458506
Rest of WA	(Other)		F	28906
Rest of WA	(Other)		M	38213
Rest of WA	(Other)	(Other)	F	1009
Rest of WA	(Other)	(Other)	M	661
Rest of WA	(Other)	Australian Aboriginal Traditional	F	471
Rest of WA	(Other)	Australian Aboriginal Traditional	M	496
Rest of WA	(Other)	Other spiritual beliefs	F	558
Rest of WA	(Other)	Other spiritual beliefs	M	338
Rest of WA	(Other)	Secular beliefs	F	464
Rest of WA	(Other)	Secular beliefs	M	687
Rest of WA	(Other)	Sikhism	F	263
Rest of WA	(Other)	Sikhism	M	321
Rest of WA	Buddhism		F	2902
Rest of WA	Buddhism		M	1663
Rest of WA	Christianity		F	8922
Rest of WA	Christianity		M	7940
Rest of WA	Christianity	(Other)	F	284
Rest of WA	Christianity	(Other)	M	249
Rest of WA	Christianity	Anglican	F	32309
Rest of WA	Christianity	Anglican	M	27992
Rest of WA	Christianity	Baptist	F	4474
Rest of WA	Christianity	Baptist	M	4222
Rest of WA	Christianity	Brethren	F	285
Rest of WA	Christianity	Brethren	M	286
Rest of WA	Christianity	Catholic	F	43821
Rest of WA	Christianity	Catholic	M	40347
Rest of WA	Christianity	Churches Of Christ	F	1058
Rest of WA	Christianity	Churches Of Christ	M	892
Rest of WA	Christianity	Eastern Orthodox	F	614
Rest of WA	Christianity	Eastern Orthodox	M	639
Rest of WA	Christianity	Jehovah's Witnesses	F	1655
Rest of WA	Christianity	Jehovah's Witnesses	M	1209
Rest of WA	Christianity	Latter Day Saints	F	644
Rest of WA	Christianity	Latter Day Saints	M	578
Rest of WA	Christianity	Lutheran	F	1011
Rest of WA	Christianity	Lutheran	M	818
Rest of WA	Christianity	Oriental Orthodox	F	48
Rest of WA	Christianity	Oriental Orthodox	M	57
Rest of WA	Christianity	Pentecostal	F	1950
Rest of WA	Christianity	Pentecostal	M	1642
Rest of WA	Christianity	Presbyterian Reformed	F	3096
Rest of WA	Christianity	Presbyterian Reformed	M	2975
Rest of WA	Christianity	Protestant (Other)	F	1808
Rest of WA	Christianity	Protestant (Other)	M	1605
Rest of WA	Christianity	Salvation Army	F	459
Rest of WA	Christianity	Salvation Army	M	310
Rest of WA	Christianity	Seventh Day Adventist	F	1210
Rest of WA	Christianity	Seventh Day Adventist	M	1056
Rest of WA	Christianity	Uniting Church	F	6367
Rest of WA	Christianity	Uniting Church	M	5009
Rest of WA	Hinduism		F	1072
Rest of WA	Hinduism		M	1296
Rest of WA	Islam		F	1758
Rest of WA	Islam		M	2043
Rest of WA	Judaism		F	113
Rest of WA	Judaism		M	123
Rest of WA	No religion		F	114692
Rest of WA	No religion		M	128911
No usual address (Tas.)	(Other)		F	137
No usual address (Tas.)	(Other)		M	222
No usual address (Tas.)	(Other)	(Other)	F	8
No usual address (Tas.)	(Other)	(Other)	M	6
No usual address (Tas.)	(Other)	Other spiritual beliefs	F	6
No usual address (Tas.)	(Other)	Secular beliefs	M	3
No usual address (Tas.)	Buddhism		F	7
No usual address (Tas.)	Buddhism		M	3
No usual address (Tas.)	Christianity		F	28
No usual address (Tas.)	Christianity		M	23
No usual address (Tas.)	Christianity	Anglican	F	49
No usual address (Tas.)	Christianity	Anglican	M	42
No usual address (Tas.)	Christianity	Baptist	F	3
No usual address (Tas.)	Christianity	Baptist	M	4
No usual address (Tas.)	Christianity	Catholic	F	44
No usual address (Tas.)	Christianity	Catholic	M	56
No usual address (Tas.)	Christianity	Jehovah's Witnesses	F	6
No usual address (Tas.)	Christianity	Latter Day Saints	M	4
No usual address (Tas.)	Christianity	Pentecostal	F	3
No usual address (Tas.)	Christianity	Salvation Army	F	6
No usual address (Tas.)	Christianity	Salvation Army	M	4
No usual address (Tas.)	Christianity	Uniting Church	F	8
No usual address (Tas.)	Christianity	Uniting Church	M	7
No usual address (Tas.)	Hinduism		M	5
No usual address (Tas.)	No religion		F	312
No usual address (Tas.)	No religion		M	368
Migratory - Offshore - Shipping (Tas.)	(Other)		M	3
Migratory - Offshore - Shipping (Tas.)	Christianity	Catholic	M	3
Migratory - Offshore - Shipping (Tas.)	No religion		M	6
Greater Hobart	(Other)		F	7397
Greater Hobart	(Other)		M	8101
Greater Hobart	(Other)	(Other)	F	523
Greater Hobart	(Other)	(Other)	M	360
Greater Hobart	(Other)	Australian Aboriginal Traditional	F	5
Greater Hobart	(Other)	Australian Aboriginal Traditional	M	14
Greater Hobart	(Other)	Other spiritual beliefs	F	275
Greater Hobart	(Other)	Other spiritual beliefs	M	142
Greater Hobart	(Other)	Secular beliefs	F	368
Greater Hobart	(Other)	Secular beliefs	M	479
Greater Hobart	(Other)	Sikhism	F	657
Greater Hobart	(Other)	Sikhism	M	890
Greater Hobart	Buddhism		F	1803
Greater Hobart	Buddhism		M	1361
Greater Hobart	Christianity		F	2723
Greater Hobart	Christianity		M	2354
Greater Hobart	Christianity	(Other)	F	186
Greater Hobart	Christianity	(Other)	M	139
Greater Hobart	Christianity	Anglican	F	19606
Greater Hobart	Christianity	Anglican	M	15344
Greater Hobart	Christianity	Baptist	F	872
Greater Hobart	Christianity	Baptist	M	754
Greater Hobart	Christianity	Brethren	F	126
Greater Hobart	Christianity	Brethren	M	135
Greater Hobart	Christianity	Catholic	F	19116
Greater Hobart	Christianity	Catholic	M	15780
Greater Hobart	Christianity	Churches Of Christ	F	143
Greater Hobart	Christianity	Churches Of Christ	M	100
Greater Hobart	Christianity	Eastern Orthodox	F	923
Greater Hobart	Christianity	Eastern Orthodox	M	888
Greater Hobart	Christianity	Jehovah's Witnesses	F	382
Greater Hobart	Christianity	Jehovah's Witnesses	M	261
Greater Hobart	Christianity	Latter Day Saints	F	237
Greater Hobart	Christianity	Latter Day Saints	M	223
Greater Hobart	Christianity	Lutheran	F	272
Greater Hobart	Christianity	Lutheran	M	227
Greater Hobart	Christianity	Oriental Orthodox	F	107
Greater Hobart	Christianity	Oriental Orthodox	M	102
Greater Hobart	Christianity	Pentecostal	F	1055
Greater Hobart	Christianity	Pentecostal	M	894
Greater Hobart	Christianity	Presbyterian Reformed	F	1560
Greater Hobart	Christianity	Presbyterian Reformed	M	1286
Greater Hobart	Christianity	Protestant (Other)	F	395
Greater Hobart	Christianity	Protestant (Other)	M	306
Greater Hobart	Christianity	Salvation Army	F	201
Greater Hobart	Christianity	Salvation Army	M	147
Greater Hobart	Christianity	Seventh Day Adventist	F	230
Greater Hobart	Christianity	Seventh Day Adventist	M	181
Greater Hobart	Christianity	Uniting Church	F	2696
Greater Hobart	Christianity	Uniting Church	M	1678
Greater Hobart	Hinduism		F	2901
Greater Hobart	Hinduism		M	3620
Greater Hobart	Islam		F	1326
Greater Hobart	Islam		M	1786
Greater Hobart	Judaism		F	104
Greater Hobart	Judaism		M	102
Greater Hobart	No religion		F	60385
Greater Hobart	No religion		M	62867
Rest of Tas.	(Other)		F	11334
Rest of Tas.	(Other)		M	12387
Rest of Tas.	(Other)	(Other)	F	770
Rest of Tas.	(Other)	(Other)	M	500
Rest of Tas.	(Other)	Australian Aboriginal Traditional	F	20
Rest of Tas.	(Other)	Australian Aboriginal Traditional	M	8
Rest of Tas.	(Other)	Other spiritual beliefs	F	308
Rest of Tas.	(Other)	Other spiritual beliefs	M	220
Rest of Tas.	(Other)	Secular beliefs	F	376
Rest of Tas.	(Other)	Secular beliefs	M	503
Rest of Tas.	(Other)	Sikhism	F	268
Rest of Tas.	(Other)	Sikhism	M	389
Rest of Tas.	Buddhism		F	1397
Rest of Tas.	Buddhism		M	1030
Rest of Tas.	Christianity		F	4734
Rest of Tas.	Christianity		M	4128
Rest of Tas.	Christianity	(Other)	F	191
Rest of Tas.	Christianity	(Other)	M	162
Rest of Tas.	Christianity	Anglican	F	24695
Rest of Tas.	Christianity	Anglican	M	20649
Rest of Tas.	Christianity	Baptist	F	2568
Rest of Tas.	Christianity	Baptist	M	2310
Rest of Tas.	Christianity	Brethren	F	502
Rest of Tas.	Christianity	Brethren	M	449
Rest of Tas.	Christianity	Catholic	F	19398
Rest of Tas.	Christianity	Catholic	M	16643
Rest of Tas.	Christianity	Churches Of Christ	F	308
Rest of Tas.	Christianity	Churches Of Christ	M	232
Rest of Tas.	Christianity	Eastern Orthodox	F	307
Rest of Tas.	Christianity	Eastern Orthodox	M	285
Rest of Tas.	Christianity	Jehovah's Witnesses	F	872
Rest of Tas.	Christianity	Jehovah's Witnesses	M	698
Rest of Tas.	Christianity	Latter Day Saints	F	467
Rest of Tas.	Christianity	Latter Day Saints	M	413
Rest of Tas.	Christianity	Lutheran	F	353
Rest of Tas.	Christianity	Lutheran	M	247
Rest of Tas.	Christianity	Oriental Orthodox	F	36
Rest of Tas.	Christianity	Oriental Orthodox	M	38
Rest of Tas.	Christianity	Pentecostal	F	1539
Rest of Tas.	Christianity	Pentecostal	M	1309
Rest of Tas.	Christianity	Presbyterian Reformed	F	2803
Rest of Tas.	Christianity	Presbyterian Reformed	M	2580
Rest of Tas.	Christianity	Protestant (Other)	F	831
Rest of Tas.	Christianity	Protestant (Other)	M	726
Rest of Tas.	Christianity	Salvation Army	F	429
Rest of Tas.	Christianity	Salvation Army	M	285
Rest of Tas.	Christianity	Seventh Day Adventist	F	396
Rest of Tas.	Christianity	Seventh Day Adventist	M	340
Rest of Tas.	Christianity	Uniting Church	F	5850
Rest of Tas.	Christianity	Uniting Church	M	4204
Rest of Tas.	Hinduism		F	1425
Rest of Tas.	Hinduism		M	1766
Rest of Tas.	Islam		F	740
Rest of Tas.	Islam		M	1090
Rest of Tas.	Judaism		F	91
Rest of Tas.	Judaism		M	84
Rest of Tas.	No religion		F	73602
Rest of Tas.	No religion		M	78794
No usual address (NT)	(Other)		F	669
No usual address (NT)	(Other)		M	794
No usual address (NT)	(Other)	(Other)	F	7
No usual address (NT)	(Other)	Other spiritual beliefs	F	3
No usual address (NT)	(Other)	Secular beliefs	F	9
No usual address (NT)	(Other)	Secular beliefs	M	4
No usual address (NT)	Buddhism		F	5
No usual address (NT)	Christianity		F	36
No usual address (NT)	Christianity		M	27
No usual address (NT)	Christianity	Anglican	F	87
No usual address (NT)	Christianity	Anglican	M	92
No usual address (NT)	Christianity	Baptist	F	43
No usual address (NT)	Christianity	Baptist	M	28
No usual address (NT)	Christianity	Catholic	F	173
No usual address (NT)	Christianity	Catholic	M	172
No usual address (NT)	Christianity	Eastern Orthodox	F	4
No usual address (NT)	Christianity	Eastern Orthodox	M	8
No usual address (NT)	Christianity	Latter Day Saints	M	3
No usual address (NT)	Christianity	Lutheran	F	24
No usual address (NT)	Christianity	Lutheran	M	22
No usual address (NT)	Christianity	Pentecostal	F	11
No usual address (NT)	Christianity	Pentecostal	M	13
No usual address (NT)	Christianity	Presbyterian Reformed	F	19
No usual address (NT)	Christianity	Presbyterian Reformed	M	22
No usual address (NT)	Christianity	Protestant (Other)	F	4
No usual address (NT)	Christianity	Protestant (Other)	M	4
No usual address (NT)	Christianity	Salvation Army	F	4
No usual address (NT)	Christianity	Seventh Day Adventist	F	4
No usual address (NT)	Christianity	Seventh Day Adventist	M	4
No usual address (NT)	Christianity	Uniting Church	F	44
No usual address (NT)	Christianity	Uniting Church	M	31
No usual address (NT)	Hinduism		F	10
No usual address (NT)	Hinduism		M	4
No usual address (NT)	Islam		F	3
No usual address (NT)	Islam		M	9
No usual address (NT)	No religion		F	520
No usual address (NT)	No religion		M	582
Migratory - Offshore - Shipping (NT)	(Other)		M	24
Migratory - Offshore - Shipping (NT)	Christianity	Anglican	M	3
Migratory - Offshore - Shipping (NT)	Christianity	Catholic	M	9
Migratory - Offshore - Shipping (NT)	Islam		M	3
Migratory - Offshore - Shipping (NT)	No religion		F	3
Migratory - Offshore - Shipping (NT)	No religion		M	39
Greater Darwin	(Other)		F	6657
Greater Darwin	(Other)		M	8746
Greater Darwin	(Other)	(Other)	F	294
Greater Darwin	(Other)	(Other)	M	228
Greater Darwin	(Other)	Australian Aboriginal Traditional	F	55
Greater Darwin	(Other)	Australian Aboriginal Traditional	M	42
Greater Darwin	(Other)	Other spiritual beliefs	F	142
Greater Darwin	(Other)	Other spiritual beliefs	M	77
Greater Darwin	(Other)	Secular beliefs	F	146
Greater Darwin	(Other)	Secular beliefs	M	219
Greater Darwin	(Other)	Sikhism	F	448
Greater Darwin	(Other)	Sikhism	M	506
Greater Darwin	Buddhism		F	2469
Greater Darwin	Buddhism		M	1669
Greater Darwin	Christianity		F	1605
Greater Darwin	Christianity		M	1370
Greater Darwin	Christianity	(Other)	F	47
Greater Darwin	Christianity	(Other)	M	53
Greater Darwin	Christianity	Anglican	F	4313
Greater Darwin	Christianity	Anglican	M	3869
Greater Darwin	Christianity	Baptist	F	957
Greater Darwin	Christianity	Baptist	M	850
Greater Darwin	Christianity	Brethren	F	3
Greater Darwin	Christianity	Catholic	F	13476
Greater Darwin	Christianity	Catholic	M	12015
Greater Darwin	Christianity	Churches Of Christ	F	68
Greater Darwin	Christianity	Churches Of Christ	M	59
Greater Darwin	Christianity	Eastern Orthodox	F	2042
Greater Darwin	Christianity	Eastern Orthodox	M	2172
Greater Darwin	Christianity	Jehovah's Witnesses	F	216
Greater Darwin	Christianity	Jehovah's Witnesses	M	174
Greater Darwin	Christianity	Latter Day Saints	F	158
Greater Darwin	Christianity	Latter Day Saints	M	126
Greater Darwin	Christianity	Lutheran	F	417
Greater Darwin	Christianity	Lutheran	M	342
Greater Darwin	Christianity	Oriental Orthodox	F	73
Greater Darwin	Christianity	Oriental Orthodox	M	80
Greater Darwin	Christianity	Pentecostal	F	888
Greater Darwin	Christianity	Pentecostal	M	702
Greater Darwin	Christianity	Presbyterian Reformed	F	615
Greater Darwin	Christianity	Presbyterian Reformed	M	598
Greater Darwin	Christianity	Protestant (Other)	F	402
Greater Darwin	Christianity	Protestant (Other)	M	364
Greater Darwin	Christianity	Salvation Army	F	77
Greater Darwin	Christianity	Salvation Army	M	58
Greater Darwin	Christianity	Seventh Day Adventist	F	213
Greater Darwin	Christianity	Seventh Day Adventist	M	168
Greater Darwin	Christianity	Uniting Church	F	1757
Greater Darwin	Christianity	Uniting Church	M	1341
Greater Darwin	Hinduism		F	2428
Greater Darwin	Hinduism		M	2781
Greater Darwin	Islam		F	1255
Greater Darwin	Islam		M	1637
Greater Darwin	Judaism		F	47
Greater Darwin	Judaism		M	50
Greater Darwin	No religion		F	27896
Greater Darwin	No religion		M	30458
Rest of NT	(Other)		F	5316
Rest of NT	(Other)		M	6570
Rest of NT	(Other)	(Other)	F	114
Rest of NT	(Other)	(Other)	M	77
Rest of NT	(Other)	Australian Aboriginal Traditional	F	1630
Rest of NT	(Other)	Australian Aboriginal Traditional	M	1707
Rest of NT	(Other)	Other spiritual beliefs	F	114
Rest of NT	(Other)	Other spiritual beliefs	M	96
Rest of NT	(Other)	Secular beliefs	F	51
Rest of NT	(Other)	Secular beliefs	M	83
Rest of NT	(Other)	Sikhism	F	201
Rest of NT	(Other)	Sikhism	M	241
Rest of NT	Buddhism		F	438
Rest of NT	Buddhism		M	288
Rest of NT	Christianity		F	2233
Rest of NT	Christianity		M	2128
Rest of NT	Christianity	(Other)	F	36
Rest of NT	Christianity	(Other)	M	39
Rest of NT	Christianity	Anglican	F	2874
Rest of NT	Christianity	Anglican	M	2697
Rest of NT	Christianity	Baptist	F	1867
Rest of NT	Christianity	Baptist	M	1750
Rest of NT	Christianity	Brethren	F	4
Rest of NT	Christianity	Brethren	M	5
Rest of NT	Christianity	Catholic	F	6948
Rest of NT	Christianity	Catholic	M	6414
