GCCSA_NAME21	Ancestry	FatherBornAus	MotherBornAus	responses
Rest of Vic.	Australian Aboriginal			520
Rest of Vic.	Australian Aboriginal	0	0	199
Rest of Vic.	Australian Aboriginal	0	1	1122
Rest of Vic.	Australian Aboriginal	1	0	623
Rest of Vic.	Australian Aboriginal	1	1	27762
Rest of Vic.	Chinese			131
Rest of Vic.	Chinese	0	0	12784
Rest of Vic.	Chinese	0	1	539
Rest of Vic.	Chinese	1	0	892
Rest of Vic.	Chinese	1	1	3637
Rest of Vic.	Croatian			88
Rest of Vic.	Croatian	0	0	4995
Rest of Vic.	Croatian	0	1	980
Rest of Vic.	Croatian	1	0	463
Rest of Vic.	Croatian	1	1	2402
Rest of Vic.	Dutch			255
Rest of Vic.	Dutch	0	0	14165
Rest of Vic.	Dutch	0	1	5331
Rest of Vic.	Dutch	1	0	3317
Rest of Vic.	Dutch	1	1	12875
Rest of Vic.	English			8192
Rest of Vic.	English	0	0	72623
Rest of Vic.	English	0	1	44239
Rest of Vic.	English	1	0	32319
Rest of Vic.	English	1	1	483374
Rest of Vic.	Filipino			140
Rest of Vic.	Filipino	0	0	9973
Rest of Vic.	Filipino	0	1	289
Rest of Vic.	Filipino	1	0	1842
Rest of Vic.	Filipino	1	1	411
Rest of Vic.	French			42
Rest of Vic.	French	0	0	2221
Rest of Vic.	French	0	1	520
Rest of Vic.	French	1	0	438
Rest of Vic.	French	1	1	3456
Rest of Vic.	German			701
Rest of Vic.	German	0	0	12894
Rest of Vic.	German	0	1	4882
Rest of Vic.	German	1	0	3470
Rest of Vic.	German	1	1	50154
Rest of Vic.	Greek			82
Rest of Vic.	Greek	0	0	4313
Rest of Vic.	Greek	0	1	1217
Rest of Vic.	Greek	1	0	457
Rest of Vic.	Greek	1	1	3552
Rest of Vic.	Hungarian			35
Rest of Vic.	Hungarian	0	0	2247
Rest of Vic.	Hungarian	0	1	582
Rest of Vic.	Hungarian	1	0	268
Rest of Vic.	Hungarian	1	1	1118
Rest of Vic.	Indian			45
Rest of Vic.	Indian	0	0	14428
Rest of Vic.	Indian	0	1	632
Rest of Vic.	Indian	1	0	309
Rest of Vic.	Indian	1	1	555
Rest of Vic.	Irish			1918
Rest of Vic.	Irish	0	0	15735
Rest of Vic.	Irish	0	1	10726
Rest of Vic.	Irish	1	0	6998
Rest of Vic.	Irish	1	1	167304
Rest of Vic.	Italian			531
Rest of Vic.	Italian	0	0	18525
Rest of Vic.	Italian	0	1	6316
Rest of Vic.	Italian	1	0	2487
Rest of Vic.	Italian	1	1	32956
Rest of Vic.	Korean			4
Rest of Vic.	Korean	0	0	766
Rest of Vic.	Korean	0	1	30
Rest of Vic.	Korean	1	0	82
Rest of Vic.	Korean	1	1	42
Rest of Vic.	Lebanese			13
Rest of Vic.	Lebanese	0	0	597
Rest of Vic.	Lebanese	0	1	237
Rest of Vic.	Lebanese	1	0	91
Rest of Vic.	Lebanese	1	1	613
Rest of Vic.	Macedonian			20
Rest of Vic.	Macedonian	0	0	1813
Rest of Vic.	Macedonian	0	1	353
Rest of Vic.	Macedonian	1	0	163
Rest of Vic.	Macedonian	1	1	822
Rest of Vic.	Maltese			86
Rest of Vic.	Maltese	0	0	4165
Rest of Vic.	Maltese	0	1	1328
Rest of Vic.	Maltese	1	0	682
Rest of Vic.	Maltese	1	1	4110
Rest of Vic.	Maori			44
Rest of Vic.	Maori	0	0	2286
Rest of Vic.	Maori	0	1	688
Rest of Vic.	Maori	1	0	506
Rest of Vic.	Maori	1	1	605
Rest of Vic.	NZ			62
Rest of Vic.	NZ	0	0	3587
Rest of Vic.	NZ	0	1	1959
Rest of Vic.	NZ	1	0	1446
Rest of Vic.	NZ	1	1	1200
Rest of Vic.	(Other)			985
Rest of Vic.	(Other)	0	0	63013
Rest of Vic.	(Other)	0	1	8940
Rest of Vic.	(Other)	1	0	6846
Rest of Vic.	(Other)	1	1	18504
Rest of Vic.	Polish			80
Rest of Vic.	Polish	0	0	4725
Rest of Vic.	Polish	0	1	1172
Rest of Vic.	Polish	1	0	673
Rest of Vic.	Polish	1	1	3315
Rest of Vic.	Russian			23
Rest of Vic.	Russian	0	0	1570
Rest of Vic.	Russian	0	1	304
Rest of Vic.	Russian	1	0	236
Rest of Vic.	Russian	1	1	788
Rest of Vic.	Samoan			19
Rest of Vic.	Samoan	0	0	968
Rest of Vic.	Samoan	0	1	209
Rest of Vic.	Samoan	1	0	91
Rest of Vic.	Samoan	1	1	76
Rest of Vic.	Scottish			1557
Rest of Vic.	Scottish	0	0	19510
Rest of Vic.	Scottish	0	1	12073
Rest of Vic.	Scottish	1	0	8770
Rest of Vic.	Scottish	1	1	142241
Rest of Vic.	Serbian			27
Rest of Vic.	Serbian	0	0	2108
Rest of Vic.	Serbian	0	1	321
Rest of Vic.	Serbian	1	0	179
Rest of Vic.	Serbian	1	1	543
Rest of Vic.	South African			24
Rest of Vic.	South African	0	0	2381
Rest of Vic.	South African	0	1	520
Rest of Vic.	South African	1	0	363
Rest of Vic.	South African	1	1	324
Rest of Vic.	Spanish			34
Rest of Vic.	Spanish	0	0	2063
Rest of Vic.	Spanish	0	1	356
Rest of Vic.	Spanish	1	0	266
Rest of Vic.	Spanish	1	1	1342
Rest of Vic.	Sri Lankan			16
Rest of Vic.	Sri Lankan	0	0	1600
Rest of Vic.	Sri Lankan	0	1	296
Rest of Vic.	Sri Lankan	1	0	177
Rest of Vic.	Sri Lankan	1	1	258
Rest of Vic.	Vietnamese			25
Rest of Vic.	Vietnamese	0	0	3107
Rest of Vic.	Vietnamese	0	1	106
Rest of Vic.	Vietnamese	1	0	252
Rest of Vic.	Vietnamese	1	1	82
Rest of Vic.	Welsh			59
Rest of Vic.	Welsh	0	0	2735
Rest of Vic.	Welsh	0	1	997
Rest of Vic.	Welsh	1	0	641
Rest of Vic.	Welsh	1	1	4578
No usual address (Qld)				3434
No usual address (Qld)		0	0	64
No usual address (Qld)		0	1	10
No usual address (Qld)		1	0	8
No usual address (Qld)		1	1	94
No usual address (Qld)	Australian			64
No usual address (Qld)	Australian		1	3294
No usual address (Qld)	Australian	0	0	89
No usual address (Qld)	Australian	0	1	412
No usual address (Qld)	Australian	1	0	333
No usual address (Qld)	Australian Aboriginal			37
No usual address (Qld)	Australian Aboriginal	0	0	8
No usual address (Qld)	Australian Aboriginal	0	1	34
No usual address (Qld)	Australian Aboriginal	1	0	22
No usual address (Qld)	Australian Aboriginal	1	1	684
No usual address (Qld)	Chinese			4
No usual address (Qld)	Chinese	0	0	145
No usual address (Qld)	Chinese	0	1	10
No usual address (Qld)	Chinese	1	0	7
No usual address (Qld)	Chinese	1	1	9
No usual address (Qld)	Croatian	0	0	20
No usual address (Qld)	Croatian	0	1	4
No usual address (Qld)	Croatian	1	1	7
No usual address (Qld)	Dutch	0	0	116
No usual address (Qld)	Dutch	0	1	29
No usual address (Qld)	Dutch	1	0	24
No usual address (Qld)	Dutch	1	1	39
No usual address (Qld)	English			75
No usual address (Qld)	English	0	0	1159
No usual address (Qld)	English	0	1	341
No usual address (Qld)	English	1	0	261
No usual address (Qld)	English	1	1	2698
No usual address (Qld)	Filipino			8
No usual address (Qld)	Filipino	0	0	58
No usual address (Qld)	Filipino	0	1	5
No usual address (Qld)	Filipino	1	0	17
No usual address (Qld)	Filipino	1	1	12
No usual address (Qld)	French	0	0	93
No usual address (Qld)	French	0	1	7
No usual address (Qld)	French	1	0	4
No usual address (Qld)	French	1	1	29
No usual address (Qld)	German			5
No usual address (Qld)	German	0	0	180
No usual address (Qld)	German	0	1	29
No usual address (Qld)	German	1	0	29
No usual address (Qld)	German	1	1	387
No usual address (Qld)	Greek	0	0	19
No usual address (Qld)	Greek	0	1	9
No usual address (Qld)	Greek	1	1	9
No usual address (Qld)	Hungarian	0	0	15
No usual address (Qld)	Hungarian	0	1	5
No usual address (Qld)	Hungarian	1	1	13
No usual address (Qld)	Indian	0	0	66
No usual address (Qld)	Indian	0	1	9
No usual address (Qld)	Indian	1	0	3
No usual address (Qld)	Indian	1	1	4
No usual address (Qld)	Irish			16
No usual address (Qld)	Irish	0	0	276
No usual address (Qld)	Irish	0	1	67
No usual address (Qld)	Irish	1	0	63
No usual address (Qld)	Irish	1	1	862
No usual address (Qld)	Italian	0	0	130
No usual address (Qld)	Italian	0	1	32
No usual address (Qld)	Italian	1	0	17
No usual address (Qld)	Italian	1	1	153
No usual address (Qld)	Korean	0	0	31
No usual address (Qld)	Lebanese	0	0	11
No usual address (Qld)	Lebanese	0	1	3
No usual address (Qld)	Lebanese	1	1	14
No usual address (Qld)	Maltese	0	0	14
No usual address (Qld)	Maltese	0	1	6
No usual address (Qld)	Maltese	1	0	5
No usual address (Qld)	Maltese	1	1	17
No usual address (Qld)	Maori			6
No usual address (Qld)	Maori	0	0	102
No usual address (Qld)	Maori	0	1	19
No usual address (Qld)	Maori	1	0	21
No usual address (Qld)	Maori	1	1	6
No usual address (Qld)	NZ			5
No usual address (Qld)	NZ	0	0	121
No usual address (Qld)	NZ	0	1	27
No usual address (Qld)	NZ	1	0	24
No usual address (Qld)	NZ	1	1	21
No usual address (Qld)	(Other)			30
No usual address (Qld)	(Other)	0	0	752
No usual address (Qld)	(Other)	0	1	81
No usual address (Qld)	(Other)	1	0	73
No usual address (Qld)	(Other)	1	1	274
No usual address (Qld)	Polish	0	0	50
No usual address (Qld)	Polish	0	1	12
No usual address (Qld)	Polish	1	0	5
No usual address (Qld)	Polish	1	1	24
No usual address (Qld)	Russian	0	0	16
No usual address (Qld)	Russian	1	1	3
No usual address (Qld)	Samoan	0	0	15
No usual address (Qld)	Samoan	0	1	4
No usual address (Qld)	Samoan	1	0	4
No usual address (Qld)	Samoan	1	1	4
No usual address (Qld)	Scottish			9
No usual address (Qld)	Scottish	0	0	281
No usual address (Qld)	Scottish	0	1	100
No usual address (Qld)	Scottish	1	0	63
No usual address (Qld)	Scottish	1	1	780
No usual address (Qld)	Serbian	0	0	7
No usual address (Qld)	Serbian	0	1	3
No usual address (Qld)	South African	0	0	32
No usual address (Qld)	South African	0	1	4
No usual address (Qld)	South African	1	0	6
No usual address (Qld)	South African	1	1	5
No usual address (Qld)	Spanish	0	0	70
No usual address (Qld)	Spanish	0	1	3
No usual address (Qld)	Spanish	1	0	5
No usual address (Qld)	Spanish	1	1	18
No usual address (Qld)	Sri Lankan	0	0	8
No usual address (Qld)	Sri Lankan	1	1	4
No usual address (Qld)	Vietnamese	0	0	25
No usual address (Qld)	Vietnamese	1	0	3
No usual address (Qld)	Welsh			3
No usual address (Qld)	Welsh	0	0	38
No usual address (Qld)	Welsh	0	1	10
No usual address (Qld)	Welsh	1	0	5
No usual address (Qld)	Welsh	1	1	32
Migratory - Offshore - Shipping (Qld)				128
Migratory - Offshore - Shipping (Qld)	Australian		1	8
Migratory - Offshore - Shipping (Qld)	English	0	0	3
Migratory - Offshore - Shipping (Qld)	English	0	1	4
Migratory - Offshore - Shipping (Qld)	English	1	1	11
Migratory - Offshore - Shipping (Qld)	Filipino	0	0	16
Migratory - Offshore - Shipping (Qld)	(Other)	0	0	5
Migratory - Offshore - Shipping (Qld)	Scottish	1	1	4
Greater Brisbane				114503
Greater Brisbane		0	0	13822
Greater Brisbane		0	1	1425
Greater Brisbane		1	0	1283
Greater Brisbane		1	1	11627
Greater Brisbane	Australian			6430
Greater Brisbane	Australian		1	584727
Greater Brisbane	Australian	0	0	26450
Greater Brisbane	Australian	0	1	99605
Greater Brisbane	Australian	1	0	79896
Greater Brisbane	Australian Aboriginal			934
Greater Brisbane	Australian Aboriginal	0	0	839
Greater Brisbane	Australian Aboriginal	0	1	4804
Greater Brisbane	Australian Aboriginal	1	0	2863
Greater Brisbane	Australian Aboriginal	1	1	61193
Greater Brisbane	Chinese			585
Greater Brisbane	Chinese	0	0	102917
Greater Brisbane	Chinese	0	1	2596
Greater Brisbane	Chinese	1	0	4887
Greater Brisbane	Chinese	1	1	6511
Greater Brisbane	Croatian			45
Greater Brisbane	Croatian	0	0	4896
Greater Brisbane	Croatian	0	1	1140
Greater Brisbane	Croatian	1	0	610
Greater Brisbane	Croatian	1	1	2174
Greater Brisbane	Dutch			201
Greater Brisbane	Dutch	0	0	18393
Greater Brisbane	Dutch	0	1	6426
Greater Brisbane	Dutch	1	0	4005
Greater Brisbane	Dutch	1	1	12144
Greater Brisbane	English			6913
Greater Brisbane	English	0	0	217088
Greater Brisbane	English	0	1	87789
Greater Brisbane	English	1	0	66099
Greater Brisbane	English	1	1	542965
Greater Brisbane	Filipino			196
Greater Brisbane	Filipino	0	0	32614
Greater Brisbane	Filipino	0	1	1113
Greater Brisbane	Filipino	1	0	5660
Greater Brisbane	Filipino	1	1	1357
Greater Brisbane	French			95
Greater Brisbane	French	0	0	8813
Greater Brisbane	French	0	1	1641
Greater Brisbane	French	1	0	1186
Greater Brisbane	French	1	1	5030
Greater Brisbane	German			853
Greater Brisbane	German	0	0	26924
Greater Brisbane	German	0	1	10128
Greater Brisbane	German	1	0	7282
Greater Brisbane	German	1	1	98676
Greater Brisbane	Greek			95
Greater Brisbane	Greek	0	0	7217
Greater Brisbane	Greek	0	1	2872
Greater Brisbane	Greek	1	0	1356
Greater Brisbane	Greek	1	1	8458
Greater Brisbane	Hungarian			39
Greater Brisbane	Hungarian	0	0	4488
Greater Brisbane	Hungarian	0	1	1012
Greater Brisbane	Hungarian	1	0	567
Greater Brisbane	Hungarian	1	1	1609
Greater Brisbane	Indian			177
Greater Brisbane	Indian	0	0	63474
Greater Brisbane	Indian	0	1	1989
Greater Brisbane	Indian	1	0	1401
Greater Brisbane	Indian	1	1	1530
Greater Brisbane	Irish			1461
Greater Brisbane	Irish	0	0	48134
Greater Brisbane	Irish	0	1	20585
Greater Brisbane	Irish	1	0	14389
Greater Brisbane	Irish	1	1	196535
Greater Brisbane	Italian			373
Greater Brisbane	Italian	0	0	22095
Greater Brisbane	Italian	0	1	8615
Greater Brisbane	Italian	1	0	4168
Greater Brisbane	Italian	1	1	34049
Greater Brisbane	Korean			36
Greater Brisbane	Korean	0	0	16217
Greater Brisbane	Korean	0	1	129
Greater Brisbane	Korean	1	0	727
Greater Brisbane	Korean	1	1	163
Greater Brisbane	Lebanese			18
Greater Brisbane	Lebanese	0	0	2436
Greater Brisbane	Lebanese	0	1	899
Greater Brisbane	Lebanese	1	0	430
Greater Brisbane	Lebanese	1	1	2116
Greater Brisbane	Macedonian			15
Greater Brisbane	Macedonian	0	0	1238
Greater Brisbane	Macedonian	0	1	243
Greater Brisbane	Macedonian	1	0	164
Greater Brisbane	Macedonian	1	1	333
Greater Brisbane	Maltese			39
Greater Brisbane	Maltese	0	0	2422
Greater Brisbane	Maltese	0	1	1234
Greater Brisbane	Maltese	1	0	724
Greater Brisbane	Maltese	1	1	3945
Greater Brisbane	Maori			269
Greater Brisbane	Maori	0	0	28966
Greater Brisbane	Maori	0	1	4126
Greater Brisbane	Maori	1	0	3021
Greater Brisbane	Maori	1	1	1729
Greater Brisbane	NZ			233
Greater Brisbane	NZ	0	0	20123
Greater Brisbane	NZ	0	1	7179
Greater Brisbane	NZ	1	0	5313
Greater Brisbane	NZ	1	1	2676
Greater Brisbane	(Other)			2371
Greater Brisbane	(Other)	0	0	233854
Greater Brisbane	(Other)	0	1	23927
Greater Brisbane	(Other)	1	0	22896
Greater Brisbane	(Other)	1	1	39309
Greater Brisbane	Polish			92
Greater Brisbane	Polish	0	0	9107
Greater Brisbane	Polish	0	1	2014
Greater Brisbane	Polish	1	0	1549
Greater Brisbane	Polish	1	1	5738
Greater Brisbane	Russian			81
Greater Brisbane	Russian	0	0	6118
Greater Brisbane	Russian	0	1	817
Greater Brisbane	Russian	1	0	828
Greater Brisbane	Russian	1	1	2379
Greater Brisbane	Samoan			274
Greater Brisbane	Samoan	0	0	25134
Greater Brisbane	Samoan	0	1	2413
Greater Brisbane	Samoan	1	0	1195
Greater Brisbane	Samoan	1	1	484
Greater Brisbane	Scottish			1275
Greater Brisbane	Scottish	0	0	55823
Greater Brisbane	Scottish	0	1	21792
Greater Brisbane	Scottish	1	0	16259
Greater Brisbane	Scottish	1	1	159951
Greater Brisbane	Serbian			46
Greater Brisbane	Serbian	0	0	4760
Greater Brisbane	Serbian	0	1	589
Greater Brisbane	Serbian	1	0	373
Greater Brisbane	Serbian	1	1	727
Greater Brisbane	South African			69
Greater Brisbane	South African	0	0	15167
Greater Brisbane	South African	0	1	2017
Greater Brisbane	South African	1	0	1555
Greater Brisbane	South African	1	1	617
Greater Brisbane	Spanish			81
Greater Brisbane	Spanish	0	0	9716
Greater Brisbane	Spanish	0	1	1004
Greater Brisbane	Spanish	1	0	774
Greater Brisbane	Spanish	1	1	2243
Greater Brisbane	Sri Lankan			22
Greater Brisbane	Sri Lankan	0	0	5424
Greater Brisbane	Sri Lankan	0	1	469
Greater Brisbane	Sri Lankan	1	0	368
Greater Brisbane	Sri Lankan	1	1	448
Greater Brisbane	Vietnamese			126
Greater Brisbane	Vietnamese	0	0	25768
Greater Brisbane	Vietnamese	0	1	737
Greater Brisbane	Vietnamese	1	0	1219
Greater Brisbane	Vietnamese	1	1	685
Greater Brisbane	Welsh			72
Greater Brisbane	Welsh	0	0	7250
Greater Brisbane	Welsh	0	1	1888
Greater Brisbane	Welsh	1	0	1256
Greater Brisbane	Welsh	1	1	7518
Rest of Qld				178811
Rest of Qld		0	0	8277
Rest of Qld		0	1	1503
Rest of Qld		1	0	1331
Rest of Qld		1	1	17850
Rest of Qld	Australian			9366
Rest of Qld	Australian		1	735945
Rest of Qld	Australian	0	0	18288
Rest of Qld	Australian	0	1	86610
Rest of Qld	Australian	1	0	73142
Rest of Qld	Australian Aboriginal			1913
Rest of Qld	Australian Aboriginal	0	0	656
Rest of Qld	Australian Aboriginal	0	1	5277
Rest of Qld	Australian Aboriginal	1	0	3073
Rest of Qld	Australian Aboriginal	1	1	123586
Rest of Qld	Chinese			278
Rest of Qld	Chinese	0	0	31038
Rest of Qld	Chinese	0	1	1310
Rest of Qld	Chinese	1	0	2162
Rest of Qld	Chinese	1	1	7614
Rest of Qld	Croatian			65
Rest of Qld	Croatian	0	0	4187
Rest of Qld	Croatian	0	1	1000
Rest of Qld	Croatian	1	0	447
Rest of Qld	Croatian	1	1	2178
Rest of Qld	Dutch			216
Rest of Qld	Dutch	0	0	18694
Rest of Qld	Dutch	0	1	5503
Rest of Qld	Dutch	1	0	3704
Rest of Qld	Dutch	1	1	11344
Rest of Qld	English			10092
Rest of Qld	English	0	0	209851
Rest of Qld	English	0	1	78572
Rest of Qld	English	1	0	62830
Rest of Qld	English	1	1	673136
Rest of Qld	Filipino			249
Rest of Qld	Filipino	0	0	25330
Rest of Qld	Filipino	0	1	809
Rest of Qld	Filipino	1	0	4975
Rest of Qld	Filipino	1	1	1407
Rest of Qld	French			84
Rest of Qld	French	0	0	8480
Rest of Qld	French	0	1	1286
Rest of Qld	French	1	0	1060
Rest of Qld	French	1	1	5319
Rest of Qld	German			1207
Rest of Qld	German	0	0	28211
Rest of Qld	German	0	1	9514
Rest of Qld	German	1	0	7333
Rest of Qld	German	1	1	118981
Rest of Qld	Greek			91
Rest of Qld	Greek	0	0	4262
Rest of Qld	Greek	0	1	1812
Rest of Qld	Greek	1	0	852
Rest of Qld	Greek	1	1	5646
Rest of Qld	Hungarian			50
Rest of Qld	Hungarian	0	0	4034
Rest of Qld	Hungarian	0	1	849
Rest of Qld	Hungarian	1	0	366
Rest of Qld	Hungarian	1	1	1404
Rest of Qld	Indian			75
Rest of Qld	Indian	0	0	22109
Rest of Qld	Indian	0	1	1012
Rest of Qld	Indian	1	0	647
Rest of Qld	Indian	1	1	1145
Rest of Qld	Irish			2033
Rest of Qld	Irish	0	0	41494
Rest of Qld	Irish	0	1	16584
Rest of Qld	Irish	1	0	12077
Rest of Qld	Irish	1	1	213347
Rest of Qld	Italian			609
Rest of Qld	Italian	0	0	24228
Rest of Qld	Italian	0	1	9209
Rest of Qld	Italian	1	0	4132
Rest of Qld	Italian	1	1	44754
Rest of Qld	Korean			14
Rest of Qld	Korean	0	0	7441
Rest of Qld	Korean	0	1	79
Rest of Qld	Korean	1	0	440
Rest of Qld	Korean	1	1	112
Rest of Qld	Lebanese			20
Rest of Qld	Lebanese	0	0	1305
Rest of Qld	Lebanese	0	1	432
Rest of Qld	Lebanese	1	0	227
Rest of Qld	Lebanese	1	1	1516
Rest of Qld	Macedonian			5
Rest of Qld	Macedonian	0	0	784
Rest of Qld	Macedonian	0	1	167
Rest of Qld	Macedonian	1	0	92
Rest of Qld	Macedonian	1	1	294
Rest of Qld	Maltese			92
Rest of Qld	Maltese	0	0	4016
Rest of Qld	Maltese	0	1	1815
Rest of Qld	Maltese	1	0	983
Rest of Qld	Maltese	1	1	6807
Rest of Qld	Maori			185
Rest of Qld	Maori	0	0	18992
Rest of Qld	Maori	0	1	3397
Rest of Qld	Maori	1	0	2349
Rest of Qld	Maori	1	1	1853
Rest of Qld	NZ			211
Rest of Qld	NZ	0	0	17380
Rest of Qld	NZ	0	1	6428
Rest of Qld	NZ	1	0	4661
Rest of Qld	NZ	1	1	2847
Rest of Qld	(Other)			2415
Rest of Qld	(Other)	0	0	135295
Rest of Qld	(Other)	0	1	19821
Rest of Qld	(Other)	1	0	19450
Rest of Qld	(Other)	1	1	64508
Rest of Qld	Polish			89
Rest of Qld	Polish	0	0	7139
Rest of Qld	Polish	0	1	1374
Rest of Qld	Polish	1	0	1079
Rest of Qld	Polish	1	1	4549
Rest of Qld	Russian			61
Rest of Qld	Russian	0	0	4196
Rest of Qld	Russian	0	1	588
Rest of Qld	Russian	1	0	592
Rest of Qld	Russian	1	1	1902
Rest of Qld	Samoan			60
Rest of Qld	Samoan	0	0	4176
Rest of Qld	Samoan	0	1	783
Rest of Qld	Samoan	1	0	332
Rest of Qld	Samoan	1	1	352
Rest of Qld	Scottish			1711
Rest of Qld	Scottish	0	0	52863
Rest of Qld	Scottish	0	1	19175
Rest of Qld	Scottish	1	0	14618
Rest of Qld	Scottish	1	1	182309
Rest of Qld	Serbian			37
Rest of Qld	Serbian	0	0	2493
Rest of Qld	Serbian	0	1	379
Rest of Qld	Serbian	1	0	193
Rest of Qld	Serbian	1	1	520
Rest of Qld	South African			70
Rest of Qld	South African	0	0	12424
Rest of Qld	South African	0	1	1442
Rest of Qld	South African	1	0	1242
Rest of Qld	South African	1	1	568
Rest of Qld	Spanish			64
Rest of Qld	Spanish	0	0	7400
Rest of Qld	Spanish	0	1	812
Rest of Qld	Spanish	1	0	593
Rest of Qld	Spanish	1	1	2920
Rest of Qld	Sri Lankan			12
Rest of Qld	Sri Lankan	0	0	1985
Rest of Qld	Sri Lankan	0	1	271
Rest of Qld	Sri Lankan	1	0	182
Rest of Qld	Sri Lankan	1	1	364
Rest of Qld	Vietnamese			19
Rest of Qld	Vietnamese	0	0	4562
Rest of Qld	Vietnamese	0	1	145
Rest of Qld	Vietnamese	1	0	411
Rest of Qld	Vietnamese	1	1	155
Rest of Qld	Welsh			96
Rest of Qld	Welsh	0	0	6926
Rest of Qld	Welsh	0	1	1681
Rest of Qld	Welsh	1	0	1136
Rest of Qld	Welsh	1	1	6749
No usual address (SA)				772
No usual address (SA)		0	0	13
No usual address (SA)		1	1	16
No usual address (SA)	Australian			20
No usual address (SA)	Australian		1	732
No usual address (SA)	Australian	0	0	26
No usual address (SA)	Australian	0	1	90
No usual address (SA)	Australian	1	0	68
No usual address (SA)	Australian Aboriginal			12
No usual address (SA)	Australian Aboriginal	0	0	6
No usual address (SA)	Australian Aboriginal	0	1	18
No usual address (SA)	Australian Aboriginal	1	0	10
No usual address (SA)	Australian Aboriginal	1	1	205
No usual address (SA)	Chinese			7
No usual address (SA)	Chinese	0	0	45
No usual address (SA)	Chinese	0	1	3
No usual address (SA)	Chinese	1	0	4
No usual address (SA)	Chinese	1	1	7
No usual address (SA)	Croatian	0	0	6
No usual address (SA)	Dutch	0	0	18
No usual address (SA)	Dutch	0	1	13
No usual address (SA)	Dutch	1	0	5
No usual address (SA)	Dutch	1	1	12
No usual address (SA)	English			23
No usual address (SA)	English	0	0	258
No usual address (SA)	English	0	1	110
No usual address (SA)	English	1	0	94
No usual address (SA)	English	1	1	634
No usual address (SA)	Filipino	0	0	9
No usual address (SA)	French	0	0	21
No usual address (SA)	French	1	1	3
No usual address (SA)	German			3
No usual address (SA)	German	0	0	30
No usual address (SA)	German	0	1	12
No usual address (SA)	German	1	0	13
No usual address (SA)	German	1	1	142
No usual address (SA)	Greek	0	0	11
No usual address (SA)	Greek	1	1	8
No usual address (SA)	Hungarian	0	0	7
No usual address (SA)	Hungarian	0	1	3
No usual address (SA)	Hungarian	1	1	3
No usual address (SA)	Indian	0	0	18
No usual address (SA)	Indian	1	1	3
No usual address (SA)	Irish			3
No usual address (SA)	Irish	0	0	34
No usual address (SA)	Irish	0	1	28
No usual address (SA)	Irish	1	0	9
No usual address (SA)	Irish	1	1	152
No usual address (SA)	Italian	0	0	40
No usual address (SA)	Italian	0	1	13
No usual address (SA)	Italian	1	0	6
No usual address (SA)	Italian	1	1	57
No usual address (SA)	Korean	0	0	3
No usual address (SA)	Lebanese	0	0	6
No usual address (SA)	Macedonian	0	0	5
No usual address (SA)	Macedonian	1	1	3
No usual address (SA)	Maltese	1	0	5
No usual address (SA)	Maltese	1	1	5
No usual address (SA)	Maori	0	0	11
No usual address (SA)	Maori	0	1	3
No usual address (SA)	Maori	1	0	4
No usual address (SA)	Maori	1	1	5
No usual address (SA)	NZ	0	0	11
No usual address (SA)	NZ	0	1	9
No usual address (SA)	NZ	1	0	4
No usual address (SA)	(Other)			7
No usual address (SA)	(Other)	0	0	142
No usual address (SA)	(Other)	0	1	21
No usual address (SA)	(Other)	1	0	9
No usual address (SA)	(Other)	1	1	53
No usual address (SA)	Polish	0	0	14
No usual address (SA)	Polish	0	1	7
No usual address (SA)	Polish	1	0	5
No usual address (SA)	Polish	1	1	8
No usual address (SA)	Russian	0	0	6
No usual address (SA)	Russian	0	1	4
No usual address (SA)	Scottish			4
No usual address (SA)	Scottish	0	0	47
No usual address (SA)	Scottish	0	1	16
No usual address (SA)	Scottish	1	0	18
No usual address (SA)	Scottish	1	1	164
No usual address (SA)	Serbian	0	0	3
No usual address (SA)	South African	1	1	6
No usual address (SA)	Spanish	0	0	9
No usual address (SA)	Spanish	1	1	4
No usual address (SA)	Vietnamese	0	0	6
No usual address (SA)	Welsh	0	0	7
No usual address (SA)	Welsh	1	1	8
Migratory - Offshore - Shipping (SA)				5
Migratory - Offshore - Shipping (SA)	(Other)	0	0	8
Greater Adelaide				46020
Greater Adelaide		0	0	6489
Greater Adelaide		0	1	512
Greater Adelaide		1	0	449
Greater Adelaide		1	1	4978
Greater Adelaide	Australian			3798
Greater Adelaide	Australian		1	311239
Greater Adelaide	Australian	0	0	15700
Greater Adelaide	Australian	0	1	50494
Greater Adelaide	Australian	1	0	38303
Greater Adelaide	Australian Aboriginal			427
Greater Adelaide	Australian Aboriginal	0	0	263
Greater Adelaide	Australian Aboriginal	0	1	1465
Greater Adelaide	Australian Aboriginal	1	0	772
Greater Adelaide	Australian Aboriginal	1	1	19356
Greater Adelaide	Chinese			262
Greater Adelaide	Chinese	0	0	51930
Greater Adelaide	Chinese	0	1	962
Greater Adelaide	Chinese	1	0	1939
Greater Adelaide	Chinese	1	1	1695
Greater Adelaide	Croatian			56
Greater Adelaide	Croatian	0	0	5007
Greater Adelaide	Croatian	0	1	937
Greater Adelaide	Croatian	1	0	515
Greater Adelaide	Croatian	1	1	2266
Greater Adelaide	Dutch			121
Greater Adelaide	Dutch	0	0	10161
Greater Adelaide	Dutch	0	1	3571
Greater Adelaide	Dutch	1	0	2278
Greater Adelaide	Dutch	1	1	6832
Greater Adelaide	English			4497
