SA2_NAME16	IndigenousStatus	persons
Wentworth Falls	Aboriginal	138
Wentworth Falls	Non-indigenous	6290
Blue Mountains - South	Non-indigenous	8
Cambridge Park	Aboriginal	1138
Cambridge Park	Both Aboriginal & Torres Strait Islander	24
Cambridge Park	Non-indigenous	14826
Cambridge Park	Torres Strait Islander	16
Emu Plains - Leonay	Aboriginal	517
Emu Plains - Leonay	Non-indigenous	13382
Emu Plains - Leonay	Torres Strait Islander	15
Glenmore Park - Regentville	Aboriginal	803
Glenmore Park - Regentville	Both Aboriginal & Torres Strait Islander	7
Glenmore Park - Regentville	Non-indigenous	20187
Glenmore Park - Regentville	Torres Strait Islander	5
Jamisontown - South Penrith	Aboriginal	873
Jamisontown - South Penrith	Both Aboriginal & Torres Strait Islander	9
Jamisontown - South Penrith	Non-indigenous	16426
Jamisontown - South Penrith	Torres Strait Islander	18
Kingswood - Werrington	Aboriginal	1037
Kingswood - Werrington	Both Aboriginal & Torres Strait Islander	17
Kingswood - Werrington	Non-indigenous	23543
Kingswood - Werrington	Torres Strait Islander	28
Mulgoa - Luddenham - Orchard Hills	Aboriginal	310
Mulgoa - Luddenham - Orchard Hills	Both Aboriginal & Torres Strait Islander	8
Mulgoa - Luddenham - Orchard Hills	Non-indigenous	11708
Mulgoa - Luddenham - Orchard Hills	Torres Strait Islander	14
Penrith	Aboriginal	1075
Penrith	Both Aboriginal & Torres Strait Islander	23
Penrith	Non-indigenous	16853
Penrith	Torres Strait Islander	15
Warragamba - Silverdale	Aboriginal	302
Warragamba - Silverdale	Non-indigenous	5723
Cranebrook - Castlereagh	Aboriginal	1127
Cranebrook - Castlereagh	Both Aboriginal & Torres Strait Islander	11
Cranebrook - Castlereagh	Non-indigenous	15882
Cranebrook - Castlereagh	Torres Strait Islander	9
Jordan Springs - Llandilo	Aboriginal	599
Jordan Springs - Llandilo	Both Aboriginal & Torres Strait Islander	6
Jordan Springs - Llandilo	Non-indigenous	12777
Jordan Springs - Llandilo	Torres Strait Islander	6
Richmond - Clarendon	Aboriginal	728
Richmond - Clarendon	Both Aboriginal & Torres Strait Islander	4
Richmond - Clarendon	Non-indigenous	14499
Richmond - Clarendon	Torres Strait Islander	8
Windsor - Bligh Park	Aboriginal	1100
Windsor - Bligh Park	Both Aboriginal & Torres Strait Islander	17
Windsor - Bligh Park	Non-indigenous	14131
Windsor - Bligh Park	Torres Strait Islander	16
Yarramundi - Londonderry	Aboriginal	562
Yarramundi - Londonderry	Both Aboriginal & Torres Strait Islander	6
Yarramundi - Londonderry	Non-indigenous	6932
Yarramundi - Londonderry	Torres Strait Islander	4
Erskine Park	Aboriginal	195
Erskine Park	Non-indigenous	6288
Erskine Park	Torres Strait Islander	3
St Clair	Aboriginal	740
St Clair	Both Aboriginal & Torres Strait Islander	15
St Clair	Non-indigenous	19179
St Clair	Torres Strait Islander	8
Colyton - Oxley Park	Aboriginal	652
Colyton - Oxley Park	Both Aboriginal & Torres Strait Islander	18
Colyton - Oxley Park	Non-indigenous	12341
Colyton - Oxley Park	Torres Strait Islander	17
St Marys - North St Marys	Aboriginal	1003
St Marys - North St Marys	Both Aboriginal & Torres Strait Islander	25
St Marys - North St Marys	Non-indigenous	16281
St Marys - North St Marys	Torres Strait Islander	16
Rookwood Cemetery	Non-indigenous	3
Auburn - Central	Aboriginal	29
Auburn - Central	Non-indigenous	19458
Auburn - North	Aboriginal	14
Auburn - North	Both Aboriginal & Torres Strait Islander	8
Auburn - North	Non-indigenous	10570
Auburn - South	Aboriginal	49
Auburn - South	Non-indigenous	8811
Berala	Aboriginal	27
Berala	Non-indigenous	8583
Lidcombe	Aboriginal	75
Lidcombe	Non-indigenous	21122
Regents Park	Aboriginal	32
Regents Park	Non-indigenous	5106
Silverwater - Newington	Aboriginal	327
Silverwater - Newington	Both Aboriginal & Torres Strait Islander	4
Silverwater - Newington	Non-indigenous	8905
Silverwater - Newington	Torres Strait Islander	10
Wentworth Point - Sydney Olympic Park	Aboriginal	95
Wentworth Point - Sydney Olympic Park	Both Aboriginal & Torres Strait Islander	3
Wentworth Point - Sydney Olympic Park	Non-indigenous	20314
Ermington - Rydalmere	Aboriginal	241
Ermington - Rydalmere	Both Aboriginal & Torres Strait Islander	8
Ermington - Rydalmere	Non-indigenous	24385
Ermington - Rydalmere	Torres Strait Islander	7
Oatlands - Dundas Valley	Aboriginal	161
Oatlands - Dundas Valley	Both Aboriginal & Torres Strait Islander	3
Oatlands - Dundas Valley	Non-indigenous	18337
Oatlands - Dundas Valley	Torres Strait Islander	7
Carlingford - East	Aboriginal	38
Carlingford - East	Non-indigenous	11584
Carlingford - West	Aboriginal	74
Carlingford - West	Non-indigenous	19174
Carlingford - West	Torres Strait Islander	3
Chester Hill - Sefton	Aboriginal	121
Chester Hill - Sefton	Both Aboriginal & Torres Strait Islander	5
Chester Hill - Sefton	Non-indigenous	20710
Chester Hill - Sefton	Torres Strait Islander	6
Fairfield - East	Aboriginal	107
Fairfield - East	Non-indigenous	15629
Fairfield - East	Torres Strait Islander	6
Granville - Clyde	Aboriginal	155
Granville - Clyde	Non-indigenous	23092
Granville - Clyde	Torres Strait Islander	3
Guildford - South Granville	Aboriginal	160
Guildford - South Granville	Both Aboriginal & Torres Strait Islander	7
Guildford - South Granville	Non-indigenous	22214
Guildford - South Granville	Torres Strait Islander	5
Guildford West - Merrylands West	Aboriginal	215
Guildford West - Merrylands West	Both Aboriginal & Torres Strait Islander	3
Guildford West - Merrylands West	Non-indigenous	22695
Guildford West - Merrylands West	Torres Strait Islander	16
Smithfield Industrial	Non-indigenous	10
Yennora Industrial	Non-indigenous	12
Greystanes - South	Aboriginal	171
Greystanes - South	Both Aboriginal & Torres Strait Islander	7
Greystanes - South	Non-indigenous	16452
Greystanes - South	Torres Strait Islander	15
Merrylands - Holroyd	Aboriginal	124
Merrylands - Holroyd	Both Aboriginal & Torres Strait Islander	9
Merrylands - Holroyd	Non-indigenous	23664
Merrylands - Holroyd	Torres Strait Islander	9
Pemulwuy - Greystanes (North)	Aboriginal	108
Pemulwuy - Greystanes (North)	Non-indigenous	10773
Pemulwuy - Greystanes (North)	Torres Strait Islander	12
South Wentworthville	Aboriginal	40
South Wentworthville	Non-indigenous	7265
North Parramatta	Aboriginal	201
North Parramatta	Both Aboriginal & Torres Strait Islander	7
North Parramatta	Non-indigenous	22660
North Parramatta	Torres Strait Islander	10
North Rocks	Aboriginal	32
North Rocks	Non-indigenous	8419
Northmead	Aboriginal	142
Northmead	Non-indigenous	20124
Northmead	Torres Strait Islander	9
Toongabbie - Constitution Hill	Aboriginal	335
Toongabbie - Constitution Hill	Both Aboriginal & Torres Strait Islander	5
Toongabbie - Constitution Hill	Non-indigenous	22500
Toongabbie - Constitution Hill	Torres Strait Islander	13
Winston Hills	Aboriginal	92
Winston Hills	Non-indigenous	11107
Pendle Hill - Girraween	Aboriginal	86
Pendle Hill - Girraween	Both Aboriginal & Torres Strait Islander	4
Pendle Hill - Girraween	Non-indigenous	13846
Pendle Hill - Girraween	Torres Strait Islander	3
Wentworthville - Westmead	Aboriginal	125
Wentworthville - Westmead	Non-indigenous	21435
Wentworthville - Westmead	Torres Strait Islander	8
Parramatta - North	Aboriginal	33
Parramatta - North	Non-indigenous	12026
Parramatta - North	Torres Strait Islander	3
Parramatta - South	Aboriginal	47
Parramatta - South	Both Aboriginal & Torres Strait Islander	3
Parramatta - South	Non-indigenous	9817
Rosehill - Harris Park	Aboriginal	57
Rosehill - Harris Park	Non-indigenous	8973
Rosehill - Harris Park	Torres Strait Islander	4
Pennant Hills - Cheltenham	Aboriginal	72
Pennant Hills - Cheltenham	Both Aboriginal & Torres Strait Islander	8
Pennant Hills - Cheltenham	Non-indigenous	21649
Pennant Hills - Cheltenham	Torres Strait Islander	8
Epping (East) - North Epping	Aboriginal	37
Epping (East) - North Epping	Both Aboriginal & Torres Strait Islander	4
Epping (East) - North Epping	Non-indigenous	14363
Epping (NSW) - West	Aboriginal	28
Epping (NSW) - West	Both Aboriginal & Torres Strait Islander	6
Epping (NSW) - West	Non-indigenous	18656
Gladesville - Huntleys Point	Aboriginal	80
Gladesville - Huntleys Point	Non-indigenous	15376
Hunters Hill - Woolwich	Aboriginal	52
Hunters Hill - Woolwich	Non-indigenous	9789
Hunters Hill - Woolwich	Torres Strait Islander	3
Macquarie Park - Marsfield	Aboriginal	116
Macquarie Park - Marsfield	Both Aboriginal & Torres Strait Islander	4
Macquarie Park - Marsfield	Non-indigenous	23685
Macquarie Park - Marsfield	Torres Strait Islander	13
North Ryde - East Ryde	Aboriginal	65
North Ryde - East Ryde	Both Aboriginal & Torres Strait Islander	3
North Ryde - East Ryde	Non-indigenous	15554
West Ryde - Meadowbank	Aboriginal	72
West Ryde - Meadowbank	Both Aboriginal & Torres Strait Islander	4
West Ryde - Meadowbank	Non-indigenous	20019
West Ryde - Meadowbank	Torres Strait Islander	7
Putney	Aboriginal	17
Putney	Non-indigenous	4146
Denistone	Aboriginal	19
Denistone	Non-indigenous	6950
Eastwood	Aboriginal	50
Eastwood	Non-indigenous	18924
Ryde - North	Aboriginal	119
Ryde - North	Both Aboriginal & Torres Strait Islander	3
Ryde - North	Non-indigenous	20158
Ryde - North	Torres Strait Islander	11
Ryde - South	Aboriginal	57
Ryde - South	Non-indigenous	11915
Ashcroft - Busby - Miller	Aboriginal	757
Ashcroft - Busby - Miller	Both Aboriginal & Torres Strait Islander	28
Ashcroft - Busby - Miller	Non-indigenous	17155
Ashcroft - Busby - Miller	Torres Strait Islander	22
Austral - Greendale	Aboriginal	215
Austral - Greendale	Non-indigenous	12315
Austral - Greendale	Torres Strait Islander	3
Badgerys Creek	Non-indigenous	25
Cecil Hills	Aboriginal	21
Cecil Hills	Non-indigenous	6882
Cecil Hills	Torres Strait Islander	3
Green Valley	Aboriginal	154
Green Valley	Non-indigenous	12762
Green Valley	Torres Strait Islander	3
Hinchinbrook	Aboriginal	155
Hinchinbrook	Non-indigenous	12883
Hoxton Park - Carnes Hill - Horningsea Park	Aboriginal	162
Hoxton Park - Carnes Hill - Horningsea Park	Both Aboriginal & Torres Strait Islander	5
Hoxton Park - Carnes Hill - Horningsea Park	Non-indigenous	13096
West Hoxton - Middleton Grange	Aboriginal	135
West Hoxton - Middleton Grange	Non-indigenous	17059
Cobbitty - Bringelly	Aboriginal	155
Cobbitty - Bringelly	Non-indigenous	4606
Gledswood Hills - Gregory Hills	Aboriginal	289
Gledswood Hills - Gregory Hills	Non-indigenous	14006
Gledswood Hills - Gregory Hills	Torres Strait Islander	4
Leppington - Catherine Field	Aboriginal	197
Leppington - Catherine Field	Non-indigenous	12355
Leppington - Catherine Field	Torres Strait Islander	7
Oran Park	Aboriginal	489
Oran Park	Non-indigenous	17128
Oran Park	Torres Strait Islander	7
Bonnyrigg Heights - Bonnyrigg	Aboriginal	154
Bonnyrigg Heights - Bonnyrigg	Both Aboriginal & Torres Strait Islander	11
Bonnyrigg Heights - Bonnyrigg	Non-indigenous	16989
Bossley Park - Abbotsbury	Aboriginal	139
Bossley Park - Abbotsbury	Non-indigenous	19542
Bossley Park - Abbotsbury	Torres Strait Islander	9
Cabramatta - Lansvale	Aboriginal	78
Cabramatta - Lansvale	Both Aboriginal & Torres Strait Islander	9
Cabramatta - Lansvale	Non-indigenous	24002
Cabramatta - Lansvale	Torres Strait Islander	12
Cabramatta West - Mount Pritchard	Aboriginal	244
Cabramatta West - Mount Pritchard	Both Aboriginal & Torres Strait Islander	4
Cabramatta West - Mount Pritchard	Non-indigenous	18001
Canley Vale - Canley Heights	Aboriginal	136
Canley Vale - Canley Heights	Non-indigenous	22117
Canley Vale - Canley Heights	Torres Strait Islander	8
Edensor Park	Aboriginal	43
Edensor Park	Non-indigenous	10236
Fairfield	Aboriginal	111
Fairfield	Both Aboriginal & Torres Strait Islander	4
Fairfield	Non-indigenous	18133
Fairfield - West	Aboriginal	109
Fairfield - West	Both Aboriginal & Torres Strait Islander	3
Fairfield - West	Non-indigenous	21137
Greenfield Park - Prairiewood	Aboriginal	45
Greenfield Park - Prairiewood	Non-indigenous	8807
Greenfield Park - Prairiewood	Torres Strait Islander	3
Horsley Park - Kemps Creek	Aboriginal	64
Horsley Park - Kemps Creek	Non-indigenous	4280
Smithfield - Wetherill Park	Aboriginal	201
Smithfield - Wetherill Park	Both Aboriginal & Torres Strait Islander	6
Smithfield - Wetherill Park	Non-indigenous	19300
Smithfield - Wetherill Park	Torres Strait Islander	3
St Johns Park - Wakeley	Aboriginal	47
St Johns Park - Wakeley	Non-indigenous	11145
St Johns Park - Wakeley	Torres Strait Islander	5
Wetherill Park Industrial	Non-indigenous	37
Casula	Aboriginal	195
Casula	Both Aboriginal & Torres Strait Islander	5
Casula	Non-indigenous	16380
Casula	Torres Strait Islander	4
Chipping Norton - Moorebank	Aboriginal	248
Chipping Norton - Moorebank	Both Aboriginal & Torres Strait Islander	6
Chipping Norton - Moorebank	Non-indigenous	20559
Holsworthy - Wattle Grove	Aboriginal	436
Holsworthy - Wattle Grove	Both Aboriginal & Torres Strait Islander	10
Holsworthy - Wattle Grove	Non-indigenous	20670
Holsworthy - Wattle Grove	Torres Strait Islander	13
Lurnea - Cartwright	Aboriginal	369
Lurnea - Cartwright	Both Aboriginal & Torres Strait Islander	4
Lurnea - Cartwright	Non-indigenous	12297
Warwick Farm	Aboriginal	106
Warwick Farm	Both Aboriginal & Torres Strait Islander	6
Warwick Farm	Non-indigenous	5818
Warwick Farm	Torres Strait Islander	7
Edmondson Park	Aboriginal	80
Edmondson Park	Non-indigenous	11993
Edmondson Park	Torres Strait Islander	7
Liverpool - East	Aboriginal	178
Liverpool - East	Both Aboriginal & Torres Strait Islander	5
Liverpool - East	Non-indigenous	17350
Liverpool - East	Torres Strait Islander	3
Liverpool - West	Aboriginal	178
Liverpool - West	Both Aboriginal & Torres Strait Islander	4
Liverpool - West	Non-indigenous	13551
Liverpool - West	Torres Strait Islander	4
Prestons	Aboriginal	250
Prestons	Both Aboriginal & Torres Strait Islander	3
Prestons	Non-indigenous	15439
Gymea - Grays Point	Aboriginal	237
Gymea - Grays Point	Both Aboriginal & Torres Strait Islander	11
Gymea - Grays Point	Non-indigenous	17902
Gymea - Grays Point	Torres Strait Islander	6
Miranda - Yowie Bay	Aboriginal	257
Miranda - Yowie Bay	Both Aboriginal & Torres Strait Islander	5
Miranda - Yowie Bay	Non-indigenous	20435
Miranda - Yowie Bay	Torres Strait Islander	8
Sylvania - Taren Point	Aboriginal	184
Sylvania - Taren Point	Both Aboriginal & Torres Strait Islander	6
Sylvania - Taren Point	Non-indigenous	16240
Caringbah	Aboriginal	202
Caringbah	Non-indigenous	12656
Caringbah South	Aboriginal	141
Caringbah South	Both Aboriginal & Torres Strait Islander	4
Caringbah South	Non-indigenous	12861
Caringbah South	Torres Strait Islander	9
Cronulla - Kurnell - Bundeena	Aboriginal	429
Cronulla - Kurnell - Bundeena	Both Aboriginal & Torres Strait Islander	7
Cronulla - Kurnell - Bundeena	Non-indigenous	23935
Cronulla - Kurnell - Bundeena	Torres Strait Islander	3
Lilli Pilli - Port Hacking - Dolans Bay	Aboriginal	33
Lilli Pilli - Port Hacking - Dolans Bay	Non-indigenous	3336
Woolooware - Burraneer	Aboriginal	115
Woolooware - Burraneer	Non-indigenous	8829
Woolooware - Burraneer	Torres Strait Islander	3
Heathcote - Waterfall	Aboriginal	106
Heathcote - Waterfall	Both Aboriginal & Torres Strait Islander	5
Heathcote - Waterfall	Non-indigenous	6562
Illawong - Alfords Point	Aboriginal	104
Illawong - Alfords Point	Non-indigenous	10450
Menai - Lucas Heights - Woronora	Aboriginal	271
Menai - Lucas Heights - Woronora	Both Aboriginal & Torres Strait Islander	8
Menai - Lucas Heights - Woronora	Non-indigenous	20640
Menai - Lucas Heights - Woronora	Torres Strait Islander	8
Oyster Bay - Como - Jannali	Aboriginal	247
Oyster Bay - Como - Jannali	Both Aboriginal & Torres Strait Islander	5
Oyster Bay - Como - Jannali	Non-indigenous	21804
Oyster Bay - Como - Jannali	Torres Strait Islander	7
Royal National Park	Non-indigenous	42
Sutherland - Kirrawee	Aboriginal	319
Sutherland - Kirrawee	Both Aboriginal & Torres Strait Islander	6
Sutherland - Kirrawee	Non-indigenous	22913
Engadine	Aboriginal	304
Engadine	Both Aboriginal & Torres Strait Islander	9
Engadine	Non-indigenous	17030
Engadine	Torres Strait Islander	13
Loftus - Yarrawarrah	Aboriginal	129
Loftus - Yarrawarrah	Both Aboriginal & Torres Strait Islander	3
Loftus - Yarrawarrah	Non-indigenous	7211
Loftus - Yarrawarrah	Torres Strait Islander	5
Woronora Heights	Aboriginal	55
Woronora Heights	Non-indigenous	3484
No usual address (NSW)	Aboriginal	1175
No usual address (NSW)	Both Aboriginal & Torres Strait Islander	35
No usual address (NSW)	Non-indigenous	10141
No usual address (NSW)	Torres Strait Islander	20
Alfredton	Aboriginal	190
Alfredton	Both Aboriginal & Torres Strait Islander	3
Alfredton	Non-indigenous	16635
Alfredton	Torres Strait Islander	7
Ballarat	Aboriginal	116
Ballarat	Both Aboriginal & Torres Strait Islander	3
Ballarat	Non-indigenous	12004
Ballarat	Torres Strait Islander	8
Buninyong	Aboriginal	83
Buninyong	Both Aboriginal & Torres Strait Islander	3
Buninyong	Non-indigenous	7175
Delacombe	Aboriginal	224
Delacombe	Non-indigenous	10429
Delacombe	Torres Strait Islander	8
Smythes Creek	Aboriginal	82
Smythes Creek	Non-indigenous	4148
Wendouree - Miners Rest	Aboriginal	398
Wendouree - Miners Rest	Both Aboriginal & Torres Strait Islander	11
Wendouree - Miners Rest	Non-indigenous	14905
Wendouree - Miners Rest	Torres Strait Islander	19
Ballarat East - Warrenheip	Aboriginal	224
Ballarat East - Warrenheip	Non-indigenous	9462
Ballarat East - Warrenheip	Torres Strait Islander	5
Ballarat North - Invermay	Aboriginal	165
Ballarat North - Invermay	Non-indigenous	14585
Canadian - Mount Clear	Aboriginal	227
Canadian - Mount Clear	Both Aboriginal & Torres Strait Islander	7
Canadian - Mount Clear	Non-indigenous	11980
Canadian - Mount Clear	Torres Strait Islander	11
Sebastopol - Redan	Aboriginal	319
Sebastopol - Redan	Both Aboriginal & Torres Strait Islander	9
Sebastopol - Redan	Non-indigenous	12745
Sebastopol - Redan	Torres Strait Islander	13
Bacchus Marsh Surrounds	Aboriginal	64
Bacchus Marsh Surrounds	Both Aboriginal & Torres Strait Islander	3
Bacchus Marsh Surrounds	Non-indigenous	6486
Bacchus Marsh Surrounds	Torres Strait Islander	6
Creswick - Clunes	Aboriginal	114
Creswick - Clunes	Non-indigenous	7965
Creswick - Clunes	Torres Strait Islander	6
Daylesford	Aboriginal	76
Daylesford	Non-indigenous	9879
Gordon (Vic.)	Aboriginal	96
Gordon (Vic.)	Non-indigenous	6272
Gordon (Vic.)	Torres Strait Islander	4
Avoca	Aboriginal	46
Avoca	Non-indigenous	3486
Beaufort	Aboriginal	101
Beaufort	Both Aboriginal & Torres Strait Islander	3
Beaufort	Non-indigenous	4540
Golden Plains - North	Aboriginal	72
Golden Plains - North	Both Aboriginal & Torres Strait Islander	9
Golden Plains - North	Non-indigenous	4808
Golden Plains - North	Torres Strait Islander	5
Maryborough (Vic.)	Aboriginal	201
Maryborough (Vic.)	Non-indigenous	7949
Maryborough (Vic.)	Torres Strait Islander	10
Maryborough Surrounds	Aboriginal	97
Maryborough Surrounds	Non-indigenous	5425
Maryborough Surrounds	Torres Strait Islander	4
Bendigo	Aboriginal	429
Bendigo	Both Aboriginal & Torres Strait Islander	10
Bendigo	Non-indigenous	14477
Bendigo	Torres Strait Islander	13
California Gully - Eaglehawk	Aboriginal	450
California Gully - Eaglehawk	Both Aboriginal & Torres Strait Islander	16
California Gully - Eaglehawk	Non-indigenous	12467
California Gully - Eaglehawk	Torres Strait Islander	16
East Bendigo - Kennington	Aboriginal	213
East Bendigo - Kennington	Both Aboriginal & Torres Strait Islander	8
East Bendigo - Kennington	Non-indigenous	13756
East Bendigo - Kennington	Torres Strait Islander	11
Flora Hill - Spring Gully	Aboriginal	161
Flora Hill - Spring Gully	Non-indigenous	9273
Flora Hill - Spring Gully	Torres Strait Islander	3
Kangaroo Flat - Golden Square	Aboriginal	498
Kangaroo Flat - Golden Square	Both Aboriginal & Torres Strait Islander	12
Kangaroo Flat - Golden Square	Non-indigenous	20519
Kangaroo Flat - Golden Square	Torres Strait Islander	14
Maiden Gully	Aboriginal	67
Maiden Gully	Non-indigenous	5442
Maiden Gully	Torres Strait Islander	9
Strathfieldsaye	Aboriginal	91
Strathfieldsaye	Non-indigenous	10624
Strathfieldsaye	Torres Strait Islander	4
White Hills - Ascot	Aboriginal	354
White Hills - Ascot	Both Aboriginal & Torres Strait Islander	10
White Hills - Ascot	Non-indigenous	14073
White Hills - Ascot	Torres Strait Islander	9
Bendigo Surrounds - South	Aboriginal	127
Bendigo Surrounds - South	Non-indigenous	8214
Bendigo Surrounds - South	Torres Strait Islander	3
Castlemaine	Aboriginal	142
Castlemaine	Both Aboriginal & Torres Strait Islander	4
Castlemaine	Non-indigenous	11202
Castlemaine	Torres Strait Islander	4
Castlemaine Surrounds	Aboriginal	118
Castlemaine Surrounds	Non-indigenous	9101
Castlemaine Surrounds	Torres Strait Islander	6
Heathcote	Aboriginal	77
Heathcote	Both Aboriginal & Torres Strait Islander	3
Heathcote	Non-indigenous	4982
Kyneton	Aboriginal	91
Kyneton	Both Aboriginal & Torres Strait Islander	3
Kyneton	Non-indigenous	10465
Kyneton	Torres Strait Islander	3
Woodend	Aboriginal	46
Woodend	Both Aboriginal & Torres Strait Islander	6
Woodend	Non-indigenous	7897
Bendigo Surrounds - North	Aboriginal	110
Bendigo Surrounds - North	Non-indigenous	4821
Bendigo Surrounds - North	Torres Strait Islander	3
Loddon	Aboriginal	148
Loddon	Both Aboriginal & Torres Strait Islander	5
Loddon	Non-indigenous	7122
Loddon	Torres Strait Islander	14
Bannockburn	Aboriginal	95
Bannockburn	Non-indigenous	7654
Bannockburn	Torres Strait Islander	5
Golden Plains - South	Aboriginal	95
Golden Plains - South	Both Aboriginal & Torres Strait Islander	8
Golden Plains - South	Non-indigenous	8008
Winchelsea	Aboriginal	45
Winchelsea	Both Aboriginal & Torres Strait Islander	5
Winchelsea	Non-indigenous	6557
Winchelsea	Torres Strait Islander	7
Belmont	Aboriginal	194
Belmont	Both Aboriginal & Torres Strait Islander	10
Belmont	Non-indigenous	14804
Belmont	Torres Strait Islander	9
Geelong	Aboriginal	154
Geelong	Non-indigenous	13347
Geelong	Torres Strait Islander	3
Geelong West - Hamlyn Heights	Aboriginal	200
Geelong West - Hamlyn Heights	Both Aboriginal & Torres Strait Islander	8
Geelong West - Hamlyn Heights	Non-indigenous	20982
Geelong West - Hamlyn Heights	Torres Strait Islander	10
Highton	Aboriginal	111
Highton	Both Aboriginal & Torres Strait Islander	3
Highton	Non-indigenous	23920
Lara	Aboriginal	404
Lara	Both Aboriginal & Torres Strait Islander	7
Lara	Non-indigenous	20394
Lara	Torres Strait Islander	12
Leopold	Aboriginal	154
Leopold	Both Aboriginal & Torres Strait Islander	3
Leopold	Non-indigenous	13115
Newcomb - Moolap	Aboriginal	286
Newcomb - Moolap	Both Aboriginal & Torres Strait Islander	5
Newcomb - Moolap	Non-indigenous	15156
Newcomb - Moolap	Torres Strait Islander	15
Newtown (Vic.)	Aboriginal	74
Newtown (Vic.)	Both Aboriginal & Torres Strait Islander	4
Newtown (Vic.)	Non-indigenous	10362
Newtown (Vic.)	Torres Strait Islander	5
North Geelong - Bell Park	Aboriginal	188
North Geelong - Bell Park	Non-indigenous	15602
North Geelong - Bell Park	Torres Strait Islander	5
Charlemont	Aboriginal	120
Charlemont	Non-indigenous	10180
Corio - Lovely Banks	Aboriginal	401
Corio - Lovely Banks	Both Aboriginal & Torres Strait Islander	13
Corio - Lovely Banks	Non-indigenous	17903
Corio - Lovely Banks	Torres Strait Islander	8
Grovedale - Mount Duneed	Aboriginal	277
Grovedale - Mount Duneed	Both Aboriginal & Torres Strait Islander	8
Grovedale - Mount Duneed	Non-indigenous	24470
Grovedale - Mount Duneed	Torres Strait Islander	8
Norlane	Aboriginal	293
Norlane	Both Aboriginal & Torres Strait Islander	9
Norlane	Non-indigenous	8742
Norlane	Torres Strait Islander	7
Clifton Springs	Aboriginal	221
Clifton Springs	Both Aboriginal & Torres Strait Islander	5
Clifton Springs	Non-indigenous	16571
Lorne - Anglesea	Aboriginal	20
Lorne - Anglesea	Non-indigenous	6208
Lorne - Anglesea	Torres Strait Islander	6
Portarlington	Aboriginal	80
Portarlington	Both Aboriginal & Torres Strait Islander	4
Portarlington	Non-indigenous	9452
Point Lonsdale - Queenscliff	Aboriginal	19
Point Lonsdale - Queenscliff	Non-indigenous	5500
Torquay	Aboriginal	153
Torquay	Non-indigenous	24451
Torquay	Torres Strait Islander	3
Barwon Heads - Armstrong Creek	Aboriginal	111
Barwon Heads - Armstrong Creek	Non-indigenous	11222
Ocean Grove	Aboriginal	110
Ocean Grove	Both Aboriginal & Torres Strait Islander	5
Ocean Grove	Non-indigenous	19276
Ocean Grove	Torres Strait Islander	3
Alexandra	Aboriginal	107
Alexandra	Non-indigenous	6721
Euroa	Aboriginal	113
Euroa	Both Aboriginal & Torres Strait Islander	8
Euroa	Non-indigenous	6793
Euroa	Torres Strait Islander	8
Kilmore - Broadford	Aboriginal	292
Kilmore - Broadford	Both Aboriginal & Torres Strait Islander	4
Kilmore - Broadford	Non-indigenous	15259
Kilmore - Broadford	Torres Strait Islander	8
Mansfield (Vic.)	Aboriginal	103
Mansfield (Vic.)	Non-indigenous	10408
Mansfield (Vic.)	Torres Strait Islander	6
Nagambie	Aboriginal	77
Nagambie	Non-indigenous	4456
Nagambie	Torres Strait Islander	4
Seymour	Aboriginal	194
Seymour	Both Aboriginal & Torres Strait Islander	8
Seymour	Non-indigenous	6354
Seymour	Torres Strait Islander	13
Seymour Surrounds	Aboriginal	117
Seymour Surrounds	Both Aboriginal & Torres Strait Islander	6
Seymour Surrounds	Non-indigenous	4522
Upper Yarra Valley	Aboriginal	8
Upper Yarra Valley	Non-indigenous	230
Yea	Aboriginal	66
Yea	Non-indigenous	4105
Yea	Torres Strait Islander	11
Benalla	Aboriginal	211
Benalla	Non-indigenous	10608
Benalla	Torres Strait Islander	3
Benalla Surrounds	Aboriginal	59
Benalla Surrounds	Non-indigenous	3722
Rutherglen	Aboriginal	78
Rutherglen	Both Aboriginal & Torres Strait Islander	4
Rutherglen	Non-indigenous	3959
Rutherglen	Torres Strait Islander	6
Wangaratta	Aboriginal	414
Wangaratta	Both Aboriginal & Torres Strait Islander	19
Wangaratta	Non-indigenous	19440
Wangaratta	Torres Strait Islander	9
Wangaratta Surrounds	Aboriginal	112
Wangaratta Surrounds	Both Aboriginal & Torres Strait Islander	3
Wangaratta Surrounds	Non-indigenous	9805
Wangaratta Surrounds	Torres Strait Islander	5
Beechworth	Aboriginal	45
Beechworth	Non-indigenous	4941
Bright - Mount Beauty	Aboriginal	69
Bright - Mount Beauty	Non-indigenous	8834
Chiltern - Indigo Valley	Aboriginal	44
Chiltern - Indigo Valley	Both Aboriginal & Torres Strait Islander	7
Chiltern - Indigo Valley	Non-indigenous	3133
Myrtleford	Aboriginal	68
Myrtleford	Both Aboriginal & Torres Strait Islander	5
Myrtleford	Non-indigenous	4672
Towong	Aboriginal	112
Towong	Both Aboriginal & Torres Strait Islander	3
Towong	Non-indigenous	6081
West Wodonga	Aboriginal	507
West Wodonga	Both Aboriginal & Torres Strait Islander	25
West Wodonga	Non-indigenous	14848
West Wodonga	Torres Strait Islander	16
Yackandandah	Aboriginal	83
Yackandandah	Both Aboriginal & Torres Strait Islander	4
Yackandandah	Non-indigenous	5134
