SA2_NAME21	AustCitizen	persons
Hornsby - East	0	3926
Hornsby - East	1	8017
Hornsby - West	0	2012
Hornsby - West	1	8617
Wahroonga (West) - Waitara	0	3706
Wahroonga (West) - Waitara	1	8171
Gordon - Killara	0	4592
Gordon - Killara	1	17841
Lindfield - Roseville	0	3862
Lindfield - Roseville	1	20737
Pymble	0	2467
Pymble	1	14754
St Ives	0	3475
St Ives	1	18190
Turramurra	0	2535
Turramurra	1	17716
Wahroonga (East) - Warrawee	0	2491
Wahroonga (East) - Warrawee	1	15700
Cremorne - Cammeray	0	3021
Cremorne - Cammeray	1	15884
Crows Nest - Waverton	0	3306
Crows Nest - Waverton	1	14610
Neutral Bay - Kirribilli	0	3453
Neutral Bay - Kirribilli	1	13730
North Sydney - Lavender Bay	0	3379
North Sydney - Lavender Bay	1	9062
Mosman - North	0	2251
Mosman - North	1	11512
Mosman - South	0	2058
Mosman - South	1	12507
Balgowlah - Clontarf - Seaforth	0	2285
Balgowlah - Clontarf - Seaforth	1	18447
Manly - Fairlight	0	5051
Manly - Fairlight	1	17387
Avalon - Palm Beach	0	1222
Avalon - Palm Beach	1	11830
Bayview - Elanora Heights	0	1136
Bayview - Elanora Heights	1	10107
Newport - Bilgola	0	1230
Newport - Bilgola	1	12451
Mona Vale - Warriewood (North)	0	1716
Mona Vale - Warriewood (North)	1	12918
North Narrabeen - Warriewood (South)	0	1106
North Narrabeen - Warriewood (South)	1	9768
Beacon Hill - Narraweena	0	1738
Beacon Hill - Narraweena	1	12809
Cromer	0	813
Cromer	1	7233
Forestville - Killarney Heights	0	1412
Forestville - Killarney Heights	1	11749
Freshwater - Brookvale	0	3515
Freshwater - Brookvale	1	18313
Manly Vale - Allambie Heights	0	2173
Manly Vale - Allambie Heights	1	15377
Terrey Hills - Duffys Forest	0	292
Terrey Hills - Duffys Forest	1	3494
Belrose	0	730
Belrose	1	7922
Collaroy - Collaroy Plateau	0	1588
Collaroy - Collaroy Plateau	1	12392
Dee Why (South) - North Curl Curl	0	1418
Dee Why (South) - North Curl Curl	1	7698
Dee Why - North	0	4931
Dee Why - North	1	12885
Frenchs Forest - Oxford Falls	0	1643
Frenchs Forest - Oxford Falls	1	15532
Narrabeen - Wheeler Heights	0	1317
Narrabeen - Wheeler Heights	1	9924
Camden - Ellis Lane	0	879
Camden - Ellis Lane	1	12416
Currans Hill	0	612
Currans Hill	1	5833
Elderslie - Narellan	0	1037
Elderslie - Narellan	1	12982
Harrington Park	0	803
Harrington Park	1	10438
Mount Annan	0	1389
Mount Annan	1	17651
Spring Farm	0	711
Spring Farm	1	8828
Bradbury - Wedderburn	0	2707
Bradbury - Wedderburn	1	17304
Campbelltown - Woodbine	0	4129
Campbelltown - Woodbine	1	17955
Claymore - Eagle Vale - Raby	0	2679
Claymore - Eagle Vale - Raby	1	17557
Holsworthy Military Area	0	5
Holsworthy Military Area	1	0
Leumeah - Minto Heights	0	2414
Leumeah - Minto Heights	1	14315
Minto - St Andrews	0	3585
Minto - St Andrews	1	17750
Rosemeadow - Glen Alpine	0	2796
Rosemeadow - Glen Alpine	1	18359
Denham Court - Bardia	0	2688
Denham Court - Bardia	1	12180
Glenfield	0	2250
Glenfield	1	8286
Ingleburn	0	3178
Ingleburn	1	13542
Macquarie Fields	0	2800
Macquarie Fields	1	11398
Bargo	0	458
Bargo	1	5476
Douglas Park - Appin	0	952
Douglas Park - Appin	1	10160
Picton - Tahmoor - Buxton	0	1555
Picton - Tahmoor - Buxton	1	17432
The Oaks - Oakdale	0	792
The Oaks - Oakdale	1	9016
Blackheath - Megalong Valley	0	639
Blackheath - Megalong Valley	1	5125
Blaxland - Warrimoo - Lapstone	0	1076
Blaxland - Warrimoo - Lapstone	1	17917
Blue Mountains - North	0	2
Blue Mountains - North	1	5
Katoomba - Leura	0	1574
Katoomba - Leura	1	11774
Lawson - Hazelbrook - Linden	0	799
Lawson - Hazelbrook - Linden	1	10646
Springwood - Winmalee	0	1320
Springwood - Winmalee	1	20644
Wentworth Falls	0	644
Wentworth Falls	1	5784
Blue Mountains - South	0	0
Blue Mountains - South	1	8
Cambridge Park	0	1783
Cambridge Park	1	14221
Emu Plains - Leonay	0	1024
Emu Plains - Leonay	1	12890
Glenmore Park - Regentville	0	1518
Glenmore Park - Regentville	1	19484
Jamisontown - South Penrith	0	1815
Jamisontown - South Penrith	1	15511
Kingswood - Werrington	0	4274
Kingswood - Werrington	1	20351
Mulgoa - Luddenham - Orchard Hills	0	879
Mulgoa - Luddenham - Orchard Hills	1	11161
Penrith	0	3542
Penrith	1	14424
Warragamba - Silverdale	0	366
Warragamba - Silverdale	1	5659
Cranebrook - Castlereagh	0	1512
Cranebrook - Castlereagh	1	15517
Jordan Springs - Llandilo	0	1538
Jordan Springs - Llandilo	1	11850
Richmond - Clarendon	0	1958
Richmond - Clarendon	1	13281
Windsor - Bligh Park	0	1618
Windsor - Bligh Park	1	13646
Yarramundi - Londonderry	0	1719
Yarramundi - Londonderry	1	5785
Erskine Park	0	647
Erskine Park	1	5839
St Clair	0	2371
St Clair	1	17571
Colyton - Oxley Park	0	2384
Colyton - Oxley Park	1	10644
St Marys - North St Marys	0	3978
St Marys - North St Marys	1	13347
Rookwood Cemetery	0	0
Rookwood Cemetery	1	3
Auburn - Central	0	8869
Auburn - Central	1	10618
Auburn - North	0	5982
Auburn - North	1	4610
Auburn - South	0	2299
Auburn - South	1	6561
Berala	0	2604
Berala	1	6006
Lidcombe	0	7503
Lidcombe	1	13694
Regents Park	0	1310
Regents Park	1	3828
Silverwater - Newington	0	2912
Silverwater - Newington	1	6334
Wentworth Point - Sydney Olympic Park	0	9277
Wentworth Point - Sydney Olympic Park	1	11135
Ermington - Rydalmere	0	5018
Ermington - Rydalmere	1	19623
Oatlands - Dundas Valley	0	3713
Oatlands - Dundas Valley	1	14795
Carlingford - East	0	2302
Carlingford - East	1	9320
Carlingford - West	0	4715
Carlingford - West	1	14536
Chester Hill - Sefton	0	4631
Chester Hill - Sefton	1	16211
Fairfield - East	0	3660
Fairfield - East	1	12082
Granville - Clyde	0	8434
Granville - Clyde	1	14816
Guildford - South Granville	0	5323
Guildford - South Granville	1	17063
Guildford West - Merrylands West	0	5192
Guildford West - Merrylands West	1	17737
Smithfield Industrial	0	0
Smithfield Industrial	1	10
Yennora Industrial	0	2
Yennora Industrial	1	10
Greystanes - South	0	1756
Greystanes - South	1	14889
Merrylands - Holroyd	0	7261
Merrylands - Holroyd	1	16545
Pemulwuy - Greystanes (North)	0	1199
Pemulwuy - Greystanes (North)	1	9694
South Wentworthville	0	1507
South Wentworthville	1	5798
North Parramatta	0	7605
North Parramatta	1	15273
North Rocks	0	1260
North Rocks	1	7191
Northmead	0	6264
Northmead	1	14011
Toongabbie - Constitution Hill	0	4700
Toongabbie - Constitution Hill	1	18153
Winston Hills	0	979
Winston Hills	1	10220
Pendle Hill - Girraween	0	4051
Pendle Hill - Girraween	1	9888
Wentworthville - Westmead	0	9156
Wentworthville - Westmead	1	12412
Parramatta - North	0	7593
Parramatta - North	1	4469
Parramatta - South	0	5198
Parramatta - South	1	4669
Rosehill - Harris Park	0	4553
Rosehill - Harris Park	1	4481
Pennant Hills - Cheltenham	0	2824
Pennant Hills - Cheltenham	1	18913
Epping (East) - North Epping	0	4177
Epping (East) - North Epping	1	10227
Epping (NSW) - West	0	5514
Epping (NSW) - West	1	13176
Gladesville - Huntleys Point	0	1907
Gladesville - Huntleys Point	1	13549
Hunters Hill - Woolwich	0	949
Hunters Hill - Woolwich	1	8895
Macquarie Park - Marsfield	0	8577
Macquarie Park - Marsfield	1	15241
North Ryde - East Ryde	0	3347
North Ryde - East Ryde	1	12275
West Ryde - Meadowbank	0	5330
West Ryde - Meadowbank	1	14772
Putney	0	396
Putney	1	3767
Denistone	0	1112
Denistone	1	5857
Eastwood	0	5675
Eastwood	1	13299
Ryde - North	0	4183
Ryde - North	1	16108
Ryde - South	0	3940
Ryde - South	1	8032
Ashcroft - Busby - Miller	0	3597
Ashcroft - Busby - Miller	1	14365
Austral - Greendale	0	2152
Austral - Greendale	1	10381
Badgerys Creek	0	7
Badgerys Creek	1	18
Cecil Hills	0	652
Cecil Hills	1	6254
Green Valley	0	1713
Green Valley	1	11206
Hinchinbrook	0	1609
Hinchinbrook	1	11429
Hoxton Park - Carnes Hill - Horningsea Park	0	1689
Hoxton Park - Carnes Hill - Horningsea Park	1	11574
West Hoxton - Middleton Grange	0	1912
West Hoxton - Middleton Grange	1	15282
Cobbitty - Bringelly	0	463
Cobbitty - Bringelly	1	4298
Gledswood Hills - Gregory Hills	0	1650
Gledswood Hills - Gregory Hills	1	12649
Leppington - Catherine Field	0	1669
Leppington - Catherine Field	1	10890
Oran Park	0	2712
Oran Park	1	14912
Bonnyrigg Heights - Bonnyrigg	0	2515
Bonnyrigg Heights - Bonnyrigg	1	14639
Bossley Park - Abbotsbury	0	3594
Bossley Park - Abbotsbury	1	16096
Cabramatta - Lansvale	0	5781
Cabramatta - Lansvale	1	18320
Cabramatta West - Mount Pritchard	0	3336
Cabramatta West - Mount Pritchard	1	14913
Canley Vale - Canley Heights	0	4749
Canley Vale - Canley Heights	1	17512
Edensor Park	0	1604
Edensor Park	1	8675
Fairfield	0	6357
Fairfield	1	11891
Fairfield - West	0	5969
Fairfield - West	1	15280
Greenfield Park - Prairiewood	0	1725
Greenfield Park - Prairiewood	1	7130
Horsley Park - Kemps Creek	0	404
Horsley Park - Kemps Creek	1	3940
Smithfield - Wetherill Park	0	4321
Smithfield - Wetherill Park	1	15189
St Johns Park - Wakeley	0	1631
St Johns Park - Wakeley	1	9566
Wetherill Park Industrial	0	7
Wetherill Park Industrial	1	30
Casula	0	2452
Casula	1	14132
Chipping Norton - Moorebank	0	2329
Chipping Norton - Moorebank	1	18484
Holsworthy - Wattle Grove	0	2194
Holsworthy - Wattle Grove	1	18935
Lurnea - Cartwright	0	2596
Lurnea - Cartwright	1	10074
Warwick Farm	0	1912
Warwick Farm	1	4025
Edmondson Park	0	2400
Edmondson Park	1	9680
Liverpool - East	0	6325
Liverpool - East	1	11211
Liverpool - West	0	3479
Liverpool - West	1	10258
Prestons	0	1840
Prestons	1	13852
Gymea - Grays Point	0	1321
Gymea - Grays Point	1	16835
Miranda - Yowie Bay	0	2656
Miranda - Yowie Bay	1	18049
Sylvania - Taren Point	0	1464
Sylvania - Taren Point	1	14966
Caringbah	0	1521
Caringbah	1	11337
Caringbah South	0	831
Caringbah South	1	12184
Cronulla - Kurnell - Bundeena	0	2451
Cronulla - Kurnell - Bundeena	1	21923
Lilli Pilli - Port Hacking - Dolans Bay	0	146
Lilli Pilli - Port Hacking - Dolans Bay	1	3223
Woolooware - Burraneer	0	625
Woolooware - Burraneer	1	8322
Heathcote - Waterfall	0	432
Heathcote - Waterfall	1	6241
Illawong - Alfords Point	0	567
Illawong - Alfords Point	1	9987
Menai - Lucas Heights - Woronora	0	1139
Menai - Lucas Heights - Woronora	1	19788
Oyster Bay - Como - Jannali	0	1668
Oyster Bay - Como - Jannali	1	20395
Royal National Park	0	12
Royal National Park	1	30
Sutherland - Kirrawee	0	2719
Sutherland - Kirrawee	1	20519
Engadine	0	981
Engadine	1	16375
Loftus - Yarrawarrah	0	364
Loftus - Yarrawarrah	1	6984
Woronora Heights	0	168
Woronora Heights	1	3371
Migratory - Offshore - Shipping (NSW)	0	0
Migratory - Offshore - Shipping (NSW)	1	0
No usual address (NSW)	0	4802
No usual address (NSW)	1	6569
Alfredton	0	1738
Alfredton	1	15097
Ballarat	0	1224
Ballarat	1	10907
Buninyong	0	558
Buninyong	1	6703
Delacombe	0	1057
Delacombe	1	9604
Smythes Creek	0	205
Smythes Creek	1	4025
Wendouree - Miners Rest	0	1389
Wendouree - Miners Rest	1	13944
Ballarat East - Warrenheip	0	937
Ballarat East - Warrenheip	1	8754
Ballarat North - Invermay	0	1054
Ballarat North - Invermay	1	13696
Canadian - Mount Clear	0	1444
Canadian - Mount Clear	1	10781
Sebastopol - Redan	0	1458
Sebastopol - Redan	1	11628
Bacchus Marsh Surrounds	0	695
Bacchus Marsh Surrounds	1	5864
Creswick - Clunes	0	792
Creswick - Clunes	1	7293
Daylesford	0	1250
Daylesford	1	8705
Gordon (Vic.)	0	646
Gordon (Vic.)	1	5726
Avoca	0	447
Avoca	1	3085
Beaufort	0	821
Beaufort	1	3823
Golden Plains - North	0	465
Golden Plains - North	1	4429
Maryborough (Vic.)	0	689
Maryborough (Vic.)	1	7471
Maryborough Surrounds	0	658
Maryborough Surrounds	1	4868
Bendigo	0	2034
Bendigo	1	12895
California Gully - Eaglehawk	0	1251
California Gully - Eaglehawk	1	11698
East Bendigo - Kennington	0	1413
East Bendigo - Kennington	1	12575
Flora Hill - Spring Gully	0	901
Flora Hill - Spring Gully	1	8536
Kangaroo Flat - Golden Square	0	2257
Kangaroo Flat - Golden Square	1	18786
Maiden Gully	0	265
Maiden Gully	1	5253
Strathfieldsaye	0	647
Strathfieldsaye	1	10072
White Hills - Ascot	0	1315
White Hills - Ascot	1	13131
Bendigo Surrounds - South	0	605
Bendigo Surrounds - South	1	7739
Castlemaine	0	1589
Castlemaine	1	9763
Castlemaine Surrounds	0	915
Castlemaine Surrounds	1	8310
Heathcote	0	707
Heathcote	1	4355
Kyneton	0	1164
Kyneton	1	9398
Woodend	0	721
Woodend	1	7228
Bendigo Surrounds - North	0	560
Bendigo Surrounds - North	1	4374
Loddon	0	987
Loddon	1	6302
Bannockburn	0	537
Bannockburn	1	7217
Golden Plains - South	0	695
Golden Plains - South	1	7416
Winchelsea	0	576
Winchelsea	1	6038
Belmont	0	1963
Belmont	1	13054
Geelong	0	1951
Geelong	1	11553
Geelong West - Hamlyn Heights	0	2275
Geelong West - Hamlyn Heights	1	18925
Highton	0	2657
Highton	1	21377
Lara	0	3046
Lara	1	17771
Leopold	0	1065
Leopold	1	12207
Newcomb - Moolap	0	1898
Newcomb - Moolap	1	13564
Newtown (Vic.)	0	956
Newtown (Vic.)	1	9489
North Geelong - Bell Park	0	2071
North Geelong - Bell Park	1	13724
Charlemont	0	1301
Charlemont	1	8999
Corio - Lovely Banks	0	3436
Corio - Lovely Banks	1	14889
Grovedale - Mount Duneed	0	3010
Grovedale - Mount Duneed	1	21753
Norlane	0	2049
Norlane	1	7002
Clifton Springs	0	1348
Clifton Springs	1	15449
Lorne - Anglesea	0	665
Lorne - Anglesea	1	5569
Portarlington	0	975
Portarlington	1	8561
Point Lonsdale - Queenscliff	0	489
Point Lonsdale - Queenscliff	1	5030
Torquay	0	2204
Torquay	1	22403
Barwon Heads - Armstrong Creek	0	1211
Barwon Heads - Armstrong Creek	1	10122
Ocean Grove	0	1412
Ocean Grove	1	17982
Alexandra	0	703
Alexandra	1	6125
Euroa	0	850
Euroa	1	6072
Kilmore - Broadford	0	1466
Kilmore - Broadford	1	14097
Mansfield (Vic.)	0	1285
Mansfield (Vic.)	1	9232
Nagambie	0	499
Nagambie	1	4038
Seymour	0	897
Seymour	1	5672
Seymour Surrounds	0	501
Seymour Surrounds	1	4144
Upper Yarra Valley	0	50
Upper Yarra Valley	1	188
Yea	0	638
Yea	1	3544
Benalla	0	1227
Benalla	1	9595
Benalla Surrounds	0	410
Benalla Surrounds	1	3371
Rutherglen	0	285
Rutherglen	1	3762
Wangaratta	0	1850
Wangaratta	1	18032
Wangaratta Surrounds	0	886
Wangaratta Surrounds	1	9039
Beechworth	0	515
Beechworth	1	4471
Bright - Mount Beauty	0	1165
Bright - Mount Beauty	1	7738
Chiltern - Indigo Valley	0	265
Chiltern - Indigo Valley	1	2919
Myrtleford	0	452
Myrtleford	1	4293
Towong	0	688
Towong	1	5508
West Wodonga	0	1346
West Wodonga	1	14050
Yackandandah	0	434
Yackandandah	1	4787
Baranduda - Leneva	0	881
Baranduda - Leneva	1	11897
Wodonga	0	1712
Wodonga	1	13370
Drouin	0	1952
Drouin	1	17821
Mount Baw Baw Region	0	676
Mount Baw Baw Region	1	5909
Trafalgar (Vic.)	0	769
Trafalgar (Vic.)	1	7599
Warragul	0	2331
Warragul	1	20720
Alps - East	0	0
Alps - East	1	0
Bairnsdale	0	1718
Bairnsdale	1	13966
Bruthen - Omeo	0	895
Bruthen - Omeo	1	7395
Lake King	0	0
Lake King	1	0
Lakes Entrance	0	1407
Lakes Entrance	1	9757
Orbost	0	900
Orbost	1	5827
Paynesville	0	565
Paynesville	1	6412
Foster	0	1093
Foster	1	8353
French Island	0	23
French Island	1	116
Korumburra	0	938
Korumburra	1	8904
Leongatha	0	1057
Leongatha	1	10445
Phillip Island	0	1769
Phillip Island	1	12030
Wilsons Promontory	0	4
Wilsons Promontory	1	12
Wonthaggi - Inverloch	0	2778
Wonthaggi - Inverloch	1	24014
Churchill	0	1214
Churchill	1	10698
Moe - Newborough	0	1926
Moe - Newborough	1	15365
Morwell	0	2412
Morwell	1	12020
Yallourn North - Glengarry	0	352
Yallourn North - Glengarry	1	4355
Traralgon - East	0	1447
Traralgon - East	1	10553
Traralgon - West	0	1815
Traralgon - West	1	15007
Alps - West	0	4
Alps - West	1	19
Longford - Loch Sport	0	509
Longford - Loch Sport	1	4406
Maffra	0	1522
Maffra	1	13234
Rosedale	0	1410
Rosedale	1	3518
Sale	0	1624
Sale	1	13677
Yarram	0	625
Yarram	1	4980
Brunswick East	0	2345
Brunswick East	1	10393
Brunswick West	0	2412
Brunswick West	1	11906
Pascoe Vale South	0	990
Pascoe Vale South	1	9400
Brunswick - North	0	2017
Brunswick - North	1	10873
Brunswick - South	0	2315
Brunswick - South	1	10668
Coburg - East	0	1902
Coburg - East	1	10633
Coburg - West	0	1635
Coburg - West	1	12396
Alphington - Fairfield	0	873
Alphington - Fairfield	1	8121
Thornbury	0	2183
Thornbury	1	16736
Northcote - East	0	1531
Northcote - East	1	13537
Northcote - West	0	1263
Northcote - West	1	9036
Ascot Vale	0	2307
Ascot Vale	1	12884
Flemington	0	2061
Flemington	1	7004
Moonee Ponds	0	2529
Moonee Ponds	1	13695
Essendon (West) - Aberfeldie	0	1792
Essendon (West) - Aberfeldie	1	14250
Essendon - East	0	1851
Essendon - East	1	10340
Carlton	0	7596
Carlton	1	9059
Docklands	0	8510
Docklands	1	6983
East Melbourne	0	851
East Melbourne	1	4045
Flemington Racecourse	0	26
Flemington Racecourse	1	51
Kensington (Vic.)	0	1759
Kensington (Vic.)	1	8986
Parkville	0	1912
Parkville	1	5385
South Yarra - West	0	1658
South Yarra - West	1	4765
West Melbourne - Industrial	0	0
West Melbourne - Industrial	1	0
Melbourne CBD - East	0	5485
Melbourne CBD - East	1	4363
Melbourne CBD - North	0	12356
Melbourne CBD - North	1	4514
Melbourne CBD - West	0	10110
Melbourne CBD - West	1	5538
North Melbourne	0	5006
North Melbourne	1	10631
Royal Botanic Gardens Victoria	0	0
Royal Botanic Gardens Victoria	1	0
Southbank (West) - South Wharf	0	2984
Southbank (West) - South Wharf	1	3479
Southbank - East	0	8212
Southbank - East	1	7889
West Melbourne - Residential	0	3442
West Melbourne - Residential	1	4004
Albert Park	0	3280
Albert Park	1	12545
Elwood	0	2590
Elwood	1	12228
Port Melbourne	0	2505
Port Melbourne	1	13687
St Kilda East	0	3414
St Kilda East	1	12399
Port Melbourne Industrial	0	798
Port Melbourne Industrial	1	1109
South Melbourne	0	2465
South Melbourne	1	9228
St Kilda - Central	0	3478
St Kilda - Central	1	8379
St Kilda - West	0	4269
St Kilda - West	1	9589
Armadale	0	1479
Armadale	1	7857
Prahran - Windsor	0	3930
Prahran - Windsor	1	15189
Toorak	0	2187
Toorak	1	10766
South Yarra - North	0	3970
South Yarra - North	1	7222
South Yarra - South	0	2315
South Yarra - South	1	7624
Abbotsford	0	2069
Abbotsford	1	7019
Carlton North - Princes Hill	0	977
Carlton North - Princes Hill	1	7209
Collingwood	0	2098
Collingwood	1	7081
Fitzroy	0	2218
Fitzroy	1	8213
Fitzroy North	0	1711
Fitzroy North	1	11070
Clifton Hill - Alphington	0	1176
Clifton Hill - Alphington	1	8679
Richmond (South) - Cremorne	0	2707
Richmond (South) - Cremorne	1	14964
Richmond - North	0	2775
Richmond - North	1	11092
Ashburton (Vic.)	0	935
Ashburton (Vic.)	1	7017
Balwyn	0	3439
Balwyn	1	12724
Balwyn North	0	3972
Balwyn North	1	17151
Camberwell	0	3065
Camberwell	1	18167
Glen Iris - East	0	1921
Glen Iris - East	1	14908
Hawthorn East	0	2739
Hawthorn East	1	12945
Kew East	0	719
Kew East	1	5763
Surrey Hills (West) - Canterbury	0	1963
Surrey Hills (West) - Canterbury	1	13981
Hawthorn - North	0	1511
Hawthorn - North	1	8379
Hawthorn - South	0	2344
Hawthorn - South	1	9613
Kew - South	0	1619
Kew - South	1	9982
Kew - West	0	2001
Kew - West	1	11038
Bulleen	0	1415
Bulleen	1	9874
Doncaster	0	6703
Doncaster	1	18111
Templestowe	0	2613
Templestowe	1	14353
Templestowe Lower	0	2069
Templestowe Lower	1	12122
Doncaster East - North	0	3079
Doncaster East - North	1	12593
Doncaster East - South	0	4148
Doncaster East - South	1	11306
Blackburn	0	3756
Blackburn	1	18350
Blackburn South	0	1867
Blackburn South	1	9072
Box Hill	0	9180
Box Hill	1	13661
Box Hill North	0	4264
Box Hill North	1	13862
Burwood (Vic.)	0	4010
Burwood (Vic.)	1	8326
Burwood East	0	2791
Burwood East	1	7884
Surrey Hills (East) - Mont Albert	0	1521
Surrey Hills (East) - Mont Albert	1	8645
Beaumaris	0	1316
Beaumaris	1	12705
Brighton (Vic.)	0	2949
Brighton (Vic.)	1	19809
Brighton East	0	2127
Brighton East	1	14413
Highett (West) - Cheltenham	0	1539
Highett (West) - Cheltenham	1	10900
Hampton	0	2207
Hampton	1	15993
Sandringham - Black Rock	0	1990
Sandringham - Black Rock	1	15368
Bentleigh - McKinnon	0	4392
Bentleigh - McKinnon	1	20504
Carnegie	0	4602
Carnegie	1	13932
Caulfield - North	0	4106
Caulfield - North	1	18256
Caulfield - South	0	2479
Caulfield - South	1	15596
Elsternwick	0	1686
Elsternwick	1	10218
Hughesdale	0	1483
Hughesdale	1	6080
Murrumbeena	0	1656
Murrumbeena	1	7713
Ormond - Glen Huntly	0	3148
Ormond - Glen Huntly	1	9980
Bentleigh East - North	0	2485
Bentleigh East - North	1	14098
Bentleigh East - South	0	1698
Bentleigh East - South	1	12359
Aspendale Gardens - Waterways	0	829
Aspendale Gardens - Waterways	1	8024
Braeside	0	9
Braeside	1	22
Carrum - Patterson Lakes	0	1259
Carrum - Patterson Lakes	1	10773
Chelsea - Bonbeach	0	1956
Chelsea - Bonbeach	1	13248
Chelsea Heights	0	508
Chelsea Heights	1	4885
Highett (East) - Cheltenham	0	3465
Highett (East) - Cheltenham	1	20620
Edithvale - Aspendale	0	1197
Edithvale - Aspendale	1	12366
Mentone	0	1644
Mentone	1	11553
Moorabbin - Heatherton	0	1307
Moorabbin - Heatherton	1	7809
Moorabbin Airport	0	23
Moorabbin Airport	1	3
Mordialloc - Parkdale	0	2237
Mordialloc - Parkdale	1	18962
Malvern - Glen Iris	0	2642
Malvern - Glen Iris	1	17597
Malvern East	0	3382
Malvern East	1	18541
Bundoora - East	0	1643
Bundoora - East	1	8188
Greensborough	0	1741
Greensborough	1	19066
Heidelberg - Rosanna	0	2205
Heidelberg - Rosanna	1	13834
Heidelberg West	0	2654
Heidelberg West	1	12198
Ivanhoe	0	1571
Ivanhoe	1	10887
Ivanhoe East - Eaglemont	0	650
Ivanhoe East - Eaglemont	1	7090
Montmorency - Briar Hill	0	1301
Montmorency - Briar Hill	1	15238
Viewbank - Yallambie	0	1983
Viewbank - Yallambie	1	16750
Watsonia	0	897
Watsonia	1	8339
Kingsbury	0	2674
Kingsbury	1	7734
Preston - East	0	3548
Preston - East	1	17163
Preston - West	0	1863
Preston - West	1	10833
Reservoir - North East	0	3249
Reservoir - North East	1	11546
Reservoir - North West	0	1549
Reservoir - North West	1	8252
Reservoir - South East	0	2664
Reservoir - South East	1	10135
Reservoir - South West	0	2777
Reservoir - South West	1	11313
Eltham	0	1880
Eltham	1	21564
Hurstbridge	0	203
Hurstbridge	1	3351
Kinglake	0	509
Kinglake	1	3695
Panton Hill - St Andrews	0	413
Panton Hill - St Andrews	1	4678
Plenty - Yarrambat	0	636
Plenty - Yarrambat	1	8818
Research - North Warrandyte	0	472
Research - North Warrandyte	1	6463
Wattle Glen - Diamond Creek	0	861
Wattle Glen - Diamond Creek	1	13556
Bundoora - North	0	1334
Bundoora - North	1	6016
Bundoora - West	0	1358
Bundoora - West	1	4828
Mill Park - North	0	2333
Mill Park - North	1	15137
Mill Park - South	0	1710
Mill Park - South	1	9530
Thomastown	0	4193
Thomastown	1	15805
Wallan	0	3025
Wallan	1	19602
Whittlesea	0	1487
Whittlesea	1	9174
Epping - East	0	2663
Epping - East	1	10481
Epping - South	0	1860
Epping - South	1	6344
Epping (Vic.) - West	0	2553
Epping (Vic.) - West	1	9590
South Morang - North	0	1476
South Morang - North	1	11119
South Morang - South	0	1712
South Morang - South	1	10680
Wollert	0	5934
Wollert	1	18473
Doreen - North	0	1518
Doreen - North	1	14781
Doreen - South	0	1307
Doreen - South	1	9164
Lalor - East	0	2466
Lalor - East	1	7481
Lalor - West	0	2429
Lalor - West	1	11084
Mernda - North	0	1957
Mernda - North	1	9470
Mernda - South	0	2055
Mernda - South	1	9885
Airport West	0	842
Airport West	1	7331
Essendon Airport	0	8
Essendon Airport	1	5
Keilor	0	684
Keilor	1	7864
Niddrie - Essendon West	0	684
Niddrie - Essendon West	1	6776
Strathmore	0	731
Strathmore	1	9300
Avondale Heights	0	1498
Avondale Heights	1	10890
Keilor East	0	1456
Keilor East	1	13617
Gisborne	0	1018
Gisborne	1	13204
Macedon	0	348
Macedon	1	3175
Riddells Creek	0	334
Riddells Creek	1	4123
Romsey	0	948
Romsey	1	9817
Coburg North	0	1394
Coburg North	1	7031
Fawkner	0	3298
Fawkner	1	10704
Gowanbrae	0	241
Gowanbrae	1	2870
Hadfield	0	1068
Hadfield	1	5173
Glenroy - East	0	3821
Glenroy - East	1	10962
Glenroy - West	0	2889
Glenroy - West	1	5968
Oak Park	0	1636
Oak Park	1	6262
Pascoe Vale	0	2742
Pascoe Vale	1	14472
Sunbury	0	1183
Sunbury	1	12488
Diggers Rest	0	729
Diggers Rest	1	4508
Sunbury - South	0	1593
Sunbury - South	1	13392
Sunbury - West	0	1094
Sunbury - West	1	10072
Broadmeadows	0	4852
Broadmeadows	1	9007
Campbellfield - Coolaroo	0	3387
Campbellfield - Coolaroo	1	12670
Gladstone Park - Westmeadows	0	2286
Gladstone Park - Westmeadows	1	15738
Greenvale - Bulla	0	2314
Greenvale - Bulla	1	19781
Meadow Heights	0	2993
Meadow Heights	1	11897
Melbourne Airport	0	61
Melbourne Airport	1	65
Tullamarine	0	1137
Tullamarine	1	5439
Craigieburn - Central	0	1905
Craigieburn - Central	1	6194
Craigieburn - North	0	2829
Craigieburn - North	1	9480
Craigieburn - South	0	5332
Craigieburn - South	1	16341
Mickleham - Yuroke	0	6240
Mickleham - Yuroke	1	17134
Craigieburn - North West	0	3208
Craigieburn - North West	1	6634
Craigieburn - West	0	4190
Craigieburn - West	1	8809
Roxburgh Park (South) - Somerton	0	1880
Roxburgh Park (South) - Somerton	1	7599
Roxburgh Park - North	0	2874
Roxburgh Park - North	1	11784
Bayswater	0	2339
Bayswater	1	10250
Knoxfield - Scoresby	0	3077
Knoxfield - Scoresby	1	13524
Lysterfield	0	510
Lysterfield	1	6084
Rowville - Central	0	2046
Rowville - Central	1	13372
Rowville - North	0	875
Rowville - North	1	7030
Rowville - South	0	1140
Rowville - South	1	9235
Wantirna	0	2492
Wantirna	1	11849
Wantirna South	0	3135
Wantirna South	1	14807
