SA3_NAME16	IndigenousStatus	persons
Capalaba	Aboriginal	1868
Capalaba	Both Aboriginal & Torres Strait Islander	97
Capalaba	Non-indigenous	71325
Capalaba	Torres Strait Islander	94
Cleveland - Stradbroke	Aboriginal	2421
Cleveland - Stradbroke	Both Aboriginal & Torres Strait Islander	156
Cleveland - Stradbroke	Non-indigenous	90702
Cleveland - Stradbroke	Torres Strait Islander	115
Wynnum - Manly	Aboriginal	1734
Wynnum - Manly	Both Aboriginal & Torres Strait Islander	113
Wynnum - Manly	Non-indigenous	71089
Wynnum - Manly	Torres Strait Islander	105
Bald Hills - Everton Park	Aboriginal	756
Bald Hills - Everton Park	Both Aboriginal & Torres Strait Islander	57
Bald Hills - Everton Park	Non-indigenous	45233
Bald Hills - Everton Park	Torres Strait Islander	79
Chermside	Aboriginal	1487
Chermside	Both Aboriginal & Torres Strait Islander	136
Chermside	Non-indigenous	72625
Chermside	Torres Strait Islander	82
Nundah	Aboriginal	894
Nundah	Both Aboriginal & Torres Strait Islander	74
Nundah	Non-indigenous	41927
Nundah	Torres Strait Islander	76
Sandgate	Aboriginal	1643
Sandgate	Both Aboriginal & Torres Strait Islander	112
Sandgate	Non-indigenous	59302
Sandgate	Torres Strait Islander	114
Carindale	Aboriginal	712
Carindale	Both Aboriginal & Torres Strait Islander	37
Carindale	Non-indigenous	53470
Carindale	Torres Strait Islander	55
Holland Park - Yeronga	Aboriginal	1094
Holland Park - Yeronga	Both Aboriginal & Torres Strait Islander	66
Holland Park - Yeronga	Non-indigenous	78154
Holland Park - Yeronga	Torres Strait Islander	80
Mt Gravatt	Aboriginal	899
Mt Gravatt	Both Aboriginal & Torres Strait Islander	109
Mt Gravatt	Non-indigenous	78265
Mt Gravatt	Torres Strait Islander	92
Nathan	Aboriginal	655
Nathan	Both Aboriginal & Torres Strait Islander	38
Nathan	Non-indigenous	39166
Nathan	Torres Strait Islander	48
Rocklea - Acacia Ridge	Aboriginal	989
Rocklea - Acacia Ridge	Both Aboriginal & Torres Strait Islander	115
Rocklea - Acacia Ridge	Non-indigenous	66685
Rocklea - Acacia Ridge	Torres Strait Islander	101
Sunnybank	Aboriginal	566
Sunnybank	Both Aboriginal & Torres Strait Islander	45
Sunnybank	Non-indigenous	49535
Sunnybank	Torres Strait Islander	44
Centenary	Aboriginal	360
Centenary	Both Aboriginal & Torres Strait Islander	10
Centenary	Non-indigenous	32622
Centenary	Torres Strait Islander	24
Kenmore - Brookfield - Moggill	Aboriginal	270
Kenmore - Brookfield - Moggill	Both Aboriginal & Torres Strait Islander	24
Kenmore - Brookfield - Moggill	Non-indigenous	47417
Kenmore - Brookfield - Moggill	Torres Strait Islander	22
Sherwood - Indooroopilly	Aboriginal	391
Sherwood - Indooroopilly	Both Aboriginal & Torres Strait Islander	30
Sherwood - Indooroopilly	Non-indigenous	53833
Sherwood - Indooroopilly	Torres Strait Islander	31
The Gap - Enoggera	Aboriginal	946
The Gap - Enoggera	Both Aboriginal & Torres Strait Islander	70
The Gap - Enoggera	Non-indigenous	53063
The Gap - Enoggera	Torres Strait Islander	100
Brisbane Inner	Aboriginal	1074
Brisbane Inner	Both Aboriginal & Torres Strait Islander	90
Brisbane Inner	Non-indigenous	86212
Brisbane Inner	Torres Strait Islander	91
Brisbane Inner - East	Aboriginal	643
Brisbane Inner - East	Both Aboriginal & Torres Strait Islander	43
Brisbane Inner - East	Non-indigenous	43665
Brisbane Inner - East	Torres Strait Islander	25
Brisbane Inner - North	Aboriginal	1253
Brisbane Inner - North	Both Aboriginal & Torres Strait Islander	78
Brisbane Inner - North	Non-indigenous	98609
Brisbane Inner - North	Torres Strait Islander	123
Brisbane Inner - West	Aboriginal	528
Brisbane Inner - West	Both Aboriginal & Torres Strait Islander	29
Brisbane Inner - West	Non-indigenous	59730
Brisbane Inner - West	Torres Strait Islander	46
Cairns - North	Aboriginal	1742
Cairns - North	Both Aboriginal & Torres Strait Islander	427
Cairns - North	Non-indigenous	55003
Cairns - North	Torres Strait Islander	602
Cairns - South	Aboriginal	6573
Cairns - South	Both Aboriginal & Torres Strait Islander	3011
Cairns - South	Non-indigenous	92422
Cairns - South	Torres Strait Islander	3483
Innisfail - Cassowary Coast	Aboriginal	4653
Innisfail - Cassowary Coast	Both Aboriginal & Torres Strait Islander	741
Innisfail - Cassowary Coast	Non-indigenous	29425
Innisfail - Cassowary Coast	Torres Strait Islander	514
Port Douglas - Daintree	Aboriginal	700
Port Douglas - Daintree	Both Aboriginal & Torres Strait Islander	205
Port Douglas - Daintree	Non-indigenous	11249
Port Douglas - Daintree	Torres Strait Islander	98
Tablelands (East) - Kuranda	Aboriginal	3445
Tablelands (East) - Kuranda	Both Aboriginal & Torres Strait Islander	441
Tablelands (East) - Kuranda	Non-indigenous	38721
Tablelands (East) - Kuranda	Torres Strait Islander	293
Darling Downs (West) - Maranoa	Aboriginal	3977
Darling Downs (West) - Maranoa	Both Aboriginal & Torres Strait Islander	98
Darling Downs (West) - Maranoa	Non-indigenous	40092
Darling Downs (West) - Maranoa	Torres Strait Islander	77
Darling Downs - East	Aboriginal	2705
Darling Downs - East	Both Aboriginal & Torres Strait Islander	80
Darling Downs - East	Non-indigenous	39993
Darling Downs - East	Torres Strait Islander	84
Granite Belt	Aboriginal	2081
Granite Belt	Both Aboriginal & Torres Strait Islander	67
Granite Belt	Non-indigenous	39308
Granite Belt	Torres Strait Islander	64
Central Highlands (Qld)	Aboriginal	2315
Central Highlands (Qld)	Both Aboriginal & Torres Strait Islander	184
Central Highlands (Qld)	Non-indigenous	26280
Central Highlands (Qld)	Torres Strait Islander	70
Rockhampton	Aboriginal	8120
Rockhampton	Both Aboriginal & Torres Strait Islander	646
Rockhampton	Non-indigenous	112134
Rockhampton	Torres Strait Islander	460
Biloela	Aboriginal	673
Biloela	Both Aboriginal & Torres Strait Islander	45
Biloela	Non-indigenous	13778
Biloela	Torres Strait Islander	17
Gladstone	Aboriginal	3438
Gladstone	Both Aboriginal & Torres Strait Islander	370
Gladstone	Non-indigenous	59573
Gladstone	Torres Strait Islander	134
Broadbeach - Burleigh	Aboriginal	916
Broadbeach - Burleigh	Both Aboriginal & Torres Strait Islander	29
Broadbeach - Burleigh	Non-indigenous	65394
Broadbeach - Burleigh	Torres Strait Islander	61
Coolangatta	Aboriginal	1290
Coolangatta	Both Aboriginal & Torres Strait Islander	58
Coolangatta	Non-indigenous	56083
Coolangatta	Torres Strait Islander	80
Gold Coast - North	Aboriginal	1181
Gold Coast - North	Both Aboriginal & Torres Strait Islander	59
Gold Coast - North	Non-indigenous	68101
Gold Coast - North	Torres Strait Islander	46
Gold Coast Hinterland	Aboriginal	393
Gold Coast Hinterland	Both Aboriginal & Torres Strait Islander	16
Gold Coast Hinterland	Non-indigenous	19689
Gold Coast Hinterland	Torres Strait Islander	15
Mudgeeraba - Tallebudgera	Aboriginal	680
Mudgeeraba - Tallebudgera	Both Aboriginal & Torres Strait Islander	36
Mudgeeraba - Tallebudgera	Non-indigenous	35279
Mudgeeraba - Tallebudgera	Torres Strait Islander	38
Nerang	Aboriginal	1615
Nerang	Both Aboriginal & Torres Strait Islander	95
Nerang	Non-indigenous	67923
Nerang	Torres Strait Islander	55
Ormeau - Oxenford	Aboriginal	4029
Ormeau - Oxenford	Both Aboriginal & Torres Strait Islander	165
Ormeau - Oxenford	Non-indigenous	153702
Ormeau - Oxenford	Torres Strait Islander	166
Robina	Aboriginal	860
Robina	Both Aboriginal & Torres Strait Islander	32
Robina	Non-indigenous	52983
Robina	Torres Strait Islander	28
Southport	Aboriginal	1296
Southport	Both Aboriginal & Torres Strait Islander	66
Southport	Non-indigenous	63064
Southport	Torres Strait Islander	56
Surfers Paradise	Aboriginal	463
Surfers Paradise	Both Aboriginal & Torres Strait Islander	33
Surfers Paradise	Non-indigenous	44666
Surfers Paradise	Torres Strait Islander	35
Forest Lake - Oxley	Aboriginal	2784
Forest Lake - Oxley	Both Aboriginal & Torres Strait Islander	212
Forest Lake - Oxley	Non-indigenous	75527
Forest Lake - Oxley	Torres Strait Islander	188
Ipswich Hinterland	Aboriginal	3168
Ipswich Hinterland	Both Aboriginal & Torres Strait Islander	204
Ipswich Hinterland	Non-indigenous	63792
Ipswich Hinterland	Torres Strait Islander	128
Ipswich Inner	Aboriginal	6427
Ipswich Inner	Both Aboriginal & Torres Strait Islander	307
Ipswich Inner	Non-indigenous	108942
Ipswich Inner	Torres Strait Islander	237
Springfield - Redbank	Aboriginal	4214
Springfield - Redbank	Both Aboriginal & Torres Strait Islander	300
Springfield - Redbank	Non-indigenous	100448
Springfield - Redbank	Torres Strait Islander	240
Beaudesert	Aboriginal	877
Beaudesert	Both Aboriginal & Torres Strait Islander	42
Beaudesert	Non-indigenous	13725
Beaudesert	Torres Strait Islander	30
Beenleigh	Aboriginal	2021
Beenleigh	Both Aboriginal & Torres Strait Islander	88
Beenleigh	Non-indigenous	44097
Beenleigh	Torres Strait Islander	110
Browns Plains	Aboriginal	3304
Browns Plains	Both Aboriginal & Torres Strait Islander	265
Browns Plains	Non-indigenous	89851
Browns Plains	Torres Strait Islander	202
Jimboomba	Aboriginal	2507
Jimboomba	Both Aboriginal & Torres Strait Islander	104
Jimboomba	Non-indigenous	58925
Jimboomba	Torres Strait Islander	102
Loganlea - Carbrook	Aboriginal	2129
Loganlea - Carbrook	Both Aboriginal & Torres Strait Islander	193
Loganlea - Carbrook	Non-indigenous	62003
Loganlea - Carbrook	Torres Strait Islander	132
Springwood - Kingston	Aboriginal	2832
Springwood - Kingston	Both Aboriginal & Torres Strait Islander	285
Springwood - Kingston	Non-indigenous	75700
Springwood - Kingston	Torres Strait Islander	249
Bowen Basin - North	Aboriginal	2025
Bowen Basin - North	Both Aboriginal & Torres Strait Islander	261
Bowen Basin - North	Non-indigenous	33282
Bowen Basin - North	Torres Strait Islander	253
Mackay	Aboriginal	4848
Mackay	Both Aboriginal & Torres Strait Islander	1316
Mackay	Non-indigenous	114180
Mackay	Torres Strait Islander	1347
Whitsunday	Aboriginal	649
Whitsunday	Both Aboriginal & Torres Strait Islander	62
Whitsunday	Non-indigenous	22602
Whitsunday	Torres Strait Islander	69
Bribie - Beachmere	Aboriginal	1186
Bribie - Beachmere	Both Aboriginal & Torres Strait Islander	48
Bribie - Beachmere	Non-indigenous	35800
Bribie - Beachmere	Torres Strait Islander	47
Caboolture	Aboriginal	4370
Caboolture	Both Aboriginal & Torres Strait Islander	264
Caboolture	Non-indigenous	75006
Caboolture	Torres Strait Islander	147
Caboolture Hinterland	Aboriginal	819
Caboolture Hinterland	Both Aboriginal & Torres Strait Islander	44
Caboolture Hinterland	Non-indigenous	14006
Caboolture Hinterland	Torres Strait Islander	28
Narangba - Burpengary	Aboriginal	2827
Narangba - Burpengary	Both Aboriginal & Torres Strait Islander	187
Narangba - Burpengary	Non-indigenous	66060
Narangba - Burpengary	Torres Strait Islander	133
Redcliffe	Aboriginal	2113
Redcliffe	Both Aboriginal & Torres Strait Islander	127
Redcliffe	Non-indigenous	61420
Redcliffe	Torres Strait Islander	111
The Hills District	Aboriginal	1517
The Hills District	Both Aboriginal & Torres Strait Islander	85
The Hills District	Non-indigenous	88079
The Hills District	Torres Strait Islander	105
North Lakes	Aboriginal	2678
North Lakes	Both Aboriginal & Torres Strait Islander	168
North Lakes	Non-indigenous	85069
North Lakes	Torres Strait Islander	148
Strathpine	Aboriginal	1486
Strathpine	Both Aboriginal & Torres Strait Islander	98
Strathpine	Non-indigenous	38188
Strathpine	Torres Strait Islander	74
Far North	Aboriginal	6686
Far North	Both Aboriginal & Torres Strait Islander	3987
Far North	Non-indigenous	15680
Far North	Torres Strait Islander	5854
Outback - North	Aboriginal	7771
Outback - North	Both Aboriginal & Torres Strait Islander	300
Outback - North	Non-indigenous	22168
Outback - North	Torres Strait Islander	138
Outback - South	Aboriginal	1899
Outback - South	Both Aboriginal & Torres Strait Islander	76
Outback - South	Non-indigenous	15211
Outback - South	Torres Strait Islander	52
Buderim	Aboriginal	1073
Buderim	Both Aboriginal & Torres Strait Islander	45
Buderim	Non-indigenous	57783
Buderim	Torres Strait Islander	55
Caloundra	Aboriginal	2165
Caloundra	Both Aboriginal & Torres Strait Islander	87
Caloundra	Non-indigenous	93960
Caloundra	Torres Strait Islander	93
Maroochy	Aboriginal	1183
Maroochy	Both Aboriginal & Torres Strait Islander	61
Maroochy	Non-indigenous	62361
Maroochy	Torres Strait Islander	68
Noosa	Aboriginal	644
Noosa	Both Aboriginal & Torres Strait Islander	17
Noosa	Non-indigenous	45975
Noosa	Torres Strait Islander	24
Sunshine Coast Hinterland	Aboriginal	1441
Sunshine Coast Hinterland	Both Aboriginal & Torres Strait Islander	59
Sunshine Coast Hinterland	Non-indigenous	57486
Sunshine Coast Hinterland	Torres Strait Islander	53
Nambour	Aboriginal	1534
Nambour	Both Aboriginal & Torres Strait Islander	97
Nambour	Non-indigenous	48294
Nambour	Torres Strait Islander	71
Noosa Hinterland	Aboriginal	462
Noosa Hinterland	Both Aboriginal & Torres Strait Islander	17
Noosa Hinterland	Non-indigenous	23707
Noosa Hinterland	Torres Strait Islander	21
Toowoomba	Aboriginal	7272
Toowoomba	Both Aboriginal & Torres Strait Islander	252
Toowoomba	Non-indigenous	154319
Toowoomba	Torres Strait Islander	216
Charters Towers - Ayr - Ingham	Aboriginal	3966
Charters Towers - Ayr - Ingham	Both Aboriginal & Torres Strait Islander	714
Charters Towers - Ayr - Ingham	Non-indigenous	36557
Charters Towers - Ayr - Ingham	Torres Strait Islander	230
Townsville	Aboriginal	11920
Townsville	Both Aboriginal & Torres Strait Islander	2306
Townsville	Non-indigenous	176549
Townsville	Torres Strait Islander	2045
Bundaberg	Aboriginal	4242
Bundaberg	Both Aboriginal & Torres Strait Islander	278
Bundaberg	Non-indigenous	89072
Bundaberg	Torres Strait Islander	205
Burnett	Aboriginal	3853
Burnett	Both Aboriginal & Torres Strait Islander	215
Burnett	Non-indigenous	45535
Burnett	Torres Strait Islander	75
Gympie - Cooloola	Aboriginal	2062
Gympie - Cooloola	Both Aboriginal & Torres Strait Islander	137
Gympie - Cooloola	Non-indigenous	50814
Gympie - Cooloola	Torres Strait Islander	128
Hervey Bay	Aboriginal	2757
Hervey Bay	Both Aboriginal & Torres Strait Islander	149
Hervey Bay	Non-indigenous	60467
Hervey Bay	Torres Strait Islander	119
Maryborough	Aboriginal	2352
Maryborough	Both Aboriginal & Torres Strait Islander	146
Maryborough	Non-indigenous	45002
Maryborough	Torres Strait Islander	129
Migratory - Offshore - Shipping (Qld)	Non-indigenous	183
No usual address (Qld)	Aboriginal	1025
No usual address (Qld)	Both Aboriginal & Torres Strait Islander	84
No usual address (Qld)	Non-indigenous	13489
No usual address (Qld)	Torres Strait Islander	72
Adelaide City	Aboriginal	313
Adelaide City	Both Aboriginal & Torres Strait Islander	12
Adelaide City	Non-indigenous	24688
Adelaide City	Torres Strait Islander	13
Adelaide Hills	Aboriginal	724
Adelaide Hills	Both Aboriginal & Torres Strait Islander	17
Adelaide Hills	Non-indigenous	78953
Adelaide Hills	Torres Strait Islander	29
Burnside	Aboriginal	174
Burnside	Both Aboriginal & Torres Strait Islander	8
Burnside	Non-indigenous	45842
Burnside	Torres Strait Islander	6
Campbelltown (SA)	Aboriginal	406
Campbelltown (SA)	Both Aboriginal & Torres Strait Islander	17
Campbelltown (SA)	Non-indigenous	54730
Campbelltown (SA)	Torres Strait Islander	20
Norwood - Payneham - St Peters	Aboriginal	196
Norwood - Payneham - St Peters	Both Aboriginal & Torres Strait Islander	12
Norwood - Payneham - St Peters	Non-indigenous	37265
Norwood - Payneham - St Peters	Torres Strait Islander	14
Prospect - Walkerville	Aboriginal	228
Prospect - Walkerville	Both Aboriginal & Torres Strait Islander	8
Prospect - Walkerville	Non-indigenous	30039
Prospect - Walkerville	Torres Strait Islander	14
Unley	Aboriginal	181
Unley	Both Aboriginal & Torres Strait Islander	9
Unley	Non-indigenous	38443
Unley	Torres Strait Islander	8
Gawler - Two Wells	Aboriginal	881
Gawler - Two Wells	Both Aboriginal & Torres Strait Islander	18
Gawler - Two Wells	Non-indigenous	36768
Gawler - Two Wells	Torres Strait Islander	42
Playford	Aboriginal	3993
Playford	Both Aboriginal & Torres Strait Islander	122
Playford	Non-indigenous	95701
Playford	Torres Strait Islander	116
Port Adelaide - East	Aboriginal	1545
Port Adelaide - East	Both Aboriginal & Torres Strait Islander	30
Port Adelaide - East	Non-indigenous	75243
Port Adelaide - East	Torres Strait Islander	37
Salisbury	Aboriginal	3302
Salisbury	Both Aboriginal & Torres Strait Islander	62
Salisbury	Non-indigenous	141105
Salisbury	Torres Strait Islander	81
Tea Tree Gully	Aboriginal	1123
Tea Tree Gully	Both Aboriginal & Torres Strait Islander	29
Tea Tree Gully	Non-indigenous	95475
Tea Tree Gully	Torres Strait Islander	33
Holdfast Bay	Aboriginal	277
Holdfast Bay	Both Aboriginal & Torres Strait Islander	15
Holdfast Bay	Non-indigenous	35413
Holdfast Bay	Torres Strait Islander	6
Marion	Aboriginal	1228
Marion	Both Aboriginal & Torres Strait Islander	28
Marion	Non-indigenous	95035
Marion	Torres Strait Islander	35
Mitcham	Aboriginal	381
Mitcham	Both Aboriginal & Torres Strait Islander	13
Mitcham	Non-indigenous	65883
Mitcham	Torres Strait Islander	13
Onkaparinga	Aboriginal	3188
Onkaparinga	Both Aboriginal & Torres Strait Islander	99
Onkaparinga	Non-indigenous	173148
Onkaparinga	Torres Strait Islander	98
Charles Sturt	Aboriginal	1847
Charles Sturt	Both Aboriginal & Torres Strait Islander	62
Charles Sturt	Non-indigenous	116475
Charles Sturt	Torres Strait Islander	58
Port Adelaide - West	Aboriginal	1714
Port Adelaide - West	Both Aboriginal & Torres Strait Islander	49
Port Adelaide - West	Non-indigenous	59035
Port Adelaide - West	Torres Strait Islander	50
West Torrens	Aboriginal	735
West Torrens	Both Aboriginal & Torres Strait Islander	27
West Torrens	Non-indigenous	64270
West Torrens	Torres Strait Islander	25
Barossa	Aboriginal	489
Barossa	Both Aboriginal & Torres Strait Islander	4
Barossa	Non-indigenous	37460
Barossa	Torres Strait Islander	22
Lower North	Aboriginal	533
Lower North	Both Aboriginal & Torres Strait Islander	9
Lower North	Non-indigenous	22130
Lower North	Torres Strait Islander	19
Mid North	Aboriginal	1106
Mid North	Both Aboriginal & Torres Strait Islander	28
Mid North	Non-indigenous	26005
Mid North	Torres Strait Islander	25
Yorke Peninsula	Aboriginal	925
Yorke Peninsula	Both Aboriginal & Torres Strait Islander	24
Yorke Peninsula	Non-indigenous	25680
Yorke Peninsula	Torres Strait Islander	23
Eyre Peninsula and South West	Aboriginal	3679
Eyre Peninsula and South West	Both Aboriginal & Torres Strait Islander	61
Eyre Peninsula and South West	Non-indigenous	53283
Eyre Peninsula and South West	Torres Strait Islander	69
Outback - North and East	Aboriginal	5734
Outback - North and East	Both Aboriginal & Torres Strait Islander	91
Outback - North and East	Non-indigenous	19687
Outback - North and East	Torres Strait Islander	48
Fleurieu - Kangaroo Island	Aboriginal	879
Fleurieu - Kangaroo Island	Both Aboriginal & Torres Strait Islander	17
Fleurieu - Kangaroo Island	Non-indigenous	54671
Fleurieu - Kangaroo Island	Torres Strait Islander	26
Limestone Coast	Aboriginal	1511
Limestone Coast	Both Aboriginal & Torres Strait Islander	45
Limestone Coast	Non-indigenous	65257
Limestone Coast	Torres Strait Islander	38
Murray and Mallee	Aboriginal	2926
Murray and Mallee	Both Aboriginal & Torres Strait Islander	56
Murray and Mallee	Non-indigenous	68235
Murray and Mallee	Torres Strait Islander	42
Migratory - Offshore - Shipping (SA)	Non-indigenous	12
No usual address (SA)	Aboriginal	376
No usual address (SA)	Both Aboriginal & Torres Strait Islander	6
No usual address (SA)	Non-indigenous	2995
Augusta - Margaret River - Busselton	Aboriginal	986
Augusta - Margaret River - Busselton	Both Aboriginal & Torres Strait Islander	19
Augusta - Margaret River - Busselton	Non-indigenous	56305
Augusta - Margaret River - Busselton	Torres Strait Islander	22
Bunbury	Aboriginal	3575
Bunbury	Both Aboriginal & Torres Strait Islander	81
Bunbury	Non-indigenous	103857
Bunbury	Torres Strait Islander	36
Manjimup	Aboriginal	575
Manjimup	Both Aboriginal & Torres Strait Islander	8
Manjimup	Non-indigenous	23251
Manjimup	Torres Strait Islander	29
Mandurah	Aboriginal	2967
Mandurah	Both Aboriginal & Torres Strait Islander	52
Mandurah	Non-indigenous	104549
Mandurah	Torres Strait Islander	73
Cottesloe - Claremont	Aboriginal	462
Cottesloe - Claremont	Both Aboriginal & Torres Strait Islander	12
Cottesloe - Claremont	Non-indigenous	71248
Cottesloe - Claremont	Torres Strait Islander	13
Perth City	Aboriginal	886
Perth City	Both Aboriginal & Torres Strait Islander	18
Perth City	Non-indigenous	109599
Perth City	Torres Strait Islander	27
Bayswater - Bassendean	Aboriginal	1368
Bayswater - Bassendean	Both Aboriginal & Torres Strait Islander	61
Bayswater - Bassendean	Non-indigenous	82988
Bayswater - Bassendean	Torres Strait Islander	45
Mundaring	Aboriginal	1732
Mundaring	Both Aboriginal & Torres Strait Islander	41
Mundaring	Non-indigenous	41991
Mundaring	Torres Strait Islander	28
Swan	Aboriginal	4702
Swan	Both Aboriginal & Torres Strait Islander	113
Swan	Non-indigenous	143390
Swan	Torres Strait Islander	119
Joondalup	Aboriginal	1288
Joondalup	Both Aboriginal & Torres Strait Islander	41
Joondalup	Non-indigenous	159253
Joondalup	Torres Strait Islander	59
Stirling	Aboriginal	2332
Stirling	Both Aboriginal & Torres Strait Islander	58
Stirling	Non-indigenous	205698
Stirling	Torres Strait Islander	61
Wanneroo	Aboriginal	3745
Wanneroo	Both Aboriginal & Torres Strait Islander	103
Wanneroo	Non-indigenous	204537
Wanneroo	Torres Strait Islander	121
Armadale	Aboriginal	2682
Armadale	Both Aboriginal & Torres Strait Islander	64
Armadale	Non-indigenous	91395
Armadale	Torres Strait Islander	43
Belmont - Victoria Park	Aboriginal	1638
Belmont - Victoria Park	Both Aboriginal & Torres Strait Islander	25
Belmont - Victoria Park	Non-indigenous	73601
Belmont - Victoria Park	Torres Strait Islander	48
Canning	Aboriginal	1231
Canning	Both Aboriginal & Torres Strait Islander	43
Canning	Non-indigenous	97834
Canning	Torres Strait Islander	31
Gosnells	Aboriginal	3332
Gosnells	Both Aboriginal & Torres Strait Islander	71
Gosnells	Non-indigenous	122928
Gosnells	Torres Strait Islander	45
Kalamunda	Aboriginal	1306
Kalamunda	Both Aboriginal & Torres Strait Islander	26
Kalamunda	Non-indigenous	57407
Kalamunda	Torres Strait Islander	23
Serpentine - Jarrahdale	Aboriginal	864
Serpentine - Jarrahdale	Both Aboriginal & Torres Strait Islander	36
Serpentine - Jarrahdale	Non-indigenous	31316
Serpentine - Jarrahdale	Torres Strait Islander	26
South Perth	Aboriginal	604
South Perth	Both Aboriginal & Torres Strait Islander	25
South Perth	Non-indigenous	42806
South Perth	Torres Strait Islander	13
Cockburn	Aboriginal	2153
Cockburn	Both Aboriginal & Torres Strait Islander	42
Cockburn	Non-indigenous	113602
Cockburn	Torres Strait Islander	27
Fremantle	Aboriginal	591
Fremantle	Both Aboriginal & Torres Strait Islander	11
Fremantle	Non-indigenous	39290
Fremantle	Torres Strait Islander	18
Kwinana	Aboriginal	1916
Kwinana	Both Aboriginal & Torres Strait Islander	62
Kwinana	Non-indigenous	43853
Kwinana	Torres Strait Islander	36
Melville	Aboriginal	872
Melville	Both Aboriginal & Torres Strait Islander	30
Melville	Non-indigenous	105203
Melville	Torres Strait Islander	22
Rockingham	Aboriginal	3391
Rockingham	Both Aboriginal & Torres Strait Islander	117
Rockingham	Non-indigenous	132081
Rockingham	Torres Strait Islander	89
Albany	Aboriginal	2427
Albany	Both Aboriginal & Torres Strait Islander	28
Albany	Non-indigenous	59381
Albany	Torres Strait Islander	44
Wheat Belt - North	Aboriginal	2550
Wheat Belt - North	Both Aboriginal & Torres Strait Islander	26
Wheat Belt - North	Non-indigenous	53337
Wheat Belt - North	Torres Strait Islander	24
Wheat Belt - South	Aboriginal	804
Wheat Belt - South	Both Aboriginal & Torres Strait Islander	18
Wheat Belt - South	Non-indigenous	18526
Wheat Belt - South	Torres Strait Islander	9
Kimberley	Aboriginal	14019
Kimberley	Both Aboriginal & Torres Strait Islander	312
Kimberley	Non-indigenous	20690
Kimberley	Torres Strait Islander	71
East Pilbara	Aboriginal	4300
East Pilbara	Both Aboriginal & Torres Strait Islander	195
East Pilbara	Non-indigenous	20778
East Pilbara	Torres Strait Islander	170
West Pilbara	Aboriginal	3089
West Pilbara	Both Aboriginal & Torres Strait Islander	140
West Pilbara	Non-indigenous	26233
West Pilbara	Torres Strait Islander	132
Esperance	Aboriginal	668
Esperance	Both Aboriginal & Torres Strait Islander	3
Esperance	Non-indigenous	15286
Esperance	Torres Strait Islander	13
Gascoyne	Aboriginal	1119
Gascoyne	Both Aboriginal & Torres Strait Islander	12
Gascoyne	Non-indigenous	8398
Gascoyne	Torres Strait Islander	8
Goldfields	Aboriginal	4254
Goldfields	Both Aboriginal & Torres Strait Islander	81
Goldfields	Non-indigenous	33877
Goldfields	Torres Strait Islander	55
Mid West	Aboriginal	5098
Mid West	Both Aboriginal & Torres Strait Islander	64
Mid West	Non-indigenous	49790
Mid West	Torres Strait Islander	29
Migratory - Offshore - Shipping (WA)	Aboriginal	9
Migratory - Offshore - Shipping (WA)	Non-indigenous	505
No usual address (WA)	Aboriginal	1464
No usual address (WA)	Both Aboriginal & Torres Strait Islander	19
No usual address (WA)	Non-indigenous	6561
No usual address (WA)	Torres Strait Islander	11
Brighton	Aboriginal	1956
Brighton	Both Aboriginal & Torres Strait Islander	109
Brighton	Non-indigenous	17372
Brighton	Torres Strait Islander	152
Hobart - North East	Aboriginal	2319
Hobart - North East	Both Aboriginal & Torres Strait Islander	141
Hobart - North East	Non-indigenous	56599
Hobart - North East	Torres Strait Islander	102
Hobart - North West	Aboriginal	2904
Hobart - North West	Both Aboriginal & Torres Strait Islander	174
Hobart - North West	Non-indigenous	54782
Hobart - North West	Torres Strait Islander	148
Hobart - South and West	Aboriginal	1415
Hobart - South and West	Both Aboriginal & Torres Strait Islander	51
Hobart - South and West	Non-indigenous	35138
Hobart - South and West	Torres Strait Islander	37
Hobart Inner	Aboriginal	825
Hobart Inner	Both Aboriginal & Torres Strait Islander	19
Hobart Inner	Non-indigenous	54294
Hobart Inner	Torres Strait Islander	25
Sorell - Dodges Ferry	Aboriginal	770
Sorell - Dodges Ferry	Both Aboriginal & Torres Strait Islander	27
Sorell - Dodges Ferry	Non-indigenous	17674
Sorell - Dodges Ferry	Torres Strait Islander	44
Launceston	Aboriginal	3055
Launceston	Both Aboriginal & Torres Strait Islander	118
Launceston	Non-indigenous	84036
Launceston	Torres Strait Islander	136
Meander Valley - West Tamar	Aboriginal	777
Meander Valley - West Tamar	Both Aboriginal & Torres Strait Islander	50
Meander Valley - West Tamar	Non-indigenous	23373
Meander Valley - West Tamar	Torres Strait Islander	54
North East	Aboriginal	1547
North East	Both Aboriginal & Torres Strait Islander	67
North East	Non-indigenous	37920
North East	Torres Strait Islander	66
Central Highlands (Tas.)	Aboriginal	742
Central Highlands (Tas.)	Both Aboriginal & Torres Strait Islander	45
Central Highlands (Tas.)	Non-indigenous	11614
Central Highlands (Tas.)	Torres Strait Islander	39
Huon - Bruny Island	Aboriginal	1895
Huon - Bruny Island	Both Aboriginal & Torres Strait Islander	42
Huon - Bruny Island	Non-indigenous	19719
Huon - Bruny Island	Torres Strait Islander	51
South East Coast	Aboriginal	338
South East Coast	Both Aboriginal & Torres Strait Islander	22
South East Coast	Non-indigenous	7201
South East Coast	Torres Strait Islander	21
Burnie - Ulverstone	Aboriginal	4044
