SED_NAME16	IndigenousStatus	persons
Murray Plains (Northern Victoria)	Both Aboriginal & Torres Strait Islander	48
Murray Plains (Northern Victoria)	Non-indigenous	62704
Murray Plains (Northern Victoria)	Torres Strait Islander	58
Narracan (Eastern Victoria)	Aboriginal	1064
Narracan (Eastern Victoria)	Both Aboriginal & Torres Strait Islander	21
Narracan (Eastern Victoria)	Non-indigenous	76032
Narracan (Eastern Victoria)	Torres Strait Islander	40
Narre Warren North (South-Eastern Metropolitan)	Aboriginal	342
Narre Warren North (South-Eastern Metropolitan)	Both Aboriginal & Torres Strait Islander	10
Narre Warren North (South-Eastern Metropolitan)	Non-indigenous	67625
Narre Warren North (South-Eastern Metropolitan)	Torres Strait Islander	13
Narre Warren South (South-Eastern Metropolitan)	Aboriginal	471
Narre Warren South (South-Eastern Metropolitan)	Both Aboriginal & Torres Strait Islander	19
Narre Warren South (South-Eastern Metropolitan)	Non-indigenous	85989
Narre Warren South (South-Eastern Metropolitan)	Torres Strait Islander	19
Nepean (Eastern Victoria)	Aboriginal	625
Nepean (Eastern Victoria)	Both Aboriginal & Torres Strait Islander	14
Nepean (Eastern Victoria)	Non-indigenous	66294
Nepean (Eastern Victoria)	Torres Strait Islander	27
Niddrie (Western Metropolitan)	Aboriginal	224
Niddrie (Western Metropolitan)	Both Aboriginal & Torres Strait Islander	19
Niddrie (Western Metropolitan)	Non-indigenous	61542
Niddrie (Western Metropolitan)	Torres Strait Islander	11
Northcote (Northern Metropolitan)	Aboriginal	434
Northcote (Northern Metropolitan)	Both Aboriginal & Torres Strait Islander	15
Northcote (Northern Metropolitan)	Non-indigenous	66803
Northcote (Northern Metropolitan)	Torres Strait Islander	17
Oakleigh (Southern Metropolitan)	Aboriginal	239
Oakleigh (Southern Metropolitan)	Both Aboriginal & Torres Strait Islander	8
Oakleigh (Southern Metropolitan)	Non-indigenous	72871
Oakleigh (Southern Metropolitan)	Torres Strait Islander	11
Ovens Valley (Northern Victoria)	Aboriginal	966
Ovens Valley (Northern Victoria)	Both Aboriginal & Torres Strait Islander	43
Ovens Valley (Northern Victoria)	Non-indigenous	58673
Ovens Valley (Northern Victoria)	Torres Strait Islander	30
Pascoe Vale (Northern Metropolitan)	Aboriginal	471
Pascoe Vale (Northern Metropolitan)	Both Aboriginal & Torres Strait Islander	18
Pascoe Vale (Northern Metropolitan)	Non-indigenous	78984
Pascoe Vale (Northern Metropolitan)	Torres Strait Islander	6
Polwarth (Western Victoria)	Aboriginal	732
Polwarth (Western Victoria)	Both Aboriginal & Torres Strait Islander	24
Polwarth (Western Victoria)	Non-indigenous	64510
Polwarth (Western Victoria)	Torres Strait Islander	30
Prahran (Southern Metropolitan)	Aboriginal	338
Prahran (Southern Metropolitan)	Both Aboriginal & Torres Strait Islander	11
Prahran (Southern Metropolitan)	Non-indigenous	73200
Prahran (Southern Metropolitan)	Torres Strait Islander	10
Preston (Northern Metropolitan)	Aboriginal	830
Preston (Northern Metropolitan)	Both Aboriginal & Torres Strait Islander	30
Preston (Northern Metropolitan)	Non-indigenous	68458
Preston (Northern Metropolitan)	Torres Strait Islander	24
Richmond (Northern Metropolitan)	Aboriginal	411
Richmond (Northern Metropolitan)	Both Aboriginal & Torres Strait Islander	10
Richmond (Northern Metropolitan)	Non-indigenous	75242
Richmond (Northern Metropolitan)	Torres Strait Islander	12
Ringwood (Eastern Metropolitan)	Aboriginal	321
Ringwood (Eastern Metropolitan)	Both Aboriginal & Torres Strait Islander	7
Ringwood (Eastern Metropolitan)	Non-indigenous	65214
Ringwood (Eastern Metropolitan)	Torres Strait Islander	9
Ripon (Western Victoria)	Aboriginal	1224
Ripon (Western Victoria)	Both Aboriginal & Torres Strait Islander	28
Ripon (Western Victoria)	Non-indigenous	66646
Ripon (Western Victoria)	Torres Strait Islander	59
Rowville (South-Eastern Metropolitan)	Aboriginal	258
Rowville (South-Eastern Metropolitan)	Both Aboriginal & Torres Strait Islander	3
Rowville (South-Eastern Metropolitan)	Non-indigenous	55178
Rowville (South-Eastern Metropolitan)	Torres Strait Islander	12
Sandringham (Southern Metropolitan)	Aboriginal	191
Sandringham (Southern Metropolitan)	Both Aboriginal & Torres Strait Islander	6
Sandringham (Southern Metropolitan)	Non-indigenous	63706
Shepparton (Northern Victoria)	Aboriginal	2695
Shepparton (Northern Victoria)	Both Aboriginal & Torres Strait Islander	82
Shepparton (Northern Victoria)	Non-indigenous	71752
Shepparton (Northern Victoria)	Torres Strait Islander	69
South Barwon (Western Victoria)	Aboriginal	756
South Barwon (Western Victoria)	Both Aboriginal & Torres Strait Islander	15
South Barwon (Western Victoria)	Non-indigenous	91673
South Barwon (Western Victoria)	Torres Strait Islander	16
South-West Coast (Western Victoria)	Aboriginal	1424
South-West Coast (Western Victoria)	Both Aboriginal & Torres Strait Islander	30
South-West Coast (Western Victoria)	Non-indigenous	64425
South-West Coast (Western Victoria)	Torres Strait Islander	23
St Albans (Western Metropolitan)	Aboriginal	326
St Albans (Western Metropolitan)	Both Aboriginal & Torres Strait Islander	13
St Albans (Western Metropolitan)	Non-indigenous	75038
St Albans (Western Metropolitan)	Torres Strait Islander	11
Sunbury (Western Metropolitan)	Aboriginal	650
Sunbury (Western Metropolitan)	Both Aboriginal & Torres Strait Islander	23
Sunbury (Western Metropolitan)	Non-indigenous	65620
Sunbury (Western Metropolitan)	Torres Strait Islander	34
Sydenham (Western Metropolitan)	Aboriginal	324
Sydenham (Western Metropolitan)	Both Aboriginal & Torres Strait Islander	5
Sydenham (Western Metropolitan)	Non-indigenous	79770
Sydenham (Western Metropolitan)	Torres Strait Islander	11
Tarneit (Western Metropolitan)	Aboriginal	729
Tarneit (Western Metropolitan)	Both Aboriginal & Torres Strait Islander	17
Tarneit (Western Metropolitan)	Non-indigenous	133539
Tarneit (Western Metropolitan)	Torres Strait Islander	21
Thomastown (Northern Metropolitan)	Aboriginal	552
Thomastown (Northern Metropolitan)	Both Aboriginal & Torres Strait Islander	26
Thomastown (Northern Metropolitan)	Non-indigenous	81913
Thomastown (Northern Metropolitan)	Torres Strait Islander	20
Warrandyte (Eastern Metropolitan)	Aboriginal	168
Warrandyte (Eastern Metropolitan)	Both Aboriginal & Torres Strait Islander	3
Warrandyte (Eastern Metropolitan)	Non-indigenous	63103
Warrandyte (Eastern Metropolitan)	Torres Strait Islander	10
Wendouree (Western Victoria)	Aboriginal	1046
Wendouree (Western Victoria)	Both Aboriginal & Torres Strait Islander	20
Wendouree (Western Victoria)	Non-indigenous	61771
Wendouree (Western Victoria)	Torres Strait Islander	32
Werribee (Western Metropolitan)	Aboriginal	1320
Werribee (Western Metropolitan)	Both Aboriginal & Torres Strait Islander	29
Werribee (Western Metropolitan)	Non-indigenous	89538
Werribee (Western Metropolitan)	Torres Strait Islander	14
Williamstown (Western Metropolitan)	Aboriginal	477
Williamstown (Western Metropolitan)	Both Aboriginal & Torres Strait Islander	18
Williamstown (Western Metropolitan)	Non-indigenous	73783
Williamstown (Western Metropolitan)	Torres Strait Islander	25
Yan Yean (Northern Victoria)	Aboriginal	1314
Yan Yean (Northern Victoria)	Both Aboriginal & Torres Strait Islander	27
Yan Yean (Northern Victoria)	Non-indigenous	101023
Yan Yean (Northern Victoria)	Torres Strait Islander	39
Yuroke (Northern Metropolitan)	Aboriginal	753
Yuroke (Northern Metropolitan)	Both Aboriginal & Torres Strait Islander	13
Yuroke (Northern Metropolitan)	Non-indigenous	130673
Yuroke (Northern Metropolitan)	Torres Strait Islander	27
No usual address (Vic.)	Aboriginal	448
No usual address (Vic.)	Both Aboriginal & Torres Strait Islander	4
No usual address (Vic.)	Non-indigenous	8628
No usual address (Vic.)	Torres Strait Islander	9
Migratory - Offshore - Shipping (Vic.)	Non-indigenous	38
Algester	Aboriginal	1328
Algester	Both Aboriginal & Torres Strait Islander	137
Algester	Non-indigenous	60954
Algester	Torres Strait Islander	131
Aspley	Aboriginal	873
Aspley	Both Aboriginal & Torres Strait Islander	70
Aspley	Non-indigenous	53670
Aspley	Torres Strait Islander	53
Bancroft	Aboriginal	2292
Bancroft	Both Aboriginal & Torres Strait Islander	180
Bancroft	Non-indigenous	56770
Bancroft	Torres Strait Islander	99
Barron River	Aboriginal	2092
Barron River	Both Aboriginal & Torres Strait Islander	401
Barron River	Non-indigenous	53613
Barron River	Torres Strait Islander	540
Bonney	Aboriginal	1202
Bonney	Both Aboriginal & Torres Strait Islander	63
Bonney	Non-indigenous	55153
Bonney	Torres Strait Islander	53
Broadwater	Aboriginal	616
Broadwater	Both Aboriginal & Torres Strait Islander	29
Broadwater	Non-indigenous	48732
Broadwater	Torres Strait Islander	21
Buderim	Aboriginal	1087
Buderim	Both Aboriginal & Torres Strait Islander	42
Buderim	Non-indigenous	54573
Buderim	Torres Strait Islander	54
Bulimba	Aboriginal	894
Bulimba	Both Aboriginal & Torres Strait Islander	40
Bulimba	Non-indigenous	56675
Bulimba	Torres Strait Islander	62
Bundaberg	Aboriginal	2741
Bundaberg	Both Aboriginal & Torres Strait Islander	211
Bundaberg	Non-indigenous	47454
Bundaberg	Torres Strait Islander	147
Bundamba	Aboriginal	3740
Bundamba	Both Aboriginal & Torres Strait Islander	242
Bundamba	Non-indigenous	67308
Bundamba	Torres Strait Islander	209
Burdekin	Aboriginal	2986
Burdekin	Both Aboriginal & Torres Strait Islander	425
Burdekin	Non-indigenous	52176
Burdekin	Torres Strait Islander	361
Burleigh	Aboriginal	952
Burleigh	Both Aboriginal & Torres Strait Islander	27
Burleigh	Non-indigenous	49275
Burleigh	Torres Strait Islander	70
Burnett	Aboriginal	1739
Burnett	Both Aboriginal & Torres Strait Islander	85
Burnett	Non-indigenous	48219
Burnett	Torres Strait Islander	62
Cairns	Aboriginal	2994
Cairns	Both Aboriginal & Torres Strait Islander	1518
Cairns	Non-indigenous	52325
Cairns	Torres Strait Islander	2103
Callide	Aboriginal	2807
Callide	Both Aboriginal & Torres Strait Islander	169
Callide	Non-indigenous	47982
Callide	Torres Strait Islander	81
Caloundra	Aboriginal	1431
Caloundra	Both Aboriginal & Torres Strait Islander	49
Caloundra	Non-indigenous	54674
Caloundra	Torres Strait Islander	59
Capalaba	Aboriginal	1516
Capalaba	Both Aboriginal & Torres Strait Islander	84
Capalaba	Non-indigenous	49836
Capalaba	Torres Strait Islander	62
Chatsworth	Aboriginal	661
Chatsworth	Both Aboriginal & Torres Strait Islander	34
Chatsworth	Non-indigenous	50981
Chatsworth	Torres Strait Islander	36
Clayfield	Aboriginal	786
Clayfield	Both Aboriginal & Torres Strait Islander	51
Clayfield	Non-indigenous	57232
Clayfield	Torres Strait Islander	73
Condamine	Aboriginal	2616
Condamine	Both Aboriginal & Torres Strait Islander	69
Condamine	Non-indigenous	52539
Condamine	Torres Strait Islander	76
Cook	Aboriginal	7871
Cook	Both Aboriginal & Torres Strait Islander	4214
Cook	Non-indigenous	34523
Cook	Torres Strait Islander	5935
Coomera	Aboriginal	2542
Coomera	Both Aboriginal & Torres Strait Islander	102
Coomera	Non-indigenous	83216
Coomera	Torres Strait Islander	124
Cooper	Aboriginal	458
Cooper	Both Aboriginal & Torres Strait Islander	31
Cooper	Non-indigenous	51972
Cooper	Torres Strait Islander	40
Currumbin	Aboriginal	1058
Currumbin	Both Aboriginal & Torres Strait Islander	59
Currumbin	Non-indigenous	46913
Currumbin	Torres Strait Islander	60
Everton	Aboriginal	955
Everton	Both Aboriginal & Torres Strait Islander	61
Everton	Non-indigenous	51924
Everton	Torres Strait Islander	92
Ferny Grove	Aboriginal	1039
Ferny Grove	Both Aboriginal & Torres Strait Islander	63
Ferny Grove	Non-indigenous	51162
Ferny Grove	Torres Strait Islander	84
Gaven	Aboriginal	1247
Gaven	Both Aboriginal & Torres Strait Islander	64
Gaven	Non-indigenous	48681
Gaven	Torres Strait Islander	46
Gladstone	Aboriginal	2834
Gladstone	Both Aboriginal & Torres Strait Islander	328
Gladstone	Non-indigenous	47030
Gladstone	Torres Strait Islander	125
Glass House	Aboriginal	1628
Glass House	Both Aboriginal & Torres Strait Islander	88
Glass House	Non-indigenous	48104
Glass House	Torres Strait Islander	45
Greenslopes	Aboriginal	684
Greenslopes	Both Aboriginal & Torres Strait Islander	38
Greenslopes	Non-indigenous	52864
Greenslopes	Torres Strait Islander	59
Gregory	Aboriginal	3072
Gregory	Both Aboriginal & Torres Strait Islander	232
Gregory	Non-indigenous	36078
Gregory	Torres Strait Islander	113
Gympie	Aboriginal	2087
Gympie	Both Aboriginal & Torres Strait Islander	138
Gympie	Non-indigenous	51898
Gympie	Torres Strait Islander	134
Hervey Bay	Aboriginal	2404
Hervey Bay	Both Aboriginal & Torres Strait Islander	145
Hervey Bay	Non-indigenous	52010
Hervey Bay	Torres Strait Islander	90
Hill	Aboriginal	4319
Hill	Both Aboriginal & Torres Strait Islander	967
Hill	Non-indigenous	51053
Hill	Torres Strait Islander	771
Hinchinbrook	Aboriginal	2895
Hinchinbrook	Both Aboriginal & Torres Strait Islander	348
Hinchinbrook	Non-indigenous	47736
Hinchinbrook	Torres Strait Islander	257
Inala	Aboriginal	2560
Inala	Both Aboriginal & Torres Strait Islander	190
Inala	Non-indigenous	62669
Inala	Torres Strait Islander	174
Ipswich	Aboriginal	2740
Ipswich	Both Aboriginal & Torres Strait Islander	149
Ipswich	Non-indigenous	47517
Ipswich	Torres Strait Islander	112
Ipswich West	Aboriginal	3283
Ipswich West	Both Aboriginal & Torres Strait Islander	130
Ipswich West	Non-indigenous	50319
Ipswich West	Torres Strait Islander	108
Jordan	Aboriginal	2125
Jordan	Both Aboriginal & Torres Strait Islander	122
Jordan	Non-indigenous	66773
Jordan	Torres Strait Islander	100
Kawana	Aboriginal	1173
Kawana	Both Aboriginal & Torres Strait Islander	43
Kawana	Non-indigenous	51191
Kawana	Torres Strait Islander	53
Keppel	Aboriginal	2745
Keppel	Both Aboriginal & Torres Strait Islander	242
Keppel	Non-indigenous	50346
Keppel	Torres Strait Islander	159
Kurwongbah	Aboriginal	1943
Kurwongbah	Both Aboriginal & Torres Strait Islander	97
Kurwongbah	Non-indigenous	55272
Kurwongbah	Torres Strait Islander	97
Lockyer	Aboriginal	2498
Lockyer	Both Aboriginal & Torres Strait Islander	127
Lockyer	Non-indigenous	50112
Lockyer	Torres Strait Islander	96
Logan	Aboriginal	2555
Logan	Both Aboriginal & Torres Strait Islander	130
Logan	Non-indigenous	62947
Logan	Torres Strait Islander	93
Lytton	Aboriginal	1467
Lytton	Both Aboriginal & Torres Strait Islander	101
Lytton	Non-indigenous	52688
Lytton	Torres Strait Islander	83
Macalister	Aboriginal	2418
Macalister	Both Aboriginal & Torres Strait Islander	113
Macalister	Non-indigenous	57920
Macalister	Torres Strait Islander	122
Mackay	Aboriginal	2461
Mackay	Both Aboriginal & Torres Strait Islander	731
Mackay	Non-indigenous	51800
Mackay	Torres Strait Islander	823
Maiwar	Aboriginal	480
Maiwar	Both Aboriginal & Torres Strait Islander	32
Maiwar	Non-indigenous	61882
Maiwar	Torres Strait Islander	52
Mansfield	Aboriginal	719
Mansfield	Both Aboriginal & Torres Strait Islander	87
Mansfield	Non-indigenous	56744
Mansfield	Torres Strait Islander	67
Maroochydore	Aboriginal	929
Maroochydore	Both Aboriginal & Torres Strait Islander	35
Maroochydore	Non-indigenous	49688
Maroochydore	Torres Strait Islander	49
Maryborough	Aboriginal	2567
Maryborough	Both Aboriginal & Torres Strait Islander	138
Maryborough	Non-indigenous	50074
Maryborough	Torres Strait Islander	149
McConnel	Aboriginal	828
McConnel	Both Aboriginal & Torres Strait Islander	49
McConnel	Non-indigenous	67288
McConnel	Torres Strait Islander	75
Mermaid Beach	Aboriginal	785
Mermaid Beach	Both Aboriginal & Torres Strait Islander	26
Mermaid Beach	Non-indigenous	52881
Mermaid Beach	Torres Strait Islander	42
Miller	Aboriginal	576
Miller	Both Aboriginal & Torres Strait Islander	40
Miller	Non-indigenous	49627
Miller	Torres Strait Islander	49
Mirani	Aboriginal	2287
Mirani	Both Aboriginal & Torres Strait Islander	311
Mirani	Non-indigenous	47270
Mirani	Torres Strait Islander	322
Moggill	Aboriginal	367
Moggill	Both Aboriginal & Torres Strait Islander	29
Moggill	Non-indigenous	50224
Moggill	Torres Strait Islander	22
Morayfield	Aboriginal	3396
Morayfield	Both Aboriginal & Torres Strait Islander	209
Morayfield	Non-indigenous	55361
Morayfield	Torres Strait Islander	114
Mount Ommaney	Aboriginal	641
Mount Ommaney	Both Aboriginal & Torres Strait Islander	39
Mount Ommaney	Non-indigenous	51103
Mount Ommaney	Torres Strait Islander	37
Mudgeeraba	Aboriginal	1048
Mudgeeraba	Both Aboriginal & Torres Strait Islander	49
Mudgeeraba	Non-indigenous	57566
Mudgeeraba	Torres Strait Islander	44
Mulgrave	Aboriginal	6088
Mulgrave	Both Aboriginal & Torres Strait Islander	1679
Mulgrave	Non-indigenous	46676
Mulgrave	Torres Strait Islander	1480
Mundingburra	Aboriginal	3097
Mundingburra	Both Aboriginal & Torres Strait Islander	606
Mundingburra	Non-indigenous	47001
Mundingburra	Torres Strait Islander	501
Murrumba	Aboriginal	2356
Murrumba	Both Aboriginal & Torres Strait Islander	152
Murrumba	Non-indigenous	66107
Murrumba	Torres Strait Islander	132
Nanango	Aboriginal	3758
Nanango	Both Aboriginal & Torres Strait Islander	181
Nanango	Non-indigenous	48497
Nanango	Torres Strait Islander	55
Nicklin	Aboriginal	1445
Nicklin	Both Aboriginal & Torres Strait Islander	90
Nicklin	Non-indigenous	48136
Nicklin	Torres Strait Islander	75
Ninderry	Aboriginal	1125
Ninderry	Both Aboriginal & Torres Strait Islander	74
Ninderry	Non-indigenous	55185
Ninderry	Torres Strait Islander	57
Noosa	Aboriginal	735
Noosa	Both Aboriginal & Torres Strait Islander	13
Noosa	Non-indigenous	48289
Noosa	Torres Strait Islander	27
Nudgee	Aboriginal	1281
Nudgee	Both Aboriginal & Torres Strait Islander	114
Nudgee	Non-indigenous	54680
Nudgee	Torres Strait Islander	100
Oodgeroo	Aboriginal	1023
Oodgeroo	Both Aboriginal & Torres Strait Islander	59
Oodgeroo	Non-indigenous	43721
Oodgeroo	Torres Strait Islander	44
Pine Rivers	Aboriginal	1344
Pine Rivers	Both Aboriginal & Torres Strait Islander	100
Pine Rivers	Non-indigenous	54062
Pine Rivers	Torres Strait Islander	94
Pumicestone	Aboriginal	1933
Pumicestone	Both Aboriginal & Torres Strait Islander	86
Pumicestone	Non-indigenous	50149
Pumicestone	Torres Strait Islander	72
Redcliffe	Aboriginal	1644
Redcliffe	Both Aboriginal & Torres Strait Islander	88
Redcliffe	Non-indigenous	51276
Redcliffe	Torres Strait Islander	84
Redlands	Aboriginal	1481
Redlands	Both Aboriginal & Torres Strait Islander	96
Redlands	Non-indigenous	52354
Redlands	Torres Strait Islander	90
Rockhampton	Aboriginal	4362
Rockhampton	Both Aboriginal & Torres Strait Islander	345
Rockhampton	Non-indigenous	48943
Rockhampton	Torres Strait Islander	269
Sandgate	Aboriginal	1329
Sandgate	Both Aboriginal & Torres Strait Islander	81
Sandgate	Non-indigenous	52997
Sandgate	Torres Strait Islander	92
Scenic Rim	Aboriginal	1906
Scenic Rim	Both Aboriginal & Torres Strait Islander	119
Scenic Rim	Non-indigenous	52501
Scenic Rim	Torres Strait Islander	95
South Brisbane	Aboriginal	825
South Brisbane	Both Aboriginal & Torres Strait Islander	87
South Brisbane	Non-indigenous	64250
South Brisbane	Torres Strait Islander	62
Southern Downs	Aboriginal	2808
Southern Downs	Both Aboriginal & Torres Strait Islander	81
Southern Downs	Non-indigenous	46867
Southern Downs	Torres Strait Islander	66
Southport	Aboriginal	982
Southport	Both Aboriginal & Torres Strait Islander	55
Southport	Non-indigenous	55930
Southport	Torres Strait Islander	47
Springwood	Aboriginal	965
Springwood	Both Aboriginal & Torres Strait Islander	77
Springwood	Non-indigenous	51966
Springwood	Torres Strait Islander	56
Stafford	Aboriginal	1168
Stafford	Both Aboriginal & Torres Strait Islander	104
Stafford	Non-indigenous	55458
Stafford	Torres Strait Islander	84
Stretton	Aboriginal	561
Stretton	Both Aboriginal & Torres Strait Islander	34
Stretton	Non-indigenous	59184
Stretton	Torres Strait Islander	36
Surfers Paradise	Aboriginal	583
Surfers Paradise	Both Aboriginal & Torres Strait Islander	29
Surfers Paradise	Non-indigenous	55263
Surfers Paradise	Torres Strait Islander	34
Theodore	Aboriginal	1426
Theodore	Both Aboriginal & Torres Strait Islander	57
Theodore	Non-indigenous	57893
Theodore	Torres Strait Islander	35
Thuringowa	Aboriginal	4279
Thuringowa	Both Aboriginal & Torres Strait Islander	968
Thuringowa	Non-indigenous	45913
Thuringowa	Torres Strait Islander	847
Toohey	Aboriginal	782
Toohey	Both Aboriginal & Torres Strait Islander	75
Toohey	Non-indigenous	56564
Toohey	Torres Strait Islander	62
Toowoomba North	Aboriginal	2858
Toowoomba North	Both Aboriginal & Torres Strait Islander	100
Toowoomba North	Non-indigenous	51689
Toowoomba North	Torres Strait Islander	81
Toowoomba South	Aboriginal	2368
Toowoomba South	Both Aboriginal & Torres Strait Islander	95
Toowoomba South	Non-indigenous	54856
Toowoomba South	Torres Strait Islander	97
Townsville	Aboriginal	3943
Townsville	Both Aboriginal & Torres Strait Islander	888
Townsville	Non-indigenous	45019
Townsville	Torres Strait Islander	526
Traeger	Aboriginal	8877
Traeger	Both Aboriginal & Torres Strait Islander	392
Traeger	Non-indigenous	33657
Traeger	Torres Strait Islander	193
Warrego	Aboriginal	4683
Warrego	Both Aboriginal & Torres Strait Islander	128
Warrego	Non-indigenous	38044
Warrego	Torres Strait Islander	101
Waterford	Aboriginal	2402
Waterford	Both Aboriginal & Torres Strait Islander	237
Waterford	Non-indigenous	58217
Waterford	Torres Strait Islander	170
Whitsunday	Aboriginal	1793
Whitsunday	Both Aboriginal & Torres Strait Islander	394
Whitsunday	Non-indigenous	51807
Whitsunday	Torres Strait Islander	313
Woodridge	Aboriginal	3115
Woodridge	Both Aboriginal & Torres Strait Islander	312
Woodridge	Non-indigenous	67502
Woodridge	Torres Strait Islander	250
No usual address (Qld)	Aboriginal	1025
No usual address (Qld)	Both Aboriginal & Torres Strait Islander	84
No usual address (Qld)	Non-indigenous	13489
No usual address (Qld)	Torres Strait Islander	72
Migratory - Offshore - Shipping (Qld)	Non-indigenous	183
Adelaide	Aboriginal	473
Adelaide	Both Aboriginal & Torres Strait Islander	16
Adelaide	Non-indigenous	44115
Adelaide	Torres Strait Islander	23
Badcoe	Aboriginal	456
Badcoe	Both Aboriginal & Torres Strait Islander	13
Badcoe	Non-indigenous	40061
Badcoe	Torres Strait Islander	13
Black	Aboriginal	312
Black	Both Aboriginal & Torres Strait Islander	10
Black	Non-indigenous	35170
Black	Torres Strait Islander	19
Bragg	Aboriginal	135
Bragg	Both Aboriginal & Torres Strait Islander	11
Bragg	Non-indigenous	37725
Bragg	Torres Strait Islander	6
Chaffey	Aboriginal	1277
Chaffey	Both Aboriginal & Torres Strait Islander	38
Chaffey	Non-indigenous	35391
Chaffey	Torres Strait Islander	23
Cheltenham	Aboriginal	816
Cheltenham	Both Aboriginal & Torres Strait Islander	29
Cheltenham	Non-indigenous	38214
Cheltenham	Torres Strait Islander	19
Colton	Aboriginal	311
Colton	Both Aboriginal & Torres Strait Islander	19
Colton	Non-indigenous	36793
Colton	Torres Strait Islander	12
Croydon	Aboriginal	811
Croydon	Both Aboriginal & Torres Strait Islander	20
Croydon	Non-indigenous	42019
Croydon	Torres Strait Islander	22
Davenport	Aboriginal	337
Davenport	Non-indigenous	36110
Davenport	Torres Strait Islander	10
Dunstan	Aboriginal	192
Dunstan	Both Aboriginal & Torres Strait Islander	5
Dunstan	Non-indigenous	38186
Dunstan	Torres Strait Islander	10
Elder	Aboriginal	370
Elder	Both Aboriginal & Torres Strait Islander	12
Elder	Non-indigenous	38818
Elder	Torres Strait Islander	12
Elizabeth	Aboriginal	1659
Elizabeth	Both Aboriginal & Torres Strait Islander	34
Elizabeth	Non-indigenous	38608
Elizabeth	Torres Strait Islander	42
Enfield	Aboriginal	862
Enfield	Both Aboriginal & Torres Strait Islander	13
Enfield	Non-indigenous	43070
Enfield	Torres Strait Islander	16
Finniss	Aboriginal	539
Finniss	Both Aboriginal & Torres Strait Islander	10
Finniss	Non-indigenous	33443
Finniss	Torres Strait Islander	16
Flinders	Aboriginal	2585
Flinders	Both Aboriginal & Torres Strait Islander	16
Flinders	Non-indigenous	33200
Flinders	Torres Strait Islander	48
Florey	Aboriginal	778
Florey	Both Aboriginal & Torres Strait Islander	11
Florey	Non-indigenous	37848
Florey	Torres Strait Islander	15
Frome	Aboriginal	834
Frome	Both Aboriginal & Torres Strait Islander	9
Frome	Non-indigenous	37153
Frome	Torres Strait Islander	25
Gibson	Aboriginal	490
Gibson	Both Aboriginal & Torres Strait Islander	10
Gibson	Non-indigenous	37769
Giles	Aboriginal	4595
Giles	Both Aboriginal & Torres Strait Islander	86
Giles	Non-indigenous	31539
Giles	Torres Strait Islander	48
Hammond	Aboriginal	1488
Hammond	Both Aboriginal & Torres Strait Islander	14
Hammond	Non-indigenous	35459
Hammond	Torres Strait Islander	27
Hartley	Aboriginal	313
Hartley	Both Aboriginal & Torres Strait Islander	19
Hartley	Non-indigenous	39405
Hartley	Torres Strait Islander	20
Heysen	Aboriginal	188
Heysen	Non-indigenous	35073
Heysen	Torres Strait Islander	3
Hurtle Vale	Aboriginal	662
Hurtle Vale	Both Aboriginal & Torres Strait Islander	29
Hurtle Vale	Non-indigenous	34242
Hurtle Vale	Torres Strait Islander	5
Kaurna	Aboriginal	935
Kaurna	Both Aboriginal & Torres Strait Islander	25
Kaurna	Non-indigenous	38922
Kaurna	Torres Strait Islander	34
Kavel	Aboriginal	446
Kavel	Both Aboriginal & Torres Strait Islander	4
Kavel	Non-indigenous	37773
Kavel	Torres Strait Islander	27
King	Aboriginal	498
King	Both Aboriginal & Torres Strait Islander	17
King	Non-indigenous	35983
King	Torres Strait Islander	17
Lee	Aboriginal	560
Lee	Both Aboriginal & Torres Strait Islander	17
Lee	Non-indigenous	32883
Lee	Torres Strait Islander	17
Light	Aboriginal	923
Light	Both Aboriginal & Torres Strait Islander	27
Light	Non-indigenous	35103
Light	Torres Strait Islander	42
Mackillop	Aboriginal	888
Mackillop	Both Aboriginal & Torres Strait Islander	35
Mackillop	Non-indigenous	37831
Mackillop	Torres Strait Islander	23
Mawson	Aboriginal	629
Mawson	Both Aboriginal & Torres Strait Islander	13
Mawson	Non-indigenous	36562
Mawson	Torres Strait Islander	12
Morialta	Aboriginal	256
Morialta	Both Aboriginal & Torres Strait Islander	17
Morialta	Non-indigenous	36843
Morialta	Torres Strait Islander	12
Morphett	Aboriginal	380
Morphett	Both Aboriginal & Torres Strait Islander	17
Morphett	Non-indigenous	34462
Morphett	Torres Strait Islander	11
Mount Gambier	Aboriginal	956
Mount Gambier	Both Aboriginal & Torres Strait Islander	18
Mount Gambier	Non-indigenous	34520
Mount Gambier	Torres Strait Islander	26
Narungga	Aboriginal	1081
Narungga	Both Aboriginal & Torres Strait Islander	26
Narungga	Non-indigenous	31387
Narungga	Torres Strait Islander	27
Newland	Aboriginal	431
Newland	Both Aboriginal & Torres Strait Islander	9
Newland	Non-indigenous	35924
Newland	Torres Strait Islander	9
Playford	Aboriginal	892
Playford	Both Aboriginal & Torres Strait Islander	18
Playford	Non-indigenous	40206
Playford	Torres Strait Islander	20
Port Adelaide	Aboriginal	1169
Port Adelaide	Both Aboriginal & Torres Strait Islander	30
Port Adelaide	Non-indigenous	34918
Port Adelaide	Torres Strait Islander	33
Ramsay	Aboriginal	1399
Ramsay	Both Aboriginal & Torres Strait Islander	30
Ramsay	Non-indigenous	41588
Ramsay	Torres Strait Islander	31
Reynell	Aboriginal	811
