SED_NAME21	Religion	Denomination	Sex	persons
Lismore	Christianity	(Other)	M	100
Lismore	Christianity	Anglican	F	5106
Lismore	Christianity	Anglican	M	4410
Lismore	Christianity	Baptist	F	298
Lismore	Christianity	Baptist	M	247
Lismore	Christianity	Brethren	F	8
Lismore	Christianity	Brethren	M	5
Lismore	Christianity	Catholic	F	7069
Lismore	Christianity	Catholic	M	6229
Lismore	Christianity	Churches Of Christ	F	32
Lismore	Christianity	Churches Of Christ	M	19
Lismore	Christianity	Eastern Orthodox	F	77
Lismore	Christianity	Eastern Orthodox	M	77
Lismore	Christianity	Jehovah's Witnesses	F	188
Lismore	Christianity	Jehovah's Witnesses	M	150
Lismore	Christianity	Latter Day Saints	F	48
Lismore	Christianity	Latter Day Saints	M	37
Lismore	Christianity	Lutheran	F	70
Lismore	Christianity	Lutheran	M	54
Lismore	Christianity	Oriental Orthodox	F	9
Lismore	Christianity	Oriental Orthodox	M	3
Lismore	Christianity	Pentecostal	F	384
Lismore	Christianity	Pentecostal	M	319
Lismore	Christianity	Presbyterian Reformed	F	1365
Lismore	Christianity	Presbyterian Reformed	M	1246
Lismore	Christianity	Protestant (Other)	F	85
Lismore	Christianity	Protestant (Other)	M	84
Lismore	Christianity	Salvation Army	F	81
Lismore	Christianity	Salvation Army	M	67
Lismore	Christianity	Seventh Day Adventist	F	350
Lismore	Christianity	Seventh Day Adventist	M	326
Lismore	Christianity	Uniting Church	F	1451
Lismore	Christianity	Uniting Church	M	1194
Lismore	Hinduism		F	290
Lismore	Hinduism		M	311
Lismore	Islam		F	84
Lismore	Islam		M	89
Lismore	Judaism		F	39
Lismore	Judaism		M	41
Lismore	No religion		F	15480
Lismore	No religion		M	16537
Liverpool	(Other)		F	3874
Liverpool	(Other)		M	4006
Liverpool	(Other)	(Other)	F	2051
Liverpool	(Other)	(Other)	M	2038
Liverpool	(Other)	Australian Aboriginal Traditional	F	4
Liverpool	(Other)	Australian Aboriginal Traditional	M	3
Liverpool	(Other)	Other spiritual beliefs	F	48
Liverpool	(Other)	Other spiritual beliefs	M	48
Liverpool	(Other)	Secular beliefs	F	37
Liverpool	(Other)	Secular beliefs	M	57
Liverpool	(Other)	Sikhism	F	217
Liverpool	(Other)	Sikhism	M	252
Liverpool	Buddhism		F	4203
Liverpool	Buddhism		M	3558
Liverpool	Christianity		F	2116
Liverpool	Christianity		M	2007
Liverpool	Christianity	(Other)	F	44
Liverpool	Christianity	(Other)	M	44
Liverpool	Christianity	Anglican	F	2121
Liverpool	Christianity	Anglican	M	1861
Liverpool	Christianity	Assyrian Apostolic	F	654
Liverpool	Christianity	Assyrian Apostolic	M	570
Liverpool	Christianity	Baptist	F	662
Liverpool	Christianity	Baptist	M	589
Liverpool	Christianity	Brethren	F	3
Liverpool	Christianity	Brethren	M	6
Liverpool	Christianity	Catholic	F	11981
Liverpool	Christianity	Catholic	M	11155
Liverpool	Christianity	Churches Of Christ	F	9
Liverpool	Christianity	Churches Of Christ	M	12
Liverpool	Christianity	Eastern Orthodox	F	2721
Liverpool	Christianity	Eastern Orthodox	M	2638
Liverpool	Christianity	Jehovah's Witnesses	F	156
Liverpool	Christianity	Jehovah's Witnesses	M	118
Liverpool	Christianity	Latter Day Saints	F	285
Liverpool	Christianity	Latter Day Saints	M	259
Liverpool	Christianity	Lutheran	F	42
Liverpool	Christianity	Lutheran	M	30
Liverpool	Christianity	Oriental Orthodox	F	377
Liverpool	Christianity	Oriental Orthodox	M	383
Liverpool	Christianity	Pentecostal	F	609
Liverpool	Christianity	Pentecostal	M	564
Liverpool	Christianity	Presbyterian Reformed	F	363
Liverpool	Christianity	Presbyterian Reformed	M	300
Liverpool	Christianity	Protestant (Other)	F	258
Liverpool	Christianity	Protestant (Other)	M	226
Liverpool	Christianity	Salvation Army	F	23
Liverpool	Christianity	Salvation Army	M	24
Liverpool	Christianity	Seventh Day Adventist	F	173
Liverpool	Christianity	Seventh Day Adventist	M	132
Liverpool	Christianity	Uniting Church	F	292
Liverpool	Christianity	Uniting Church	M	251
Liverpool	Hinduism		F	2286
Liverpool	Hinduism		M	2303
Liverpool	Islam		F	7767
Liverpool	Islam		M	7928
Liverpool	Judaism		F	9
Liverpool	Judaism		M	14
Liverpool	No religion		F	5585
Liverpool	No religion		M	6653
Londonderry	(Other)		F	5132
Londonderry	(Other)		M	5649
Londonderry	(Other)	(Other)	F	228
Londonderry	(Other)	(Other)	M	203
Londonderry	(Other)	Australian Aboriginal Traditional	F	13
Londonderry	(Other)	Australian Aboriginal Traditional	M	11
Londonderry	(Other)	Other spiritual beliefs	F	89
Londonderry	(Other)	Other spiritual beliefs	M	67
Londonderry	(Other)	Secular beliefs	F	81
Londonderry	(Other)	Secular beliefs	M	108
Londonderry	(Other)	Sikhism	F	1254
Londonderry	(Other)	Sikhism	M	1403
Londonderry	Buddhism		F	863
Londonderry	Buddhism		M	724
Londonderry	Christianity		F	2286
Londonderry	Christianity		M	2085
Londonderry	Christianity	(Other)	F	62
Londonderry	Christianity	(Other)	M	50
Londonderry	Christianity	Anglican	F	6536
Londonderry	Christianity	Anglican	M	5453
Londonderry	Christianity	Assyrian Apostolic	F	27
Londonderry	Christianity	Assyrian Apostolic	M	33
Londonderry	Christianity	Baptist	F	594
Londonderry	Christianity	Baptist	M	546
Londonderry	Christianity	Brethren	F	16
Londonderry	Christianity	Brethren	M	20
Londonderry	Christianity	Catholic	F	15819
Londonderry	Christianity	Catholic	M	14828
Londonderry	Christianity	Churches Of Christ	F	62
Londonderry	Christianity	Churches Of Christ	M	65
Londonderry	Christianity	Eastern Orthodox	F	831
Londonderry	Christianity	Eastern Orthodox	M	794
Londonderry	Christianity	Jehovah's Witnesses	F	233
Londonderry	Christianity	Jehovah's Witnesses	M	191
Londonderry	Christianity	Latter Day Saints	F	397
Londonderry	Christianity	Latter Day Saints	M	359
Londonderry	Christianity	Lutheran	F	79
Londonderry	Christianity	Lutheran	M	68
Londonderry	Christianity	Oriental Orthodox	F	319
Londonderry	Christianity	Oriental Orthodox	M	355
Londonderry	Christianity	Pentecostal	F	935
Londonderry	Christianity	Pentecostal	M	863
Londonderry	Christianity	Presbyterian Reformed	F	1063
Londonderry	Christianity	Presbyterian Reformed	M	867
Londonderry	Christianity	Protestant (Other)	F	515
Londonderry	Christianity	Protestant (Other)	M	445
Londonderry	Christianity	Salvation Army	F	85
Londonderry	Christianity	Salvation Army	M	40
Londonderry	Christianity	Seventh Day Adventist	F	246
Londonderry	Christianity	Seventh Day Adventist	M	212
Londonderry	Christianity	Uniting Church	F	815
Londonderry	Christianity	Uniting Church	M	677
Londonderry	Hinduism		F	4723
Londonderry	Hinduism		M	4755
Londonderry	Islam		F	2977
Londonderry	Islam		M	3093
Londonderry	Judaism		F	12
Londonderry	Judaism		M	19
Londonderry	No religion		F	14393
Londonderry	No religion		M	15877
Macquarie Fields	(Other)		F	3723
Macquarie Fields	(Other)		M	3665
Macquarie Fields	(Other)	(Other)	F	450
Macquarie Fields	(Other)	(Other)	M	389
Macquarie Fields	(Other)	Other spiritual beliefs	F	78
Macquarie Fields	(Other)	Other spiritual beliefs	M	57
Macquarie Fields	(Other)	Secular beliefs	F	61
Macquarie Fields	(Other)	Secular beliefs	M	103
Macquarie Fields	(Other)	Sikhism	F	644
Macquarie Fields	(Other)	Sikhism	M	670
Macquarie Fields	Buddhism		F	1933
Macquarie Fields	Buddhism		M	1504
Macquarie Fields	Christianity		F	2050
Macquarie Fields	Christianity		M	1900
Macquarie Fields	Christianity	(Other)	F	58
Macquarie Fields	Christianity	(Other)	M	55
Macquarie Fields	Christianity	Anglican	F	4799
Macquarie Fields	Christianity	Anglican	M	4078
Macquarie Fields	Christianity	Assyrian Apostolic	F	129
Macquarie Fields	Christianity	Assyrian Apostolic	M	124
Macquarie Fields	Christianity	Baptist	F	749
Macquarie Fields	Christianity	Baptist	M	645
Macquarie Fields	Christianity	Brethren	F	11
Macquarie Fields	Christianity	Brethren	M	15
Macquarie Fields	Christianity	Catholic	F	12897
Macquarie Fields	Christianity	Catholic	M	11569
Macquarie Fields	Christianity	Churches Of Christ	F	41
Macquarie Fields	Christianity	Churches Of Christ	M	30
Macquarie Fields	Christianity	Eastern Orthodox	F	1411
Macquarie Fields	Christianity	Eastern Orthodox	M	1381
Macquarie Fields	Christianity	Jehovah's Witnesses	F	464
Macquarie Fields	Christianity	Jehovah's Witnesses	M	404
Macquarie Fields	Christianity	Latter Day Saints	F	403
Macquarie Fields	Christianity	Latter Day Saints	M	380
Macquarie Fields	Christianity	Lutheran	F	72
Macquarie Fields	Christianity	Lutheran	M	63
Macquarie Fields	Christianity	Oriental Orthodox	F	562
Macquarie Fields	Christianity	Oriental Orthodox	M	575
Macquarie Fields	Christianity	Pentecostal	F	914
Macquarie Fields	Christianity	Pentecostal	M	752
Macquarie Fields	Christianity	Presbyterian Reformed	F	714
Macquarie Fields	Christianity	Presbyterian Reformed	M	634
Macquarie Fields	Christianity	Protestant (Other)	F	295
Macquarie Fields	Christianity	Protestant (Other)	M	282
Macquarie Fields	Christianity	Salvation Army	F	46
Macquarie Fields	Christianity	Salvation Army	M	35
Macquarie Fields	Christianity	Seventh Day Adventist	F	297
Macquarie Fields	Christianity	Seventh Day Adventist	M	274
Macquarie Fields	Christianity	Uniting Church	F	615
Macquarie Fields	Christianity	Uniting Church	M	547
Macquarie Fields	Hinduism		F	6064
Macquarie Fields	Hinduism		M	6168
Macquarie Fields	Islam		F	8417
Macquarie Fields	Islam		M	8664
Macquarie Fields	Judaism		F	12
Macquarie Fields	Judaism		M	14
Macquarie Fields	No religion		F	9051
Macquarie Fields	No religion		M	10468
Maitland	(Other)		F	2267
Maitland	(Other)		M	2529
Maitland	(Other)	(Other)	F	181
Maitland	(Other)	(Other)	M	86
Maitland	(Other)	Australian Aboriginal Traditional	F	10
Maitland	(Other)	Australian Aboriginal Traditional	M	3
Maitland	(Other)	Other spiritual beliefs	F	75
Maitland	(Other)	Other spiritual beliefs	M	49
Maitland	(Other)	Secular beliefs	F	107
Maitland	(Other)	Secular beliefs	M	125
Maitland	(Other)	Sikhism	F	133
Maitland	(Other)	Sikhism	M	161
Maitland	Buddhism		F	299
Maitland	Buddhism		M	201
Maitland	Christianity		F	1039
Maitland	Christianity		M	898
Maitland	Christianity	(Other)	F	24
Maitland	Christianity	(Other)	M	29
Maitland	Christianity	Anglican	F	8932
Maitland	Christianity	Anglican	M	7571
Maitland	Christianity	Baptist	F	679
Maitland	Christianity	Baptist	M	638
Maitland	Christianity	Brethren	F	92
Maitland	Christianity	Brethren	M	98
Maitland	Christianity	Catholic	F	11026
Maitland	Christianity	Catholic	M	9659
Maitland	Christianity	Churches Of Christ	F	39
Maitland	Christianity	Churches Of Christ	M	28
Maitland	Christianity	Eastern Orthodox	F	149
Maitland	Christianity	Eastern Orthodox	M	148
Maitland	Christianity	Jehovah's Witnesses	F	136
Maitland	Christianity	Jehovah's Witnesses	M	82
Maitland	Christianity	Latter Day Saints	F	99
Maitland	Christianity	Latter Day Saints	M	72
Maitland	Christianity	Lutheran	F	64
Maitland	Christianity	Lutheran	M	39
Maitland	Christianity	Oriental Orthodox	F	18
Maitland	Christianity	Oriental Orthodox	M	13
Maitland	Christianity	Pentecostal	F	419
Maitland	Christianity	Pentecostal	M	326
Maitland	Christianity	Presbyterian Reformed	F	1067
Maitland	Christianity	Presbyterian Reformed	M	917
Maitland	Christianity	Protestant (Other)	F	305
Maitland	Christianity	Protestant (Other)	M	227
Maitland	Christianity	Salvation Army	F	173
Maitland	Christianity	Salvation Army	M	141
Maitland	Christianity	Seventh Day Adventist	F	105
Maitland	Christianity	Seventh Day Adventist	M	93
Maitland	Christianity	Uniting Church	F	1784
Maitland	Christianity	Uniting Church	M	1277
Maitland	Hinduism		F	307
Maitland	Hinduism		M	340
Maitland	Islam		F	247
Maitland	Islam		M	289
Maitland	Judaism		F	29
Maitland	Judaism		M	14
Maitland	No religion		F	16508
Maitland	No religion		M	17863
Manly	(Other)		F	2026
Manly	(Other)		M	2218
Manly	(Other)	(Other)	F	130
Manly	(Other)	(Other)	M	90
Manly	(Other)	Australian Aboriginal Traditional	F	3
Manly	(Other)	Other spiritual beliefs	F	142
Manly	(Other)	Other spiritual beliefs	M	91
Manly	(Other)	Secular beliefs	F	126
Manly	(Other)	Secular beliefs	M	150
Manly	(Other)	Sikhism	F	68
Manly	(Other)	Sikhism	M	59
Manly	Buddhism		F	571
Manly	Buddhism		M	383
Manly	Christianity		F	663
Manly	Christianity		M	539
Manly	Christianity	(Other)	F	19
Manly	Christianity	(Other)	M	20
Manly	Christianity	Anglican	F	5897
Manly	Christianity	Anglican	M	5145
Manly	Christianity	Assyrian Apostolic	F	7
Manly	Christianity	Baptist	F	278
Manly	Christianity	Baptist	M	259
Manly	Christianity	Brethren	F	4
Manly	Christianity	Catholic	F	9932
Manly	Christianity	Catholic	M	8783
Manly	Christianity	Churches Of Christ	F	9
Manly	Christianity	Churches Of Christ	M	15
Manly	Christianity	Eastern Orthodox	F	638
Manly	Christianity	Eastern Orthodox	M	539
Manly	Christianity	Jehovah's Witnesses	F	88
Manly	Christianity	Jehovah's Witnesses	M	95
Manly	Christianity	Latter Day Saints	F	48
Manly	Christianity	Latter Day Saints	M	40
Manly	Christianity	Lutheran	F	121
Manly	Christianity	Lutheran	M	107
Manly	Christianity	Oriental Orthodox	F	45
Manly	Christianity	Oriental Orthodox	M	42
Manly	Christianity	Pentecostal	F	196
Manly	Christianity	Pentecostal	M	149
Manly	Christianity	Presbyterian Reformed	F	639
Manly	Christianity	Presbyterian Reformed	M	555
Manly	Christianity	Protestant (Other)	F	138
Manly	Christianity	Protestant (Other)	M	136
Manly	Christianity	Salvation Army	F	29
Manly	Christianity	Salvation Army	M	4
Manly	Christianity	Seventh Day Adventist	F	36
Manly	Christianity	Seventh Day Adventist	M	23
Manly	Christianity	Uniting Church	F	721
Manly	Christianity	Uniting Church	M	525
Manly	Hinduism		F	255
Manly	Hinduism		M	327
Manly	Islam		F	175
Manly	Islam		M	203
Manly	Judaism		F	162
Manly	Judaism		M	139
Manly	No religion		F	19353
Manly	No religion		M	20086
Maroubra	(Other)		F	2888
Maroubra	(Other)		M	3999
Maroubra	(Other)	(Other)	F	136
Maroubra	(Other)	(Other)	M	103
Maroubra	(Other)	Australian Aboriginal Traditional	F	8
Maroubra	(Other)	Australian Aboriginal Traditional	M	10
Maroubra	(Other)	Other spiritual beliefs	F	97
Maroubra	(Other)	Other spiritual beliefs	M	59
Maroubra	(Other)	Secular beliefs	F	108
Maroubra	(Other)	Secular beliefs	M	127
Maroubra	(Other)	Sikhism	F	58
Maroubra	(Other)	Sikhism	M	54
Maroubra	Buddhism		F	1275
Maroubra	Buddhism		M	828
Maroubra	Christianity		F	899
Maroubra	Christianity		M	743
Maroubra	Christianity	(Other)	F	18
Maroubra	Christianity	(Other)	M	9
Maroubra	Christianity	Anglican	F	3819
Maroubra	Christianity	Anglican	M	3154
Maroubra	Christianity	Assyrian Apostolic	F	114
Maroubra	Christianity	Assyrian Apostolic	M	116
Maroubra	Christianity	Baptist	F	330
Maroubra	Christianity	Baptist	M	247
Maroubra	Christianity	Brethren	F	5
Maroubra	Christianity	Brethren	M	4
Maroubra	Christianity	Catholic	F	14043
Maroubra	Christianity	Catholic	M	12874
Maroubra	Christianity	Churches Of Christ	F	9
Maroubra	Christianity	Churches Of Christ	M	12
Maroubra	Christianity	Eastern Orthodox	F	3072
Maroubra	Christianity	Eastern Orthodox	M	2748
Maroubra	Christianity	Jehovah's Witnesses	F	101
Maroubra	Christianity	Jehovah's Witnesses	M	77
Maroubra	Christianity	Latter Day Saints	F	58
Maroubra	Christianity	Latter Day Saints	M	56
Maroubra	Christianity	Lutheran	F	75
Maroubra	Christianity	Lutheran	M	65
Maroubra	Christianity	Oriental Orthodox	F	136
Maroubra	Christianity	Oriental Orthodox	M	115
Maroubra	Christianity	Pentecostal	F	326
Maroubra	Christianity	Pentecostal	M	259
Maroubra	Christianity	Presbyterian Reformed	F	591
Maroubra	Christianity	Presbyterian Reformed	M	525
Maroubra	Christianity	Protestant (Other)	F	175
Maroubra	Christianity	Protestant (Other)	M	114
Maroubra	Christianity	Salvation Army	F	14
Maroubra	Christianity	Salvation Army	M	4
Maroubra	Christianity	Seventh Day Adventist	F	39
Maroubra	Christianity	Seventh Day Adventist	M	33
Maroubra	Christianity	Uniting Church	F	375
Maroubra	Christianity	Uniting Church	M	288
Maroubra	Hinduism		F	416
Maroubra	Hinduism		M	469
Maroubra	Islam		F	821
Maroubra	Islam		M	879
Maroubra	Judaism		F	1735
Maroubra	Judaism		M	1581
Maroubra	No religion		F	12607
Maroubra	No religion		M	13682
Miranda	(Other)		F	1986
Miranda	(Other)		M	2079
Miranda	(Other)	(Other)	F	94
Miranda	(Other)	(Other)	M	86
Miranda	(Other)	Australian Aboriginal Traditional	F	7
Miranda	(Other)	Other spiritual beliefs	F	69
Miranda	(Other)	Other spiritual beliefs	M	43
Miranda	(Other)	Secular beliefs	F	88
Miranda	(Other)	Secular beliefs	M	104
Miranda	(Other)	Sikhism	F	38
Miranda	(Other)	Sikhism	M	48
Miranda	Buddhism		F	795
Miranda	Buddhism		M	477
Miranda	Christianity		F	905
Miranda	Christianity		M	809
Miranda	Christianity	(Other)	F	30
Miranda	Christianity	(Other)	M	36
Miranda	Christianity	Anglican	F	6449
Miranda	Christianity	Anglican	M	5175
Miranda	Christianity	Assyrian Apostolic	F	5
Miranda	Christianity	Baptist	F	644
Miranda	Christianity	Baptist	M	557
Miranda	Christianity	Brethren	F	5
Miranda	Christianity	Brethren	M	7
Miranda	Christianity	Catholic	F	11169
Miranda	Christianity	Catholic	M	9917
Miranda	Christianity	Churches Of Christ	F	33
Miranda	Christianity	Churches Of Christ	M	28
Miranda	Christianity	Eastern Orthodox	F	2994
Miranda	Christianity	Eastern Orthodox	M	2943
Miranda	Christianity	Jehovah's Witnesses	F	88
Miranda	Christianity	Jehovah's Witnesses	M	49
Miranda	Christianity	Latter Day Saints	F	43
Miranda	Christianity	Latter Day Saints	M	38
Miranda	Christianity	Lutheran	F	83
Miranda	Christianity	Lutheran	M	84
Miranda	Christianity	Oriental Orthodox	F	320
Miranda	Christianity	Oriental Orthodox	M	322
Miranda	Christianity	Pentecostal	F	385
Miranda	Christianity	Pentecostal	M	315
Miranda	Christianity	Presbyterian Reformed	F	685
Miranda	Christianity	Presbyterian Reformed	M	591
Miranda	Christianity	Protestant (Other)	F	179
Miranda	Christianity	Protestant (Other)	M	149
Miranda	Christianity	Salvation Army	F	74
Miranda	Christianity	Salvation Army	M	65
Miranda	Christianity	Seventh Day Adventist	F	30
Miranda	Christianity	Seventh Day Adventist	M	23
Miranda	Christianity	Uniting Church	F	1001
Miranda	Christianity	Uniting Church	M	720
Miranda	Hinduism		F	339
Miranda	Hinduism		M	313
Miranda	Islam		F	631
Miranda	Islam		M	620
Miranda	Judaism		F	82
Miranda	Judaism		M	68
Miranda	No religion		F	11863
Miranda	No religion		M	13262
Monaro	(Other)		F	2790
Monaro	(Other)		M	3371
Monaro	(Other)	(Other)	F	193
Monaro	(Other)	(Other)	M	120
Monaro	(Other)	Australian Aboriginal Traditional	F	6
Monaro	(Other)	Australian Aboriginal Traditional	M	8
Monaro	(Other)	Other spiritual beliefs	F	84
Monaro	(Other)	Other spiritual beliefs	M	61
Monaro	(Other)	Secular beliefs	F	141
Monaro	(Other)	Secular beliefs	M	162
Monaro	(Other)	Sikhism	F	339
Monaro	(Other)	Sikhism	M	417
Monaro	Buddhism		F	426
Monaro	Buddhism		M	328
Monaro	Christianity		F	1000
Monaro	Christianity		M	907
Monaro	Christianity	(Other)	F	24
Monaro	Christianity	(Other)	M	22
Monaro	Christianity	Anglican	F	6168
Monaro	Christianity	Anglican	M	5423
Monaro	Christianity	Assyrian Apostolic	F	3
Monaro	Christianity	Assyrian Apostolic	M	4
Monaro	Christianity	Baptist	F	362
Monaro	Christianity	Baptist	M	371
Monaro	Christianity	Brethren	F	103
Monaro	Christianity	Brethren	M	103
Monaro	Christianity	Catholic	F	10038
Monaro	Christianity	Catholic	M	9529
Monaro	Christianity	Churches Of Christ	F	9
Monaro	Christianity	Churches Of Christ	M	6
Monaro	Christianity	Eastern Orthodox	F	839
Monaro	Christianity	Eastern Orthodox	M	873
Monaro	Christianity	Jehovah's Witnesses	F	101
Monaro	Christianity	Jehovah's Witnesses	M	67
Monaro	Christianity	Latter Day Saints	F	60
Monaro	Christianity	Latter Day Saints	M	53
Monaro	Christianity	Lutheran	F	221
Monaro	Christianity	Lutheran	M	179
Monaro	Christianity	Oriental Orthodox	F	24
Monaro	Christianity	Oriental Orthodox	M	27
Monaro	Christianity	Pentecostal	F	316
Monaro	Christianity	Pentecostal	M	259
Monaro	Christianity	Presbyterian Reformed	F	723
Monaro	Christianity	Presbyterian Reformed	M	673
Monaro	Christianity	Protestant (Other)	F	123
Monaro	Christianity	Protestant (Other)	M	132
Monaro	Christianity	Salvation Army	F	49
Monaro	Christianity	Salvation Army	M	64
Monaro	Christianity	Seventh Day Adventist	F	59
Monaro	Christianity	Seventh Day Adventist	M	65
Monaro	Christianity	Uniting Church	F	928
Monaro	Christianity	Uniting Church	M	786
Monaro	Hinduism		F	687
Monaro	Hinduism		M	833
Monaro	Islam		F	437
Monaro	Islam		M	525
Monaro	Judaism		F	26
Monaro	Judaism		M	36
Monaro	No religion		F	15641
Monaro	No religion		M	17649
Mount Druitt	(Other)		F	3830
Mount Druitt	(Other)		M	3734
Mount Druitt	(Other)	(Other)	F	160
Mount Druitt	(Other)	(Other)	M	125
Mount Druitt	(Other)	Australian Aboriginal Traditional	F	9
Mount Druitt	(Other)	Australian Aboriginal Traditional	M	7
Mount Druitt	(Other)	Other spiritual beliefs	F	47
Mount Druitt	(Other)	Other spiritual beliefs	M	45
Mount Druitt	(Other)	Secular beliefs	F	53
Mount Druitt	(Other)	Secular beliefs	M	63
Mount Druitt	(Other)	Sikhism	F	883
Mount Druitt	(Other)	Sikhism	M	1013
Mount Druitt	Buddhism		F	641
Mount Druitt	Buddhism		M	505
Mount Druitt	Christianity		F	2099
Mount Druitt	Christianity		M	1925
Mount Druitt	Christianity	(Other)	F	48
Mount Druitt	Christianity	(Other)	M	29
Mount Druitt	Christianity	Anglican	F	3432
Mount Druitt	Christianity	Anglican	M	3021
Mount Druitt	Christianity	Assyrian Apostolic	F	82
Mount Druitt	Christianity	Assyrian Apostolic	M	96
Mount Druitt	Christianity	Baptist	F	501
Mount Druitt	Christianity	Baptist	M	430
Mount Druitt	Christianity	Brethren	F	8
Mount Druitt	Christianity	Brethren	M	4
Mount Druitt	Christianity	Catholic	F	14289
Mount Druitt	Christianity	Catholic	M	13135
Mount Druitt	Christianity	Churches Of Christ	F	200
Mount Druitt	Christianity	Churches Of Christ	M	189
Mount Druitt	Christianity	Eastern Orthodox	F	702
Mount Druitt	Christianity	Eastern Orthodox	M	646
Mount Druitt	Christianity	Jehovah's Witnesses	F	192
Mount Druitt	Christianity	Jehovah's Witnesses	M	124
Mount Druitt	Christianity	Latter Day Saints	F	402
Mount Druitt	Christianity	Latter Day Saints	M	378
Mount Druitt	Christianity	Lutheran	F	28
Mount Druitt	Christianity	Lutheran	M	40
Mount Druitt	Christianity	Oriental Orthodox	F	738
Mount Druitt	Christianity	Oriental Orthodox	M	733
Mount Druitt	Christianity	Pentecostal	F	831
Mount Druitt	Christianity	Pentecostal	M	753
Mount Druitt	Christianity	Presbyterian Reformed	F	643
Mount Druitt	Christianity	Presbyterian Reformed	M	556
Mount Druitt	Christianity	Protestant (Other)	F	649
Mount Druitt	Christianity	Protestant (Other)	M	598
Mount Druitt	Christianity	Salvation Army	F	46
Mount Druitt	Christianity	Salvation Army	M	25
Mount Druitt	Christianity	Seventh Day Adventist	F	350
Mount Druitt	Christianity	Seventh Day Adventist	M	269
Mount Druitt	Christianity	Uniting Church	F	676
Mount Druitt	Christianity	Uniting Church	M	599
Mount Druitt	Hinduism		F	3138
Mount Druitt	Hinduism		M	3140
Mount Druitt	Islam		F	6081
Mount Druitt	Islam		M	6279
Mount Druitt	Judaism		F	6
Mount Druitt	Judaism		M	7
Mount Druitt	No religion		F	7162
Mount Druitt	No religion		M	8099
Mulgoa	(Other)		F	2009
Mulgoa	(Other)		M	2121
Mulgoa	(Other)	(Other)	F	306
Mulgoa	(Other)	(Other)	M	311
Mulgoa	(Other)	Other spiritual beliefs	F	31
Mulgoa	(Other)	Other spiritual beliefs	M	18
Mulgoa	(Other)	Secular beliefs	F	79
Mulgoa	(Other)	Secular beliefs	M	82
Mulgoa	(Other)	Sikhism	F	462
Mulgoa	(Other)	Sikhism	M	478
Mulgoa	Buddhism		F	1173
Mulgoa	Buddhism		M	945
Mulgoa	Christianity		F	1454
Mulgoa	Christianity		M	1372
Mulgoa	Christianity	(Other)	F	28
Mulgoa	Christianity	(Other)	M	32
Mulgoa	Christianity	Anglican	F	4921
Mulgoa	Christianity	Anglican	M	4281
Mulgoa	Christianity	Assyrian Apostolic	F	795
Mulgoa	Christianity	Assyrian Apostolic	M	743
Mulgoa	Christianity	Baptist	F	441
Mulgoa	Christianity	Baptist	M	414
Mulgoa	Christianity	Brethren	F	79
Mulgoa	Christianity	Brethren	M	94
Mulgoa	Christianity	Catholic	F	17042
Mulgoa	Christianity	Catholic	M	16244
Mulgoa	Christianity	Churches Of Christ	F	38
Mulgoa	Christianity	Churches Of Christ	M	37
Mulgoa	Christianity	Eastern Orthodox	F	1426
Mulgoa	Christianity	Eastern Orthodox	M	1482
Mulgoa	Christianity	Jehovah's Witnesses	F	151
Mulgoa	Christianity	Jehovah's Witnesses	M	125
Mulgoa	Christianity	Latter Day Saints	F	112
Mulgoa	Christianity	Latter Day Saints	M	101
Mulgoa	Christianity	Lutheran	F	61
Mulgoa	Christianity	Lutheran	M	78
Mulgoa	Christianity	Oriental Orthodox	F	409
Mulgoa	Christianity	Oriental Orthodox	M	438
Mulgoa	Christianity	Pentecostal	F	468
Mulgoa	Christianity	Pentecostal	M	425
Mulgoa	Christianity	Presbyterian Reformed	F	536
Mulgoa	Christianity	Presbyterian Reformed	M	440
Mulgoa	Christianity	Protestant (Other)	F	193
Mulgoa	Christianity	Protestant (Other)	M	199
Mulgoa	Christianity	Salvation Army	F	58
Mulgoa	Christianity	Salvation Army	M	45
Mulgoa	Christianity	Seventh Day Adventist	F	78
Mulgoa	Christianity	Seventh Day Adventist	M	75
Mulgoa	Christianity	Uniting Church	F	539
Mulgoa	Christianity	Uniting Church	M	459
Mulgoa	Hinduism		F	963
Mulgoa	Hinduism		M	966
Mulgoa	Islam		F	1884
Mulgoa	Islam		M	1992
Mulgoa	Judaism		F	6
Mulgoa	Judaism		M	7
Mulgoa	No religion		F	8295
Mulgoa	No religion		M	9602
Murray	(Other)		F	4114
Murray	(Other)		M	4527
Murray	(Other)	(Other)	F	79
Murray	(Other)	(Other)	M	72
Murray	(Other)	Australian Aboriginal Traditional	F	10
Murray	(Other)	Australian Aboriginal Traditional	M	10
Murray	(Other)	Other spiritual beliefs	F	28
Murray	(Other)	Other spiritual beliefs	M	30
Murray	(Other)	Secular beliefs	F	47
Murray	(Other)	Secular beliefs	M	75
Murray	(Other)	Sikhism	F	543
Murray	(Other)	Sikhism	M	650
Murray	Buddhism		F	286
Murray	Buddhism		M	207
Murray	Christianity		F	731
Murray	Christianity		M	652
Murray	Christianity	(Other)	F	17
Murray	Christianity	(Other)	M	16
Murray	Christianity	Anglican	F	6352
Murray	Christianity	Anglican	M	5482
Murray	Christianity	Baptist	F	349
Murray	Christianity	Baptist	M	301
Murray	Christianity	Brethren	F	119
Murray	Christianity	Brethren	M	115
Murray	Christianity	Catholic	F	12484
