SA4_NAME21	Religion	Denomination	Sex	persons
Sydney - Outer South West	(Other)	(Other)	M	555
Sydney - Outer South West	(Other)	Australian Aboriginal Traditional	F	20
Sydney - Outer South West	(Other)	Australian Aboriginal Traditional	M	13
Sydney - Outer South West	(Other)	Other spiritual beliefs	F	237
Sydney - Outer South West	(Other)	Other spiritual beliefs	M	150
Sydney - Outer South West	(Other)	Secular beliefs	F	240
Sydney - Outer South West	(Other)	Secular beliefs	M	320
Sydney - Outer South West	(Other)	Sikhism	F	968
Sydney - Outer South West	(Other)	Sikhism	M	1028
Sydney - Outer South West	Buddhism		F	3338
Sydney - Outer South West	Buddhism		M	2566
Sydney - Outer South West	Christianity		F	4466
Sydney - Outer South West	Christianity		M	4028
Sydney - Outer South West	Christianity	(Other)	F	179
Sydney - Outer South West	Christianity	(Other)	M	169
Sydney - Outer South West	Christianity	Anglican	F	22326
Sydney - Outer South West	Christianity	Anglican	M	19025
Sydney - Outer South West	Christianity	Assyrian Apostolic	F	170
Sydney - Outer South West	Christianity	Assyrian Apostolic	M	167
Sydney - Outer South West	Christianity	Baptist	F	2041
Sydney - Outer South West	Christianity	Baptist	M	1838
Sydney - Outer South West	Christianity	Brethren	F	307
Sydney - Outer South West	Christianity	Brethren	M	322
Sydney - Outer South West	Christianity	Catholic	F	39881
Sydney - Outer South West	Christianity	Catholic	M	36473
Sydney - Outer South West	Christianity	Churches Of Christ	F	129
Sydney - Outer South West	Christianity	Churches Of Christ	M	93
Sydney - Outer South West	Christianity	Eastern Orthodox	F	2660
Sydney - Outer South West	Christianity	Eastern Orthodox	M	2645
Sydney - Outer South West	Christianity	Jehovah's Witnesses	F	848
Sydney - Outer South West	Christianity	Jehovah's Witnesses	M	696
Sydney - Outer South West	Christianity	Latter Day Saints	F	875
Sydney - Outer South West	Christianity	Latter Day Saints	M	826
Sydney - Outer South West	Christianity	Lutheran	F	282
Sydney - Outer South West	Christianity	Lutheran	M	220
Sydney - Outer South West	Christianity	Oriental Orthodox	F	735
Sydney - Outer South West	Christianity	Oriental Orthodox	M	739
Sydney - Outer South West	Christianity	Pentecostal	F	2027
Sydney - Outer South West	Christianity	Pentecostal	M	1723
Sydney - Outer South West	Christianity	Presbyterian Reformed	F	2194
Sydney - Outer South West	Christianity	Presbyterian Reformed	M	1898
Sydney - Outer South West	Christianity	Protestant (Other)	F	726
Sydney - Outer South West	Christianity	Protestant (Other)	M	699
Sydney - Outer South West	Christianity	Salvation Army	F	214
Sydney - Outer South West	Christianity	Salvation Army	M	147
Sydney - Outer South West	Christianity	Seventh Day Adventist	F	611
Sydney - Outer South West	Christianity	Seventh Day Adventist	M	540
Sydney - Outer South West	Christianity	Uniting Church	F	2393
Sydney - Outer South West	Christianity	Uniting Church	M	2004
Sydney - Outer South West	Hinduism		F	6611
Sydney - Outer South West	Hinduism		M	6770
Sydney - Outer South West	Islam		F	11148
Sydney - Outer South West	Islam		M	11535
Sydney - Outer South West	Judaism		F	55
Sydney - Outer South West	Judaism		M	70
Sydney - Outer South West	No religion		F	35305
Sydney - Outer South West	No religion		M	39444
Sydney - Outer West and Blue Mountains	(Other)		F	10922
Sydney - Outer West and Blue Mountains	(Other)		M	11597
Sydney - Outer West and Blue Mountains	(Other)	(Other)	F	755
Sydney - Outer West and Blue Mountains	(Other)	(Other)	M	530
Sydney - Outer West and Blue Mountains	(Other)	Australian Aboriginal Traditional	F	31
Sydney - Outer West and Blue Mountains	(Other)	Australian Aboriginal Traditional	M	36
Sydney - Outer West and Blue Mountains	(Other)	Other spiritual beliefs	F	405
Sydney - Outer West and Blue Mountains	(Other)	Other spiritual beliefs	M	232
Sydney - Outer West and Blue Mountains	(Other)	Secular beliefs	F	493
Sydney - Outer West and Blue Mountains	(Other)	Secular beliefs	M	592
Sydney - Outer West and Blue Mountains	(Other)	Sikhism	F	1441
Sydney - Outer West and Blue Mountains	(Other)	Sikhism	M	1532
Sydney - Outer West and Blue Mountains	Buddhism		F	2251
Sydney - Outer West and Blue Mountains	Buddhism		M	1548
Sydney - Outer West and Blue Mountains	Christianity		F	4894
Sydney - Outer West and Blue Mountains	Christianity		M	4392
Sydney - Outer West and Blue Mountains	Christianity	(Other)	F	142
Sydney - Outer West and Blue Mountains	Christianity	(Other)	M	125
Sydney - Outer West and Blue Mountains	Christianity	Anglican	F	24937
Sydney - Outer West and Blue Mountains	Christianity	Anglican	M	20872
Sydney - Outer West and Blue Mountains	Christianity	Assyrian Apostolic	F	65
Sydney - Outer West and Blue Mountains	Christianity	Assyrian Apostolic	M	61
Sydney - Outer West and Blue Mountains	Christianity	Baptist	F	2257
Sydney - Outer West and Blue Mountains	Christianity	Baptist	M	1996
Sydney - Outer West and Blue Mountains	Christianity	Brethren	F	435
Sydney - Outer West and Blue Mountains	Christianity	Brethren	M	442
Sydney - Outer West and Blue Mountains	Christianity	Catholic	F	44550
Sydney - Outer West and Blue Mountains	Christianity	Catholic	M	40673
Sydney - Outer West and Blue Mountains	Christianity	Churches Of Christ	F	175
Sydney - Outer West and Blue Mountains	Christianity	Churches Of Christ	M	160
Sydney - Outer West and Blue Mountains	Christianity	Eastern Orthodox	F	2293
Sydney - Outer West and Blue Mountains	Christianity	Eastern Orthodox	M	2338
Sydney - Outer West and Blue Mountains	Christianity	Jehovah's Witnesses	F	590
Sydney - Outer West and Blue Mountains	Christianity	Jehovah's Witnesses	M	456
Sydney - Outer West and Blue Mountains	Christianity	Latter Day Saints	F	536
Sydney - Outer West and Blue Mountains	Christianity	Latter Day Saints	M	500
Sydney - Outer West and Blue Mountains	Christianity	Lutheran	F	365
Sydney - Outer West and Blue Mountains	Christianity	Lutheran	M	314
Sydney - Outer West and Blue Mountains	Christianity	Oriental Orthodox	F	560
Sydney - Outer West and Blue Mountains	Christianity	Oriental Orthodox	M	592
Sydney - Outer West and Blue Mountains	Christianity	Pentecostal	F	2148
Sydney - Outer West and Blue Mountains	Christianity	Pentecostal	M	1894
Sydney - Outer West and Blue Mountains	Christianity	Presbyterian Reformed	F	3185
Sydney - Outer West and Blue Mountains	Christianity	Presbyterian Reformed	M	2682
Sydney - Outer West and Blue Mountains	Christianity	Protestant (Other)	F	788
Sydney - Outer West and Blue Mountains	Christianity	Protestant (Other)	M	668
Sydney - Outer West and Blue Mountains	Christianity	Salvation Army	F	296
Sydney - Outer West and Blue Mountains	Christianity	Salvation Army	M	185
Sydney - Outer West and Blue Mountains	Christianity	Seventh Day Adventist	F	386
Sydney - Outer West and Blue Mountains	Christianity	Seventh Day Adventist	M	294
Sydney - Outer West and Blue Mountains	Christianity	Uniting Church	F	3127
Sydney - Outer West and Blue Mountains	Christianity	Uniting Church	M	2480
Sydney - Outer West and Blue Mountains	Hinduism		F	3888
Sydney - Outer West and Blue Mountains	Hinduism		M	3995
Sydney - Outer West and Blue Mountains	Islam		F	3396
Sydney - Outer West and Blue Mountains	Islam		M	3650
Sydney - Outer West and Blue Mountains	Judaism		F	139
Sydney - Outer West and Blue Mountains	Judaism		M	134
Sydney - Outer West and Blue Mountains	No religion		F	53415
Sydney - Outer West and Blue Mountains	No religion		M	58230
Sydney - Parramatta	(Other)		F	18406
Sydney - Parramatta	(Other)		M	21834
Sydney - Parramatta	(Other)	(Other)	F	1499
Sydney - Parramatta	(Other)	(Other)	M	1441
Sydney - Parramatta	(Other)	Australian Aboriginal Traditional	F	20
Sydney - Parramatta	(Other)	Australian Aboriginal Traditional	M	17
Sydney - Parramatta	(Other)	Other spiritual beliefs	F	301
Sydney - Parramatta	(Other)	Other spiritual beliefs	M	216
Sydney - Parramatta	(Other)	Secular beliefs	F	355
Sydney - Parramatta	(Other)	Secular beliefs	M	463
Sydney - Parramatta	(Other)	Sikhism	F	1946
Sydney - Parramatta	(Other)	Sikhism	M	2453
Sydney - Parramatta	Buddhism		F	12540
Sydney - Parramatta	Buddhism		M	9702
Sydney - Parramatta	Christianity		F	6407
Sydney - Parramatta	Christianity		M	5806
Sydney - Parramatta	Christianity	(Other)	F	202
Sydney - Parramatta	Christianity	(Other)	M	174
Sydney - Parramatta	Christianity	Anglican	F	11944
Sydney - Parramatta	Christianity	Anglican	M	10398
Sydney - Parramatta	Christianity	Assyrian Apostolic	F	226
Sydney - Parramatta	Christianity	Assyrian Apostolic	M	200
Sydney - Parramatta	Christianity	Baptist	F	3389
Sydney - Parramatta	Christianity	Baptist	M	3111
Sydney - Parramatta	Christianity	Brethren	F	213
Sydney - Parramatta	Christianity	Brethren	M	173
Sydney - Parramatta	Christianity	Catholic	F	52278
Sydney - Parramatta	Christianity	Catholic	M	48237
Sydney - Parramatta	Christianity	Churches Of Christ	F	183
Sydney - Parramatta	Christianity	Churches Of Christ	M	144
Sydney - Parramatta	Christianity	Eastern Orthodox	F	5242
Sydney - Parramatta	Christianity	Eastern Orthodox	M	5127
Sydney - Parramatta	Christianity	Jehovah's Witnesses	F	514
Sydney - Parramatta	Christianity	Jehovah's Witnesses	M	388
Sydney - Parramatta	Christianity	Latter Day Saints	F	501
Sydney - Parramatta	Christianity	Latter Day Saints	M	498
Sydney - Parramatta	Christianity	Lutheran	F	208
Sydney - Parramatta	Christianity	Lutheran	M	197
Sydney - Parramatta	Christianity	Oriental Orthodox	F	1205
Sydney - Parramatta	Christianity	Oriental Orthodox	M	1146
Sydney - Parramatta	Christianity	Pentecostal	F	2161
Sydney - Parramatta	Christianity	Pentecostal	M	1746
Sydney - Parramatta	Christianity	Presbyterian Reformed	F	4816
Sydney - Parramatta	Christianity	Presbyterian Reformed	M	4340
Sydney - Parramatta	Christianity	Protestant (Other)	F	1150
Sydney - Parramatta	Christianity	Protestant (Other)	M	1113
Sydney - Parramatta	Christianity	Salvation Army	F	192
Sydney - Parramatta	Christianity	Salvation Army	M	151
Sydney - Parramatta	Christianity	Seventh Day Adventist	F	476
Sydney - Parramatta	Christianity	Seventh Day Adventist	M	407
Sydney - Parramatta	Christianity	Uniting Church	F	3584
Sydney - Parramatta	Christianity	Uniting Church	M	3140
Sydney - Parramatta	Hinduism		F	27815
Sydney - Parramatta	Hinduism		M	32784
Sydney - Parramatta	Islam		F	36719
Sydney - Parramatta	Islam		M	41170
Sydney - Parramatta	Judaism		F	107
Sydney - Parramatta	Judaism		M	124
Sydney - Parramatta	No religion		F	47339
Sydney - Parramatta	No religion		M	54888
Sydney - Ryde	(Other)		F	5697
Sydney - Ryde	(Other)		M	5708
Sydney - Ryde	(Other)	(Other)	F	464
Sydney - Ryde	(Other)	(Other)	M	390
Sydney - Ryde	(Other)	Australian Aboriginal Traditional	F	3
Sydney - Ryde	(Other)	Australian Aboriginal Traditional	M	5
Sydney - Ryde	(Other)	Other spiritual beliefs	F	181
Sydney - Ryde	(Other)	Other spiritual beliefs	M	113
Sydney - Ryde	(Other)	Secular beliefs	F	243
Sydney - Ryde	(Other)	Secular beliefs	M	325
Sydney - Ryde	(Other)	Sikhism	F	387
Sydney - Ryde	(Other)	Sikhism	M	397
Sydney - Ryde	Buddhism		F	4930
Sydney - Ryde	Buddhism		M	3433
Sydney - Ryde	Christianity		F	2843
Sydney - Ryde	Christianity		M	2475
Sydney - Ryde	Christianity	(Other)	F	74
Sydney - Ryde	Christianity	(Other)	M	58
Sydney - Ryde	Christianity	Anglican	F	8297
Sydney - Ryde	Christianity	Anglican	M	7248
Sydney - Ryde	Christianity	Assyrian Apostolic	F	68
Sydney - Ryde	Christianity	Assyrian Apostolic	M	57
Sydney - Ryde	Christianity	Baptist	F	2107
Sydney - Ryde	Christianity	Baptist	M	1778
Sydney - Ryde	Christianity	Brethren	F	173
Sydney - Ryde	Christianity	Brethren	M	161
Sydney - Ryde	Christianity	Catholic	F	23011
Sydney - Ryde	Christianity	Catholic	M	20312
Sydney - Ryde	Christianity	Churches Of Christ	F	79
Sydney - Ryde	Christianity	Churches Of Christ	M	76
Sydney - Ryde	Christianity	Eastern Orthodox	F	2083
Sydney - Ryde	Christianity	Eastern Orthodox	M	2033
Sydney - Ryde	Christianity	Jehovah's Witnesses	F	153
Sydney - Ryde	Christianity	Jehovah's Witnesses	M	118
Sydney - Ryde	Christianity	Latter Day Saints	F	78
Sydney - Ryde	Christianity	Latter Day Saints	M	65
Sydney - Ryde	Christianity	Lutheran	F	185
Sydney - Ryde	Christianity	Lutheran	M	154
Sydney - Ryde	Christianity	Oriental Orthodox	F	964
Sydney - Ryde	Christianity	Oriental Orthodox	M	906
Sydney - Ryde	Christianity	Pentecostal	F	979
Sydney - Ryde	Christianity	Pentecostal	M	793
Sydney - Ryde	Christianity	Presbyterian Reformed	F	3414
Sydney - Ryde	Christianity	Presbyterian Reformed	M	2852
Sydney - Ryde	Christianity	Protestant (Other)	F	618
Sydney - Ryde	Christianity	Protestant (Other)	M	540
Sydney - Ryde	Christianity	Salvation Army	F	47
Sydney - Ryde	Christianity	Salvation Army	M	42
Sydney - Ryde	Christianity	Seventh Day Adventist	F	217
Sydney - Ryde	Christianity	Seventh Day Adventist	M	160
Sydney - Ryde	Christianity	Uniting Church	F	2141
Sydney - Ryde	Christianity	Uniting Church	M	1654
Sydney - Ryde	Hinduism		F	4886
Sydney - Ryde	Hinduism		M	5134
Sydney - Ryde	Islam		F	2600
Sydney - Ryde	Islam		M	2898
Sydney - Ryde	Judaism		F	286
Sydney - Ryde	Judaism		M	288
Sydney - Ryde	No religion		F	36477
Sydney - Ryde	No religion		M	38209
Sydney - South West	(Other)		F	16062
Sydney - South West	(Other)		M	16930
Sydney - South West	(Other)	(Other)	F	4647
Sydney - South West	(Other)	(Other)	M	4541
Sydney - South West	(Other)	Australian Aboriginal Traditional	F	6
Sydney - South West	(Other)	Australian Aboriginal Traditional	M	3
Sydney - South West	(Other)	Other spiritual beliefs	F	187
Sydney - South West	(Other)	Other spiritual beliefs	M	157
Sydney - South West	(Other)	Secular beliefs	F	207
Sydney - South West	(Other)	Secular beliefs	M	273
Sydney - South West	(Other)	Sikhism	F	998
Sydney - South West	(Other)	Sikhism	M	1161
Sydney - South West	Buddhism		F	29329
Sydney - South West	Buddhism		M	24376
Sydney - South West	Christianity		F	9666
Sydney - South West	Christianity		M	9136
Sydney - South West	Christianity	(Other)	F	230
Sydney - South West	Christianity	(Other)	M	219
Sydney - South West	Christianity	Anglican	F	11289
Sydney - South West	Christianity	Anglican	M	9941
Sydney - South West	Christianity	Assyrian Apostolic	F	6751
Sydney - South West	Christianity	Assyrian Apostolic	M	6246
Sydney - South West	Christianity	Baptist	F	2813
Sydney - South West	Christianity	Baptist	M	2591
Sydney - South West	Christianity	Brethren	F	27
Sydney - South West	Christianity	Brethren	M	38
Sydney - South West	Christianity	Catholic	F	69844
Sydney - South West	Christianity	Catholic	M	66323
Sydney - South West	Christianity	Churches Of Christ	F	82
Sydney - South West	Christianity	Churches Of Christ	M	73
Sydney - South West	Christianity	Eastern Orthodox	F	11331
Sydney - South West	Christianity	Eastern Orthodox	M	11128
Sydney - South West	Christianity	Jehovah's Witnesses	F	769
Sydney - South West	Christianity	Jehovah's Witnesses	M	562
Sydney - South West	Christianity	Latter Day Saints	F	949
Sydney - South West	Christianity	Latter Day Saints	M	934
Sydney - South West	Christianity	Lutheran	F	185
Sydney - South West	Christianity	Lutheran	M	194
Sydney - South West	Christianity	Oriental Orthodox	F	2542
Sydney - South West	Christianity	Oriental Orthodox	M	2591
Sydney - South West	Christianity	Pentecostal	F	2495
Sydney - South West	Christianity	Pentecostal	M	2175
Sydney - South West	Christianity	Presbyterian Reformed	F	1495
Sydney - South West	Christianity	Presbyterian Reformed	M	1358
Sydney - South West	Christianity	Protestant (Other)	F	1043
Sydney - South West	Christianity	Protestant (Other)	M	926
Sydney - South West	Christianity	Salvation Army	F	113
Sydney - South West	Christianity	Salvation Army	M	96
Sydney - South West	Christianity	Seventh Day Adventist	F	614
Sydney - South West	Christianity	Seventh Day Adventist	M	547
Sydney - South West	Christianity	Uniting Church	F	1537
Sydney - South West	Christianity	Uniting Church	M	1364
Sydney - South West	Hinduism		F	8525
Sydney - South West	Hinduism		M	8573
Sydney - South West	Islam		F	23897
Sydney - South West	Islam		M	24562
Sydney - South West	Judaism		F	50
Sydney - South West	Judaism		M	63
Sydney - South West	No religion		F	31806
Sydney - South West	No religion		M	37855
Sydney - Sutherland	(Other)		F	5256
Sydney - Sutherland	(Other)		M	5370
Sydney - Sutherland	(Other)	(Other)	F	246
Sydney - Sutherland	(Other)	(Other)	M	196
Sydney - Sutherland	(Other)	Australian Aboriginal Traditional	F	7
Sydney - Sutherland	(Other)	Australian Aboriginal Traditional	M	4
Sydney - Sutherland	(Other)	Other spiritual beliefs	F	230
Sydney - Sutherland	(Other)	Other spiritual beliefs	M	120
Sydney - Sutherland	(Other)	Secular beliefs	F	271
Sydney - Sutherland	(Other)	Secular beliefs	M	338
Sydney - Sutherland	(Other)	Sikhism	F	76
Sydney - Sutherland	(Other)	Sikhism	M	87
Sydney - Sutherland	Buddhism		F	1619
Sydney - Sutherland	Buddhism		M	967
Sydney - Sutherland	Christianity		F	2439
Sydney - Sutherland	Christianity		M	2185
Sydney - Sutherland	Christianity	(Other)	F	82
Sydney - Sutherland	Christianity	(Other)	M	93
Sydney - Sutherland	Christianity	Anglican	F	20397
Sydney - Sutherland	Christianity	Anglican	M	17025
Sydney - Sutherland	Christianity	Assyrian Apostolic	F	10
Sydney - Sutherland	Christianity	Baptist	F	1896
Sydney - Sutherland	Christianity	Baptist	M	1673
Sydney - Sutherland	Christianity	Brethren	F	104
Sydney - Sutherland	Christianity	Brethren	M	100
Sydney - Sutherland	Christianity	Catholic	F	33069
Sydney - Sutherland	Christianity	Catholic	M	29636
Sydney - Sutherland	Christianity	Churches Of Christ	F	136
Sydney - Sutherland	Christianity	Churches Of Christ	M	107
Sydney - Sutherland	Christianity	Eastern Orthodox	F	5402
Sydney - Sutherland	Christianity	Eastern Orthodox	M	5285
Sydney - Sutherland	Christianity	Jehovah's Witnesses	F	214
Sydney - Sutherland	Christianity	Jehovah's Witnesses	M	137
Sydney - Sutherland	Christianity	Latter Day Saints	F	122
Sydney - Sutherland	Christianity	Latter Day Saints	M	97
Sydney - Sutherland	Christianity	Lutheran	F	253
Sydney - Sutherland	Christianity	Lutheran	M	207
Sydney - Sutherland	Christianity	Oriental Orthodox	F	507
Sydney - Sutherland	Christianity	Oriental Orthodox	M	497
Sydney - Sutherland	Christianity	Pentecostal	F	1118
Sydney - Sutherland	Christianity	Pentecostal	M	957
Sydney - Sutherland	Christianity	Presbyterian Reformed	F	2097
Sydney - Sutherland	Christianity	Presbyterian Reformed	M	1817
Sydney - Sutherland	Christianity	Protestant (Other)	F	454
Sydney - Sutherland	Christianity	Protestant (Other)	M	395
Sydney - Sutherland	Christianity	Salvation Army	F	230
Sydney - Sutherland	Christianity	Salvation Army	M	178
Sydney - Sutherland	Christianity	Seventh Day Adventist	F	72
Sydney - Sutherland	Christianity	Seventh Day Adventist	M	50
Sydney - Sutherland	Christianity	Uniting Church	F	2927
Sydney - Sutherland	Christianity	Uniting Church	M	2184
Sydney - Sutherland	Hinduism		F	699
Sydney - Sutherland	Hinduism		M	702
Sydney - Sutherland	Islam		F	1043
Sydney - Sutherland	Islam		M	1008
Sydney - Sutherland	Judaism		F	187
Sydney - Sutherland	Judaism		M	169
Sydney - Sutherland	No religion		F	36195
Sydney - Sutherland	No religion		M	40659
No usual address (NSW)	(Other)		F	1655
No usual address (NSW)	(Other)		M	2454
No usual address (NSW)	(Other)	(Other)	F	34
No usual address (NSW)	(Other)	(Other)	M	25
No usual address (NSW)	(Other)	Australian Aboriginal Traditional	F	5
No usual address (NSW)	(Other)	Australian Aboriginal Traditional	M	3
No usual address (NSW)	(Other)	Other spiritual beliefs	F	22
No usual address (NSW)	(Other)	Other spiritual beliefs	M	13
No usual address (NSW)	(Other)	Secular beliefs	F	19
No usual address (NSW)	(Other)	Secular beliefs	M	23
No usual address (NSW)	(Other)	Sikhism	F	4
No usual address (NSW)	(Other)	Sikhism	M	3
No usual address (NSW)	Buddhism		F	71
No usual address (NSW)	Buddhism		M	61
No usual address (NSW)	Christianity		F	116
No usual address (NSW)	Christianity		M	107
No usual address (NSW)	Christianity	(Other)	M	3
No usual address (NSW)	Christianity	Anglican	F	411
No usual address (NSW)	Christianity	Anglican	M	488
No usual address (NSW)	Christianity	Baptist	F	41
No usual address (NSW)	Christianity	Baptist	M	51
No usual address (NSW)	Christianity	Catholic	F	555
No usual address (NSW)	Christianity	Catholic	M	658
No usual address (NSW)	Christianity	Churches Of Christ	F	4
No usual address (NSW)	Christianity	Churches Of Christ	M	3
No usual address (NSW)	Christianity	Eastern Orthodox	F	49
No usual address (NSW)	Christianity	Eastern Orthodox	M	52
No usual address (NSW)	Christianity	Jehovah's Witnesses	F	21
No usual address (NSW)	Christianity	Jehovah's Witnesses	M	11
No usual address (NSW)	Christianity	Latter Day Saints	F	7
No usual address (NSW)	Christianity	Latter Day Saints	M	4
No usual address (NSW)	Christianity	Lutheran	F	13
No usual address (NSW)	Christianity	Lutheran	M	15
No usual address (NSW)	Christianity	Oriental Orthodox	F	6
No usual address (NSW)	Christianity	Oriental Orthodox	M	4
No usual address (NSW)	Christianity	Pentecostal	F	38
No usual address (NSW)	Christianity	Pentecostal	M	39
No usual address (NSW)	Christianity	Presbyterian Reformed	F	67
No usual address (NSW)	Christianity	Presbyterian Reformed	M	67
No usual address (NSW)	Christianity	Protestant (Other)	F	4
No usual address (NSW)	Christianity	Protestant (Other)	M	11
No usual address (NSW)	Christianity	Salvation Army	F	18
No usual address (NSW)	Christianity	Salvation Army	M	6
No usual address (NSW)	Christianity	Seventh Day Adventist	F	16
No usual address (NSW)	Christianity	Seventh Day Adventist	M	11
No usual address (NSW)	Christianity	Uniting Church	F	88
No usual address (NSW)	Christianity	Uniting Church	M	89
No usual address (NSW)	Hinduism		F	24
No usual address (NSW)	Hinduism		M	41
No usual address (NSW)	Islam		F	68
No usual address (NSW)	Islam		M	98
No usual address (NSW)	Judaism		F	8
No usual address (NSW)	Judaism		M	10
No usual address (NSW)	No religion		F	1648
No usual address (NSW)	No religion		M	2014
Ballarat	(Other)		F	6222
Ballarat	(Other)		M	6842
Ballarat	(Other)	(Other)	F	433
Ballarat	(Other)	(Other)	M	261
Ballarat	(Other)	Australian Aboriginal Traditional	F	14
Ballarat	(Other)	Australian Aboriginal Traditional	M	13
Ballarat	(Other)	Other spiritual beliefs	F	239
Ballarat	(Other)	Other spiritual beliefs	M	134
Ballarat	(Other)	Secular beliefs	F	233
Ballarat	(Other)	Secular beliefs	M	279
Ballarat	(Other)	Sikhism	F	331
Ballarat	(Other)	Sikhism	M	357
Ballarat	Buddhism		F	726
Ballarat	Buddhism		M	551
Ballarat	Christianity		F	1666
Ballarat	Christianity		M	1439
Ballarat	Christianity	(Other)	F	53
Ballarat	Christianity	(Other)	M	44
Ballarat	Christianity	Anglican	F	8610
Ballarat	Christianity	Anglican	M	7023
Ballarat	Christianity	Baptist	F	658
Ballarat	Christianity	Baptist	M	575
Ballarat	Christianity	Brethren	F	119
Ballarat	Christianity	Brethren	M	121
Ballarat	Christianity	Catholic	F	18820
Ballarat	Christianity	Catholic	M	16397
Ballarat	Christianity	Churches Of Christ	F	563
Ballarat	Christianity	Churches Of Christ	M	426
Ballarat	Christianity	Eastern Orthodox	F	393
Ballarat	Christianity	Eastern Orthodox	M	419
Ballarat	Christianity	Jehovah's Witnesses	F	261
Ballarat	Christianity	Jehovah's Witnesses	M	185
Ballarat	Christianity	Latter Day Saints	F	100
Ballarat	Christianity	Latter Day Saints	M	64
Ballarat	Christianity	Lutheran	F	383
Ballarat	Christianity	Lutheran	M	322
Ballarat	Christianity	Oriental Orthodox	F	36
Ballarat	Christianity	Oriental Orthodox	M	44
Ballarat	Christianity	Pentecostal	F	557
Ballarat	Christianity	Pentecostal	M	483
Ballarat	Christianity	Presbyterian Reformed	F	1810
Ballarat	Christianity	Presbyterian Reformed	M	1552
Ballarat	Christianity	Protestant (Other)	F	205
Ballarat	Christianity	Protestant (Other)	M	176
Ballarat	Christianity	Salvation Army	F	223
Ballarat	Christianity	Salvation Army	M	153
Ballarat	Christianity	Seventh Day Adventist	F	150
Ballarat	Christianity	Seventh Day Adventist	M	115
Ballarat	Christianity	Uniting Church	F	4703
Ballarat	Christianity	Uniting Church	M	3489
Ballarat	Hinduism		F	652
Ballarat	Hinduism		M	808
Ballarat	Islam		F	390
Ballarat	Islam		M	475
Ballarat	Judaism		F	51
Ballarat	Judaism		M	56
Ballarat	No religion		F	40282
Ballarat	No religion		M	42251
Bendigo	(Other)		F	6353
Bendigo	(Other)		M	7023
Bendigo	(Other)	(Other)	F	366
Bendigo	(Other)	(Other)	M	211
Bendigo	(Other)	Australian Aboriginal Traditional	F	10
Bendigo	(Other)	Australian Aboriginal Traditional	M	16
Bendigo	(Other)	Other spiritual beliefs	F	215
Bendigo	(Other)	Other spiritual beliefs	M	106
Bendigo	(Other)	Secular beliefs	F	241
Bendigo	(Other)	Secular beliefs	M	311
Bendigo	(Other)	Sikhism	F	193
Bendigo	(Other)	Sikhism	M	237
Bendigo	Buddhism		F	1014
Bendigo	Buddhism		M	800
Bendigo	Christianity		F	1814
Bendigo	Christianity		M	1493
Bendigo	Christianity	(Other)	F	32
Bendigo	Christianity	(Other)	M	35
Bendigo	Christianity	Anglican	F	8972
Bendigo	Christianity	Anglican	M	7102
Bendigo	Christianity	Baptist	F	1754
Bendigo	Christianity	Baptist	M	1498
Bendigo	Christianity	Brethren	F	201
Bendigo	Christianity	Brethren	M	208
Bendigo	Christianity	Catholic	F	15765
Bendigo	Christianity	Catholic	M	13901
Bendigo	Christianity	Churches Of Christ	F	168
Bendigo	Christianity	Churches Of Christ	M	130
Bendigo	Christianity	Eastern Orthodox	F	281
Bendigo	Christianity	Eastern Orthodox	M	325
Bendigo	Christianity	Jehovah's Witnesses	F	170
Bendigo	Christianity	Jehovah's Witnesses	M	139
Bendigo	Christianity	Latter Day Saints	F	111
Bendigo	Christianity	Latter Day Saints	M	92
Bendigo	Christianity	Lutheran	F	272
Bendigo	Christianity	Lutheran	M	215
Bendigo	Christianity	Oriental Orthodox	F	54
Bendigo	Christianity	Oriental Orthodox	M	61
Bendigo	Christianity	Pentecostal	F	807
Bendigo	Christianity	Pentecostal	M	657
Bendigo	Christianity	Presbyterian Reformed	F	1465
Bendigo	Christianity	Presbyterian Reformed	M	1247
Bendigo	Christianity	Protestant (Other)	F	179
Bendigo	Christianity	Protestant (Other)	M	142
Bendigo	Christianity	Salvation Army	F	150
Bendigo	Christianity	Salvation Army	M	97
Bendigo	Christianity	Seventh Day Adventist	F	168
Bendigo	Christianity	Seventh Day Adventist	M	164
Bendigo	Christianity	Uniting Church	F	4519
Bendigo	Christianity	Uniting Church	M	3417
Bendigo	Hinduism		F	439
Bendigo	Hinduism		M	498
Bendigo	Islam		F	397
Bendigo	Islam		M	454
Bendigo	Judaism		F	78
Bendigo	Judaism		M	59
Bendigo	No religion		F	39761
Bendigo	No religion		M	41161
Geelong	(Other)		F	10433
Geelong	(Other)		M	11882
Geelong	(Other)	(Other)	F	538
Geelong	(Other)	(Other)	M	377
Geelong	(Other)	Australian Aboriginal Traditional	F	10
Geelong	(Other)	Australian Aboriginal Traditional	M	11
Geelong	(Other)	Other spiritual beliefs	F	423
Geelong	(Other)	Other spiritual beliefs	M	185
Geelong	(Other)	Secular beliefs	F	414
Geelong	(Other)	Secular beliefs	M	559
Geelong	(Other)	Sikhism	F	854
Geelong	(Other)	Sikhism	M	1033
Geelong	Buddhism		F	1809
Geelong	Buddhism		M	1289
Geelong	Christianity		F	4223
Geelong	Christianity		M	3496
Geelong	Christianity	(Other)	F	120
Geelong	Christianity	(Other)	M	100
Geelong	Christianity	Anglican	F	14867
Geelong	Christianity	Anglican	M	11734
