SA4_NAME16	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Coffs Harbour - Grafton	55-64	Speaks English well or very well	0	2017	6
Coffs Harbour - Grafton	55-64	Speaks English well or very well	0	2019	9
Coffs Harbour - Grafton	55-64	Speaks English well or very well	0	2020	3
Coffs Harbour - Grafton	65-74				10
Coffs Harbour - Grafton	65-74			2005	6
Coffs Harbour - Grafton	65-74		1		110
Coffs Harbour - Grafton	65-74		1	2005	2562
Coffs Harbour - Grafton	65-74		1	2010	53
Coffs Harbour - Grafton	65-74		1	2015	23
Coffs Harbour - Grafton	65-74		1	2016	4
Coffs Harbour - Grafton	65-74		1	2017	3
Coffs Harbour - Grafton	65-74		1	2019	11
Coffs Harbour - Grafton	65-74		1	2020	9
Coffs Harbour - Grafton	65-74	Speaks English not well or not at all	0		4
Coffs Harbour - Grafton	65-74	Speaks English not well or not at all	0	2005	38
Coffs Harbour - Grafton	65-74	Speaks English not well or not at all	0	2010	14
Coffs Harbour - Grafton	65-74	Speaks English not well or not at all	0	2015	16
Coffs Harbour - Grafton	65-74	Speaks English not well or not at all	0	2016	8
Coffs Harbour - Grafton	65-74	Speaks English not well or not at all	0	2017	9
Coffs Harbour - Grafton	65-74	Speaks English not well or not at all	0	2018	8
Coffs Harbour - Grafton	65-74	Speaks English not well or not at all	0	2019	13
Coffs Harbour - Grafton	65-74	Speaks English not well or not at all	0	2020	3
Coffs Harbour - Grafton	65-74	Speaks English well or very well	0		9
Coffs Harbour - Grafton	65-74	Speaks English well or very well	0	2005	332
Coffs Harbour - Grafton	65-74	Speaks English well or very well	0	2010	16
Coffs Harbour - Grafton	65-74	Speaks English well or very well	0	2015	8
Coffs Harbour - Grafton	65-74	Speaks English well or very well	0	2017	8
Coffs Harbour - Grafton	75-84				15
Coffs Harbour - Grafton	75-84		0		6
Coffs Harbour - Grafton	75-84		1		82
Coffs Harbour - Grafton	75-84		1	2005	1588
Coffs Harbour - Grafton	75-84		1	2010	27
Coffs Harbour - Grafton	75-84		1	2015	8
Coffs Harbour - Grafton	75-84		1	2016	3
Coffs Harbour - Grafton	75-84		1	2019	6
Coffs Harbour - Grafton	75-84		1	2020	3
Coffs Harbour - Grafton	75-84	Speaks English not well or not at all	0		3
Coffs Harbour - Grafton	75-84	Speaks English not well or not at all	0	2005	24
Coffs Harbour - Grafton	75-84	Speaks English not well or not at all	0	2010	3
Coffs Harbour - Grafton	75-84	Speaks English not well or not at all	0	2015	3
Coffs Harbour - Grafton	75-84	Speaks English not well or not at all	0	2019	3
Coffs Harbour - Grafton	75-84	Speaks English not well or not at all	0	2020	5
Coffs Harbour - Grafton	75-84	Speaks English well or very well	0		8
Coffs Harbour - Grafton	75-84	Speaks English well or very well	0	2005	198
Coffs Harbour - Grafton	75-84	Speaks English well or very well	0	2010	3
Coffs Harbour - Grafton	85+				13
Coffs Harbour - Grafton	85+			2005	4
Coffs Harbour - Grafton	85+		1		59
Coffs Harbour - Grafton	85+		1	2005	458
Coffs Harbour - Grafton	85+		1	2010	3
Coffs Harbour - Grafton	85+		1	2019	4
Coffs Harbour - Grafton	85+	Speaks English not well or not at all	0		3
Coffs Harbour - Grafton	85+	Speaks English not well or not at all	0	2005	26
Coffs Harbour - Grafton	85+	Speaks English well or very well	0		6
Coffs Harbour - Grafton	85+	Speaks English well or very well	0	2005	100
Far West and Orana	0-14		1		14
Far West and Orana	0-14		1	2010	19
Far West and Orana	0-14		1	2015	66
Far West and Orana	0-14		1	2016	27
Far West and Orana	0-14		1	2017	17
Far West and Orana	0-14		1	2018	21
Far West and Orana	0-14		1	2019	24
Far West and Orana	0-14		1	2020	11
Far West and Orana	0-14		1	2021	8
Far West and Orana	0-14	Speaks English not well or not at all	0		6
Far West and Orana	0-14	Speaks English not well or not at all	0	2018	5
Far West and Orana	0-14	Speaks English not well or not at all	0	2019	3
Far West and Orana	0-14	Speaks English not well or not at all	0	2020	6
Far West and Orana	0-14	Speaks English not well or not at all	0	2021	11
Far West and Orana	0-14	Speaks English well or very well	0		5
Far West and Orana	0-14	Speaks English well or very well	0	2010	12
Far West and Orana	0-14	Speaks English well or very well	0	2015	60
Far West and Orana	0-14	Speaks English well or very well	0	2016	36
Far West and Orana	0-14	Speaks English well or very well	0	2017	32
Far West and Orana	0-14	Speaks English well or very well	0	2018	60
Far West and Orana	0-14	Speaks English well or very well	0	2019	51
Far West and Orana	0-14	Speaks English well or very well	0	2020	19
Far West and Orana	0-14	Speaks English well or very well	0	2021	8
Far West and Orana	15-24				5
Far West and Orana	15-24		1		12
Far West and Orana	15-24		1	2005	27
Far West and Orana	15-24		1	2010	57
Far West and Orana	15-24		1	2015	35
Far West and Orana	15-24		1	2016	4
Far West and Orana	15-24		1	2017	3
Far West and Orana	15-24		1	2018	10
Far West and Orana	15-24		1	2019	11
Far West and Orana	15-24		1	2020	8
Far West and Orana	15-24		1	2021	4
Far West and Orana	15-24	Speaks English not well or not at all	0	2018	5
Far West and Orana	15-24	Speaks English well or very well	0		8
Far West and Orana	15-24	Speaks English well or very well	0	2005	4
Far West and Orana	15-24	Speaks English well or very well	0	2010	41
Far West and Orana	15-24	Speaks English well or very well	0	2015	60
Far West and Orana	15-24	Speaks English well or very well	0	2016	20
Far West and Orana	15-24	Speaks English well or very well	0	2017	28
Far West and Orana	15-24	Speaks English well or very well	0	2018	29
Far West and Orana	15-24	Speaks English well or very well	0	2019	26
Far West and Orana	15-24	Speaks English well or very well	0	2020	11
Far West and Orana	15-24	Speaks English well or very well	0	2021	13
Far West and Orana	25-34				43
Far West and Orana	25-34			2021	4
Far West and Orana	25-34		0	2015	5
Far West and Orana	25-34		1		19
Far West and Orana	25-34		1	2005	97
Far West and Orana	25-34		1	2010	68
Far West and Orana	25-34		1	2015	102
Far West and Orana	25-34		1	2016	20
Far West and Orana	25-34		1	2017	26
Far West and Orana	25-34		1	2018	18
Far West and Orana	25-34		1	2019	37
Far West and Orana	25-34		1	2020	19
Far West and Orana	25-34		1	2021	11
Far West and Orana	25-34	Speaks English not well or not at all	0	2010	4
Far West and Orana	25-34	Speaks English not well or not at all	0	2015	8
Far West and Orana	25-34	Speaks English not well or not at all	0	2016	6
Far West and Orana	25-34	Speaks English not well or not at all	0	2017	9
Far West and Orana	25-34	Speaks English not well or not at all	0	2018	9
Far West and Orana	25-34	Speaks English not well or not at all	0	2019	7
Far West and Orana	25-34	Speaks English not well or not at all	0	2020	4
Far West and Orana	25-34	Speaks English well or very well	0		27
Far West and Orana	25-34	Speaks English well or very well	0	2005	58
Far West and Orana	25-34	Speaks English well or very well	0	2010	190
Far West and Orana	25-34	Speaks English well or very well	0	2015	507
Far West and Orana	25-34	Speaks English well or very well	0	2016	193
Far West and Orana	25-34	Speaks English well or very well	0	2017	229
Far West and Orana	25-34	Speaks English well or very well	0	2018	205
Far West and Orana	25-34	Speaks English well or very well	0	2019	173
Far West and Orana	25-34	Speaks English well or very well	0	2020	68
Far West and Orana	25-34	Speaks English well or very well	0	2021	33
Far West and Orana	35-44				50
Far West and Orana	35-44		0	2010	4
Far West and Orana	35-44		1		14
Far West and Orana	35-44		1	2005	168
Far West and Orana	35-44		1	2010	92
Far West and Orana	35-44		1	2015	67
Far West and Orana	35-44		1	2016	12
Far West and Orana	35-44		1	2017	10
Far West and Orana	35-44		1	2018	13
Far West and Orana	35-44		1	2019	11
Far West and Orana	35-44		1	2020	4
Far West and Orana	35-44		1	2021	3
Far West and Orana	35-44	Speaks English not well or not at all	0	2005	5
Far West and Orana	35-44	Speaks English not well or not at all	0	2010	6
Far West and Orana	35-44	Speaks English not well or not at all	0	2015	14
Far West and Orana	35-44	Speaks English not well or not at all	0	2016	3
Far West and Orana	35-44	Speaks English not well or not at all	0	2018	3
Far West and Orana	35-44	Speaks English not well or not at all	0	2019	3
Far West and Orana	35-44	Speaks English not well or not at all	0	2020	5
Far West and Orana	35-44	Speaks English not well or not at all	0	2021	4
Far West and Orana	35-44	Speaks English well or very well	0		16
Far West and Orana	35-44	Speaks English well or very well	0	2005	79
Far West and Orana	35-44	Speaks English well or very well	0	2010	342
Far West and Orana	35-44	Speaks English well or very well	0	2015	289
Far West and Orana	35-44	Speaks English well or very well	0	2016	72
Far West and Orana	35-44	Speaks English well or very well	0	2017	79
Far West and Orana	35-44	Speaks English well or very well	0	2018	83
Far West and Orana	35-44	Speaks English well or very well	0	2019	65
Far West and Orana	35-44	Speaks English well or very well	0	2020	29
Far West and Orana	35-44	Speaks English well or very well	0	2021	21
Far West and Orana	45-54				26
Far West and Orana	45-54		1		27
Far West and Orana	45-54		1	2005	336
Far West and Orana	45-54		1	2010	49
Far West and Orana	45-54		1	2015	39
Far West and Orana	45-54		1	2016	6
Far West and Orana	45-54		1	2020	6
Far West and Orana	45-54	Speaks English not well or not at all	0	2005	9
Far West and Orana	45-54	Speaks English not well or not at all	0	2010	16
Far West and Orana	45-54	Speaks English not well or not at all	0	2015	4
Far West and Orana	45-54	Speaks English not well or not at all	0	2017	4
Far West and Orana	45-54	Speaks English not well or not at all	0	2019	3
Far West and Orana	45-54	Speaks English well or very well	0	2005	112
Far West and Orana	45-54	Speaks English well or very well	0	2010	141
Far West and Orana	45-54	Speaks English well or very well	0	2015	82
Far West and Orana	45-54	Speaks English well or very well	0	2016	18
Far West and Orana	45-54	Speaks English well or very well	0	2017	8
Far West and Orana	45-54	Speaks English well or very well	0	2018	15
Far West and Orana	45-54	Speaks English well or very well	0	2019	16
Far West and Orana	55-64				19
Far West and Orana	55-64			2005	3
Far West and Orana	55-64		1		38
Far West and Orana	55-64		1	2005	612
Far West and Orana	55-64		1	2010	32
Far West and Orana	55-64		1	2015	15
Far West and Orana	55-64		1	2018	6
Far West and Orana	55-64	Speaks English not well or not at all	0	2005	17
Far West and Orana	55-64	Speaks English not well or not at all	0	2010	3
Far West and Orana	55-64	Speaks English not well or not at all	0	2015	3
Far West and Orana	55-64	Speaks English not well or not at all	0	2018	3
Far West and Orana	55-64	Speaks English not well or not at all	0	2019	14
Far West and Orana	55-64	Speaks English not well or not at all	0	2020	3
Far West and Orana	55-64	Speaks English well or very well	0	2005	165
Far West and Orana	55-64	Speaks English well or very well	0	2010	34
Far West and Orana	55-64	Speaks English well or very well	0	2015	9
Far West and Orana	55-64	Speaks English well or very well	0	2017	3
Far West and Orana	55-64	Speaks English well or very well	0	2018	4
Far West and Orana	55-64	Speaks English well or very well	0	2019	3
Far West and Orana	65-74				17
Far West and Orana	65-74		1		25
Far West and Orana	65-74		1	2005	713
Far West and Orana	65-74		1	2010	17
Far West and Orana	65-74		1	2015	10
Far West and Orana	65-74		1	2018	3
Far West and Orana	65-74	Speaks English not well or not at all	0		5
Far West and Orana	65-74	Speaks English not well or not at all	0	2005	23
Far West and Orana	65-74	Speaks English not well or not at all	0	2019	13
Far West and Orana	65-74	Speaks English well or very well	0		4
Far West and Orana	65-74	Speaks English well or very well	0	2005	139
Far West and Orana	65-74	Speaks English well or very well	0	2010	3
Far West and Orana	65-74	Speaks English well or very well	0	2015	4
Far West and Orana	65-74	Speaks English well or very well	0	2020	9
Far West and Orana	75-84				4
Far West and Orana	75-84			2005	8
Far West and Orana	75-84		1		21
Far West and Orana	75-84		1	2005	469
Far West and Orana	75-84	Speaks English not well or not at all	0	2005	23
Far West and Orana	75-84	Speaks English not well or not at all	0	2010	3
Far West and Orana	75-84	Speaks English not well or not at all	0	2020	5
Far West and Orana	75-84	Speaks English well or very well	0		3
Far West and Orana	75-84	Speaks English well or very well	0	2005	100
Far West and Orana	75-84	Speaks English well or very well	0	2015	3
Far West and Orana	75-84	Speaks English well or very well	0	2020	4
Far West and Orana	85+		1		14
Far West and Orana	85+		1	2005	117
Far West and Orana	85+	Speaks English not well or not at all	0	2005	15
Far West and Orana	85+	Speaks English not well or not at all	0	2010	4
Far West and Orana	85+	Speaks English well or very well	0		3
Far West and Orana	85+	Speaks English well or very well	0	2005	31
Hunter Valley exc Newcastle	0-14		0		6
Hunter Valley exc Newcastle	0-14		1		30
Hunter Valley exc Newcastle	0-14		1	2010	85
Hunter Valley exc Newcastle	0-14		1	2015	279
Hunter Valley exc Newcastle	0-14		1	2016	66
Hunter Valley exc Newcastle	0-14		1	2017	32
Hunter Valley exc Newcastle	0-14		1	2018	61
Hunter Valley exc Newcastle	0-14		1	2019	67
Hunter Valley exc Newcastle	0-14		1	2020	48
Hunter Valley exc Newcastle	0-14		1	2021	23
Hunter Valley exc Newcastle	0-14	Speaks English not well or not at all	0		4
Hunter Valley exc Newcastle	0-14	Speaks English not well or not at all	0	2015	3
Hunter Valley exc Newcastle	0-14	Speaks English not well or not at all	0	2019	16
Hunter Valley exc Newcastle	0-14	Speaks English not well or not at all	0	2020	14
Hunter Valley exc Newcastle	0-14	Speaks English not well or not at all	0	2021	10
Hunter Valley exc Newcastle	0-14	Speaks English well or very well	0		18
Hunter Valley exc Newcastle	0-14	Speaks English well or very well	0	2010	30
Hunter Valley exc Newcastle	0-14	Speaks English well or very well	0	2015	153
Hunter Valley exc Newcastle	0-14	Speaks English well or very well	0	2016	33
Hunter Valley exc Newcastle	0-14	Speaks English well or very well	0	2017	35
Hunter Valley exc Newcastle	0-14	Speaks English well or very well	0	2018	48
Hunter Valley exc Newcastle	0-14	Speaks English well or very well	0	2019	75
Hunter Valley exc Newcastle	0-14	Speaks English well or very well	0	2020	36
Hunter Valley exc Newcastle	0-14	Speaks English well or very well	0	2021	11
Hunter Valley exc Newcastle	15-24				24
Hunter Valley exc Newcastle	15-24		1		19
Hunter Valley exc Newcastle	15-24		1	2005	174
Hunter Valley exc Newcastle	15-24		1	2010	354
Hunter Valley exc Newcastle	15-24		1	2015	170
Hunter Valley exc Newcastle	15-24		1	2016	13
Hunter Valley exc Newcastle	15-24		1	2017	15
Hunter Valley exc Newcastle	15-24		1	2018	20
Hunter Valley exc Newcastle	15-24		1	2019	22
Hunter Valley exc Newcastle	15-24		1	2020	16
Hunter Valley exc Newcastle	15-24		1	2021	9
Hunter Valley exc Newcastle	15-24	Speaks English not well or not at all	0		4
Hunter Valley exc Newcastle	15-24	Speaks English not well or not at all	0	2015	5
Hunter Valley exc Newcastle	15-24	Speaks English not well or not at all	0	2016	3
Hunter Valley exc Newcastle	15-24	Speaks English not well or not at all	0	2018	3
Hunter Valley exc Newcastle	15-24	Speaks English not well or not at all	0	2019	8
Hunter Valley exc Newcastle	15-24	Speaks English not well or not at all	0	2021	3
Hunter Valley exc Newcastle	15-24	Speaks English well or very well	0		7
Hunter Valley exc Newcastle	15-24	Speaks English well or very well	0	2005	32
Hunter Valley exc Newcastle	15-24	Speaks English well or very well	0	2010	157
Hunter Valley exc Newcastle	15-24	Speaks English well or very well	0	2015	143
Hunter Valley exc Newcastle	15-24	Speaks English well or very well	0	2016	30
Hunter Valley exc Newcastle	15-24	Speaks English well or very well	0	2017	44
Hunter Valley exc Newcastle	15-24	Speaks English well or very well	0	2018	48
Hunter Valley exc Newcastle	15-24	Speaks English well or very well	0	2019	59
Hunter Valley exc Newcastle	15-24	Speaks English well or very well	0	2020	18
Hunter Valley exc Newcastle	15-24	Speaks English well or very well	0	2021	12
Hunter Valley exc Newcastle	25-34				72
Hunter Valley exc Newcastle	25-34		1		32
Hunter Valley exc Newcastle	25-34		1	2005	449
Hunter Valley exc Newcastle	25-34		1	2010	241
Hunter Valley exc Newcastle	25-34		1	2015	296
Hunter Valley exc Newcastle	25-34		1	2016	62
Hunter Valley exc Newcastle	25-34		1	2017	43
Hunter Valley exc Newcastle	25-34		1	2018	68
Hunter Valley exc Newcastle	25-34		1	2019	69
Hunter Valley exc Newcastle	25-34		1	2020	37
Hunter Valley exc Newcastle	25-34		1	2021	15
Hunter Valley exc Newcastle	25-34	Speaks English not well or not at all	0		5
Hunter Valley exc Newcastle	25-34	Speaks English not well or not at all	0	2005	14
Hunter Valley exc Newcastle	25-34	Speaks English not well or not at all	0	2010	15
Hunter Valley exc Newcastle	25-34	Speaks English not well or not at all	0	2015	35
Hunter Valley exc Newcastle	25-34	Speaks English not well or not at all	0	2016	13
Hunter Valley exc Newcastle	25-34	Speaks English not well or not at all	0	2017	9
Hunter Valley exc Newcastle	25-34	Speaks English not well or not at all	0	2018	36
Hunter Valley exc Newcastle	25-34	Speaks English not well or not at all	0	2019	49
Hunter Valley exc Newcastle	25-34	Speaks English not well or not at all	0	2020	18
Hunter Valley exc Newcastle	25-34	Speaks English well or very well	0		16
Hunter Valley exc Newcastle	25-34	Speaks English well or very well	0	2005	118
Hunter Valley exc Newcastle	25-34	Speaks English well or very well	0	2010	252
Hunter Valley exc Newcastle	25-34	Speaks English well or very well	0	2015	440
Hunter Valley exc Newcastle	25-34	Speaks English well or very well	0	2016	145
Hunter Valley exc Newcastle	25-34	Speaks English well or very well	0	2017	155
Hunter Valley exc Newcastle	25-34	Speaks English well or very well	0	2018	206
Hunter Valley exc Newcastle	25-34	Speaks English well or very well	0	2019	200
Hunter Valley exc Newcastle	25-34	Speaks English well or very well	0	2020	48
Hunter Valley exc Newcastle	25-34	Speaks English well or very well	0	2021	38
Hunter Valley exc Newcastle	35-44				88
Hunter Valley exc Newcastle	35-44		1		40
Hunter Valley exc Newcastle	35-44		1	2005	966
Hunter Valley exc Newcastle	35-44		1	2010	409
Hunter Valley exc Newcastle	35-44		1	2015	302
Hunter Valley exc Newcastle	35-44		1	2016	40
Hunter Valley exc Newcastle	35-44		1	2017	21
Hunter Valley exc Newcastle	35-44		1	2018	39
Hunter Valley exc Newcastle	35-44		1	2019	38
Hunter Valley exc Newcastle	35-44		1	2020	25
Hunter Valley exc Newcastle	35-44		1	2021	11
Hunter Valley exc Newcastle	35-44	Speaks English not well or not at all	0		6
Hunter Valley exc Newcastle	35-44	Speaks English not well or not at all	0	2005	13
Hunter Valley exc Newcastle	35-44	Speaks English not well or not at all	0	2010	43
Hunter Valley exc Newcastle	35-44	Speaks English not well or not at all	0	2015	46
Hunter Valley exc Newcastle	35-44	Speaks English not well or not at all	0	2016	15
Hunter Valley exc Newcastle	35-44	Speaks English not well or not at all	0	2017	16
Hunter Valley exc Newcastle	35-44	Speaks English not well or not at all	0	2018	16
Hunter Valley exc Newcastle	35-44	Speaks English not well or not at all	0	2019	23
Hunter Valley exc Newcastle	35-44	Speaks English not well or not at all	0	2020	9
Hunter Valley exc Newcastle	35-44	Speaks English well or very well	0		22
Hunter Valley exc Newcastle	35-44	Speaks English well or very well	0	2005	309
Hunter Valley exc Newcastle	35-44	Speaks English well or very well	0	2010	634
Hunter Valley exc Newcastle	35-44	Speaks English well or very well	0	2015	531
Hunter Valley exc Newcastle	35-44	Speaks English well or very well	0	2016	83
Hunter Valley exc Newcastle	35-44	Speaks English well or very well	0	2017	82
Hunter Valley exc Newcastle	35-44	Speaks English well or very well	0	2018	75
Hunter Valley exc Newcastle	35-44	Speaks English well or very well	0	2019	96
Hunter Valley exc Newcastle	35-44	Speaks English well or very well	0	2020	34
Hunter Valley exc Newcastle	35-44	Speaks English well or very well	0	2021	12
Hunter Valley exc Newcastle	45-54				69
Hunter Valley exc Newcastle	45-54			2005	4
Hunter Valley exc Newcastle	45-54		1		69
Hunter Valley exc Newcastle	45-54		1	2005	2007
Hunter Valley exc Newcastle	45-54		1	2010	381
Hunter Valley exc Newcastle	45-54		1	2015	213
Hunter Valley exc Newcastle	45-54		1	2016	29
Hunter Valley exc Newcastle	45-54		1	2017	10
Hunter Valley exc Newcastle	45-54		1	2018	19
Hunter Valley exc Newcastle	45-54		1	2019	9
Hunter Valley exc Newcastle	45-54		1	2020	9
Hunter Valley exc Newcastle	45-54		1	2021	7
Hunter Valley exc Newcastle	45-54	Speaks English not well or not at all	0		3
Hunter Valley exc Newcastle	45-54	Speaks English not well or not at all	0	2005	37
Hunter Valley exc Newcastle	45-54	Speaks English not well or not at all	0	2010	35
Hunter Valley exc Newcastle	45-54	Speaks English not well or not at all	0	2015	24
Hunter Valley exc Newcastle	45-54	Speaks English not well or not at all	0	2016	3
Hunter Valley exc Newcastle	45-54	Speaks English not well or not at all	0	2017	14
Hunter Valley exc Newcastle	45-54	Speaks English not well or not at all	0	2018	5
Hunter Valley exc Newcastle	45-54	Speaks English not well or not at all	0	2019	14
Hunter Valley exc Newcastle	45-54	Speaks English not well or not at all	0	2020	7
Hunter Valley exc Newcastle	45-54	Speaks English well or very well	0		17
Hunter Valley exc Newcastle	45-54	Speaks English well or very well	0	2005	444
Hunter Valley exc Newcastle	45-54	Speaks English well or very well	0	2010	358
Hunter Valley exc Newcastle	45-54	Speaks English well or very well	0	2015	178
Hunter Valley exc Newcastle	45-54	Speaks English well or very well	0	2016	15
Hunter Valley exc Newcastle	45-54	Speaks English well or very well	0	2017	18
Hunter Valley exc Newcastle	45-54	Speaks English well or very well	0	2018	14
Hunter Valley exc Newcastle	45-54	Speaks English well or very well	0	2019	18
Hunter Valley exc Newcastle	45-54	Speaks English well or very well	0	2020	9
Hunter Valley exc Newcastle	45-54	Speaks English well or very well	0	2021	5
Hunter Valley exc Newcastle	55-64				36
Hunter Valley exc Newcastle	55-64			2005	4
Hunter Valley exc Newcastle	55-64		1		101
Hunter Valley exc Newcastle	55-64		1	2005	3246
Hunter Valley exc Newcastle	55-64		1	2010	174
Hunter Valley exc Newcastle	55-64		1	2015	95
Hunter Valley exc Newcastle	55-64		1	2016	13
Hunter Valley exc Newcastle	55-64		1	2017	11
Hunter Valley exc Newcastle	55-64		1	2018	9
Hunter Valley exc Newcastle	55-64		1	2019	14
Hunter Valley exc Newcastle	55-64		1	2020	6
Hunter Valley exc Newcastle	55-64	Speaks English not well or not at all	0	2005	65
Hunter Valley exc Newcastle	55-64	Speaks English not well or not at all	0	2010	14
Hunter Valley exc Newcastle	55-64	Speaks English not well or not at all	0	2015	28
Hunter Valley exc Newcastle	55-64	Speaks English not well or not at all	0	2016	3
Hunter Valley exc Newcastle	55-64	Speaks English not well or not at all	0	2017	8
Hunter Valley exc Newcastle	55-64	Speaks English not well or not at all	0	2018	5
Hunter Valley exc Newcastle	55-64	Speaks English not well or not at all	0	2019	7
Hunter Valley exc Newcastle	55-64	Speaks English not well or not at all	0	2020	9
Hunter Valley exc Newcastle	55-64	Speaks English well or very well	0		11
Hunter Valley exc Newcastle	55-64	Speaks English well or very well	0	2005	579
Hunter Valley exc Newcastle	55-64	Speaks English well or very well	0	2010	99
Hunter Valley exc Newcastle	55-64	Speaks English well or very well	0	2015	22
Hunter Valley exc Newcastle	55-64	Speaks English well or very well	0	2017	11
Hunter Valley exc Newcastle	55-64	Speaks English well or very well	0	2018	6
Hunter Valley exc Newcastle	55-64	Speaks English well or very well	0	2019	8
Hunter Valley exc Newcastle	65-74				46
Hunter Valley exc Newcastle	65-74			2005	4
Hunter Valley exc Newcastle	65-74		0	2005	5
Hunter Valley exc Newcastle	65-74		1		101
Hunter Valley exc Newcastle	65-74		1	2005	3955
Hunter Valley exc Newcastle	65-74		1	2010	75
Hunter Valley exc Newcastle	65-74		1	2015	57
Hunter Valley exc Newcastle	65-74		1	2016	6
Hunter Valley exc Newcastle	65-74		1	2017	5
Hunter Valley exc Newcastle	65-74		1	2018	9
Hunter Valley exc Newcastle	65-74		1	2021	3
Hunter Valley exc Newcastle	65-74	Speaks English not well or not at all	0		6
Hunter Valley exc Newcastle	65-74	Speaks English not well or not at all	0	2005	62
Hunter Valley exc Newcastle	65-74	Speaks English not well or not at all	0	2010	9
Hunter Valley exc Newcastle	65-74	Speaks English not well or not at all	0	2015	11
Hunter Valley exc Newcastle	65-74	Speaks English not well or not at all	0	2016	3
Hunter Valley exc Newcastle	65-74	Speaks English not well or not at all	0	2017	3
Hunter Valley exc Newcastle	65-74	Speaks English not well or not at all	0	2018	9
Hunter Valley exc Newcastle	65-74	Speaks English not well or not at all	0	2019	10
Hunter Valley exc Newcastle	65-74	Speaks English not well or not at all	0	2020	4
Hunter Valley exc Newcastle	65-74	Speaks English well or very well	0		19
Hunter Valley exc Newcastle	65-74	Speaks English well or very well	0	2005	560
Hunter Valley exc Newcastle	65-74	Speaks English well or very well	0	2010	20
Hunter Valley exc Newcastle	65-74	Speaks English well or very well	0	2015	15
Hunter Valley exc Newcastle	65-74	Speaks English well or very well	0	2016	6
Hunter Valley exc Newcastle	65-74	Speaks English well or very well	0	2019	5
Hunter Valley exc Newcastle	65-74	Speaks English well or very well	0	2020	5
Hunter Valley exc Newcastle	75-84				29
Hunter Valley exc Newcastle	75-84			2005	6
Hunter Valley exc Newcastle	75-84		0		5
Hunter Valley exc Newcastle	75-84		1		105
Hunter Valley exc Newcastle	75-84		1	2005	2329
Hunter Valley exc Newcastle	75-84		1	2010	54
Hunter Valley exc Newcastle	75-84		1	2015	27
Hunter Valley exc Newcastle	75-84		1	2016	3
Hunter Valley exc Newcastle	75-84		1	2017	5
Hunter Valley exc Newcastle	75-84		1	2018	3
Hunter Valley exc Newcastle	75-84		1	2019	7
Hunter Valley exc Newcastle	75-84		1	2020	6
Hunter Valley exc Newcastle	75-84	Speaks English not well or not at all	0	2005	62
Hunter Valley exc Newcastle	75-84	Speaks English not well or not at all	0	2010	7
Hunter Valley exc Newcastle	75-84	Speaks English not well or not at all	0	2015	7
Hunter Valley exc Newcastle	75-84	Speaks English not well or not at all	0	2019	7
Hunter Valley exc Newcastle	75-84	Speaks English well or very well	0		13
Hunter Valley exc Newcastle	75-84	Speaks English well or very well	0	2005	347
Hunter Valley exc Newcastle	75-84	Speaks English well or very well	0	2010	7
Hunter Valley exc Newcastle	75-84	Speaks English well or very well	0	2015	4
Hunter Valley exc Newcastle	85+				24
Hunter Valley exc Newcastle	85+		1		53
Hunter Valley exc Newcastle	85+		1	2005	530
Hunter Valley exc Newcastle	85+		1	2010	9
Hunter Valley exc Newcastle	85+		1	2015	6
Hunter Valley exc Newcastle	85+	Speaks English not well or not at all	0		3
Hunter Valley exc Newcastle	85+	Speaks English not well or not at all	0	2005	24
Hunter Valley exc Newcastle	85+	Speaks English well or very well	0		11
Hunter Valley exc Newcastle	85+	Speaks English well or very well	0	2005	106
Illawarra	0-14			2015	5
Illawarra	0-14		0	2016	6
Illawarra	0-14		0	2018	6
Illawarra	0-14		1		41
Illawarra	0-14		1	2010	137
Illawarra	0-14		1	2015	421
Illawarra	0-14		1	2016	72
Illawarra	0-14		1	2017	98
Illawarra	0-14		1	2018	75
Illawarra	0-14		1	2019	96
Illawarra	0-14		1	2020	51
Illawarra	0-14		1	2021	29
Illawarra	0-14	Speaks English not well or not at all	0		13
Illawarra	0-14	Speaks English not well or not at all	0	2015	11
Illawarra	0-14	Speaks English not well or not at all	0	2016	5
Illawarra	0-14	Speaks English not well or not at all	0	2017	3
Illawarra	0-14	Speaks English not well or not at all	0	2018	15
Illawarra	0-14	Speaks English not well or not at all	0	2019	34
Illawarra	0-14	Speaks English not well or not at all	0	2020	18
Illawarra	0-14	Speaks English not well or not at all	0	2021	17
Illawarra	0-14	Speaks English well or very well	0		34
Illawarra	0-14	Speaks English well or very well	0	2010	93
Illawarra	0-14	Speaks English well or very well	0	2015	417
Illawarra	0-14	Speaks English well or very well	0	2016	129
Illawarra	0-14	Speaks English well or very well	0	2017	104
Illawarra	0-14	Speaks English well or very well	0	2018	170
Illawarra	0-14	Speaks English well or very well	0	2019	143
Illawarra	0-14	Speaks English well or very well	0	2020	57
Illawarra	0-14	Speaks English well or very well	0	2021	13
Illawarra	15-24				7
Illawarra	15-24		1		30
Illawarra	15-24		1	2005	354
Illawarra	15-24		1	2010	476
Illawarra	15-24		1	2015	238
Illawarra	15-24		1	2016	33
Illawarra	15-24		1	2017	42
Illawarra	15-24		1	2018	34
Illawarra	15-24		1	2019	72
Illawarra	15-24		1	2020	65
Illawarra	15-24		1	2021	20
