CED_NAME21	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Calare	25-34	Speaks English well or very well	0	2005	69
Calare	25-34	Speaks English well or very well	0	2010	169
Calare	25-34	Speaks English well or very well	0	2015	405
Calare	25-34	Speaks English well or very well	0	2016	133
Calare	25-34	Speaks English well or very well	0	2017	183
Calare	25-34	Speaks English well or very well	0	2018	176
Calare	25-34	Speaks English well or very well	0	2019	163
Calare	25-34	Speaks English well or very well	0	2020	52
Calare	25-34	Speaks English well or very well	0	2021	10
Calare	35-44				97
Calare	35-44			2015	4
Calare	35-44		1		33
Calare	35-44		1	2005	470
Calare	35-44		1	2010	187
Calare	35-44		1	2015	130
Calare	35-44		1	2016	5
Calare	35-44		1	2017	21
Calare	35-44		1	2018	20
Calare	35-44		1	2019	18
Calare	35-44		1	2020	10
Calare	35-44	Speaks English not well or not at all	0	2005	12
Calare	35-44	Speaks English not well or not at all	0	2010	27
Calare	35-44	Speaks English not well or not at all	0	2015	26
Calare	35-44	Speaks English not well or not at all	0	2016	6
Calare	35-44	Speaks English not well or not at all	0	2017	11
Calare	35-44	Speaks English not well or not at all	0	2018	5
Calare	35-44	Speaks English not well or not at all	0	2019	13
Calare	35-44	Speaks English not well or not at all	0	2020	10
Calare	35-44	Speaks English well or very well	0		5
Calare	35-44	Speaks English well or very well	0	2005	175
Calare	35-44	Speaks English well or very well	0	2010	393
Calare	35-44	Speaks English well or very well	0	2015	386
Calare	35-44	Speaks English well or very well	0	2016	64
Calare	35-44	Speaks English well or very well	0	2017	72
Calare	35-44	Speaks English well or very well	0	2018	70
Calare	35-44	Speaks English well or very well	0	2019	82
Calare	35-44	Speaks English well or very well	0	2020	32
Calare	35-44	Speaks English well or very well	0	2021	6
Calare	45-54				70
Calare	45-54		1		44
Calare	45-54		1	2005	1047
Calare	45-54		1	2010	146
Calare	45-54		1	2015	83
Calare	45-54		1	2016	8
Calare	45-54		1	2017	6
Calare	45-54		1	2018	10
Calare	45-54		1	2019	6
Calare	45-54	Speaks English not well or not at all	0	2005	25
Calare	45-54	Speaks English not well or not at all	0	2010	13
Calare	45-54	Speaks English not well or not at all	0	2015	20
Calare	45-54	Speaks English not well or not at all	0	2016	3
Calare	45-54	Speaks English not well or not at all	0	2017	5
Calare	45-54	Speaks English not well or not at all	0	2018	8
Calare	45-54	Speaks English not well or not at all	0	2019	6
Calare	45-54	Speaks English not well or not at all	0	2020	7
Calare	45-54	Speaks English well or very well	0		4
Calare	45-54	Speaks English well or very well	0	2005	299
Calare	45-54	Speaks English well or very well	0	2010	166
Calare	45-54	Speaks English well or very well	0	2015	105
Calare	45-54	Speaks English well or very well	0	2016	22
Calare	45-54	Speaks English well or very well	0	2017	12
Calare	45-54	Speaks English well or very well	0	2018	20
Calare	45-54	Speaks English well or very well	0	2019	14
Calare	45-54	Speaks English well or very well	0	2020	7
Calare	55-64				29
Calare	55-64			2005	7
Calare	55-64		1		68
Calare	55-64		1	2005	1722
Calare	55-64		1	2010	74
Calare	55-64		1	2015	34
Calare	55-64		1	2016	4
Calare	55-64		1	2017	9
Calare	55-64		1	2019	3
Calare	55-64		1	2020	3
Calare	55-64	Speaks English not well or not at all	0		3
Calare	55-64	Speaks English not well or not at all	0	2005	43
Calare	55-64	Speaks English not well or not at all	0	2010	7
Calare	55-64	Speaks English not well or not at all	0	2015	6
Calare	55-64	Speaks English not well or not at all	0	2016	4
Calare	55-64	Speaks English not well or not at all	0	2017	3
Calare	55-64	Speaks English not well or not at all	0	2019	5
Calare	55-64	Speaks English not well or not at all	0	2020	8
Calare	55-64	Speaks English well or very well	0		7
Calare	55-64	Speaks English well or very well	0	2005	367
Calare	55-64	Speaks English well or very well	0	2010	53
Calare	55-64	Speaks English well or very well	0	2015	24
Calare	55-64	Speaks English well or very well	0	2016	4
Calare	55-64	Speaks English well or very well	0	2018	4
Calare	55-64	Speaks English well or very well	0	2020	3
Calare	65-74				22
Calare	65-74			2005	4
Calare	65-74		1		64
Calare	65-74		1	2005	1955
Calare	65-74		1	2010	26
Calare	65-74		1	2015	15
Calare	65-74		1	2016	8
Calare	65-74		1	2017	4
Calare	65-74	Speaks English not well or not at all	0		5
Calare	65-74	Speaks English not well or not at all	0	2005	56
Calare	65-74	Speaks English not well or not at all	0	2010	13
Calare	65-74	Speaks English not well or not at all	0	2015	11
Calare	65-74	Speaks English not well or not at all	0	2018	4
Calare	65-74	Speaks English not well or not at all	0	2019	11
Calare	65-74	Speaks English well or very well	0		11
Calare	65-74	Speaks English well or very well	0	2005	342
Calare	65-74	Speaks English well or very well	0	2010	13
Calare	65-74	Speaks English well or very well	0	2015	5
Calare	65-74	Speaks English well or very well	0	2019	3
Calare	65-74	Speaks English well or very well	0	2020	4
Calare	65-74	Speaks English well or very well	0	2021	3
Calare	75-84				8
Calare	75-84			2005	11
Calare	75-84		1		54
Calare	75-84		1	2005	1251
Calare	75-84		1	2010	11
Calare	75-84		1	2015	5
Calare	75-84		1	2016	5
Calare	75-84	Speaks English not well or not at all	0		7
Calare	75-84	Speaks English not well or not at all	0	2005	45
Calare	75-84	Speaks English not well or not at all	0	2010	7
Calare	75-84	Speaks English not well or not at all	0	2018	3
Calare	75-84	Speaks English well or very well	0		14
Calare	75-84	Speaks English well or very well	0	2005	214
Calare	75-84	Speaks English well or very well	0	2015	4
Calare	75-84	Speaks English well or very well	0	2017	3
Calare	75-84	Speaks English well or very well	0	2020	3
Calare	85+				7
Calare	85+		1		35
Calare	85+		1	2005	358
Calare	85+		1	2015	3
Calare	85+	Speaks English not well or not at all	0		7
Calare	85+	Speaks English not well or not at all	0	2005	29
Calare	85+	Speaks English well or very well	0		7
Calare	85+	Speaks English well or very well	0	2005	93
Chifley	0-14				7
Chifley	0-14			2015	4
Chifley	0-14			2020	4
Chifley	0-14			2021	6
Chifley	0-14		0		3
Chifley	0-14		0	2017	3
Chifley	0-14		0	2018	4
Chifley	0-14		0	2019	3
Chifley	0-14		0	2021	4
Chifley	0-14		1		81
Chifley	0-14		1	2010	154
Chifley	0-14		1	2015	585
Chifley	0-14		1	2016	150
Chifley	0-14		1	2017	138
Chifley	0-14		1	2018	145
Chifley	0-14		1	2019	105
Chifley	0-14		1	2020	29
Chifley	0-14		1	2021	18
Chifley	0-14	Speaks English not well or not at all	0		16
Chifley	0-14	Speaks English not well or not at all	0	2010	7
Chifley	0-14	Speaks English not well or not at all	0	2015	24
Chifley	0-14	Speaks English not well or not at all	0	2016	10
Chifley	0-14	Speaks English not well or not at all	0	2017	7
Chifley	0-14	Speaks English not well or not at all	0	2018	27
Chifley	0-14	Speaks English not well or not at all	0	2019	67
Chifley	0-14	Speaks English not well or not at all	0	2020	30
Chifley	0-14	Speaks English not well or not at all	0	2021	36
Chifley	0-14	Speaks English well or very well	0		93
Chifley	0-14	Speaks English well or very well	0	2010	318
Chifley	0-14	Speaks English well or very well	0	2015	1364
Chifley	0-14	Speaks English well or very well	0	2016	437
Chifley	0-14	Speaks English well or very well	0	2017	398
Chifley	0-14	Speaks English well or very well	0	2018	379
Chifley	0-14	Speaks English well or very well	0	2019	312
Chifley	0-14	Speaks English well or very well	0	2020	112
Chifley	0-14	Speaks English well or very well	0	2021	27
Chifley	15-24				9
Chifley	15-24			2015	8
Chifley	15-24		0	2010	4
Chifley	15-24		0	2018	3
Chifley	15-24		0	2019	5
Chifley	15-24		1		46
Chifley	15-24		1	2005	494
Chifley	15-24		1	2010	697
Chifley	15-24		1	2015	282
Chifley	15-24		1	2016	57
Chifley	15-24		1	2017	57
Chifley	15-24		1	2018	59
Chifley	15-24		1	2019	57
Chifley	15-24		1	2020	31
Chifley	15-24		1	2021	9
Chifley	15-24	Speaks English not well or not at all	0		8
Chifley	15-24	Speaks English not well or not at all	0	2005	14
Chifley	15-24	Speaks English not well or not at all	0	2010	17
Chifley	15-24	Speaks English not well or not at all	0	2015	15
Chifley	15-24	Speaks English not well or not at all	0	2016	8
Chifley	15-24	Speaks English not well or not at all	0	2017	14
Chifley	15-24	Speaks English not well or not at all	0	2018	17
Chifley	15-24	Speaks English not well or not at all	0	2019	37
Chifley	15-24	Speaks English not well or not at all	0	2020	11
Chifley	15-24	Speaks English not well or not at all	0	2021	9
Chifley	15-24	Speaks English well or very well	0		82
Chifley	15-24	Speaks English well or very well	0	2005	776
Chifley	15-24	Speaks English well or very well	0	2010	1788
Chifley	15-24	Speaks English well or very well	0	2015	1224
Chifley	15-24	Speaks English well or very well	0	2016	324
Chifley	15-24	Speaks English well or very well	0	2017	346
Chifley	15-24	Speaks English well or very well	0	2018	498
Chifley	15-24	Speaks English well or very well	0	2019	622
Chifley	15-24	Speaks English well or very well	0	2020	220
Chifley	15-24	Speaks English well or very well	0	2021	17
Chifley	25-34				25
Chifley	25-34			2005	8
Chifley	25-34			2010	7
Chifley	25-34			2015	4
Chifley	25-34			2018	3
Chifley	25-34			2019	3
Chifley	25-34		0		5
Chifley	25-34		0	2005	4
Chifley	25-34		0	2017	5
Chifley	25-34		0	2020	3
Chifley	25-34		1		76
Chifley	25-34		1	2005	1310
Chifley	25-34		1	2010	311
Chifley	25-34		1	2015	367
Chifley	25-34		1	2016	98
Chifley	25-34		1	2017	62
Chifley	25-34		1	2018	83
Chifley	25-34		1	2019	78
Chifley	25-34		1	2020	29
Chifley	25-34		1	2021	8
Chifley	25-34	Speaks English not well or not at all	0		6
Chifley	25-34	Speaks English not well or not at all	0	2005	25
Chifley	25-34	Speaks English not well or not at all	0	2010	72
Chifley	25-34	Speaks English not well or not at all	0	2015	155
Chifley	25-34	Speaks English not well or not at all	0	2016	66
Chifley	25-34	Speaks English not well or not at all	0	2017	66
Chifley	25-34	Speaks English not well or not at all	0	2018	81
Chifley	25-34	Speaks English not well or not at all	0	2019	108
Chifley	25-34	Speaks English not well or not at all	0	2020	23
Chifley	25-34	Speaks English not well or not at all	0	2021	11
Chifley	25-34	Speaks English well or very well	0		153
Chifley	25-34	Speaks English well or very well	0	2005	2272
Chifley	25-34	Speaks English well or very well	0	2010	2471
Chifley	25-34	Speaks English well or very well	0	2015	3402
Chifley	25-34	Speaks English well or very well	0	2016	868
Chifley	25-34	Speaks English well or very well	0	2017	901
Chifley	25-34	Speaks English well or very well	0	2018	1071
Chifley	25-34	Speaks English well or very well	0	2019	1083
Chifley	25-34	Speaks English well or very well	0	2020	260
Chifley	25-34	Speaks English well or very well	0	2021	61
Chifley	35-44				19
Chifley	35-44			2005	3
Chifley	35-44			2010	5
Chifley	35-44			2015	3
Chifley	35-44		0	2005	7
Chifley	35-44		0	2010	7
Chifley	35-44		0	2015	7
Chifley	35-44		0	2016	3
Chifley	35-44		1		54
Chifley	35-44		1	2005	1683
Chifley	35-44		1	2010	493
Chifley	35-44		1	2015	311
Chifley	35-44		1	2016	45
Chifley	35-44		1	2017	40
Chifley	35-44		1	2018	38
Chifley	35-44		1	2019	33
Chifley	35-44		1	2020	13
Chifley	35-44		1	2021	4
Chifley	35-44	Speaks English not well or not at all	0		12
Chifley	35-44	Speaks English not well or not at all	0	2005	136
Chifley	35-44	Speaks English not well or not at all	0	2010	299
Chifley	35-44	Speaks English not well or not at all	0	2015	271
Chifley	35-44	Speaks English not well or not at all	0	2016	63
Chifley	35-44	Speaks English not well or not at all	0	2017	74
Chifley	35-44	Speaks English not well or not at all	0	2018	57
Chifley	35-44	Speaks English not well or not at all	0	2019	72
Chifley	35-44	Speaks English not well or not at all	0	2020	22
Chifley	35-44	Speaks English not well or not at all	0	2021	11
Chifley	35-44	Speaks English well or very well	0		131
Chifley	35-44	Speaks English well or very well	0	2005	4606
Chifley	35-44	Speaks English well or very well	0	2010	6580
Chifley	35-44	Speaks English well or very well	0	2015	3930
Chifley	35-44	Speaks English well or very well	0	2016	747
Chifley	35-44	Speaks English well or very well	0	2017	587
Chifley	35-44	Speaks English well or very well	0	2018	510
Chifley	35-44	Speaks English well or very well	0	2019	350
Chifley	35-44	Speaks English well or very well	0	2020	95
Chifley	35-44	Speaks English well or very well	0	2021	37
Chifley	45-54				9
Chifley	45-54			2005	8
Chifley	45-54		0	2005	17
Chifley	45-54		1		55
Chifley	45-54		1	2005	1715
Chifley	45-54		1	2010	243
Chifley	45-54		1	2015	106
Chifley	45-54		1	2016	21
Chifley	45-54		1	2017	4
Chifley	45-54		1	2018	22
Chifley	45-54		1	2019	7
Chifley	45-54		1	2020	4
Chifley	45-54	Speaks English not well or not at all	0		26
Chifley	45-54	Speaks English not well or not at all	0	2005	494
Chifley	45-54	Speaks English not well or not at all	0	2010	308
Chifley	45-54	Speaks English not well or not at all	0	2015	204
Chifley	45-54	Speaks English not well or not at all	0	2016	63
Chifley	45-54	Speaks English not well or not at all	0	2017	72
Chifley	45-54	Speaks English not well or not at all	0	2018	43
Chifley	45-54	Speaks English not well or not at all	0	2019	66
Chifley	45-54	Speaks English not well or not at all	0	2020	22
Chifley	45-54	Speaks English not well or not at all	0	2021	3
Chifley	45-54	Speaks English well or very well	0		103
Chifley	45-54	Speaks English well or very well	0	2005	6008
Chifley	45-54	Speaks English well or very well	0	2010	2395
Chifley	45-54	Speaks English well or very well	0	2015	996
Chifley	45-54	Speaks English well or very well	0	2016	134
Chifley	45-54	Speaks English well or very well	0	2017	116
Chifley	45-54	Speaks English well or very well	0	2018	90
Chifley	45-54	Speaks English well or very well	0	2019	78
Chifley	45-54	Speaks English well or very well	0	2020	28
Chifley	45-54	Speaks English well or very well	0	2021	9
Chifley	55-64				12
Chifley	55-64			2005	5
Chifley	55-64			2010	4
Chifley	55-64		0	2005	15
Chifley	55-64		1		57
Chifley	55-64		1	2005	2142
Chifley	55-64		1	2010	100
Chifley	55-64		1	2015	47
Chifley	55-64		1	2016	13
Chifley	55-64		1	2017	4
Chifley	55-64		1	2018	7
Chifley	55-64		1	2019	5
Chifley	55-64		1	2020	3
Chifley	55-64	Speaks English not well or not at all	0		58
Chifley	55-64	Speaks English not well or not at all	0	2005	978
Chifley	55-64	Speaks English not well or not at all	0	2010	252
Chifley	55-64	Speaks English not well or not at all	0	2015	245
Chifley	55-64	Speaks English not well or not at all	0	2016	75
Chifley	55-64	Speaks English not well or not at all	0	2017	61
Chifley	55-64	Speaks English not well or not at all	0	2018	41
Chifley	55-64	Speaks English not well or not at all	0	2019	141
Chifley	55-64	Speaks English not well or not at all	0	2020	77
Chifley	55-64	Speaks English not well or not at all	0	2021	5
Chifley	55-64	Speaks English well or very well	0		102
Chifley	55-64	Speaks English well or very well	0	2005	6499
Chifley	55-64	Speaks English well or very well	0	2010	698
Chifley	55-64	Speaks English well or very well	0	2015	268
Chifley	55-64	Speaks English well or very well	0	2016	37
Chifley	55-64	Speaks English well or very well	0	2017	31
Chifley	55-64	Speaks English well or very well	0	2018	23
Chifley	55-64	Speaks English well or very well	0	2019	61
Chifley	55-64	Speaks English well or very well	0	2020	39
Chifley	55-64	Speaks English well or very well	0	2021	10
Chifley	65-74				12
Chifley	65-74			2005	20
Chifley	65-74			2010	7
Chifley	65-74			2015	4
Chifley	65-74		0		3
Chifley	65-74		0	2005	22
Chifley	65-74		0	2010	3
Chifley	65-74		1		53
Chifley	65-74		1	2005	1839
Chifley	65-74		1	2010	43
Chifley	65-74		1	2015	12
Chifley	65-74		1	2017	5
Chifley	65-74		1	2018	3
Chifley	65-74		1	2019	5
Chifley	65-74	Speaks English not well or not at all	0		55
Chifley	65-74	Speaks English not well or not at all	0	2005	1104
Chifley	65-74	Speaks English not well or not at all	0	2010	175
Chifley	65-74	Speaks English not well or not at all	0	2015	247
Chifley	65-74	Speaks English not well or not at all	0	2016	48
Chifley	65-74	Speaks English not well or not at all	0	2017	46
Chifley	65-74	Speaks English not well or not at all	0	2018	37
Chifley	65-74	Speaks English not well or not at all	0	2019	130
Chifley	65-74	Speaks English not well or not at all	0	2020	61
Chifley	65-74	Speaks English not well or not at all	0	2021	4
Chifley	65-74	Speaks English well or very well	0		69
Chifley	65-74	Speaks English well or very well	0	2005	4262
Chifley	65-74	Speaks English well or very well	0	2010	180
Chifley	65-74	Speaks English well or very well	0	2015	134
Chifley	65-74	Speaks English well or very well	0	2016	29
Chifley	65-74	Speaks English well or very well	0	2017	17
Chifley	65-74	Speaks English well or very well	0	2018	17
Chifley	65-74	Speaks English well or very well	0	2019	68
Chifley	65-74	Speaks English well or very well	0	2020	44
Chifley	75-84				10
Chifley	75-84			2005	9
Chifley	75-84		0	2005	12
Chifley	75-84		1		47
Chifley	75-84		1	2005	989
Chifley	75-84		1	2010	19
Chifley	75-84		1	2015	4
Chifley	75-84	Speaks English not well or not at all	0		75
Chifley	75-84	Speaks English not well or not at all	0	2005	735
Chifley	75-84	Speaks English not well or not at all	0	2010	98
Chifley	75-84	Speaks English not well or not at all	0	2015	63
Chifley	75-84	Speaks English not well or not at all	0	2016	25
Chifley	75-84	Speaks English not well or not at all	0	2017	9
Chifley	75-84	Speaks English not well or not at all	0	2018	5
Chifley	75-84	Speaks English not well or not at all	0	2019	30
Chifley	75-84	Speaks English not well or not at all	0	2020	13
Chifley	75-84	Speaks English well or very well	0		58
Chifley	75-84	Speaks English well or very well	0	2005	1432
Chifley	75-84	Speaks English well or very well	0	2010	69
Chifley	75-84	Speaks English well or very well	0	2015	30
Chifley	75-84	Speaks English well or very well	0	2016	4
Chifley	75-84	Speaks English well or very well	0	2017	5
Chifley	75-84	Speaks English well or very well	0	2018	8
Chifley	75-84	Speaks English well or very well	0	2019	28
Chifley	75-84	Speaks English well or very well	0	2020	12
Chifley	85+				4
Chifley	85+			2005	3
Chifley	85+		0	2005	9
Chifley	85+		1		29
Chifley	85+		1	2005	289
Chifley	85+	Speaks English not well or not at all	0		124
Chifley	85+	Speaks English not well or not at all	0	2005	388
Chifley	85+	Speaks English not well or not at all	0	2010	22
Chifley	85+	Speaks English not well or not at all	0	2015	12
Chifley	85+	Speaks English not well or not at all	0	2017	3
Chifley	85+	Speaks English not well or not at all	0	2020	6
Chifley	85+	Speaks English well or very well	0		68
Chifley	85+	Speaks English well or very well	0	2005	449
Chifley	85+	Speaks English well or very well	0	2010	8
Chifley	85+	Speaks English well or very well	0	2015	5
Chifley	85+	Speaks English well or very well	0	2019	3
Chifley	85+	Speaks English well or very well	0	2020	3
Cook	0-14				3
Cook	0-14		0	2020	3
Cook	0-14		1		33
Cook	0-14		1	2010	73
Cook	0-14		1	2015	226
Cook	0-14		1	2016	67
Cook	0-14		1	2017	50
Cook	0-14		1	2018	69
Cook	0-14		1	2019	64
Cook	0-14		1	2020	51
Cook	0-14		1	2021	33
Cook	0-14	Speaks English not well or not at all	0		3
Cook	0-14	Speaks English not well or not at all	0	2018	7
Cook	0-14	Speaks English not well or not at all	0	2019	8
Cook	0-14	Speaks English not well or not at all	0	2020	3
Cook	0-14	Speaks English not well or not at all	0	2021	4
Cook	0-14	Speaks English well or very well	0		14
Cook	0-14	Speaks English well or very well	0	2010	44
Cook	0-14	Speaks English well or very well	0	2015	183
Cook	0-14	Speaks English well or very well	0	2016	65
Cook	0-14	Speaks English well or very well	0	2017	67
Cook	0-14	Speaks English well or very well	0	2018	51
Cook	0-14	Speaks English well or very well	0	2019	48
Cook	0-14	Speaks English well or very well	0	2020	37
Cook	0-14	Speaks English well or very well	0	2021	13
Cook	15-24				4
Cook	15-24		1		18
Cook	15-24		1	2005	170
Cook	15-24		1	2010	217
Cook	15-24		1	2015	134
Cook	15-24		1	2016	36
Cook	15-24		1	2017	13
Cook	15-24		1	2018	24
Cook	15-24		1	2019	21
Cook	15-24		1	2020	16
Cook	15-24		1	2021	12
Cook	15-24	Speaks English not well or not at all	0	2015	3
Cook	15-24	Speaks English not well or not at all	0	2016	4
Cook	15-24	Speaks English not well or not at all	0	2018	6
Cook	15-24	Speaks English not well or not at all	0	2019	4
Cook	15-24	Speaks English well or very well	0		6
Cook	15-24	Speaks English well or very well	0	2005	98
Cook	15-24	Speaks English well or very well	0	2010	179
Cook	15-24	Speaks English well or very well	0	2015	187
Cook	15-24	Speaks English well or very well	0	2016	32
Cook	15-24	Speaks English well or very well	0	2017	53
Cook	15-24	Speaks English well or very well	0	2018	48
Cook	15-24	Speaks English well or very well	0	2019	60
Cook	15-24	Speaks English well or very well	0	2020	19
Cook	15-24	Speaks English well or very well	0	2021	3
Cook	25-34				7
Cook	25-34		1		34
Cook	25-34		1	2005	464
Cook	25-34		1	2010	210
Cook	25-34		1	2015	413
Cook	25-34		1	2016	114
Cook	25-34		1	2017	95
Cook	25-34		1	2018	110
Cook	25-34		1	2019	80
Cook	25-34		1	2020	32
Cook	25-34		1	2021	15
Cook	25-34	Speaks English not well or not at all	0		4
Cook	25-34	Speaks English not well or not at all	0	2005	9
Cook	25-34	Speaks English not well or not at all	0	2010	16
Cook	25-34	Speaks English not well or not at all	0	2015	31
Cook	25-34	Speaks English not well or not at all	0	2016	7
Cook	25-34	Speaks English not well or not at all	0	2017	14
Cook	25-34	Speaks English not well or not at all	0	2018	17
Cook	25-34	Speaks English not well or not at all	0	2019	17
Cook	25-34	Speaks English not well or not at all	0	2020	5
Cook	25-34	Speaks English not well or not at all	0	2021	3
Cook	25-34	Speaks English well or very well	0		19
Cook	25-34	Speaks English well or very well	0	2005	466
Cook	25-34	Speaks English well or very well	0	2010	370
Cook	25-34	Speaks English well or very well	0	2015	598
Cook	25-34	Speaks English well or very well	0	2016	163
Cook	25-34	Speaks English well or very well	0	2017	151
Cook	25-34	Speaks English well or very well	0	2018	122
Cook	25-34	Speaks English well or very well	0	2019	111
Cook	25-34	Speaks English well or very well	0	2020	37
Cook	25-34	Speaks English well or very well	0	2021	8
Cook	35-44				11
Cook	35-44			2010	3
Cook	35-44		1		40
Cook	35-44		1	2005	1128
Cook	35-44		1	2010	579
Cook	35-44		1	2015	447
Cook	35-44		1	2016	71
Cook	35-44		1	2017	32
Cook	35-44		1	2018	54
Cook	35-44		1	2019	47
Cook	35-44		1	2020	16
Cook	35-44		1	2021	11
Cook	35-44	Speaks English not well or not at all	0	2005	36
Cook	35-44	Speaks English not well or not at all	0	2010	38
Cook	35-44	Speaks English not well or not at all	0	2015	53
Cook	35-44	Speaks English not well or not at all	0	2016	15
Cook	35-44	Speaks English not well or not at all	0	2017	17
Cook	35-44	Speaks English not well or not at all	0	2018	9
Cook	35-44	Speaks English not well or not at all	0	2019	20
Cook	35-44	Speaks English not well or not at all	0	2020	3
Cook	35-44	Speaks English well or very well	0		23
Cook	35-44	Speaks English well or very well	0	2005	1376
Cook	35-44	Speaks English well or very well	0	2010	923
Cook	35-44	Speaks English well or very well	0	2015	717
Cook	35-44	Speaks English well or very well	0	2016	139
Cook	35-44	Speaks English well or very well	0	2017	120
Cook	35-44	Speaks English well or very well	0	2018	75
Cook	35-44	Speaks English well or very well	0	2019	64
Cook	35-44	Speaks English well or very well	0	2020	37
Cook	35-44	Speaks English well or very well	0	2021	10
Cook	45-54			2005	3
Cook	45-54		0	2005	7
Cook	45-54		1		43
Cook	45-54		1	2005	2114
Cook	45-54		1	2010	315
Cook	45-54		1	2015	140
Cook	45-54		1	2016	38
Cook	45-54		1	2017	12
Cook	45-54		1	2018	22
Cook	45-54		1	2019	16
Cook	45-54		1	2020	6
Cook	45-54		1	2021	6
Cook	45-54	Speaks English not well or not at all	0		5
Cook	45-54	Speaks English not well or not at all	0	2005	121
Cook	45-54	Speaks English not well or not at all	0	2010	55
Cook	45-54	Speaks English not well or not at all	0	2015	60
Cook	45-54	Speaks English not well or not at all	0	2016	9
Cook	45-54	Speaks English not well or not at all	0	2017	15
Cook	45-54	Speaks English not well or not at all	0	2018	12
Cook	45-54	Speaks English not well or not at all	0	2019	10
Cook	45-54	Speaks English not well or not at all	0	2020	9
Cook	45-54	Speaks English well or very well	0		33
Cook	45-54	Speaks English well or very well	0	2005	1943
Cook	45-54	Speaks English well or very well	0	2010	369
Cook	45-54	Speaks English well or very well	0	2015	191
Cook	45-54	Speaks English well or very well	0	2016	17
Cook	45-54	Speaks English well or very well	0	2017	28
Cook	45-54	Speaks English well or very well	0	2018	15
Cook	45-54	Speaks English well or very well	0	2019	11
Cook	45-54	Speaks English well or very well	0	2020	8
Cook	45-54	Speaks English well or very well	0	2021	3
Cook	55-64				13
Cook	55-64			2005	6
Cook	55-64		0	2005	6
Cook	55-64		1		41
Cook	55-64		1	2005	2449
Cook	55-64		1	2010	108
Cook	55-64		1	2015	58
Cook	55-64		1	2016	5
Cook	55-64		1	2017	4
Cook	55-64		1	2018	4
Cook	55-64		1	2019	10
Cook	55-64		1	2020	11
Cook	55-64	Speaks English not well or not at all	0		9
Cook	55-64	Speaks English not well or not at all	0	2005	450
Cook	55-64	Speaks English not well or not at all	0	2010	60
Cook	55-64	Speaks English not well or not at all	0	2015	71
Cook	55-64	Speaks English not well or not at all	0	2016	14
Cook	55-64	Speaks English not well or not at all	0	2017	16
Cook	55-64	Speaks English not well or not at all	0	2018	14
Cook	55-64	Speaks English not well or not at all	0	2019	23
Cook	55-64	Speaks English not well or not at all	0	2020	6
Cook	55-64	Speaks English well or very well	0		33
Cook	55-64	Speaks English well or very well	0	2005	2509
Cook	55-64	Speaks English well or very well	0	2010	87
Cook	55-64	Speaks English well or very well	0	2015	59
Cook	55-64	Speaks English well or very well	0	2016	8
Cook	55-64	Speaks English well or very well	0	2017	5
Cook	55-64	Speaks English well or very well	0	2018	3
Cook	55-64	Speaks English well or very well	0	2019	8
Cook	55-64	Speaks English well or very well	0	2020	4
Cook	55-64	Speaks English well or very well	0	2021	6
Cook	65-74				21
Cook	65-74			2005	6
Cook	65-74		0	2005	3
Cook	65-74		1		48
Cook	65-74		1	2005	2102
Cook	65-74		1	2010	26
Cook	65-74		1	2015	24
Cook	65-74		1	2017	4
Cook	65-74		1	2018	5
Cook	65-74		1	2019	9
Cook	65-74		1	2020	3
Cook	65-74		1	2021	3
Cook	65-74	Speaks English not well or not at all	0		12
Cook	65-74	Speaks English not well or not at all	0	2005	547
Cook	65-74	Speaks English not well or not at all	0	2010	62
Cook	65-74	Speaks English not well or not at all	0	2015	72
Cook	65-74	Speaks English not well or not at all	0	2016	17
Cook	65-74	Speaks English not well or not at all	0	2017	7
Cook	65-74	Speaks English not well or not at all	0	2018	12
Cook	65-74	Speaks English not well or not at all	0	2019	31
Cook	65-74	Speaks English not well or not at all	0	2020	9
Cook	65-74	Speaks English well or very well	0		31
Cook	65-74	Speaks English well or very well	0	2005	2252
Cook	65-74	Speaks English well or very well	0	2010	24
Cook	65-74	Speaks English well or very well	0	2015	15
Cook	65-74	Speaks English well or very well	0	2019	6
Cook	65-74	Speaks English well or very well	0	2020	4
Cook	75-84				74
Cook	75-84			2005	3
Cook	75-84		0		6
Cook	75-84		0	2005	6
Cook	75-84		1		35
Cook	75-84		1	2005	1484
Cook	75-84		1	2010	13
Cook	75-84		1	2015	6
Cook	75-84		1	2017	3
Cook	75-84	Speaks English not well or not at all	0		26
Cook	75-84	Speaks English not well or not at all	0	2005	631
Cook	75-84	Speaks English not well or not at all	0	2010	43
Cook	75-84	Speaks English not well or not at all	0	2015	26
Cook	75-84	Speaks English not well or not at all	0	2016	6
Cook	75-84	Speaks English not well or not at all	0	2019	5
Cook	75-84	Speaks English not well or not at all	0	2020	8
Cook	75-84	Speaks English well or very well	0		30
Cook	75-84	Speaks English well or very well	0	2005	1410
Cook	75-84	Speaks English well or very well	0	2010	7
Cook	75-84	Speaks English well or very well	0	2015	5
Cook	75-84	Speaks English well or very well	0	2019	3
Cook	85+				118
Cook	85+			2005	8
Cook	85+		0	2005	6
Cook	85+		1		23
Cook	85+		1	2005	491
Cook	85+		1	2010	11
Cook	85+	Speaks English not well or not at all	0		16
Cook	85+	Speaks English not well or not at all	0	2005	381
Cook	85+	Speaks English not well or not at all	0	2010	7
