LGA_NAME16	IndigenousStatus	persons
Moorabool	Torres Strait Islander	19
Moreland	Aboriginal	1019
Moreland	Both Aboriginal & Torres Strait Islander	44
Moreland	Non-indigenous	170269
Moreland	Torres Strait Islander	25
Mornington Peninsula	Aboriginal	1597
Mornington Peninsula	Both Aboriginal & Torres Strait Islander	46
Mornington Peninsula	Non-indigenous	167225
Mornington Peninsula	Torres Strait Islander	80
Mount Alexander	Aboriginal	254
Mount Alexander	Both Aboriginal & Torres Strait Islander	4
Mount Alexander	Non-indigenous	19988
Mount Alexander	Torres Strait Islander	7
Moyne	Aboriginal	292
Moyne	Both Aboriginal & Torres Strait Islander	8
Moyne	Non-indigenous	17071
Moyne	Torres Strait Islander	3
Murrindindi	Aboriginal	235
Murrindindi	Both Aboriginal & Torres Strait Islander	7
Murrindindi	Non-indigenous	14941
Murrindindi	Torres Strait Islander	14
Nillumbik	Aboriginal	355
Nillumbik	Both Aboriginal & Torres Strait Islander	3
Nillumbik	Non-indigenous	62520
Nillumbik	Torres Strait Islander	17
Northern Grampians	Aboriginal	204
Northern Grampians	Both Aboriginal & Torres Strait Islander	7
Northern Grampians	Non-indigenous	11722
Northern Grampians	Torres Strait Islander	15
Port Phillip	Aboriginal	476
Port Phillip	Both Aboriginal & Torres Strait Islander	15
Port Phillip	Non-indigenous	101437
Port Phillip	Torres Strait Islander	14
Pyrenees	Aboriginal	140
Pyrenees	Both Aboriginal & Torres Strait Islander	3
Pyrenees	Non-indigenous	7528
Queenscliffe	Aboriginal	11
Queenscliffe	Non-indigenous	3265
South Gippsland	Aboriginal	324
South Gippsland	Both Aboriginal & Torres Strait Islander	9
South Gippsland	Non-indigenous	30220
South Gippsland	Torres Strait Islander	24
Southern Grampians	Aboriginal	376
Southern Grampians	Both Aboriginal & Torres Strait Islander	7
Southern Grampians	Non-indigenous	16198
Southern Grampians	Torres Strait Islander	7
Stonnington	Aboriginal	342
Stonnington	Both Aboriginal & Torres Strait Islander	13
Stonnington	Non-indigenous	104330
Stonnington	Torres Strait Islander	18
Strathbogie	Aboriginal	194
Strathbogie	Both Aboriginal & Torres Strait Islander	12
Strathbogie	Non-indigenous	11238
Strathbogie	Torres Strait Islander	11
Surf Coast	Aboriginal	221
Surf Coast	Both Aboriginal & Torres Strait Islander	7
Surf Coast	Non-indigenous	37456
Surf Coast	Torres Strait Islander	10
Swan Hill	Aboriginal	904
Swan Hill	Both Aboriginal & Torres Strait Islander	29
Swan Hill	Non-indigenous	20441
Swan Hill	Torres Strait Islander	29
Towong	Aboriginal	112
Towong	Both Aboriginal & Torres Strait Islander	3
Towong	Non-indigenous	6108
Wangaratta	Aboriginal	528
Wangaratta	Both Aboriginal & Torres Strait Islander	24
Wangaratta	Non-indigenous	29241
Wangaratta	Torres Strait Islander	15
Warrnambool	Aboriginal	683
Warrnambool	Both Aboriginal & Torres Strait Islander	13
Warrnambool	Non-indigenous	34699
Warrnambool	Torres Strait Islander	11
Wellington	Aboriginal	885
Wellington	Both Aboriginal & Torres Strait Islander	24
Wellington	Non-indigenous	44707
Wellington	Torres Strait Islander	23
West Wimmera	Aboriginal	45
West Wimmera	Non-indigenous	3961
Whitehorse	Aboriginal	489
Whitehorse	Both Aboriginal & Torres Strait Islander	15
Whitehorse	Non-indigenous	168825
Whitehorse	Torres Strait Islander	17
Whittlesea	Aboriginal	2144
Whittlesea	Both Aboriginal & Torres Strait Islander	71
Whittlesea	Non-indigenous	227117
Whittlesea	Torres Strait Islander	64
Wodonga	Aboriginal	1398
Wodonga	Both Aboriginal & Torres Strait Islander	31
Wodonga	Non-indigenous	41776
Wodonga	Torres Strait Islander	48
Wyndham	Aboriginal	2399
Wyndham	Both Aboriginal & Torres Strait Islander	67
Wyndham	Non-indigenous	289503
Wyndham	Torres Strait Islander	42
Yarra	Aboriginal	489
Yarra	Both Aboriginal & Torres Strait Islander	9
Yarra	Non-indigenous	89602
Yarra	Torres Strait Islander	14
Yarra Ranges	Aboriginal	1603
Yarra Ranges	Both Aboriginal & Torres Strait Islander	38
Yarra Ranges	Non-indigenous	154357
Yarra Ranges	Torres Strait Islander	70
Yarriambiack	Aboriginal	93
Yarriambiack	Both Aboriginal & Torres Strait Islander	11
Yarriambiack	Non-indigenous	6442
Yarriambiack	Torres Strait Islander	10
Unincorporated Vic	Aboriginal	10
Unincorporated Vic	Non-indigenous	945
No usual address (Vic.)	Aboriginal	448
No usual address (Vic.)	Both Aboriginal & Torres Strait Islander	4
No usual address (Vic.)	Non-indigenous	8628
No usual address (Vic.)	Torres Strait Islander	9
Migratory - Offshore - Shipping (Vic.)	Non-indigenous	38
Aurukun	Aboriginal	904
Aurukun	Both Aboriginal & Torres Strait Islander	66
Aurukun	Non-indigenous	121
Aurukun	Torres Strait Islander	10
Balonne	Aboriginal	846
Balonne	Both Aboriginal & Torres Strait Islander	26
Balonne	Non-indigenous	3437
Balonne	Torres Strait Islander	11
Banana	Aboriginal	673
Banana	Both Aboriginal & Torres Strait Islander	45
Banana	Non-indigenous	13778
Banana	Torres Strait Islander	17
Barcaldine	Aboriginal	199
Barcaldine	Both Aboriginal & Torres Strait Islander	10
Barcaldine	Non-indigenous	2631
Barcaldine	Torres Strait Islander	9
Barcoo	Aboriginal	26
Barcoo	Non-indigenous	282
Blackall Tambo	Aboriginal	95
Blackall Tambo	Both Aboriginal & Torres Strait Islander	9
Blackall Tambo	Non-indigenous	1793
Blackall Tambo	Torres Strait Islander	8
Boulia	Aboriginal	140
Boulia	Non-indigenous	318
Brisbane	Aboriginal	19891
Brisbane	Both Aboriginal & Torres Strait Islander	1500
Brisbane	Non-indigenous	1219888
Brisbane	Torres Strait Islander	1546
Bulloo	Aboriginal	35
Bulloo	Non-indigenous	302
Bundaberg	Aboriginal	4453
Bundaberg	Both Aboriginal & Torres Strait Islander	286
Bundaberg	Non-indigenous	94265
Bundaberg	Torres Strait Islander	211
Burdekin	Aboriginal	847
Burdekin	Both Aboriginal & Torres Strait Islander	150
Burdekin	Non-indigenous	15597
Burdekin	Torres Strait Islander	98
Burke	Aboriginal	121
Burke	Both Aboriginal & Torres Strait Islander	18
Burke	Non-indigenous	274
Burke	Torres Strait Islander	6
Cairns	Aboriginal	8540
Cairns	Both Aboriginal & Torres Strait Islander	3480
Cairns	Non-indigenous	150788
Cairns	Torres Strait Islander	4135
Carpentaria	Aboriginal	794
Carpentaria	Both Aboriginal & Torres Strait Islander	55
Carpentaria	Non-indigenous	1227
Carpentaria	Torres Strait Islander	14
Cassowary Coast	Aboriginal	2158
Cassowary Coast	Both Aboriginal & Torres Strait Islander	603
Cassowary Coast	Non-indigenous	25946
Cassowary Coast	Torres Strait Islander	450
Central Highlands (Qld)	Aboriginal	1455
Central Highlands (Qld)	Both Aboriginal & Torres Strait Islander	107
Central Highlands (Qld)	Non-indigenous	26203
Central Highlands (Qld)	Torres Strait Islander	71
Charters Towers	Aboriginal	993
Charters Towers	Both Aboriginal & Torres Strait Islander	89
Charters Towers	Non-indigenous	10650
Charters Towers	Torres Strait Islander	62
Cherbourg	Aboriginal	1116
Cherbourg	Both Aboriginal & Torres Strait Islander	33
Cherbourg	Non-indigenous	41
Cherbourg	Torres Strait Islander	4
Cloncurry	Aboriginal	822
Cloncurry	Both Aboriginal & Torres Strait Islander	26
Cloncurry	Non-indigenous	2779
Cloncurry	Torres Strait Islander	17
Cook	Aboriginal	857
Cook	Both Aboriginal & Torres Strait Islander	64
Cook	Non-indigenous	3555
Cook	Torres Strait Islander	35
Croydon	Aboriginal	76
Croydon	Non-indigenous	190
Diamantina	Aboriginal	59
Diamantina	Non-indigenous	207
Doomadgee	Aboriginal	1236
Doomadgee	Both Aboriginal & Torres Strait Islander	3
Doomadgee	Non-indigenous	148
Douglas	Aboriginal	741
Douglas	Both Aboriginal & Torres Strait Islander	203
Douglas	Non-indigenous	11295
Douglas	Torres Strait Islander	98
Etheridge	Aboriginal	42
Etheridge	Both Aboriginal & Torres Strait Islander	4
Etheridge	Non-indigenous	665
Etheridge	Torres Strait Islander	3
Flinders (Qld)	Aboriginal	150
Flinders (Qld)	Both Aboriginal & Torres Strait Islander	11
Flinders (Qld)	Non-indigenous	1336
Flinders (Qld)	Torres Strait Islander	3
Fraser Coast	Aboriginal	5104
Fraser Coast	Both Aboriginal & Torres Strait Islander	292
Fraser Coast	Non-indigenous	105388
Fraser Coast	Torres Strait Islander	248
Gladstone	Aboriginal	3438
Gladstone	Both Aboriginal & Torres Strait Islander	370
Gladstone	Non-indigenous	59573
Gladstone	Torres Strait Islander	134
Gold Coast	Aboriginal	12447
Gold Coast	Both Aboriginal & Torres Strait Islander	567
Gold Coast	Non-indigenous	611502
Gold Coast	Torres Strait Islander	571
Goondiwindi	Aboriginal	771
Goondiwindi	Both Aboriginal & Torres Strait Islander	18
Goondiwindi	Non-indigenous	9509
Goondiwindi	Torres Strait Islander	12
Gympie	Aboriginal	2068
Gympie	Both Aboriginal & Torres Strait Islander	137
Gympie	Non-indigenous	50909
Gympie	Torres Strait Islander	128
Hinchinbrook	Aboriginal	605
Hinchinbrook	Both Aboriginal & Torres Strait Islander	93
Hinchinbrook	Non-indigenous	10174
Hinchinbrook	Torres Strait Islander	48
Hope Vale	Aboriginal	851
Hope Vale	Both Aboriginal & Torres Strait Islander	14
Hope Vale	Non-indigenous	107
Hope Vale	Torres Strait Islander	4
Ipswich	Aboriginal	11373
Ipswich	Both Aboriginal & Torres Strait Islander	626
Ipswich	Non-indigenous	216701
Ipswich	Torres Strait Islander	508
Isaac	Aboriginal	927
Isaac	Both Aboriginal & Torres Strait Islander	97
Isaac	Non-indigenous	20886
Isaac	Torres Strait Islander	136
Kowanyama	Aboriginal	912
Kowanyama	Both Aboriginal & Torres Strait Islander	18
Kowanyama	Non-indigenous	146
Kowanyama	Torres Strait Islander	3
Livingstone	Aboriginal	1871
Livingstone	Both Aboriginal & Torres Strait Islander	149
Livingstone	Non-indigenous	37276
Livingstone	Torres Strait Islander	102
Lockhart River	Aboriginal	407
Lockhart River	Both Aboriginal & Torres Strait Islander	87
Lockhart River	Non-indigenous	136
Lockhart River	Torres Strait Islander	10
Lockyer Valley	Aboriginal	1921
Lockyer Valley	Both Aboriginal & Torres Strait Islander	100
Lockyer Valley	Non-indigenous	39011
Lockyer Valley	Torres Strait Islander	69
Logan	Aboriginal	12792
Logan	Both Aboriginal & Torres Strait Islander	935
Logan	Non-indigenous	330581
Logan	Torres Strait Islander	790
Longreach	Aboriginal	187
Longreach	Both Aboriginal & Torres Strait Islander	23
Longreach	Non-indigenous	3423
Longreach	Torres Strait Islander	14
Mackay	Aboriginal	4848
Mackay	Both Aboriginal & Torres Strait Islander	1316
Mackay	Non-indigenous	114180
Mackay	Torres Strait Islander	1347
McKinlay	Aboriginal	36
McKinlay	Both Aboriginal & Torres Strait Islander	3
McKinlay	Non-indigenous	794
McKinlay	Torres Strait Islander	3
Mapoon	Aboriginal	160
Mapoon	Both Aboriginal & Torres Strait Islander	172
Mapoon	Non-indigenous	89
Mapoon	Torres Strait Islander	11
Maranoa	Aboriginal	1195
Maranoa	Both Aboriginal & Torres Strait Islander	32
Maranoa	Non-indigenous	11574
Maranoa	Torres Strait Islander	24
Mareeba	Aboriginal	2650
Mareeba	Both Aboriginal & Torres Strait Islander	367
Mareeba	Non-indigenous	19594
Mareeba	Torres Strait Islander	247
Moreton Bay	Aboriginal	16813
Moreton Bay	Both Aboriginal & Torres Strait Islander	1021
Moreton Bay	Non-indigenous	457724
Moreton Bay	Torres Strait Islander	782
Mornington	Aboriginal	814
Mornington	Both Aboriginal & Torres Strait Islander	5
Mornington	Non-indigenous	203
Mornington	Torres Strait Islander	3
Mount Isa	Aboriginal	3749
Mount Isa	Both Aboriginal & Torres Strait Islander	183
Mount Isa	Non-indigenous	14706
Mount Isa	Torres Strait Islander	89
Murweh	Aboriginal	439
Murweh	Both Aboriginal & Torres Strait Islander	5
Murweh	Non-indigenous	3515
Murweh	Torres Strait Islander	12
Napranum	Aboriginal	337
Napranum	Both Aboriginal & Torres Strait Islander	313
Napranum	Non-indigenous	168
Napranum	Torres Strait Islander	65
Noosa	Aboriginal	869
Noosa	Both Aboriginal & Torres Strait Islander	27
Noosa	Non-indigenous	55369
Noosa	Torres Strait Islander	33
North Burnett	Aboriginal	620
North Burnett	Both Aboriginal & Torres Strait Islander	58
North Burnett	Non-indigenous	9367
North Burnett	Torres Strait Islander	23
Northern Peninsula Area	Aboriginal	106
Northern Peninsula Area	Both Aboriginal & Torres Strait Islander	1420
Northern Peninsula Area	Non-indigenous	495
Northern Peninsula Area	Torres Strait Islander	760
Palm Island	Aboriginal	1521
Palm Island	Both Aboriginal & Torres Strait Islander	379
Palm Island	Non-indigenous	179
Palm Island	Torres Strait Islander	19
Paroo	Aboriginal	579
Paroo	Both Aboriginal & Torres Strait Islander	23
Paroo	Non-indigenous	1077
Pormpuraaw	Aboriginal	454
Pormpuraaw	Both Aboriginal & Torres Strait Islander	19
Pormpuraaw	Non-indigenous	128
Pormpuraaw	Torres Strait Islander	10
Quilpie	Aboriginal	84
Quilpie	Non-indigenous	614
Redland	Aboriginal	4201
Redland	Both Aboriginal & Torres Strait Islander	250
Redland	Non-indigenous	154570
Redland	Torres Strait Islander	201
Richmond	Aboriginal	55
Richmond	Non-indigenous	706
Rockhampton	Aboriginal	6242
Rockhampton	Both Aboriginal & Torres Strait Islander	496
Rockhampton	Non-indigenous	74874
Rockhampton	Torres Strait Islander	356
Scenic Rim	Aboriginal	1411
Scenic Rim	Both Aboriginal & Torres Strait Islander	105
Scenic Rim	Non-indigenous	41409
Scenic Rim	Torres Strait Islander	59
Somerset	Aboriginal	1086
Somerset	Both Aboriginal & Torres Strait Islander	52
Somerset	Non-indigenous	23884
Somerset	Torres Strait Islander	35
South Burnett	Aboriginal	1894
South Burnett	Both Aboriginal & Torres Strait Islander	110
South Burnett	Non-indigenous	30957
South Burnett	Torres Strait Islander	35
Southern Downs	Aboriginal	1854
Southern Downs	Both Aboriginal & Torres Strait Islander	61
Southern Downs	Non-indigenous	34324
Southern Downs	Torres Strait Islander	51
Sunshine Coast	Aboriginal	7627
Sunshine Coast	Both Aboriginal & Torres Strait Islander	353
Sunshine Coast	Non-indigenous	334210
Sunshine Coast	Torres Strait Islander	351
Tablelands	Aboriginal	1645
Tablelands	Both Aboriginal & Torres Strait Islander	227
Tablelands	Non-indigenous	24185
Tablelands	Torres Strait Islander	187
Toowoomba	Aboriginal	8146
Toowoomba	Both Aboriginal & Torres Strait Islander	271
Toowoomba	Non-indigenous	164530
Toowoomba	Torres Strait Islander	257
Torres	Aboriginal	104
Torres	Both Aboriginal & Torres Strait Islander	701
Torres	Non-indigenous	1056
Torres	Torres Strait Islander	1560
Torres Strait Island	Aboriginal	47
Torres Strait Island	Both Aboriginal & Torres Strait Islander	658
Torres Strait Island	Non-indigenous	383
Torres Strait Island	Torres Strait Islander	3036
Townsville	Aboriginal	11920
Townsville	Both Aboriginal & Torres Strait Islander	2306
Townsville	Non-indigenous	176497
Townsville	Torres Strait Islander	2045
Weipa	Aboriginal	308
Weipa	Both Aboriginal & Torres Strait Islander	291
Weipa	Non-indigenous	3287
Weipa	Torres Strait Islander	214
Western Downs	Aboriginal	2445
Western Downs	Both Aboriginal & Torres Strait Islander	78
Western Downs	Non-indigenous	31257
Western Downs	Torres Strait Islander	63
Whitsunday	Aboriginal	1747
Whitsunday	Both Aboriginal & Torres Strait Islander	226
Whitsunday	Non-indigenous	35001
Whitsunday	Torres Strait Islander	178
Winton	Aboriginal	68
Winton	Both Aboriginal & Torres Strait Islander	5
Winton	Non-indigenous	1052
Winton	Torres Strait Islander	4
Woorabinda	Aboriginal	857
Woorabinda	Both Aboriginal & Torres Strait Islander	74
Woorabinda	Non-indigenous	88
Wujal Wujal	Aboriginal	249
Wujal Wujal	Both Aboriginal & Torres Strait Islander	12
Wujal Wujal	Non-indigenous	15
Yarrabah	Aboriginal	2273
Yarrabah	Both Aboriginal & Torres Strait Islander	107
Yarrabah	Non-indigenous	107
Yarrabah	Torres Strait Islander	18
No usual address (Qld)	Aboriginal	1025
No usual address (Qld)	Both Aboriginal & Torres Strait Islander	84
No usual address (Qld)	Non-indigenous	13489
No usual address (Qld)	Torres Strait Islander	72
Migratory - Offshore - Shipping (Qld)	Non-indigenous	183
Adelaide	Aboriginal	313
Adelaide	Both Aboriginal & Torres Strait Islander	12
Adelaide	Non-indigenous	24688
Adelaide	Torres Strait Islander	13
Adelaide Hills	Aboriginal	261
Adelaide Hills	Both Aboriginal & Torres Strait Islander	10
Adelaide Hills	Non-indigenous	40598
Adelaide Hills	Torres Strait Islander	10
Adelaide Plains	Aboriginal	246
Adelaide Plains	Non-indigenous	9578
Adelaide Plains	Torres Strait Islander	11
Alexandrina	Aboriginal	447
Alexandrina	Both Aboriginal & Torres Strait Islander	9
Alexandrina	Non-indigenous	28258
Alexandrina	Torres Strait Islander	16
Anangu Pitjantjatjara Yunkunytjatjara	Aboriginal	2048
Anangu Pitjantjatjara Yunkunytjatjara	Both Aboriginal & Torres Strait Islander	10
Anangu Pitjantjatjara Yunkunytjatjara	Non-indigenous	275
Barossa	Aboriginal	299
Barossa	Both Aboriginal & Torres Strait Islander	4
Barossa	Non-indigenous	24755
Barossa	Torres Strait Islander	8
Barunga West	Aboriginal	55
Barunga West	Non-indigenous	2560
Barunga West	Torres Strait Islander	4
Berri Barmera	Aboriginal	511
Berri Barmera	Both Aboriginal & Torres Strait Islander	11
Berri Barmera	Non-indigenous	9951
Berri Barmera	Torres Strait Islander	11
Burnside	Aboriginal	174
Burnside	Both Aboriginal & Torres Strait Islander	8
Burnside	Non-indigenous	45842
Burnside	Torres Strait Islander	6
Campbelltown (SA)	Aboriginal	404
Campbelltown (SA)	Both Aboriginal & Torres Strait Islander	17
Campbelltown (SA)	Non-indigenous	54359
Campbelltown (SA)	Torres Strait Islander	20
Ceduna	Aboriginal	860
Ceduna	Both Aboriginal & Torres Strait Islander	3
Ceduna	Non-indigenous	2637
Ceduna	Torres Strait Islander	5
Charles Sturt	Aboriginal	1879
Charles Sturt	Both Aboriginal & Torres Strait Islander	62
Charles Sturt	Non-indigenous	119838
Charles Sturt	Torres Strait Islander	61
Clare and Gilbert Valleys	Aboriginal	180
Clare and Gilbert Valleys	Both Aboriginal & Torres Strait Islander	3
Clare and Gilbert Valleys	Non-indigenous	9000
Clare and Gilbert Valleys	Torres Strait Islander	4
Cleve	Aboriginal	11
Cleve	Non-indigenous	1731
Coober Pedy	Aboriginal	223
Coober Pedy	Both Aboriginal & Torres Strait Islander	8
Coober Pedy	Non-indigenous	1335
Copper Coast	Aboriginal	497
Copper Coast	Both Aboriginal & Torres Strait Islander	15
Copper Coast	Non-indigenous	14530
Copper Coast	Torres Strait Islander	8
Elliston	Aboriginal	38
Elliston	Non-indigenous	976
Flinders Ranges	Aboriginal	211
Flinders Ranges	Non-indigenous	1435
Franklin Harbour	Aboriginal	33
Franklin Harbour	Non-indigenous	1260
Gawler	Aboriginal	610
Gawler	Both Aboriginal & Torres Strait Islander	18
Gawler	Non-indigenous	24331
Gawler	Torres Strait Islander	29
Goyder	Aboriginal	104
Goyder	Non-indigenous	3952
Goyder	Torres Strait Islander	4
Grant	Aboriginal	227
Grant	Non-indigenous	8402
Grant	Torres Strait Islander	7
Holdfast Bay	Aboriginal	304
Holdfast Bay	Both Aboriginal & Torres Strait Islander	15
Holdfast Bay	Non-indigenous	37216
Holdfast Bay	Torres Strait Islander	8
Kangaroo Island	Aboriginal	80
Kangaroo Island	Non-indigenous	4814
Karoonda East Murray	Aboriginal	15
Karoonda East Murray	Non-indigenous	992
Kimba	Aboriginal	13
Kimba	Non-indigenous	1024
Kingston (SA)	Aboriginal	57
Kingston (SA)	Non-indigenous	2265
Kingston (SA)	Torres Strait Islander	4
Light	Aboriginal	219
Light	Non-indigenous	15564
Light	Torres Strait Islander	9
Lower Eyre Peninsula	Aboriginal	173
Lower Eyre Peninsula	Non-indigenous	5734
Lower Eyre Peninsula	Torres Strait Islander	3
Loxton Waikerie	Aboriginal	301
Loxton Waikerie	Both Aboriginal & Torres Strait Islander	14
Loxton Waikerie	Non-indigenous	11346
Loxton Waikerie	Torres Strait Islander	5
Maralinga Tjarutja	Aboriginal	68
Maralinga Tjarutja	Non-indigenous	28
Marion	Aboriginal	1205
Marion	Both Aboriginal & Torres Strait Islander	28
Marion	Non-indigenous	93453
Marion	Torres Strait Islander	35
Mid Murray	Aboriginal	226
Mid Murray	Both Aboriginal & Torres Strait Islander	3
Mid Murray	Non-indigenous	8935
Mitcham	Aboriginal	393
Mitcham	Both Aboriginal & Torres Strait Islander	13
Mitcham	Non-indigenous	67198
Mitcham	Torres Strait Islander	13
Mount Barker	Aboriginal	463
Mount Barker	Both Aboriginal & Torres Strait Islander	11
Mount Barker	Non-indigenous	38723
Mount Barker	Torres Strait Islander	20
Mount Gambier	Aboriginal	729
Mount Gambier	Both Aboriginal & Torres Strait Islander	16
Mount Gambier	Non-indigenous	26119
Mount Gambier	Torres Strait Islander	14
Mount Remarkable	Aboriginal	98
Mount Remarkable	Both Aboriginal & Torres Strait Islander	3
Mount Remarkable	Non-indigenous	2761
Murray Bridge	Aboriginal	1186
Murray Bridge	Both Aboriginal & Torres Strait Islander	10
Murray Bridge	Non-indigenous	20426
Murray Bridge	Torres Strait Islander	22
Naracoorte Lucindale	Aboriginal	131
Naracoorte Lucindale	Both Aboriginal & Torres Strait Islander	9
Naracoorte Lucindale	Non-indigenous	8546
Northern Areas	Aboriginal	129
Northern Areas	Non-indigenous	4426
Northern Areas	Torres Strait Islander	4
Norwood Payneham and St Peters	Aboriginal	196
Norwood Payneham and St Peters	Both Aboriginal & Torres Strait Islander	12
Norwood Payneham and St Peters	Non-indigenous	37265
Norwood Payneham and St Peters	Torres Strait Islander	14
Onkaparinga	Aboriginal	3181
Onkaparinga	Both Aboriginal & Torres Strait Islander	99
Onkaparinga	Non-indigenous	171826
Onkaparinga	Torres Strait Islander	98
Orroroo Carrieton	Aboriginal	8
Orroroo Carrieton	Non-indigenous	866
Peterborough	Aboriginal	92
Peterborough	Both Aboriginal & Torres Strait Islander	16
Peterborough	Non-indigenous	1530
Playford	Aboriginal	3977
Playford	Both Aboriginal & Torres Strait Islander	122
Playford	Non-indigenous	94975
Playford	Torres Strait Islander	116
Port Adelaide Enfield	Aboriginal	3149
Port Adelaide Enfield	Both Aboriginal & Torres Strait Islander	73
Port Adelaide Enfield	Non-indigenous	129104
Port Adelaide Enfield	Torres Strait Islander	74
Port Augusta	Aboriginal	2742
Port Augusta	Both Aboriginal & Torres Strait Islander	58
Port Augusta	Non-indigenous	10996
Port Augusta	Torres Strait Islander	33
Port Lincoln	Aboriginal	913
Port Lincoln	Both Aboriginal & Torres Strait Islander	8
Port Lincoln	Non-indigenous	13458
Port Lincoln	Torres Strait Islander	25
Port Pirie	Aboriginal	783
Port Pirie	Both Aboriginal & Torres Strait Islander	8
Port Pirie	Non-indigenous	16476
Port Pirie	Torres Strait Islander	15
Prospect	Aboriginal	192
Prospect	Both Aboriginal & Torres Strait Islander	8
Prospect	Non-indigenous	22058
Prospect	Torres Strait Islander	14
Renmark Paringa	Aboriginal	301
Renmark Paringa	Both Aboriginal & Torres Strait Islander	9
Renmark Paringa	Non-indigenous	9468
Renmark Paringa	Torres Strait Islander	5
Robe	Aboriginal	10
Robe	Both Aboriginal & Torres Strait Islander	5
Robe	Non-indigenous	1527
Roxby Downs	Aboriginal	189
Roxby Downs	Both Aboriginal & Torres Strait Islander	6
Roxby Downs	Non-indigenous	3772
Roxby Downs	Torres Strait Islander	9
Salisbury	Aboriginal	3333
Salisbury	Both Aboriginal & Torres Strait Islander	66
Salisbury	Non-indigenous	142324
Salisbury	Torres Strait Islander	83
Southern Mallee	Aboriginal	29
Southern Mallee	Both Aboriginal & Torres Strait Islander	4
Southern Mallee	Non-indigenous	1946
Streaky Bay	Aboriginal	40
Streaky Bay	Both Aboriginal & Torres Strait Islander	4
Streaky Bay	Non-indigenous	2121
Tatiara	Aboriginal	109
Tatiara	Non-indigenous	6776
Tatiara	Torres Strait Islander	6
Tea Tree Gully	Aboriginal	1211
Tea Tree Gully	Both Aboriginal & Torres Strait Islander	29
Tea Tree Gully	Non-indigenous	99897
Tea Tree Gully	Torres Strait Islander	37
Coorong	Aboriginal	306
Coorong	Both Aboriginal & Torres Strait Islander	6
Coorong	Non-indigenous	5148
Coorong	Torres Strait Islander	3
Tumby Bay	Aboriginal	53
Tumby Bay	Non-indigenous	2751
Tumby Bay	Torres Strait Islander	13
Unley	Aboriginal	181
Unley	Both Aboriginal & Torres Strait Islander	9
Unley	Non-indigenous	38443
Unley	Torres Strait Islander	8
Victor Harbor	Aboriginal	260
Victor Harbor	Both Aboriginal & Torres Strait Islander	4
Victor Harbor	Non-indigenous	15863
Victor Harbor	Torres Strait Islander	12
Wakefield	Aboriginal	194
Wakefield	Both Aboriginal & Torres Strait Islander	6
Wakefield	Non-indigenous	6580
Walkerville	Aboriginal	36
Walkerville	Non-indigenous	7987
Wattle Range	Aboriginal	249
Wattle Range	Both Aboriginal & Torres Strait Islander	17
Wattle Range	Non-indigenous	11614
Wattle Range	Torres Strait Islander	8
West Torrens	Aboriginal	705
West Torrens	Both Aboriginal & Torres Strait Islander	27
West Torrens	Non-indigenous	60941
West Torrens	Torres Strait Islander	26
Whyalla	Aboriginal	1093
Whyalla	Both Aboriginal & Torres Strait Islander	44
Whyalla	Non-indigenous	20083
Whyalla	Torres Strait Islander	24
Wudinna	Aboriginal	24
Wudinna	Non-indigenous	1112
Yankalilla	Aboriginal	100
Yankalilla	Non-indigenous	5734
Yorke Peninsula	Aboriginal	426
Yorke Peninsula	Both Aboriginal & Torres Strait Islander	11
Yorke Peninsula	Non-indigenous	11151
Yorke Peninsula	Torres Strait Islander	10
Unincorporated SA	Aboriginal	726
Unincorporated SA	Non-indigenous	2276
Unincorporated SA	Torres Strait Islander	4
No usual address (SA)	Aboriginal	376
No usual address (SA)	Both Aboriginal & Torres Strait Islander	6
No usual address (SA)	Non-indigenous	2995
Migratory - Offshore - Shipping (SA)	Non-indigenous	12
Albany	Aboriginal	1433
Albany	Both Aboriginal & Torres Strait Islander	18
Albany	Non-indigenous	37291
Albany	Torres Strait Islander	21
Armadale	Aboriginal	2682
Armadale	Both Aboriginal & Torres Strait Islander	64
Armadale	Non-indigenous	91395
Armadale	Torres Strait Islander	43
Ashburton	Aboriginal	716
Ashburton	Both Aboriginal & Torres Strait Islander	24
Ashburton	Non-indigenous	6618
Ashburton	Torres Strait Islander	33
Augusta Margaret River	Aboriginal	215
Augusta Margaret River	Non-indigenous	16563
Augusta Margaret River	Torres Strait Islander	13
Bassendean	Aboriginal	383
Bassendean	Both Aboriginal & Torres Strait Islander	7
Bassendean	Non-indigenous	15530
Bassendean	Torres Strait Islander	12
Bayswater	Aboriginal	993
Bayswater	Both Aboriginal & Torres Strait Islander	53
Bayswater	Non-indigenous	68207
Bayswater	Torres Strait Islander	30
Belmont	Aboriginal	1080
Belmont	Both Aboriginal & Torres Strait Islander	19
Belmont	Non-indigenous	41123
Belmont	Torres Strait Islander	35
Beverley	Aboriginal	50
Beverley	Non-indigenous	1641
Beverley	Torres Strait Islander	3
Boddington	Aboriginal	57
Boddington	Non-indigenous	1645
Boddington	Torres Strait Islander	3
Boyup Brook	Aboriginal	26
Boyup Brook	Non-indigenous	1805
Boyup Brook	Torres Strait Islander	3
Bridgetown-Greenbushes	Aboriginal	81
Bridgetown-Greenbushes	Non-indigenous	5157
Brookton	Aboriginal	83
Brookton	Non-indigenous	846
Broome	Aboriginal	4599
Broome	Both Aboriginal & Torres Strait Islander	203
Broome	Non-indigenous	12114
